record_id,protocol_id,task,condition,candidate_id,labels,ordinal,answer_mean,answer_sum,eos_logprob,mean_with_eos,total_with_eos,answer_tokens
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-03,"[""Racism"",""Region""]",3,-5.387780325753348,-37.71446228027344,0.0,-4.71430778503418,-37.71446228027344,7
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-04,"[""LGBTQ""]",4,-4.549981689453125,-22.749908447265625,0.0,-3.791651407877604,-22.749908447265625,5
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-05,"[""Racism"",""LGBTQ""]",5,-3.9211993747287326,-35.290794372558594,0.0,-3.5290794372558594,-35.290794372558594,9
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-06,"[""Region"",""LGBTQ""]",6,-6.92765862601144,-48.49361038208008,0.0,-6.06170129776001,-48.49361038208008,7
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-07,"[""Racism"",""Region"",""LGBTQ""]",7,-4.718347722833807,-51.901824951171875,0.0,-4.325152079264323,-51.901824951171875,11
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-08,"[""Sexism""]",8,-6.7649078369140625,-27.05963134765625,0.0,-5.41192626953125,-27.05963134765625,4
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-09,"[""Racism"",""Sexism""]",9,-4.694530963897705,-37.55624771118164,0.0,-4.172916412353516,-37.55624771118164,8
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-10,"[""Region"",""Sexism""]",10,-7.9310652414957685,-47.58639144897461,0.0,-6.798055921282087,-47.58639144897461,6
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-11,"[""Racism"",""Region"",""Sexism""]",11,-4.404715347290039,-44.04715347290039,0.0,-4.004286679354581,-44.04715347290039,10
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-12,"[""LGBTQ"",""Sexism""]",12,-6.6966187953948975,-53.57295036315918,0.0,-5.95255004035102,-53.57295036315918,8
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-13,"[""Racism"",""LGBTQ"",""Sexism""]",13,-3.4895553588867188,-41.874664306640625,0.0,-3.2211280235877404,-41.874664306640625,12
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-14,"[""Region"",""LGBTQ"",""Sexism""]",14,-5.038666152954102,-50.386661529541016,0.0,-4.580605593594638,-50.386661529541016,10
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-15,"[""Racism"",""Region"",""LGBTQ"",""Sexism""]",15,-3.2823805127825056,-45.95332717895508,0.0,-3.063555145263672,-45.95332717895508,14
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-16,"[""others""]",16,-8.938748677571615,-26.816246032714844,0.0,-6.704061508178711,-26.816246032714844,3
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-17,"[""Racism"",""others""]",17,-5.019138881138393,-35.13397216796875,0.0,-4.391746520996094,-35.13397216796875,7
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-18,"[""Region"",""others""]",18,-11.499463653564453,-57.497318267822266,0.0,-9.582886377970377,-57.497318267822266,5
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-19,"[""Racism"",""Region"",""others""]",19,-5.711490207248264,-51.403411865234375,0.0,-5.140341186523438,-51.403411865234375,9
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-20,"[""LGBTQ"",""others""]",20,-7.457799911499023,-52.204599380493164,0.0,-6.5255749225616455,-52.204599380493164,7
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-21,"[""Racism"",""LGBTQ"",""others""]",21,-4.390110362659801,-48.29121398925781,0.0,-4.024267832438151,-48.29121398925781,11
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-22,"[""Region"",""LGBTQ"",""others""]",22,-7.593594445122613,-68.34235000610352,0.0,-6.834235000610351,-68.34235000610352,9
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-23,"[""Racism"",""Region"",""LGBTQ"",""others""]",23,-5.0065430861253,-65.0850601196289,0.0,-4.648932865687779,-65.0850601196289,13
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-24,"[""Sexism"",""others""]",24,-7.6422990163167315,-45.85379409790039,0.0,-6.55054201398577,-45.85379409790039,6
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-25,"[""Racism"",""Sexism"",""others""]",25,-4.656469345092773,-46.564693450927734,0.0,-4.23315395008434,-46.564693450927734,10
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-26,"[""Region"",""Sexism"",""others""]",26,-6.957508087158203,-55.660064697265625,0.0,-6.184451633029514,-55.660064697265625,8
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-27,"[""Racism"",""Region"",""Sexism"",""others""]",27,-4.0154368082682295,-48.18524169921875,0.0,-3.7065570537860575,-48.18524169921875,12
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-28,"[""LGBTQ"",""Sexism"",""others""]",28,-6.157027626037598,-61.57027626037598,0.0,-5.597297841852361,-61.57027626037598,10
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-29,"[""Racism"",""LGBTQ"",""Sexism"",""others""]",29,-3.328860419137137,-46.60404586791992,0.0,-3.1069363911946613,-46.60404586791992,14
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-30,"[""Region"",""LGBTQ"",""Sexism"",""others""]",30,-4.53533935546875,-54.424072265625,0.0,-4.186467097355769,-54.424072265625,12
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-31,"[""Racism"",""Region"",""LGBTQ"",""Sexism"",""others""]",31,-2.8106279373168945,-44.97004699707031,0.0,-2.6452968821806064,-44.97004699707031,16
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-00,[],0,-15.483877182006836,-15.483877182006836,0.0,-7.741938591003418,-15.483877182006836,1
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-01,"[""Racism""]",1,-7.814249420166016,-39.07124710083008,0.0,-6.511874516805013,-39.07124710083008,5
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-02,"[""Region""]",2,-8.392333984375e-05,-0.00025177001953125,0.0,-6.29425048828125e-05,-0.00025177001953125,3
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-03,"[""Racism"",""Region""]",3,-5.478239876883371,-38.347679138183594,0.0,-4.793459892272949,-38.347679138183594,7
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-04,"[""LGBTQ""]",4,-8.117617797851562,-40.58808898925781,0.0,-6.764681498209636,-40.58808898925781,5
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-05,"[""Racism"",""LGBTQ""]",5,-6.569162792629665,-59.12246513366699,0.0,-5.912246513366699,-59.12246513366699,9
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-06,"[""Region"",""LGBTQ""]",6,-5.757965632847378,-40.30575942993164,0.0,-5.038219928741455,-40.30575942993164,7
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-07,"[""Racism"",""Region"",""LGBTQ""]",7,-6.062338742342862,-66.68572616577148,0.0,-5.557143847147624,-66.68572616577148,11
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-08,"[""Sexism""]",8,-13.158287048339844,-52.633148193359375,0.0,-10.526629638671874,-52.633148193359375,4
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-09,"[""Racism"",""Sexism""]",9,-7.908588409423828,-63.268707275390625,0.0,-7.029856363932292,-63.268707275390625,8
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-10,"[""Region"",""Sexism""]",10,-7.538665771484375,-45.23199462890625,0.0,-6.461713518415179,-45.23199462890625,6
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-11,"[""Racism"",""Region"",""Sexism""]",11,-6.931037902832031,-69.31037902832031,0.0,-6.300943548029119,-69.31037902832031,10
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-12,"[""LGBTQ"",""Sexism""]",12,-5.698855638504028,-45.59084510803223,0.0,-5.065649456448025,-45.59084510803223,8
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-13,"[""Racism"",""LGBTQ"",""Sexism""]",13,-5.057105382283528,-60.685264587402344,0.0,-4.668097275954026,-60.685264587402344,12
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-14,"[""Region"",""LGBTQ"",""Sexism""]",14,-4.089808654785156,-40.89808654785156,0.0,-3.718007867986506,-40.89808654785156,10
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-15,"[""Racism"",""Region"",""LGBTQ"",""Sexism""]",15,-4.896290370396206,-68.54806518554688,0.0,-4.569871012369791,-68.54806518554688,14
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-16,"[""others""]",16,-13.212080637613932,-39.6362419128418,0.0,-9.90906047821045,-39.6362419128418,3
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-17,"[""Racism"",""others""]",17,-7.552045549665179,-52.86431884765625,0.0,-6.608039855957031,-52.86431884765625,7
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-18,"[""Region"",""others""]",18,-2.8013145446777346,-14.006572723388672,0.0,-2.3344287872314453,-14.006572723388672,5
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-19,"[""Racism"",""Region"",""others""]",19,-5.683463626437717,-51.15117263793945,0.0,-5.1151172637939455,-51.15117263793945,9
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-20,"[""LGBTQ"",""others""]",20,-7.158887045724051,-50.11220932006836,0.0,-6.264026165008545,-50.11220932006836,7
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-21,"[""Racism"",""LGBTQ"",""others""]",21,-6.237309715964577,-68.61040687561035,0.0,-5.717533906300862,-68.61040687561035,11
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-22,"[""Region"",""LGBTQ"",""others""]",22,-5.118897332085504,-46.07007598876953,0.0,-4.607007598876953,-46.07007598876953,9
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-23,"[""Racism"",""Region"",""LGBTQ"",""others""]",23,-5.660109740037185,-73.5814266204834,0.0,-5.255816187177386,-73.5814266204834,13
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-24,"[""Sexism"",""others""]",24,-10.122278213500977,-60.73366928100586,0.0,-8.676238468715123,-60.73366928100586,6
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-25,"[""Racism"",""Sexism"",""others""]",25,-7.080461120605468,-70.80461120605469,0.0,-6.4367828369140625,-70.80461120605469,10
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-26,"[""Region"",""Sexism"",""others""]",26,-6.147828578948975,-49.1826286315918,0.0,-5.464736514621311,-49.1826286315918,8
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-27,"[""Racism"",""Region"",""Sexism"",""others""]",27,-6.161355972290039,-73.93627166748047,0.0,-5.687405512883113,-73.93627166748047,12
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-28,"[""LGBTQ"",""Sexism"",""others""]",28,-5.497887802124024,-54.978878021240234,0.0,-4.998079820112749,-54.978878021240234,10
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-29,"[""Racism"",""LGBTQ"",""Sexism"",""others""]",29,-5.009020124162946,-70.12628173828125,0.0,-4.67508544921875,-70.12628173828125,14
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-30,"[""Region"",""LGBTQ"",""Sexism"",""others""]",30,-3.8171768188476562,-45.806121826171875,0.0,-3.523547832782452,-45.806121826171875,12
EA-4026-group-v1:demo_removed_dictionary_fixed,EA-4026-group-v1,group,demo_removed_dictionary_fixed,group-31,"[""Racism"",""Region"",""LGBTQ"",""Sexism"",""others""]",31,-4.517548561096191,-72.28077697753906,0.0,-4.251810410443475,-72.28077697753906,16
EA-541-group-v1:original,EA-541-group-v1,group,original,group-00,[],0,-19.22798728942871,-19.22798728942871,0.0,-9.613993644714355,-19.22798728942871,1
EA-541-group-v1:original,EA-541-group-v1,group,original,group-01,"[""Racism""]",1,-8.205635833740235,-41.02817916870117,0.0,-6.838029861450195,-41.02817916870117,5
EA-541-group-v1:original,EA-541-group-v1,group,original,group-02,"[""Region""]",2,-15.974814097086588,-47.924442291259766,0.0,-11.981110572814941,-47.924442291259766,3
EA-541-group-v1:original,EA-541-group-v1,group,original,group-03,"[""Racism"",""Region""]",3,-8.477127347673688,-59.33989143371582,0.0,-7.4174864292144775,-59.33989143371582,7
EA-541-group-v1:original,EA-541-group-v1,group,original,group-04,"[""LGBTQ""]",4,-1.484626007080078,-7.423130035400391,0.0,-1.2371883392333984,-7.423130035400391,5
EA-541-group-v1:original,EA-541-group-v1,group,original,group-05,"[""Racism"",""LGBTQ""]",5,-3.6069005330403647,-32.46210479736328,0.0,-3.246210479736328,-32.46210479736328,9
EA-541-group-v1:original,EA-541-group-v1,group,original,group-06,"[""Region"",""LGBTQ""]",6,-6.070893968854632,-42.49625778198242,0.0,-5.312032222747803,-42.49625778198242,7
EA-541-group-v1:original,EA-541-group-v1,group,original,group-07,"[""Racism"",""Region"",""LGBTQ""]",7,-4.98814582824707,-54.86960411071777,0.0,-4.572467009226481,-54.86960411071777,11
EA-541-group-v1:original,EA-541-group-v1,group,original,group-08,"[""Sexism""]",8,-6.518850326538086,-26.075401306152344,0.0,-5.215080261230469,-26.075401306152344,4
EA-541-group-v1:original,EA-541-group-v1,group,original,group-09,"[""Racism"",""Sexism""]",9,-4.411959171295166,-35.29567337036133,0.0,-3.921741485595703,-35.29567337036133,8
EA-541-group-v1:original,EA-541-group-v1,group,original,group-10,"[""Region"",""Sexism""]",10,-8.077377319335938,-48.464263916015625,0.0,-6.923466273716518,-48.464263916015625,6
EA-541-group-v1:original,EA-541-group-v1,group,original,group-11,"[""Racism"",""Region"",""Sexism""]",11,-5.866166496276856,-58.661664962768555,0.0,-5.33287863297896,-58.661664962768555,10
EA-541-group-v1:original,EA-541-group-v1,group,original,group-12,"[""LGBTQ"",""Sexism""]",12,-0.4780707359313965,-3.824565887451172,0.0,-0.42495176527235246,-3.824565887451172,8
EA-541-group-v1:original,EA-541-group-v1,group,original,group-13,"[""Racism"",""LGBTQ"",""Sexism""]",13,-3.2331870396931968,-38.79824447631836,0.0,-2.9844803443321815,-38.79824447631836,12
EA-541-group-v1:original,EA-541-group-v1,group,original,group-14,"[""Region"",""LGBTQ"",""Sexism""]",14,-4.47374382019043,-44.7374382019043,0.0,-4.067039836536754,-44.7374382019043,10
EA-541-group-v1:original,EA-541-group-v1,group,original,group-15,"[""Racism"",""Region"",""LGBTQ"",""Sexism""]",15,-4.067399297441755,-56.94359016418457,0.0,-3.7962393442789715,-56.94359016418457,14
EA-541-group-v1:original,EA-541-group-v1,group,original,group-16,"[""others""]",16,-12.6620241800944,-37.9860725402832,0.0,-9.4965181350708,-37.9860725402832,3
EA-541-group-v1:original,EA-541-group-v1,group,original,group-17,"[""Racism"",""others""]",17,-7.522683007376535,-52.65878105163574,0.0,-6.582347631454468,-52.65878105163574,7
EA-541-group-v1:original,EA-541-group-v1,group,original,group-18,"[""Region"",""others""]",18,-12.621911239624023,-63.10955619812012,0.0,-10.518259366353353,-63.10955619812012,5
EA-541-group-v1:original,EA-541-group-v1,group,original,group-19,"[""Racism"",""Region"",""others""]",19,-7.610726250542535,-68.49653625488281,0.0,-6.849653625488282,-68.49653625488281,9
EA-541-group-v1:original,EA-541-group-v1,group,original,group-20,"[""LGBTQ"",""others""]",20,-3.2939344133649553,-23.057540893554688,0.0,-2.882192611694336,-23.057540893554688,7
EA-541-group-v1:original,EA-541-group-v1,group,original,group-21,"[""Racism"",""LGBTQ"",""others""]",21,-5.09677470814098,-56.06452178955078,0.0,-4.672043482462565,-56.06452178955078,11
EA-541-group-v1:original,EA-541-group-v1,group,original,group-22,"[""Region"",""LGBTQ"",""others""]",22,-6.980495876736111,-62.824462890625,0.0,-6.2824462890625,-62.824462890625,9
EA-541-group-v1:original,EA-541-group-v1,group,original,group-23,"[""Racism"",""Region"",""LGBTQ"",""others""]",23,-5.47898189838116,-71.22676467895508,0.0,-5.087626048496792,-71.22676467895508,13
EA-541-group-v1:original,EA-541-group-v1,group,original,group-24,"[""Sexism"",""others""]",24,-8.13739013671875,-48.8243408203125,0.0,-6.974905831473214,-48.8243408203125,6
EA-541-group-v1:original,EA-541-group-v1,group,original,group-25,"[""Racism"",""Sexism"",""others""]",25,-5.572409057617188,-55.724090576171875,0.0,-5.065826416015625,-55.724090576171875,10
EA-541-group-v1:original,EA-541-group-v1,group,original,group-26,"[""Region"",""Sexism"",""others""]",26,-8.127829551696777,-65.02263641357422,0.0,-7.224737379286024,-65.02263641357422,8
EA-541-group-v1:original,EA-541-group-v1,group,original,group-27,"[""Racism"",""Region"",""Sexism"",""others""]",27,-5.796620845794678,-69.55945014953613,0.0,-5.350726934579702,-69.55945014953613,12
EA-541-group-v1:original,EA-541-group-v1,group,original,group-28,"[""LGBTQ"",""Sexism"",""others""]",28,-3.0392683029174803,-30.392683029174805,0.0,-2.762971184470437,-30.392683029174805,10
EA-541-group-v1:original,EA-541-group-v1,group,original,group-29,"[""Racism"",""LGBTQ"",""Sexism"",""others""]",29,-3.968569891793387,-55.55997848510742,0.0,-3.703998565673828,-55.55997848510742,14
EA-541-group-v1:original,EA-541-group-v1,group,original,group-30,"[""Region"",""LGBTQ"",""Sexism"",""others""]",30,-5.162916501363118,-61.95499801635742,0.0,-4.76576907818134,-61.95499801635742,12
EA-541-group-v1:original,EA-541-group-v1,group,original,group-31,"[""Racism"",""Region"",""LGBTQ"",""Sexism"",""others""]",31,-4.230983018875122,-67.69572830200195,0.0,-3.9821016648236442,-67.69572830200195,16
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-00,[],0,-7.62939453125e-06,-7.62939453125e-06,0.0,-3.814697265625e-06,-7.62939453125e-06,1
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-01,"[""Racism""]",1,-4.490583801269532,-22.452919006347656,0.0,-3.7421531677246094,-22.452919006347656,5
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-02,"[""Region""]",2,-8.71002451578776,-26.13007354736328,0.0,-6.53251838684082,-26.13007354736328,3
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-03,"[""Racism"",""Region""]",3,-5.949455806187221,-41.64619064331055,0.0,-5.205773830413818,-41.64619064331055,7
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-04,"[""LGBTQ""]",4,-5.405111312866211,-27.025556564331055,0.0,-4.504259427388509,-27.025556564331055,5
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-05,"[""Racism"",""LGBTQ""]",5,-4.793645646837023,-43.1428108215332,0.0,-4.31428108215332,-43.1428108215332,9
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-06,"[""Region"",""LGBTQ""]",6,-6.691769191196987,-46.842384338378906,0.0,-5.855298042297363,-46.842384338378906,7
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-07,"[""Racism"",""Region"",""LGBTQ""]",7,-4.5387632196599785,-49.926395416259766,0.0,-4.1605329513549805,-49.926395416259766,11
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-08,"[""Sexism""]",8,-5.055964469909668,-20.223857879638672,0.0,-4.044771575927735,-20.223857879638672,4
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-09,"[""Racism"",""Sexism""]",9,-4.893250942230225,-39.1460075378418,0.0,-4.349556393093533,-39.1460075378418,8
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-10,"[""Region"",""Sexism""]",10,-7.178408304850261,-43.07044982910156,0.0,-6.152921404157366,-43.07044982910156,6
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-11,"[""Racism"",""Region"",""Sexism""]",11,-4.5991462707519535,-45.99146270751953,0.0,-4.181042064319957,-45.99146270751953,10
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-12,"[""LGBTQ"",""Sexism""]",12,-6.006439924240112,-48.0515193939209,0.0,-5.339057710435656,-48.0515193939209,8
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-13,"[""Racism"",""LGBTQ"",""Sexism""]",13,-3.9185813268025718,-47.02297592163086,0.0,-3.6171519939716044,-47.02297592163086,12
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-14,"[""Region"",""LGBTQ"",""Sexism""]",14,-4.654368209838867,-46.54368209838867,0.0,-4.231243827126243,-46.54368209838867,10
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-15,"[""Racism"",""Region"",""LGBTQ"",""Sexism""]",15,-3.2260426112583707,-45.16459655761719,0.0,-3.010973103841146,-45.16459655761719,14
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-16,"[""others""]",16,-7.401571909586589,-22.204715728759766,0.0,-5.551178932189941,-22.204715728759766,3
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-17,"[""Racism"",""others""]",17,-6.1310898917061945,-42.91762924194336,0.0,-5.36470365524292,-42.91762924194336,7
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-18,"[""Region"",""others""]",18,-9.478743743896484,-47.39371871948242,0.0,-7.898953119913737,-47.39371871948242,5
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-19,"[""Racism"",""Region"",""others""]",19,-5.155797746446398,-46.40217971801758,0.0,-4.640217971801758,-46.40217971801758,9
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-20,"[""LGBTQ"",""others""]",20,-7.351646968296596,-51.46152877807617,0.0,-6.4326910972595215,-51.46152877807617,7
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-21,"[""Racism"",""LGBTQ"",""others""]",21,-4.77539721402255,-52.52936935424805,0.0,-4.377447446187337,-52.52936935424805,11
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-22,"[""Region"",""LGBTQ"",""others""]",22,-6.330226050482856,-56.9720344543457,0.0,-5.69720344543457,-56.9720344543457,9
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-23,"[""Racism"",""Region"",""LGBTQ"",""others""]",23,-4.307024735670823,-55.9913215637207,0.0,-3.999380111694336,-55.9913215637207,13
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-24,"[""Sexism"",""others""]",24,-7.245419820149739,-43.47251892089844,0.0,-6.210359845842634,-43.47251892089844,6
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-25,"[""Racism"",""Sexism"",""others""]",25,-4.484668731689453,-44.84668731689453,0.0,-4.07697157426314,-44.84668731689453,10
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-26,"[""Region"",""Sexism"",""others""]",26,-5.688477993011475,-45.5078239440918,0.0,-5.0564248826768665,-45.5078239440918,8
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-27,"[""Racism"",""Region"",""Sexism"",""others""]",27,-3.7271928787231445,-44.726314544677734,0.0,-3.4404857342059794,-44.726314544677734,12
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-28,"[""LGBTQ"",""Sexism"",""others""]",28,-5.52371654510498,-55.237165451049805,0.0,-5.021560495549982,-55.237165451049805,10
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-29,"[""Racism"",""LGBTQ"",""Sexism"",""others""]",29,-3.361576897757394,-47.062076568603516,0.0,-3.1374717712402345,-47.062076568603516,14
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-30,"[""Region"",""LGBTQ"",""Sexism"",""others""]",30,-3.357140223185221,-40.285682678222656,0.0,-3.0988986675555887,-40.285682678222656,12
EA-1128-group-v1:original,EA-1128-group-v1,group,original,group-31,"[""Racism"",""Region"",""LGBTQ"",""Sexism"",""others""]",31,-2.443737745285034,-39.09980392456055,0.0,-2.2999884661506202,-39.09980392456055,16
EA-3169-group-v1:original,EA-3169-group-v1,group,original,group-00,[],0,-17.46733283996582,-17.46733283996582,0.0,-8.73366641998291,-17.46733283996582,1
EA-3169-group-v1:original,EA-3169-group-v1,group,original,group-01,"[""Racism""]",1,-6.866455078125e-05,-0.00034332275390625,0.0,-5.7220458984375e-05,-0.00034332275390625,5
EA-3169-group-v1:original,EA-3169-group-v1,group,original,group-02,"[""Region""]",2,-9.614857991536459,-28.844573974609375,0.0,-7.211143493652344,-28.844573974609375,3
EA-3169-group-v1:original,EA-3169-group-v1,group,original,group-03,"[""Racism"",""Region""]",3,-5.407404218401227,-37.851829528808594,0.0,-4.731478691101074,-37.851829528808594,7
EA-3169-group-v1:original,EA-3169-group-v1,group,original,group-04,"[""LGBTQ""]",4,-4.35607681274414,-21.780384063720703,0.0,-3.630064010620117,-21.780384063720703,5
