protocol_id,query_id,task,operation,contrast,weights,score_mode,effects,interpretation_scope,strict_U_branch
EA-5086-hate-v1,5086,hate,related_demo_source_factor,T0_L1_minus_baseline,"{""T0_L1"":1,""T1_L1"":-1}",mean_with_eos,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.017490386962890625},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.017490386962890625},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.017490386962890625},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.017490386962890625}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,T1_L0_minus_baseline,"{""T1_L0"":1,""T1_L1"":-1}",mean_with_eos,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.16944853464762372},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.16944853464762372},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.16944853464762372},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.16944853464762372}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,demo_given_L0,"{""T0_L0"":-1,""T1_L0"":1}",mean_with_eos,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.018317222595214844},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.018317222595214844},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.018317222595214844},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.018317222595214844}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,demo_given_L1,"{""T0_L1"":-1,""T1_L1"":1}",mean_with_eos,"{""hate_direction"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.017490386962890625},""label_margin/hate"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.017490386962890625},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.017490386962890625},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.017490386962890625}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,lexicon_given_T0,"{""T0_L0"":-1,""T0_L1"":1}",mean_with_eos,"{""hate_direction"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.13364092508951825},""label_margin/hate"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.13364092508951825},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.13364092508951825},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.13364092508951825}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,lexicon_given_T1,"{""T1_L0"":-1,""T1_L1"":1}",mean_with_eos,"{""hate_direction"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.16944853464762372},""label_margin/hate"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.16944853464762372},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.16944853464762372},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.16944853464762372}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,source_interaction,"{""T0_L0"":1,""T0_L1"":-1,""T1_L0"":-1,""T1_L1"":1}",mean_with_eos,"{""hate_direction"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.03580760955810547},""label_margin/hate"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.03580760955810547},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.03580760955810547},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.03580760955810547}}",natural_input_total_effect,False
EA-5086-group-v1,5086,group,single_demo_answer_reference_change,answer_reviewed_minus_baseline,"{""answer_reviewed"":1,""original"":-1}",answer_sum,"{""fixed_foil_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":21.422832489013672},""label_margin/LGBTQ"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":1.64690283122912},""label_margin/Racism"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.569459739262328},""label_margin/Region"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.4065518178924421},""label_margin/Sexism"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-3.420000664487148},""label_margin/others"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-21.422758853939428},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-21.422832489013672},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":21.422832489013672}}",natural_input_total_effect,False
EA-5086-group-v1,5086,group,single_demo_answer_reference_change,answer_reviewed_minus_baseline,"{""answer_reviewed"":1,""original"":-1}",answer_mean,"{""fixed_foil_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":3.5721270969935826},""label_margin/LGBTQ"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.034513044398277515},""label_margin/Racism"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.10658022034698567},""label_margin/Region"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.045788039361490895},""label_margin/Sexism"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.27034913034882857},""label_margin/others"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-2.5741522896187714},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-3.5721270969935826},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":3.5721270969935826}}",natural_input_total_effect,False
EA-5086-group-v1,5086,group,single_demo_answer_reference_change,answer_reviewed_minus_baseline,"{""answer_reviewed"":1,""original"":-1}",total_with_eos,"{""fixed_foil_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":21.422832489013672},""label_margin/LGBTQ"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":1.64690283122912},""label_margin/Racism"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.569459739262328},""label_margin/Region"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.4065518178924421},""label_margin/Sexism"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-3.420000664487148},""label_margin/others"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-21.422758853939428},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-21.422832489013672},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":21.422832489013672}}",natural_input_total_effect,False
EA-5086-group-v1,5086,group,single_demo_answer_reference_change,answer_reviewed_minus_baseline,"{""answer_reviewed"":1,""original"":-1}",mean_with_eos,"{""fixed_foil_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":3.050985018412272},""label_margin/LGBTQ"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.06409853479769634},""label_margin/Racism"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.06073462209611713},""label_margin/Region"":{""direction"":""numerically_unresolved"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.0016969904081909348},""label_margin/Sexism"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.21202473838912717},""label_margin/others"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-2.1021655417838674},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-3.050985018412272},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":3.050985018412272}}",natural_input_total_effect,False
EA-541-hate-v1,541,hate,single_demo_removal_dictionary_fixed,demo_removed_dictionary_fixed_minus_baseline,"{""demo_removed_dictionary_fixed"":1,""original"":-1}",answer_sum,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.982574462890625},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.982574462890625},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.982574462890625},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.982574462890625}}",natural_input_total_effect,False
EA-541-hate-v1,541,hate,single_demo_removal_dictionary_fixed,demo_removed_dictionary_fixed_minus_baseline,"{""demo_removed_dictionary_fixed"":1,""original"":-1}",answer_mean,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.36037343343098954},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.36037343343098954},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.36037343343098954},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.36037343343098954}}",natural_input_total_effect,False
EA-541-hate-v1,541,hate,single_demo_removal_dictionary_fixed,demo_removed_dictionary_fixed_minus_baseline,"{""demo_removed_dictionary_fixed"":1,""original"":-1}",total_with_eos,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.982574462890625},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.982574462890625},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.982574462890625},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.982574462890625}}",natural_input_total_effect,False
EA-541-hate-v1,541,hate,single_demo_removal_dictionary_fixed,demo_removed_dictionary_fixed_minus_baseline,"{""demo_removed_dictionary_fixed"":1,""original"":-1}",mean_with_eos,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.26617399851481116},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.26617399851481116},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.26617399851481116},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.26617399851481116}}",natural_input_total_effect,False
EA-541-group-v1,541,group,single_demo_answer_reference_change,answer_reviewed_minus_baseline,"{""answer_reviewed"":1,""original"":-1}",answer_sum,"{""fixed_foil_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":0.4155998229980469},""label_margin/LGBTQ"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.686996217257164},""label_margin/Racism"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.1579574852500123},""label_margin/Region"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.15032416541954063},""label_margin/Sexism"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.4155952414473827},""label_margin/others"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":3.2959068329941505},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.6978607177734375},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":0.4155998229980469}}",natural_input_total_effect,False
EA-541-group-v1,541,group,single_demo_answer_reference_change,answer_reviewed_minus_baseline,"{""answer_reviewed"":1,""original"":-1}",answer_mean,"{""fixed_foil_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":0.08252401351928706},""label_margin/LGBTQ"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.04091489532900061},""label_margin/Racism"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.019985441455556474},""label_margin/Region"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.04842590377184042},""label_margin/Sexism"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.0136371616672184},""label_margin/others"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.21220342298850414},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.6909079551696777},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":0.08252401351928706}}",natural_input_total_effect,False
EA-541-group-v1,541,group,single_demo_answer_reference_change,answer_reviewed_minus_baseline,"{""answer_reviewed"":1,""original"":-1}",total_with_eos,"{""fixed_foil_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":0.4155998229980469},""label_margin/LGBTQ"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.686996217257164},""label_margin/Racism"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.1579574852500123},""label_margin/Region"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.15032416541954063},""label_margin/Sexism"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.4155952414473827},""label_margin/others"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":3.2959068329941505},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.6978607177734375},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":0.4155998229980469}}",natural_input_total_effect,False
EA-541-group-v1,541,group,single_demo_answer_reference_change,answer_reviewed_minus_baseline,"{""answer_reviewed"":1,""original"":-1}",mean_with_eos,"{""fixed_foil_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":0.06882519192165804},""label_margin/LGBTQ"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.03885566170639221},""label_margin/Racism"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.015279396740754736},""label_margin/Region"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.041049928923269974},""label_margin/Sexism"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.02114202566418566},""label_margin/others"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.19636695597137743},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.34584024217393683},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":0.06882519192165804}}",natural_input_total_effect,False
EA-6037-hate-v1,6037,hate,single_source_edge_mask,source_edge_masked_minus_baseline,"{""original"":-1,""source_edge_masked"":1}",answer_sum,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":3.5413665771484375},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":3.5413665771484375},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":3.5413665771484375},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":3.5413665771484375}}",natural_input_total_effect,False
EA-6037-hate-v1,6037,hate,single_source_edge_mask,source_edge_masked_minus_baseline,"{""original"":-1,""source_edge_masked"":1}",answer_mean,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":1.176953125},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":1.176953125},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":1.176953125},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":1.176953125}}",natural_input_total_effect,False
EA-6037-hate-v1,6037,hate,single_source_edge_mask,source_edge_masked_minus_baseline,"{""original"":-1,""source_edge_masked"":1}",total_with_eos,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":3.5413665771484375},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":3.5413665771484375},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":3.5413665771484375},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":3.5413665771484375}}",natural_input_total_effect,False
EA-6037-hate-v1,6037,hate,single_source_edge_mask,source_edge_masked_minus_baseline,"{""original"":-1,""source_edge_masked"":1}",mean_with_eos,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.8831526438395182},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.8831526438395182},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.8831526438395182},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.8831526438395182}}",natural_input_total_effect,False
EA-6037-group-v1,6037,group,single_source_edge_mask,source_edge_masked_minus_baseline,"{""original"":-1,""source_edge_masked"":1}",answer_sum,"{""fixed_foil_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":1.7577171325683594},""label_margin/LGBTQ"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":1.32110306793097},""label_margin/Racism"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":1.4466987461279146},""label_margin/Region"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-1.3561146682160725},""label_margin/Sexism"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":1.7577165634537062},""label_margin/others"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":2.7652907014304127},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":1.7577171325683594},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":1.7577171325683594}}",natural_input_total_effect,False
EA-6037-group-v1,6037,group,single_source_edge_mask,source_edge_masked_minus_baseline,"{""original"":-1,""source_edge_masked"":1}",answer_mean,"{""fixed_foil_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":1.7005195617675781},""label_margin/LGBTQ"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.05086129970489606},""label_margin/Racism"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.15794460002745847},""label_margin/Region"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.2935411228007956},""label_margin/Sexism"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.7061504172357518},""label_margin/others"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.025437665893939698},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":0.7819905281066895},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":0.7819905281066895}}",natural_input_total_effect,False
EA-6037-group-v1,6037,group,single_source_edge_mask,source_edge_masked_minus_baseline,"{""original"":-1,""source_edge_masked"":1}",total_with_eos,"{""fixed_foil_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":1.7577171325683594},""label_margin/LGBTQ"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":1.32110306793097},""label_margin/Racism"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":1.4466987461279146},""label_margin/Region"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-1.3561146682160725},""label_margin/Sexism"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":1.7577165634537062},""label_margin/others"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":2.7652907014304127},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":1.7577171325683594},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":1.7577171325683594}}",natural_input_total_effect,False
EA-6037-group-v1,6037,group,single_source_edge_mask,source_edge_masked_minus_baseline,"{""original"":-1,""source_edge_masked"":1}",mean_with_eos,"{""fixed_foil_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":0.855979537963867},""label_margin/LGBTQ"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.12651662315519863},""label_margin/Racism"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.07174117076582776},""label_margin/Region"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.20904619156035809},""label_margin/Sexism"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.549288642764455},""label_margin/others"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.058892933647094026},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":0.855979537963867},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":0.855979537963867}}",natural_input_total_effect,False
