query_id,task,contrast,before,after,reference_eligible,original_transition,reviewed_transition,original_margin_delta,reviewed_margin_delta,score_mode_sensitive,transition_changed
4615,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-5.102542877197266,-5.102542877197266,True,False
7903,group,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-1.2338104248046875,-1.2338104248046875,False,False
7903,group,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,right_to_right,0.42702484130859375,0.42702484130859375,False,False
7903,group,S_given_D,CD,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-4.015958786010742,-4.015958786010742,False,False
7903,group,S_vs_0,C0,CLnewNoCat,True,right_to_right,right_to_right,4.953989028930664,4.953989028930664,False,False
7903,group,D_vs_0,C0,CD,True,right_to_wrong,right_to_wrong,-23.025718688964844,-23.025718688964844,False,False
7903,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_wrong,right_to_wrong,-31.99566650390625,-31.99566650390625,False,False
5086,group,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,wrong_to_wrong,-12.264278411865234,12.264278411865234,False,True
5086,group,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,right_to_right,-13.245059967041016,-1.9659767150878906,False,True
5086,group,S_given_D,CD,CLDnewNoCat,True,right_to_right,wrong_to_wrong,0.9589385986328125,2.283557891845703,False,True
5086,group,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,right_to_right,4.6014251708984375,-5.495990753173828,False,True
5086,group,D_vs_0,C0,CD,True,wrong_to_right,right_to_wrong,31.948841094970703,-20.874866485595703,False,True
5086,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_right,right_to_wrong,28.306354522705078,-13.095317840576172,False,True
3169,group,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,1.2311534881591797,1.2311534881591797,False,False
3169,group,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-0.805633544921875,-0.805633544921875,False,False
3169,group,S_given_D,CD,CLDnewNoCat,True,right_to_wrong,right_to_wrong,-22.722291946411133,-22.722291946411133,False,False
3169,group,S_vs_0,C0,CLnewNoCat,True,right_to_wrong,right_to_wrong,-36.08579444885254,-36.08579444885254,False,False
3169,group,D_vs_0,C0,CD,True,right_to_right,right_to_right,-18.46685218811035,-18.46685218811035,False,False
3169,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-5.103349685668945,-5.103349685668945,False,False
1160,group,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-7.268871307373047,1.1093864440917969,False,False
1160,group,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,right_to_right,-4.157756805419922,4.157756805419922,True,True
1160,group,S_given_D,CD,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-9.364879608154297,6.730344772338867,False,False
1160,group,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,right_to_right,1.9149246215820312,1.5689849853515625,False,True
1160,group,D_vs_0,C0,CD,True,wrong_to_wrong,right_to_wrong,-3.7234039306640625,-18.841283798217773,False,True
1160,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,right_to_wrong,-15.00320816040039,-13.679924011230469,False,True
3898,group,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,wrong_to_wrong,-0.7803306579589844,-10.222400665283203,False,True
3898,group,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,wrong_to_wrong,-0.23995590209960938,0.23995590209960938,False,True
3898,group,S_given_D,CD,CLDnewNoCat,True,right_to_right,wrong_to_wrong,-1.7389602661132812,-11.751079559326172,False,True
3898,group,S_vs_0,C0,CLnewNoCat,True,right_to_right,wrong_to_wrong,-4.798791885375977,7.868537902832031,False,True
3898,group,D_vs_0,C0,CD,True,right_to_right,wrong_to_wrong,-0.26532936096191406,1.1474723815917969,False,True
3898,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_right,wrong_to_wrong,2.7945022583007812,-18.472145080566406,False,True
61,group,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,wrong_to_wrong,-4.299863815307617,-1.3570098876953125,False,True
61,group,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,wrong_to_wrong,-4.838817596435547,8.111968994140625,False,True
61,group,S_given_D,CD,CLDnewNoCat,True,right_to_right,wrong_to_wrong,-5.424049377441406,1.2465705871582031,False,True
61,group,S_vs_0,C0,CLnewNoCat,True,right_to_right,wrong_to_wrong,-13.340009689331055,11.580612182617188,False,True
61,group,D_vs_0,C0,CD,True,right_to_right,wrong_to_wrong,6.578252792358398,1.8679847717285156,False,True
61,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_right,wrong_to_wrong,14.494213104248047,-8.466056823730469,False,True
5423,group,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,wrong_to_wrong,0.09276580810546875,-5.000082015991211,False,True
5423,group,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,wrong_to_wrong,1.1132850646972656,1.0973167419433594,False,True
5423,group,S_given_D,CD,CLDnewNoCat,True,right_to_right,wrong_to_wrong,17.042041778564453,0.26505470275878906,False,True
5423,group,S_vs_0,C0,CLnewNoCat,True,wrong_to_right,wrong_to_wrong,33.703718185424805,17.457807540893555,False,True
5423,group,D_vs_0,C0,CD,True,wrong_to_right,wrong_to_wrong,29.26154899597168,18.501253128051758,False,True
5423,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_right,wrong_to_wrong,12.599872589111328,1.3085002899169922,False,True
7646,group,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_right,right_to_wrong,5.863788604736328,-6.013042449951172,False,True
7646,group,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,wrong_to_wrong,-0.6544227600097656,0.6544227600097656,False,True
7646,group,S_given_D,CD,CLDnewNoCat,True,right_to_right,wrong_to_wrong,-8.671485900878906,7.817356109619141,False,True
7646,group,S_vs_0,C0,CLnewNoCat,True,right_to_right,wrong_to_wrong,-1.8620796203613281,1.8620796203613281,False,True
7646,group,D_vs_0,C0,CD,True,right_to_right,wrong_to_wrong,-7.363704681396484,7.034736633300781,False,True
7646,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_right,wrong_to_wrong,-14.173110961914062,12.990013122558594,False,True
1292,group,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,right_to_right,-1.370706558227539,0.38977813720703125,False,True
1292,group,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,right_to_right,1.6763267517089844,-1.6763267517089844,False,True
1292,group,S_given_D,CD,CLDnewNoCat,True,wrong_to_wrong,right_to_right,-3.163585662841797,5.1142578125,False,True
1292,group,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,right_to_right,1.4448566436767578,-1.4448566436767578,False,True
1292,group,D_vs_0,C0,CD,True,wrong_to_wrong,right_to_right,-4.5957489013671875,1.2309741973876953,False,True
1292,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,right_to_right,-9.204191207885742,7.790088653564453,False,True
7960,group,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,right_to_wrong,4.131927490234375,-30.651897430419922,False,True
7960,group,remove_without_D,CLnew,CLnewNoCat,True,right_to_wrong,wrong_to_wrong,-11.182920455932617,-21.74335479736328,True,True
7960,group,S_given_D,CD,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-3.708599090576172,3.6630725860595703,False,False
7960,group,S_vs_0,C0,CLnewNoCat,True,right_to_wrong,wrong_to_wrong,-23.025989532470703,-9.443086624145508,False,True
7960,group,D_vs_0,C0,CD,True,right_to_wrong,wrong_to_wrong,-23.22827911376953,-4.876184463500977,False,True
7960,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-3.910888671875,8.229974746704102,False,False
7244,group,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,right_to_right,-7.663318634033203,-7.663318634033203,False,False
7244,group,remove_without_D,CLnew,CLnewNoCat,True,right_to_wrong,right_to_wrong,-13.163162231445312,-13.163162231445312,True,False
7244,group,S_given_D,CD,CLDnewNoCat,True,wrong_to_right,wrong_to_right,14.013118743896484,14.013118743896484,False,False
7244,group,S_vs_0,C0,CLnewNoCat,True,right_to_wrong,right_to_wrong,-8.489540100097656,-8.489540100097656,True,False
7244,group,D_vs_0,C0,CD,True,right_to_wrong,right_to_wrong,-3.261157989501953,-3.261157989501953,True,False
7244,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_right,wrong_to_right,19.241500854492188,19.241500854492188,True,False
554,group,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,1.1096420288085938,0.6080093383789062,False,False
554,group,remove_without_D,CLnew,CLnewNoCat,True,right_to_wrong,wrong_to_wrong,-2.7907371520996094,12.191574096679688,False,True
554,group,S_given_D,CD,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,2.4547157287597656,-7.716175079345703,False,False
554,group,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,1.9612464904785156,-7.633575439453125,False,False
554,group,D_vs_0,C0,CD,True,wrong_to_wrong,wrong_to_wrong,-13.601547241210938,-11.028003692626953,False,False
554,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-13.108078002929688,-11.110603332519531,False,False
1746,group,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_wrong,wrong_to_wrong,-3.8508987426757812,-0.09302520751953125,True,True
1746,group,remove_without_D,CLnew,CLnewNoCat,True,right_to_wrong,wrong_to_wrong,-3.4555492401123047,-3.3015098571777344,True,True
1746,group,S_given_D,CD,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-0.3457794189453125,-2.6957130432128906,True,False
1746,group,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,4.379707336425781,3.1218338012695312,True,False
1746,group,D_vs_0,C0,CD,True,wrong_to_wrong,wrong_to_wrong,5.8110809326171875,3.5719223022460938,True,False
1746,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,1.0855941772460938,-2.245624542236328,True,False
2297,group,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_right,wrong_to_wrong,1.6826248168945312,-9.38327407836914,False,True
2297,group,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,1.7247962951660156,13.546524047851562,False,False
2297,group,S_given_D,CD,CLDnewNoCat,True,wrong_to_right,wrong_to_wrong,9.747039794921875,6.541263580322266,False,True
2297,group,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-8.569366455078125,-0.5186309814453125,True,False
2297,group,D_vs_0,C0,CD,True,wrong_to_wrong,wrong_to_wrong,-1.5283584594726562,-20.287845611572266,True,False
2297,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_right,wrong_to_wrong,16.788047790527344,-13.227951049804688,False,True
1900,group,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,right_to_right,0.36524391174316406,0.36524391174316406,False,False
1900,group,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,right_to_right,-0.20671844482421875,-0.20671844482421875,False,False
1900,group,S_given_D,CD,CLDnewNoCat,True,right_to_right,right_to_right,5.104274749755859,5.104274749755859,False,False
1900,group,S_vs_0,C0,CLnewNoCat,True,right_to_right,right_to_right,0.9225044250488281,0.9225044250488281,False,False
1900,group,D_vs_0,C0,CD,True,right_to_right,right_to_right,9.471240997314453,9.471240997314453,False,False
1900,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_right,right_to_right,13.653011322021484,13.653011322021484,False,False
4756,group,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,right_to_right,0.9957103729248047,0.9957103729248047,False,False
4756,group,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,right_to_right,-1.0166282653808594,-1.0166282653808594,False,False
4756,group,S_given_D,CD,CLDnewNoCat,True,right_to_right,right_to_right,1.342782974243164,1.342782974243164,False,False
4756,group,S_vs_0,C0,CLnewNoCat,True,right_to_right,right_to_right,-5.913143157958984,-5.913143157958984,False,False
4756,group,D_vs_0,C0,CD,True,right_to_right,right_to_right,4.735054016113281,4.735054016113281,False,False
4756,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_right,right_to_right,11.99098014831543,11.99098014831543,False,False
7285,group,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,right_to_right,1.0764961242675781,-1.5433464050292969,False,True
7285,group,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,0.15185165405273438,-9.907028198242188,False,False
7285,group,S_given_D,CD,CLDnewNoCat,True,wrong_to_wrong,right_to_right,-0.24232864379882812,9.711252212524414,False,True
7285,group,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,right_to_wrong,-12.405738830566406,-25.583515167236328,False,True
7285,group,D_vs_0,C0,CD,True,wrong_to_wrong,right_to_right,11.79373550415039,-0.20216751098632812,False,True
7285,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,wrong_to_right,23.95714569091797,35.092599868774414,False,True
6037,group,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,right_to_right,-3.340137481689453,-3.340137481689453,False,False
6037,group,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,5.331653594970703,5.331653594970703,False,False
6037,group,S_given_D,CD,CLDnewNoCat,True,wrong_to_right,wrong_to_right,15.021038055419922,15.021038055419922,False,False
6037,group,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,29.737197875976562,29.737197875976562,False,False
6037,group,D_vs_0,C0,CD,True,wrong_to_wrong,wrong_to_wrong,18.612903594970703,18.612903594970703,False,False
6037,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_right,wrong_to_right,3.8967437744140625,3.8967437744140625,False,False
2802,group,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,right_to_right,-0.8315715789794922,-0.8315715789794922,False,False
2802,group,remove_without_D,CLnew,CLnewNoCat,True,right_to_wrong,right_to_wrong,-17.308942794799805,-17.308942794799805,True,False
2802,group,S_given_D,CD,CLDnewNoCat,True,wrong_to_right,wrong_to_right,22.833763122558594,22.833763122558594,False,False
2802,group,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,12.014503479003906,12.014503479003906,True,False
2802,group,D_vs_0,C0,CD,True,wrong_to_wrong,wrong_to_wrong,15.413955688476562,15.413955688476562,False,False
2802,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_right,wrong_to_right,26.23321533203125,26.23321533203125,True,False
376,group,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,wrong_to_wrong,-7.821598052978516,13.569381713867188,False,True
376,group,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-11.468242645263672,-0.002803802490234375,False,False
376,group,S_given_D,CD,CLDnewNoCat,True,wrong_to_right,wrong_to_wrong,7.880306243896484,6.054805755615234,False,True
376,group,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,3.4832801818847656,-3.049835205078125,False,False
376,group,D_vs_0,C0,CD,True,wrong_to_wrong,wrong_to_wrong,15.01974105834961,-16.220661163330078,False,False
376,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_right,wrong_to_wrong,19.416767120361328,-7.116020202636719,False,True
4080,group,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,wrong_to_wrong,-3.1724090576171875,4.964069366455078,True,True
4080,group,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,4.997982025146484,16.362506866455078,True,False
4080,group,S_given_D,CD,CLDnewNoCat,True,wrong_to_right,wrong_to_wrong,3.020721435546875,-6.0899505615234375,True,True
4080,group,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,4.14253044128418,-7.800226211547852,True,False
4080,group,D_vs_0,C0,CD,True,wrong_to_wrong,wrong_to_wrong,3.8799610137939453,-14.388956069946289,True,False
4080,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_right,wrong_to_wrong,2.7581520080566406,-12.678680419921875,True,True
1128,group,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,right_to_right,0.7673244476318359,0.7673244476318359,False,False
1128,group,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,right_to_right,1.7098026275634766,1.7098026275634766,False,False
1128,group,S_given_D,CD,CLDnewNoCat,True,right_to_right,right_to_right,0.9763870239257812,0.9763870239257812,False,False
1128,group,S_vs_0,C0,CLnewNoCat,True,right_to_right,right_to_right,1.8489055633544922,1.8489055633544922,False,False
1128,group,D_vs_0,C0,CD,True,right_to_right,right_to_right,-8.813087463378906,-8.813087463378906,False,False
1128,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_right,right_to_right,-9.685606002807617,-9.685606002807617,False,False
4189,group,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,right_to_right,-0.849212646484375,-0.849212646484375,False,False
4189,group,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,right_to_right,-3.896421432495117,-3.896421432495117,False,False
4189,group,S_given_D,CD,CLDnewNoCat,True,right_to_right,right_to_right,11.966438293457031,11.966438293457031,True,False
4189,group,S_vs_0,C0,CLnewNoCat,True,right_to_right,right_to_right,-0.9021530151367188,-0.9021530151367188,False,False
4189,group,D_vs_0,C0,CD,True,right_to_right,right_to_right,-9.800821304321289,-9.800821304321289,True,False
4189,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_right,right_to_right,3.067770004272461,3.067770004272461,False,False
3919,group,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-1.6412620544433594,-1.6412620544433594,False,False
3919,group,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-1.82098388671875,-1.82098388671875,False,False
3919,group,S_given_D,CD,CLDnewNoCat,True,right_to_wrong,right_to_wrong,-39.06490898132324,-39.06490898132324,False,False
3919,group,S_vs_0,C0,CLnewNoCat,True,right_to_wrong,right_to_wrong,-25.1142578125,-25.1142578125,False,False
3919,group,D_vs_0,C0,CD,True,right_to_right,right_to_right,2.4616336822509766,2.4616336822509766,False,False
3919,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-11.489017486572266,-11.489017486572266,False,False
3950,group,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,right_to_right,6.7994384765625,6.7994384765625,False,False
3950,group,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,right_to_right,-3.9432296752929688,-3.9432296752929688,False,False
3950,group,S_given_D,CD,CLDnewNoCat,True,right_to_right,right_to_right,-0.43221473693847656,-0.43221473693847656,False,False
3950,group,S_vs_0,C0,CLnewNoCat,True,right_to_right,right_to_right,-5.291133880615234,-5.291133880615234,False,False
3950,group,D_vs_0,C0,CD,True,right_to_right,right_to_right,6.226381301879883,6.226381301879883,False,False
3950,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_right,right_to_right,11.08530044555664,11.08530044555664,False,False
4026,group,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,right_to_right,8.504467010498047,8.504467010498047,False,False
4026,group,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,right_to_right,0.017002105712890625,0.017002105712890625,False,False
4026,group,S_given_D,CD,CLDnewNoCat,True,right_to_right,right_to_right,2.639629364013672,2.639629364013672,False,False
4026,group,S_vs_0,C0,CLnewNoCat,True,right_to_right,right_to_right,-3.9596900939941406,-3.9596900939941406,False,False
4026,group,D_vs_0,C0,CD,True,right_to_right,right_to_right,-0.6534881591796875,-0.6534881591796875,False,False
4026,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_right,right_to_right,5.945831298828125,5.945831298828125,False,False
4137,group,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,0.009857177734375,-1.0021381378173828,False,False
4137,group,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,3.7141571044921875,-3.6485214233398438,False,False
4137,group,S_given_D,CD,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,1.0994548797607422,-2.1334495544433594,False,False
4137,group,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,9.796161651611328,2.0854454040527344,False,False
4137,group,D_vs_0,C0,CD,True,wrong_to_wrong,wrong_to_wrong,-8.659322738647461,-3.8431949615478516,False,False
4137,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-17.356029510498047,-8.062089920043945,False,False
4450,group,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,right_to_right,-1.1291313171386719,-1.1291313171386719,False,False
4450,group,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,right_to_right,0.09135818481445312,0.09135818481445312,False,False
4450,group,S_given_D,CD,CLDnewNoCat,True,right_to_right,right_to_right,1.8126640319824219,1.8126640319824219,False,False
4450,group,S_vs_0,C0,CLnewNoCat,True,right_to_right,right_to_right,5.690029144287109,5.690029144287109,False,False
4450,group,D_vs_0,C0,CD,True,right_to_right,right_to_right,2.755992889404297,2.755992889404297,False,False
4450,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_right,right_to_right,-1.1213722229003906,-1.1213722229003906,False,False
2011,group,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,right_to_right,-1.7353019714355469,9.513690948486328,False,True
2011,group,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,right_to_right,16.54465103149414,1.0736732482910156,True,True
2011,group,S_given_D,CD,CLDnewNoCat,True,wrong_to_wrong,right_to_right,-3.2242279052734375,5.336952209472656,False,True
2011,group,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,right_to_right,3.7450904846191406,-1.3318824768066406,True,True
2011,group,D_vs_0,C0,CD,True,wrong_to_wrong,right_to_right,-8.319244384765625,4.327030181884766,False,True
2011,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,right_to_right,-15.288562774658203,10.995864868164062,True,True
