object_id,kind,hate,group,attack_severity,definition_verdict,adopted_definition,source_fit,query_fit,topic_hate,topic_group,rule_hate,rule_group,lexicon_risk,acceptance_mode,pre_acceptance_field_provenance,source_snapshot
demo:6291,demo,non-hate,"[""Sexism""]",0,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:6307,demo,non-hate,"[""Region""]",0,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:6413,demo,hate,"[""Sexism"", ""others""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:6442,demo,non-hate,"[""Sexism""]",0,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:6458,demo,hate,"[""Region""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:6469,demo,hate,"[""Racism""]",1,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_human_score"", ""group"": ""ai_note"", ""attack_severity"": ""user_discussion""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:649,demo,non-hate,"[""Racism""]",0,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:6493,demo,hate,"[""Racism"", ""Sexism""]",1,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:6525,demo,non-hate,"[""Racism""]",0,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:6553,demo,non-hate,"[""Region""]",0,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:6554,demo,non-hate,"[""Racism"", ""Region""]",0,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:6624,demo,hate,"[""Sexism"", ""others""]",4,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:6629,demo,hate,"[""Sexism"", ""others""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:6631,demo,non-hate,"[""Racism"", ""Region""]",0,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_human_score"", ""group"": ""user_discussion"", ""attack_severity"": ""user_discussion""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:6644,demo,hate,"[""Region"", ""Sexism""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:6658,demo,non-hate,"[""Sexism""]",0,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:6764,demo,non-hate,"[""LGBTQ"", ""Sexism""]",0,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:6835,demo,non-hate,"[""Sexism""]",0,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:6852,demo,hate,"[""Region"", ""Sexism""]",1,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:6931,demo,hate,"[""Racism"", ""Region""]",1,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:6989,demo,non-hate,[],0,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_human_score"", ""group"": ""user_discussion"", ""attack_severity"": ""user_discussion""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7133,demo,hate,"[""Sexism"", ""others""]",1,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7161,demo,hate,"[""Sexism"", ""others""]",1,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:717,demo,hate,"[""Sexism"", ""others""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:718,demo,non-hate,"[""Sexism""]",0,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7188,demo,hate,"[""Racism""]",3,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7189,demo,hate,"[""LGBTQ"", ""Sexism"", ""others""]",1,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_human_score"", ""group"": ""user_discussion"", ""attack_severity"": ""user_discussion""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:72,demo,hate,"[""Sexism"", ""others""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7212,demo,hate,"[""Racism"", ""Sexism""]",4,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7232,demo,non-hate,"[""Region"", ""Sexism"", ""others""]",0,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_human_score"", ""group"": ""ai_note"", ""attack_severity"": ""user_discussion""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7235,demo,hate,"[""Sexism""]",1,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7247,demo,non-hate,[],0,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7248,demo,non-hate,"[""LGBTQ"", ""Sexism"", ""others""]",0,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7253,demo,hate,"[""Racism""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7319,demo,hate,"[""Racism""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7350,demo,hate,"[""LGBTQ"", ""Sexism"", ""others""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7394,demo,non-hate,"[""LGBTQ"", ""Sexism""]",0,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7434,demo,hate,"[""Region"", ""Sexism"", ""others""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7464,demo,hate,"[""LGBTQ"", ""others""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_human_score"", ""group"": ""ai_note"", ""attack_severity"": ""user_discussion""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7485,demo,hate,"[""LGBTQ""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7519,demo,hate,"[""LGBTQ"", ""others""]",1,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7545,demo,non-hate,"[""Racism""]",0,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_human_score"", ""group"": ""ai_note"", ""attack_severity"": ""user_discussion""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7556,demo,hate,"[""Region""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7611,demo,hate,"[""others""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7633,demo,hate,"[""others""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7640,demo,hate,"[""others""]",1,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7641,demo,hate,"[""others""]",1,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7661,demo,non-hate,"[""Sexism""]",0,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7678,demo,hate,"[""others""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7694,demo,hate,"[""others""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:771,demo,hate,"[""Racism"", ""others""]",3,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7782,demo,hate,"[""others""]",1,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7819,demo,hate,"[""others""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7823,demo,hate,"[""others""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7836,demo,hate,"[""Sexism""]",2,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7852,demo,hate,"[""others""]",1,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
demo:7910,demo,hate,"[""others""]",1,,,,,,,,,,explicit_user_bulk_acceptance,"{""hate"": ""rule_mapping_from_human_score"", ""group"": ""ai_note"", ""attack_severity"": ""user_discussion""}","{""path"": ""sentence-completion-v1/snapshots/bf6acc5fbfa04d5263ec117ead04d701b4b6fc8ca45cfe3994edf0b0ff9d7d5e/current-sentences.json"", ""sha256"": ""6b12499e0320d3c93bb2ae154fc677f455240af7499ea29977dc3c5a9c96b3d4""}"
