object_id,query_id,demo_id,query_text,demo_text,topic_hate,topic_group,rule_hate,rule_group,lexicon_risk,topic_hate_provenance,topic_group_provenance,rule_hate_provenance,rule_group_provenance,lexicon_risk_provenance,assessment_status,note_ai
relation:1292:5865,1292,5865,凯勒奇计划，犹太人推动,本质上就是被身份政治洗脑，转移矛盾的傀儡罢了，西方犹资的老套路了，不能只看到表象，要知道幕后黑手是谁,direct,direct,partial,partial,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,同涉犹太资本与政治说法；示例按抽象政治机制处理，查询直接指犹太人但未攻击，对象层级不同。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:1292:465,1292,465,凯勒奇计划，犹太人推动,还在吹这个计划😅,none,none,none,none,no,user_discussion,ai_note,ai_note,ai_note,ai_note,user_participated,示例计划指代不明，不能补成凯勒奇计划；没有可见的具体共同规则。 用户已明确裁定该字段；精确原答和修订顺序见独立字段事件 relation-b01-q6-reply03-465。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:1292:6554,1292,6554,凯勒奇计划，犹太人推动,我不清楚那个文化，把你研究犹太人的证据说出来！ 我的观点就是法兰西列强进行黑奴贩卖，大量黑人被贩卖到法国，葡萄牙等地进行劳动，随着林肯解放黑奴，这些黑人就在其国家繁衍！ 你的呢？？？说出来听听,direct,direct,partial,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,犹太人这一具体族群明确对应，关键Racism识别可直接参考，不能将示例的强指控或其他种族内容补给查询。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:1292:4487,1292,4487,凯勒奇计划，犹太人推动,我也有查犹太人的历史,direct,direct,direct,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,均为简短提及犹太人及有关说法或研究，未在句内展开攻击；身份提及与主观贬损的边界直接对应。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:1292:857,1292,857,凯勒奇计划，犹太人推动,卡菲勒是同性恋🤭,none,none,none,none,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,分别提及犹太人与性取向，仅同为中性提及不足以建立关系。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:1292:1915,1292,1915,凯勒奇计划，犹太人推动,所谓批判作用不大的失足妇女和所谓的婚恋中介都是逆向民族主义者，自愿投向BBC的也谈不上受害者，图片来自百度图片,none,none,none,none,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,示例是跨种族婚恋污名，与犹太人推动计划没有具体话题或推理对应。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:1292:2351,1292,2351,凯勒奇计划，犹太人推动,这是打算开始通过歧视光棍来试图提高结婚率了？,none,none,none,none,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,示例谈婚姻政策与光棍歧视，不能因计划或政策这一上位主题就认相关。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:1292:2759,1292,2759,凯勒奇计划，犹太人推动,九几年的故事会就有一个故事——黑人富商，女大学生，怀孕，黑人离开，接盘侠很开心😆,none,none,none,none,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,故事中的黑人婚恋与犹太计划的简短提及无具体关联；出现种族身份本身不构成同题。 词典来源：接盘侠=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7960:5365,7960,5365,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,又是应了那句老话，认真你就输了。人类真是复读机，租鸡青一了解一下？（开玩笑的）,none,none,none,none,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,认真、聪明或觉醒等局部词语不连接这些句子的实际主旨，不能仅凭争论语气建立规则关联。 词典来源：鸡=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7960:7852,7960,7852,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,得了 ，就你还理智？也不看看自己是什么样子,direct,direct,direct,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,均以反问贬评受话者理智或能力，个人贬损及others对象直接对应。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7960:5532,7960,5532,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,如果你喜欢对号入座，我无话可说。你们遭人唾弃，还是你们自己的问题，若想人不知，除非己莫为。,partial,partial,partial,partial,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,责怪受话者与具体能力、人格辱骂只有部分判断联系，不能把一般贬评等同同一攻击命题。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7960:72,7960,72,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,在所谓“自立自强”中走向极端，然后彻底反智。管中窥豹，略见一斑，权拳二象性实乃真知灼见PS：素材来自吧中某帖一个破防幕刃的主页，欢迎仗义之辈同去屠?,partial,partial,partial,partial,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,共同有思想极端或反智指责，示例实际辱女并号召屠帖；查询是个人贬损，不能移入性别目标或号召。 词典来源：幕刃=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7960:7823,7960,7823,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,哦哦，真可怜呢，只能说不要一击脱离就拉黑哦，他说这个和反封建无关，你就来跳脚了呢[脱单doge]，仿佛在证明这种虚构抄袭的作品没有封建的原素呢，什么封建余孽残余[表情]。学会了几个词就开始乱用，来找寻自己的存在感，真是可怜你是呢。真的，家里没有人吗？太可怜了吧？家里没人照顾孤单寂寞就来网上喷粪了，所以来网络找寻存在感。[脱单doge]真抱歉，戳住你的痛处了呢。你可以继续说，我当然能包容你的。因为家里面没人照顾你，自己没有亲人，来网上喷粪，结果还被戳穿了，好痛苦哦。一击脱离是真的很好笑哦,direct,direct,direct,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,都在争论观点的同时贬评对方能力和人格，需将论点批评与个人侮辱分开，个人目标直接对应。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7960:7641,7960,7641,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,你的逻辑没毛病，你来我的评论下面回复，说我找存在感。自己自卑就认，不要老玩这种完全主观和虚无主义。就这点能力，你也配讨论政治。滑天下之大稽。就这啊，继续加大力度，看封的是谁😓😓😓,direct,direct,direct,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,均在政治或理论争论中指责对方理解能力，并转为个人辱骂；行为批评与人格贬损直接对应。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7960:1224,7960,1224,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,内卷是有底线的，你本科毕业再怎么卷，即使在家待业也不会去扫大街。那个男的接这盘，一辈子抬不起头。,partial,partial,partial,partial,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,两句都用学历职业或阶级类比引出评价，但示例落在婚恋男性贬损；类比背景不自动增加对应身份类别。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7960:2750,7960,2750,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,当你已经沦落到与乐色为伍，还把乐色举高过自己的头顶的时候，你已经连乐色都不如了。那天我去买塑料袋。有黄色的白色的透明的还有黑色的，我问老板，哪一种颜色的最便宜？老板说黑色的最便宜。我问为什么黑色的最便宜？老板答，因为黑色的是垃圾材料。,partial,partial,partial,partial,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,都用类比夹带个人贬损，示例还含种族低等影射；仅部分共享类比及独立侮辱识别，不能为查询添种族对象。 词典来源：垃圾=yes；乐色=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7960:6224,7960,6224,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,以偏概全了，什么叫底层人的思维，地位低就必须鼠目寸光吗。就是剥削者，小老板 一样有地域偏见的。嘲讽别人的刻板印象自己却也在偏见，我还见过读过大学的老人一样在捡垃圾呢。什么样的思维看人的想思不是看地位。,direct,direct,partial,partial,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,同以阶级地位和思维能力争论，示例反对地位决定思维，查询附带个人辱骂；立场和攻击对象各自核对。 词典来源：垃圾=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7960:51,7960,51,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,人类中智商极端高的通常是红丸觉醒者，他们深刻认识到了母人吸血的本能和生命的雌本位底层代码，所以才把母人当成繁殖和泄欲的工具，或者干脆就是男同。,none,none,none,none,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,认真、聪明或觉醒等局部词语不连接这些句子的实际主旨，不能仅凭争论语气建立规则关联。 词典来源：母人=yes；男同=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7244:5282,7244,5282,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,他们对上海地域黑怎么黑的他们把我们做过的事都说了一遍别的不说，就爱丁堡一事，哪怕你是上海人都不该维护自己，否则就别怪别人黑,direct,direct,partial,direct,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,上海、北京的具体城市称呼及相关地域黑与查询爱丁堡、京巴对应，足以直接支持其中地域身份判断；不覆盖每个外号。 词典来源：地域黑=yes；爱丁堡=no。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7244:7434,7244,7434,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,你知道你们的主子是怎么评价你们的嘛 “chinese women's pussy smells like dead fish”😆声名远播了属于是，给你们取个新名字吧dead fish girl怎么样🤭,partial,none,partial,partial,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,均涉及给人群起冒犯称呼，但示例是明确针对女性的性羞辱，查询是地域名称调侃；命名行为部分关联，身份不同。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7244:6263,7244,6263,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,八国洋人在天津消灭了九成天津人，天津貌似没有被毁灭啊,none,none,none,none,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,天津居民伤亡与城市存续的讨论不涉及地域戏称；地域标签相同不足以建立话题或规则对应。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7244:179,7244,179,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,圆圈吧出了名的鸡窝都不知道？里面都是卖的还有陪玩的，好多在里明卖。,none,none,partial,none,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,社群卖淫指控与地域称谓的身份归类不同，隐喻一词不足以支持group规则。 词典来源：鸡=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7244:309,7244,309,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,跟你一样的想法，感觉这个答主故作清高，自以为是。总以为自己的眼界就是世界，十分狭隘。还来一句骂人无所谓。,none,none,none,none,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,轻度程度相同不等于个人眼界贬评能提供地域称谓判断的规则。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7244:2054,7244,2054,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,爱马仕不香么？,none,none,none,none,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,示例只问爱马仕，不是爱丁堡地名或地域身份，字形及洋气联想均不足以构成关联。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7244:6931,7244,6931,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,骂南方人马来猴子的，都是瑞典和族混血老铁。,direct,direct,partial,partial,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,均用戏称指涉地域身份并涉及动物词；示例反击辱骂者而查询比较称呼，作者立场和实际目标不同。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7244:4392,7244,4392,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,debuff叠满了，本人西安上学维吾尔族极左普信男粉红爱国蛆😄,partial,none,partial,partial,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,均串列可能冒犯的身份称谓，但示例是自称并混合政治种族性别，查询调侃各地；须区分自述、谈词与实际贬损。 词典来源：普信男=yes；蛆=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7244:7232,7244,7232,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,魔都+帝都从人人清北复交，到著名的排外说，再到男人没男子气概，女人跪舔老外，再到小市民精打细算小家子气斤斤计较，我真的不想列举了,direct,direct,partial,direct,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,上海、北京的具体城市称呼及相关地域黑与查询爱丁堡、京巴对应，足以直接支持其中地域身份判断；不覆盖每个外号。 词典来源：帝都=yes；魔都=yes；舔=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7244:2101,7244,2101,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,你说的很对物已类聚，人已群分。相差很多的两个群体没必要产生多少联系，我觉得那些撑同的人尤其是女性，就是站着说话不腰疼。既然她们喜欢那就不可能真正的公正看待。。,none,none,none,none,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,支持同性恋者及女性的评价与地域称呼比较无具体关联，不能因均有群体贬评判同题。 词典来源：撑同=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:554:649,554,649,我觉得你这扯淡了，我东北人从小班里满族回族朝鲜族锡伯族，见怪不怪，没人专门因为这个欺负你,回族不算被黑的吧？毕竟除了关外，回族在哪儿都挺强势的，唐山条约我还记得呢,direct,direct,partial,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,回族这一明确族群与查询所列回族对应，直接支持关键民族身份判断；其余民族、地域及作者立场另判。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:554:5535,554,5535,我觉得你这扯淡了，我东北人从小班里满族回族朝鲜族锡伯族，见怪不怪，没人专门因为这个欺负你,大兄弟，小心被地域黑当成靶子，毕竟回族在中文网络上名声不太好,direct,direct,partial,direct,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,回族这一明确族群与查询所列回族对应，直接支持关键民族身份判断；其余民族、地域及作者立场另判。 词典来源：地域黑=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:554:796,554,796,我觉得你这扯淡了，我东北人从小班里满族回族朝鲜族锡伯族，见怪不怪，没人专门因为这个欺负你,本人山东的回族，也是被黑的挺惨的,direct,direct,partial,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,回族这一明确族群与查询所列回族对应，直接支持关键民族身份判断；其余民族、地域及作者立场另判。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:554:5868,554,5868,我觉得你这扯淡了，我东北人从小班里满族回族朝鲜族锡伯族，见怪不怪，没人专门因为这个欺负你,其实我觉得东北还好啦，你碰上的大概是个例，因为对大多数东北人来说中国除了东北人都算是南方人......尤其是东北人对家乡文化一般都不太自信,partial,partial,partial,partial,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,都用个人经历讨论歧视是否普遍，示例评价东北人自信与文化，查询主要是族群身份；不把籍贯背景当相同目标。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:554:6553,554,6553,我觉得你这扯淡了，我东北人从小班里满族回族朝鲜族锡伯族，见怪不怪，没人专门因为这个欺负你,毕竟东北人也就一亿人 肯定反驳力度差,partial,partial,none,none,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,人口影响反驳力度与否认民族身份导致欺负的判断不同；共同非攻击或共同东北不足以提供具体规则。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:554:4744,554,4744,我觉得你这扯淡了，我东北人从小班里满族回族朝鲜族锡伯族，见怪不怪，没人专门因为这个欺负你,可以说，以上的地域歧视只能说是略有夸大。但是几乎全部都有事实依据。要真是空穴来风根本不可能流传开来。,partial,none,partial,partial,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,同在歧视是否有据的争论中回应对方，但示例指向以上地域说法且缺原命题；不能为查询补被指控内容或类别。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:554:2773,554,2773,我觉得你这扯淡了，我东北人从小班里满族回族朝鲜族锡伯族，见怪不怪，没人专门因为这个欺负你,囧南方人揍黑人白人也很多好吧 你什么时候看见南方人不敢揍了 南方人就低人一等了？,partial,partial,partial,partial,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,共同用跨地域族群经历反驳概括，但示例正常化殴打，查询否认欺负；立场、认可的行为和群体对象不同。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:554:3652,554,3652,我觉得你这扯淡了，我东北人从小班里满族回族朝鲜族锡伯族，见怪不怪，没人专门因为这个欺负你,姐姐你的圈子有点小啊，我就见过黑白在学校门口扭打（女的撕打，嘿人被打），女的带着哭腔质问“选我还是选她”？。。。平时不知道用啥语言沟通，这句倒是字正腔圆的京片子。,partial,partial,partial,none,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,日常亲历或交往场景相似不能将黑白人婚恋的身份判断套用于满族、回族等族群经历。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:554:1242,554,1242,我觉得你这扯淡了，我东北人从小班里满族回族朝鲜族锡伯族，见怪不怪，没人专门因为这个欺负你,我认为的偏见是指在还不了解真实情况或者了解不全的的时候就对某一件事情带有明显的情绪化和极端的观点，例如山西都是挖煤的，上海男人说话都是娘娘腔这种就是很明显的地域偏见，我认为你的好恶只是说你不喜欢txl，可我没说你是偏见。你的好恶是自由的，但偏见不是。,partial,partial,partial,partial,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,同需区分偏见与个体好恶或实际观察，示例有多个类比身份及性取向议题；其具体偏见内容不能转入查询。 词典来源：txl=yes；娘娘腔=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:554:1289,554,1289,我觉得你这扯淡了，我东北人从小班里满族回族朝鲜族锡伯族，见怪不怪，没人专门因为这个欺负你,没什么好奇怪的，我生活圈子里有女人找黑人我也会疏远。我看到黑黄混血我一样会远离。说我种族歧视也没关系，我就是不希望和这个群体产生任何一丁点的来往。,partial,direct,partial,none,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,日常亲历或交往场景相似不能将黑白人婚恋的身份判断套用于满族、回族等族群经历。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:1746:867,1746,867,关键是那么丑那么穷的h人，某些人还跪舔倒贴，这就是人的问题了，我们男的又不是sb！,倒贴找黑老丑的我都隔应，不自重自爱，就要被唾弃。,direct,direct,direct,direct,no,ai_note,ai_note,ai_note,user_discussion,ai_note,user_participated,用户已明确裁定该字段；精确原答和修订顺序见独立字段事件 relation-b01-q10-reply07-867。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:1746:2994,1746,2994,关键是那么丑那么穷的h人，某些人还跪舔倒贴，这就是人的问题了，我们男的又不是sb！,我的意思是为什么大家不骂黑人，不骂那些为了钱去找黑人的女的，而是要骂所以女的？难不成天底下下所有人都喜欢黑人？在座的各位的妈妈也喜欢黑人？哈哈哈，搞笑,direct,direct,partial,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,黑人及与其交往的具体对象与查询对应，可直接支持其中Racism判断；受话者、性别等额外维度单独判断。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:1746:1859,1746,1859,关键是那么丑那么穷的h人，某些人还跪舔倒贴，这就是人的问题了，我们男的又不是sb！,那要知道这些女人男人塑造的，不过是男人怕其他男人变成舔狗罢了,partial,partial,partial,partial,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,共同谈男女评价与舔狗话语，示例只讨论性别关系，查询另有种族和个人污名；行为解释不能替代攻击识别。 词典来源：舔狗=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:1746:6644,1746,6644,关键是那么丑那么穷的h人，某些人还跪舔倒贴，这就是人的问题了，我们男的又不是sb！,为啥？就是因为现在中国女人地位高到离谱，男人任劳任怨还被女性瞧不起。破坏人类的根本原则,partial,partial,none,partial,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,女性社会地位与黑人伴侣、倒贴者的指责命题不同，仅负面概括不足以提供hate规则。 词典来源：国女=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:1746:2445,1746,2445,关键是那么丑那么穷的h人，某些人还跪舔倒贴，这就是人的问题了，我们男的又不是sb！,不好意思，你们的言论我看不懂，因为我从来没有靠过男人（除了我爸爸），也没有诋毁过任何一个正常男性 你们说的那些人跟我也不是一个圈子的，我也无法理解，所以，我也只是从我的角度说出我的想法，意见不一样很正常，我也接受任何的批评,partial,partial,partial,partial,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,同处男女关系争论，示例自述并接受意见差异，查询主动贬低多类对象；身份立场与个人辱骂分别分析。 词典来源：过男=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:1746:6148,1746,6148,关键是那么丑那么穷的h人，某些人还跪舔倒贴，这就是人的问题了，我们男的又不是sb！,完全不一样，失足妇女是收费的。为了生活，虽然你不会娶，但是不至于看不起。和黑人搞过，是让人恐惧的，黑人艾滋病几率不用我说吧,direct,direct,direct,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,黑人及与其交往的具体对象与查询对应，可直接支持其中Racism判断；受话者、性别等额外维度单独判断。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:1746:7927,1746,7927,关键是那么丑那么穷的h人，某些人还跪舔倒贴，这就是人的问题了，我们男的又不是sb！,你个loser，自己生活失败，就天天黑人怎么怎么样，人家惹你了吗,direct,direct,partial,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,黑人及与其交往的具体对象与查询对应，可直接支持其中Racism判断；受话者、性别等额外维度单独判断。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:1746:7880,1746,7880,关键是那么丑那么穷的h人，某些人还跪舔倒贴，这就是人的问题了，我们男的又不是sb！,没有女人缘的吊丝羡慕嫉妒恨了，乱喷有什么用,direct,direct,direct,partial,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,都有亲密关系争论中的个人贬损，示例攻击乱喷者，查询也贬低倒贴者但另含种族和性别；完整身份不可迁移。 词典来源：吊=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:1746:2840,1746,2840,关键是那么丑那么穷的h人，某些人还跪舔倒贴，这就是人的问题了，我们男的又不是sb！,这个事情就是信誉受损问题，男的也知道不是全部女生都会找黑人，但是信誉受损以后 修复时间很长。,direct,direct,partial,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,黑人及与其交往的具体对象与查询对应，可直接支持其中Racism判断；受话者、性别等额外维度单独判断。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:1746:1653,1746,1653,关键是那么丑那么穷的h人，某些人还跪舔倒贴，这就是人的问题了，我们男的又不是sb！,偶然看到，就评论一下。都是人类，性取向就是萝卜白菜，各有所爱，没有什么高低贵贱。只是想到男男，生理上超级排斥，也就是感觉恶心,none,none,none,none,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,性取向好恶与跨种族婚恋指责不是同一主题；查询没有示例那种先否认高低再说恶心的免责声明结构。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:2297:5865,2297,5865,本质上根本就没有什么这个恋那个恋的，西方为了用身份政治来控制人民，以保证自己的剥削能够继续，才搞出了这些闹剧，把一群过街老鼠的怪癖放上大庭广众之下，让人们自发的结成两派，左手打右手，就没有合力去对付高高在上的资本财团，妙啊,本质上就是被身份政治洗脑，转移矛盾的傀儡罢了，西方犹资的老套路了，不能只看到表象，要知道幕后黑手是谁,direct,none,partial,partial,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,身份政治、资本转移矛盾的叙事直接重合，但示例仅谈抽象机制，查询另把性少数称过街老鼠；具体受辱人群不能由抽象话题决定。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:2297:2800,2297,2800,本质上根本就没有什么这个恋那个恋的，西方为了用身份政治来控制人民，以保证自己的剥削能够继续，才搞出了这些闹剧，把一群过街老鼠的怪癖放上大庭广众之下，让人们自发的结成两派，左手打右手，就没有合力去对付高高在上的资本财团，妙啊,对高调的同性恋真的无法理解，你做的明明是为世所不能容的事，为什么不能低调点，我用回你所举的例子，一个纹身的人去当兵或报考公务员，有关机构说明规定拒绝通过，然后这个人还认为这是自己的私人问题，旁人不该抱以歧视，你本来就是少数派，是异类，你低调点别人有可能还睁一只眼闭一只眼，现在还要跳出来说纹身无罪，甚至还鼓励其他人，这不是公开找骂？我个人认为，这群人的行为首先是对天地造化，阴阳平衡的亵渎，是为不敬；其二，父母赐予生命血肉，本应薪火相传，生生不息，如此看来，是为不孝；其三，中国社会面临人口断崖危机，这类群体不但不能出一份力甚至还以同性为榜样，是为不仁；其四，他们的行为有可能给自己的授业恩师或有地位有身份的朋友亲戚带来不必要的麻烦，此为陷人于不义。这样不敬不孝不仁不义的人，人人得而诛之，痛斥其罪，已经是对他们最大的宽恕。,direct,direct,direct,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,都把性少数的公开表达视作群体怪癖或严重道德问题，实际认可排斥；身份指向及严重贬损规则直接相应。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
