condition_id	query_id	family_id	analysis_role	source_frame	adopted_reference	qwen3-8b_m	qwen3-8b_margin_error_bound	qwen3-8b_raw_prediction	qwen3-8b_raw_correct	qwen3-8b_conservative_correct	qwen3-8b_legal_mass	qwen3-8b_physical_score_id	qwen3-8b_origin	qwen3-14b_m	qwen3-14b_margin_error_bound	qwen3-14b_raw_prediction	qwen3-14b_raw_correct	qwen3-14b_conservative_correct	qwen3-14b_legal_mass	qwen3-14b_physical_score_id	qwen3-14b_origin	glm4-9b-chat_m	glm4-9b-chat_margin_error_bound	glm4-9b-chat_raw_prediction	glm4-9b-chat_raw_correct	glm4-9b-chat_conservative_correct	glm4-9b-chat_legal_mass	glm4-9b-chat_physical_score_id	glm4-9b-chat_origin
CTDJ-B1-absent-same_B	CTD-B1-v2	CTD-family-03	legacy_exposed_development	legacy_core	有	-18.839984893798828	0.00045013427734375	有	True	True	0.9999999999553069	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-079	historical_science_reused	-25.285991668701172	0.00029754638671875	有	True	True	0.9999999999994387	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B1-absent-same_B	new_sealed_production	-4.699516296386719	7.2479248046875e-05	有	True	True	0.9997242103295313	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B1-absent-same_B	new_sealed_production
CTDJ-B2-L-none	CTD-B2-v2	CTD-family-03	legacy_exposed_development	legacy_core	无	30.677730560302734	0.00045013427734375	无	True	True	0.9999880827621431	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-083	historical_science_reused	29.066347122192383	0.00029754638671875	无	True	True	0.9999999763324542	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B2-L-none	new_sealed_production	10.328035354614258	7.2479248046875e-05	无	True	True	0.9998150584038162	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B2-L-none	new_sealed_production
CTDJ-B2-L-same_A	CTD-B2-v2	CTD-family-03	legacy_exposed_development	legacy_core	无	30.822044372558594	0.00045013427734375	无	True	True	0.99999858546512	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-086	historical_science_reused	33.756845474243164	0.00029754638671875	无	True	True	0.9999999936908566	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B2-L-same_A	new_sealed_production	10.359186172485352	7.2479248046875e-05	无	True	True	0.99981658712744	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B2-L-same_A	new_sealed_production
CTDJ-B2-L-same_B	CTD-B2-v2	CTD-family-03	legacy_exposed_development	legacy_core	无	28.487585067749023	0.00045013427734375	无	True	True	0.999994226023219	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-089	historical_science_reused	34.07872200012207	0.00029754638671875	无	True	True	0.999999991272098	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B2-L-same_B	new_sealed_production	9.36645221710205	7.2479248046875e-05	无	True	True	0.9997969995600162	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B2-L-same_B	new_sealed_production
CTDJ-B2-N-none	CTD-B2-v2	CTD-family-03	legacy_exposed_development	legacy_N_diagnostic	无	31.788192749023438	0.00045013427734375	无	True	True	0.9999922225774293	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-084	historical_science_reused	34.4858283996582	0.00029754638671875	无	True	True	0.9999999708473202	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B2-N-none	new_sealed_production	9.09091854095459	7.2479248046875e-05	无	True	True	0.9997843252492831	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B2-N-none	new_sealed_production
CTDJ-B2-N-same_A	CTD-B2-v2	CTD-family-03	legacy_exposed_development	legacy_N_diagnostic	无	32.64391899108887	0.00045013427734375	无	True	True	0.9999993013866468	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-087	historical_science_reused	33.396217346191406	0.00029754638671875	无	True	True	0.9999999925612073	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B2-N-same_A	new_sealed_production	10.123795509338379	7.2479248046875e-05	无	True	True	0.9998074140752728	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B2-N-same_A	new_sealed_production
CTDJ-B2-N-same_B	CTD-B2-v2	CTD-family-03	legacy_exposed_development	legacy_N_diagnostic	无	27.537975311279297	0.00045013427734375	无	True	True	0.9999964033391983	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-090	historical_science_reused	33.62788963317871	0.00029754638671875	无	True	True	0.999999990062669	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B2-N-same_B	new_sealed_production	9.782750129699707	7.2479248046875e-05	无	True	True	0.9998205466036084	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B2-N-same_B	new_sealed_production
CTDJ-B2-absent-none	CTD-B2-v2	CTD-family-03	legacy_exposed_development	legacy_core	无	32.89990043640137	0.00045013427734375	无	True	True	0.9999978320477377	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-082	historical_science_reused	35.67062187194824	0.00029754638671875	无	True	True	0.999999983934167	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B2-absent-none	new_sealed_production	11.7618989944458	7.2479248046875e-05	无	True	True	0.9998821526416918	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B2-absent-none	new_sealed_production
CTDJ-B2-absent-other_A	CTD-B2-v2	CTD-family-03	legacy_exposed_development	legacy_core	无	31.819374084472656	0.00045013427734375	无	True	True	0.999998843670675	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-117	historical_science_reused	35.720876693725586	0.00029754638671875	无	True	True	0.9999999903102932	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B2-absent-other_A	new_sealed_production	12.663299560546875	7.2479248046875e-05	无	True	True	0.9998251296030558	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B2-absent-other_A	new_sealed_production
CTDJ-B2-absent-other_B	CTD-B2-v2	CTD-family-03	legacy_exposed_development	legacy_core	无	32.99298667907715	0.00045013427734375	无	True	True	0.9999989646680904	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-118	historical_science_reused	37.252676010131836	0.00029754638671875	无	True	True	0.9999999910984698	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B2-absent-other_B	new_sealed_production	11.797141075134277	7.2479248046875e-05	无	True	True	0.9998322983573591	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B2-absent-other_B	new_sealed_production
CTDJ-B2-absent-same_A	CTD-B2-v2	CTD-family-03	legacy_exposed_development	legacy_core	无	32.13517761230469	0.00045013427734375	无	True	True	0.9999988337467636	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-085	historical_science_reused	32.94752502441406	0.00029754638671875	无	True	True	0.9999999901104744	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B2-absent-same_A	new_sealed_production	12.280563354492188	7.2479248046875e-05	无	True	True	0.999842952398061	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B2-absent-same_A	new_sealed_production
CTDJ-B2-absent-same_B	CTD-B2-v2	CTD-family-03	legacy_exposed_development	legacy_core	无	30.29020118713379	0.00045013427734375	无	True	True	0.9999974784251323	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-088	historical_science_reused	30.591123580932617	0.00029754638671875	无	True	True	0.9999999879371232	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B2-absent-same_B	new_sealed_production	10.325298309326172	7.2479248046875e-05	无	True	True	0.9998180619305246	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B2-absent-same_B	new_sealed_production
CTDJ-B3-L-none	CTD-B3-v2	CTD-family-03	legacy_exposed_development	legacy_core	无	-10.191776275634766	0.00045013427734375	有	False	False	0.9999999999586962	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-092	historical_science_reused	-11.791454315185547	0.00029754638671875	有	False	False	0.9999999999992042	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B3-L-none	new_sealed_production	-3.454254150390625	7.2479248046875e-05	有	False	False	0.9995416158662417	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B3-L-none	new_sealed_production
CTDJ-B3-L-same_A	CTD-B3-v2	CTD-family-03	legacy_exposed_development	legacy_core	无	-6.733055114746094	0.00045013427734375	有	False	False	0.9999999998317932	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-095	historical_science_reused	-23.183300018310547	0.00029754638671875	有	False	False	0.9999999999995808	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B3-L-same_A	new_sealed_production	-2.105043411254883	7.2479248046875e-05	有	False	False	0.9993045205729402	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B3-L-same_A	new_sealed_production
CTDJ-B3-L-same_B	CTD-B3-v2	CTD-family-03	legacy_exposed_development	legacy_core	无	11.784675598144531	0.00045013427734375	无	True	True	0.9999999467831785	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-098	historical_science_reused	5.771266937255859	0.00029754638671875	无	True	True	0.9999999995828901	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B3-L-same_B	new_sealed_production	2.7241439819335938	7.2479248046875e-05	无	True	True	0.9993178526471153	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B3-L-same_B	new_sealed_production
CTDJ-B3-N-none	CTD-B3-v2	CTD-family-03	legacy_exposed_development	legacy_N_diagnostic	无	-4.0434417724609375	0.00045013427734375	有	False	False	0.9999999945303486	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-093	historical_science_reused	0.9006729125976562	0.00029754638671875	无	True	True	0.9999999962117982	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B3-N-none	new_sealed_production	-3.3604259490966797	7.2479248046875e-05	有	False	False	0.9995699726181698	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B3-N-none	new_sealed_production
CTDJ-B3-N-same_A	CTD-B3-v2	CTD-family-03	legacy_exposed_development	legacy_N_diagnostic	无	-14.102344512939453	0.00045013427734375	有	False	False	0.9999999999835438	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-096	historical_science_reused	-13.615333557128906	0.00029754638671875	有	False	False	0.9999999999998721	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B3-N-same_A	new_sealed_production	-2.737802505493164	7.2479248046875e-05	有	False	False	0.9994282222248702	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B3-N-same_A	new_sealed_production
CTDJ-B3-N-same_B	CTD-B3-v2	CTD-family-03	legacy_exposed_development	legacy_N_diagnostic	无	6.592166900634766	0.00045013427734375	无	True	True	0.9999999610791414	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-099	historical_science_reused	12.777870178222656	0.00029754638671875	无	True	True	0.9999999995826414	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B3-N-same_B	new_sealed_production	1.6310672760009766	7.2479248046875e-05	无	True	True	0.9992210472929317	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B3-N-same_B	new_sealed_production
CTDJ-B3-absent-none	CTD-B3-v2	CTD-family-03	legacy_exposed_development	legacy_core	无	-12.84933090209961	0.00045013427734375	有	False	False	0.9999999999911253	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-091	historical_science_reused	-8.85562515258789	0.00029754638671875	有	False	False	0.9999999999996945	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B3-absent-none	new_sealed_production	-3.8450698852539062	7.2479248046875e-05	有	False	False	0.9989634028559266	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B3-absent-none	new_sealed_production
CTDJ-B3-absent-same_A	CTD-B3-v2	CTD-family-03	legacy_exposed_development	legacy_core	无	-12.528194427490234	0.00045013427734375	有	False	False	0.9999999999796003	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-094	historical_science_reused	-5.541511535644531	0.00029754638671875	有	False	False	0.9999999999988205	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B3-absent-same_A	new_sealed_production	-1.513559341430664	7.2479248046875e-05	有	False	False	0.9993364089877563	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B3-absent-same_A	new_sealed_production
CTDJ-B3-absent-same_B	CTD-B3-v2	CTD-family-03	legacy_exposed_development	legacy_core	无	11.39620590209961	0.00045013427734375	无	True	True	0.9999999268347279	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-097	historical_science_reused	13.331550598144531	0.00029754638671875	无	True	True	0.9999999995009716	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B3-absent-same_B	new_sealed_production	2.081422805786133	7.2479248046875e-05	无	True	True	0.9992141317850595	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B3-absent-same_B	new_sealed_production
CTDJ-B4-L-none	CTD-B4-v2	CTD-family-03	legacy_exposed_development	legacy_core	有	-18.390460968017578	0.00045013427734375	有	True	True	0.9999999999867129	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-101	historical_science_reused	11.24148941040039	0.00029754638671875	无	False	False	0.999999993734427	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B4-L-none	new_sealed_production	0.7630538940429688	7.2479248046875e-05	无	False	False	0.9990204085888043	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B4-L-none	new_sealed_production
CTDJ-B4-L-same_A	CTD-B4-v2	CTD-family-03	legacy_exposed_development	legacy_core	有	-22.660974502563477	0.00045013427734375	有	True	True	0.9999999999855618	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-104	historical_science_reused	-21.890674591064453	0.00029754638671875	有	True	True	0.9999999999968026	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B4-L-same_A	new_sealed_production	-2.3187179565429688	7.2479248046875e-05	有	True	True	0.9994034846763615	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B4-L-same_A	new_sealed_production
CTDJ-B4-L-same_B	CTD-B4-v2	CTD-family-03	legacy_exposed_development	legacy_core	有	-20.215530395507812	0.00045013427734375	有	True	True	0.9999999999948983	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-107	historical_science_reused	29.563642501831055	0.00029754638671875	无	False	False	0.9999999897891954	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B4-L-same_B	new_sealed_production	5.051750183105469	7.2479248046875e-05	无	False	False	0.9995471019135952	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B4-L-same_B	new_sealed_production
CTDJ-B4-N-none	CTD-B4-v2	CTD-family-03	legacy_exposed_development	legacy_N_diagnostic	有	-23.340038299560547	0.00045013427734375	有	True	True	0.999999999990365	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-102	historical_science_reused	-24.586698532104492	0.00029754638671875	有	True	True	0.9999999999972431	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B4-N-none	new_sealed_production	-2.1063385009765625	7.2479248046875e-05	有	True	True	0.9994747308108731	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B4-N-none	new_sealed_production
CTDJ-B4-N-same_A	CTD-B4-v2	CTD-family-03	legacy_exposed_development	legacy_N_diagnostic	有	-23.83987808227539	0.00045013427734375	有	True	True	0.9999999999932854	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-105	historical_science_reused	-33.49724578857422	0.00029754638671875	有	True	True	0.9999999999972928	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B4-N-same_A	new_sealed_production	-2.644693374633789	7.2479248046875e-05	有	True	True	0.9994847307097973	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B4-N-same_A	new_sealed_production
CTDJ-B4-N-same_B	CTD-B4-v2	CTD-family-03	legacy_exposed_development	legacy_N_diagnostic	有	-22.338703155517578	0.00045013427734375	有	True	True	0.9999999999914877	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-108	historical_science_reused	-11.385852813720703	0.00029754638671875	有	True	True	0.9999999999995524	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B4-N-same_B	new_sealed_production	-0.06313705444335938	7.2479248046875e-05	有	True	True	0.9991334741245278	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B4-N-same_B	new_sealed_production
CTDJ-B4-absent-none	CTD-B4-v2	CTD-family-03	legacy_exposed_development	legacy_core	有	-25.285797119140625	0.00045013427734375	有	True	True	0.9999999999962483	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-100	historical_science_reused	-26.31927490234375	0.00029754638671875	有	True	True	0.9999999999972147	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B4-absent-none	new_sealed_production	-2.5224075317382812	7.2479248046875e-05	有	True	True	0.9995007579551841	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B4-absent-none	new_sealed_production
CTDJ-B4-absent-other_A	CTD-B4-v2	CTD-family-03	legacy_exposed_development	legacy_core	有	-24.719493865966797	0.00045013427734375	有	True	True	0.9999999999959002	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-119	historical_science_reused	-26.716920852661133	0.00029754638671875	有	True	True	0.9999999999982165	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B4-absent-other_A	new_sealed_production	-3.614748001098633	7.2479248046875e-05	有	True	True	0.9996733807112071	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B4-absent-other_A	new_sealed_production
CTDJ-B4-absent-other_B	CTD-B4-v2	CTD-family-03	legacy_exposed_development	legacy_core	有	-24.038875579833984	0.00045013427734375	有	True	True	0.9999999999957012	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-120	historical_science_reused	-20.692058563232422	0.00029754638671875	有	True	True	0.9999999999991758	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B4-absent-other_B	new_sealed_production	-0.07196235656738281	7.2479248046875e-05	有	True	True	0.9991607121026839	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B4-absent-other_B	new_sealed_production
CTDJ-B4-absent-same_A	CTD-B4-v2	CTD-family-03	legacy_exposed_development	legacy_core	有	-22.804683685302734	0.00045013427734375	有	True	True	0.9999999999942233	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-103	historical_science_reused	-33.59990119934082	0.00029754638671875	有	True	True	0.9999999999961346	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B4-absent-same_A	new_sealed_production	-3.3324661254882812	7.2479248046875e-05	有	True	True	0.9996480919721457	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B4-absent-same_A	new_sealed_production
CTDJ-B4-absent-same_B	CTD-B4-v2	CTD-family-03	legacy_exposed_development	legacy_core	有	-23.753276824951172	0.00045013427734375	有	True	True	0.9999999999968239	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-106	historical_science_reused	-19.835895538330078	0.00029754638671875	有	True	True	0.9999999999994884	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B4-absent-same_B	new_sealed_production	0.3058338165283203	7.2479248046875e-05	无	False	False	0.9991817037453039	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B4-absent-same_B	new_sealed_production
CTDJ-G1-L-none	CTD-G1-v2	CTD-family-01	legacy_exposed_development	legacy_core	有	-23.84607696533203	0.00045013427734375	有	True	True	0.9999999999933635	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-002	historical_science_reused	-34.99642372131348	0.00029754638671875	有	True	True	0.999999999996561	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-G1-L-none	new_sealed_production	-4.500925064086914	7.2479248046875e-05	有	True	True	0.9997472040328929	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-G1-L-none	new_sealed_production
CTDJ-G1-L-same_A	CTD-G1-v2	CTD-family-01	legacy_exposed_development	legacy_core	有	-24.796178817749023	0.00045013427734375	有	True	True	0.9999999999945715	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-005	historical_science_reused	-37.10490036010742	0.00029754638671875	有	True	True	0.9999999999986571	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-G1-L-same_A	new_sealed_production	-4.331928253173828	7.2479248046875e-05	有	True	True	0.9997407385823476	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-G1-L-same_A	new_sealed_production
CTDJ-G1-L-same_B	CTD-G1-v2	CTD-family-01	legacy_exposed_development	legacy_core	有	-22.092327117919922	0.00045013427734375	有	True	True	0.9999999999902229	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-008	historical_science_reused	-37.697011947631836	0.00029754638671875	有	True	True	0.9999999999985008	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-G1-L-same_B	new_sealed_production	-4.690717697143555	7.2479248046875e-05	有	True	True	0.9997560449161896	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-G1-L-same_B	new_sealed_production
CTDJ-G1-N-none	CTD-G1-v2	CTD-family-01	legacy_exposed_development	legacy_N_diagnostic	有	-21.965429306030273	0.00045013427734375	有	True	True	0.9999999999819522	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-003	historical_science_reused	-32.09210777282715	0.00029754638671875	有	True	True	0.999999999997847	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-G1-N-none	new_sealed_production	-4.297624588012695	7.2479248046875e-05	有	True	True	0.9997257080053897	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-G1-N-none	new_sealed_production
CTDJ-G1-N-same_A	CTD-G1-v2	CTD-family-01	legacy_exposed_development	legacy_N_diagnostic	有	-24.14898681640625	0.00045013427734375	有	True	True	0.9999999999936691	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-006	historical_science_reused	-34.25713539123535	0.00029754638671875	有	True	True	0.9999999999990266	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-G1-N-same_A	new_sealed_production	-4.551734924316406	7.2479248046875e-05	有	True	True	0.9997416164693714	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-G1-N-same_A	new_sealed_production
CTDJ-G1-N-same_B	CTD-G1-v2	CTD-family-01	legacy_exposed_development	legacy_N_diagnostic	有	-20.19327163696289	0.00045013427734375	有	True	True	0.9999999999756142	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-009	historical_science_reused	-35.95846176147461	0.00029754638671875	有	True	True	0.9999999999987637	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-G1-N-same_B	new_sealed_production	-4.5001983642578125	7.2479248046875e-05	有	True	True	0.9997220554675337	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-G1-N-same_B	new_sealed_production
CTDJ-G1-absent-none	CTD-G1-v2	CTD-family-01	legacy_exposed_development	legacy_core	有	-25.47872543334961	0.00045013427734375	有	True	True	0.9999999999949125	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-001	historical_science_reused	-34.17999458312988	0.00029754638671875	有	True	True	0.9999999999991118	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-G1-absent-none	new_sealed_production	-5.323677062988281	7.2479248046875e-05	有	True	True	0.9998301678384743	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-G1-absent-none	new_sealed_production
CTDJ-G1-absent-same_A	CTD-G1-v2	CTD-family-01	legacy_exposed_development	legacy_core	有	-25.034420013427734	0.00045013427734375	有	True	True	0.9999999999933706	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-004	historical_science_reused	-33.22550582885742	0.00029754638671875	有	True	True	0.9999999999990195	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-G1-absent-same_A	new_sealed_production	-4.83326530456543	7.2479248046875e-05	有	True	True	0.9997908686708316	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-G1-absent-same_A	new_sealed_production
CTDJ-G1-absent-same_B	CTD-G1-v2	CTD-family-01	legacy_exposed_development	legacy_core	有	-23.062458038330078	0.00045013427734375	有	True	True	0.999999999984297	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-007	historical_science_reused	-35.44955825805664	0.00029754638671875	有	True	True	0.9999999999982165	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-G1-absent-same_B	new_sealed_production	-4.932823181152344	7.2479248046875e-05	有	True	True	0.9997522031783928	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-G1-absent-same_B	new_sealed_production
CTDJ-G2-L-none	CTD-G2-v2	CTD-family-01	legacy_exposed_development	legacy_core	无	22.67304039001465	0.00045013427734375	无	True	True	0.9999984277363364	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-011	historical_science_reused	32.81190872192383	0.00029754638671875	无	True	True	0.9999999963718551	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-G2-L-none	new_sealed_production	5.933694839477539	7.2479248046875e-05	无	True	True	0.9996833199604362	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-G2-L-none	new_sealed_production
CTDJ-G2-L-same_A	CTD-G2-v2	CTD-family-01	legacy_exposed_development	legacy_core	无	29.73406410217285	0.00045013427734375	无	True	True	0.999999745116544	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-014	historical_science_reused	31.797494888305664	0.00029754638671875	无	True	True	0.9999999983491321	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-G2-L-same_A	new_sealed_production	7.928418159484863	7.2479248046875e-05	无	True	True	0.9997830627958337	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-G2-L-same_A	new_sealed_production
CTDJ-G2-L-same_B	CTD-G2-v2	CTD-family-01	legacy_exposed_development	legacy_core	无	28.04368782043457	0.00045013427734375	无	True	True	0.9999993393736141	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-017	historical_science_reused	34.7435359954834	0.00029754638671875	无	True	True	0.9999999981747649	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-G2-L-same_B	new_sealed_production	8.673208236694336	7.2479248046875e-05	无	True	True	0.9998313493530668	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-G2-L-same_B	new_sealed_production
CTDJ-G2-N-none	CTD-G2-v2	CTD-family-01	legacy_exposed_development	legacy_N_diagnostic	无	28.913047790527344	0.00045013427734375	无	True	True	0.9999984249085229	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-012	historical_science_reused	33.9126033782959	0.00029754638671875	无	True	True	0.9999999952431438	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-G2-N-none	new_sealed_production	6.563016891479492	7.2479248046875e-05	无	True	True	0.9997071828135321	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-G2-N-none	new_sealed_production
