condition_id	query_id	family_id	analysis_role	source_frame	adopted_reference	qwen3-8b_m	qwen3-8b_margin_error_bound	qwen3-8b_raw_prediction	qwen3-8b_raw_correct	qwen3-8b_conservative_correct	qwen3-8b_legal_mass	qwen3-8b_physical_score_id	qwen3-8b_origin	qwen3-14b_m	qwen3-14b_margin_error_bound	qwen3-14b_raw_prediction	qwen3-14b_raw_correct	qwen3-14b_conservative_correct	qwen3-14b_legal_mass	qwen3-14b_physical_score_id	qwen3-14b_origin	glm4-9b-chat_m	glm4-9b-chat_margin_error_bound	glm4-9b-chat_raw_prediction	glm4-9b-chat_raw_correct	glm4-9b-chat_conservative_correct	glm4-9b-chat_legal_mass	glm4-9b-chat_physical_score_id	glm4-9b-chat_origin
CMAD-HP-Q4-L1-D0	CMAD-HP-Q4	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	有	-21.693050384521484	0.00045013427734375	有	True	True	0.9999999999873737	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q4-L1-D0	new_sealed_production	-29.12260627746582	0.00029754638671875	有	True	True	0.999999999999261	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q4-L1-D0	new_sealed_production	-3.594057083129883	7.2479248046875e-05	有	True	True	0.9995127797043095	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q4-L1-D0	new_sealed_production
CMAD-HP-Q4-L1-D00	CMAD-HP-Q4	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	有	-24.533157348632812	0.00045013427734375	有	True	True	0.9999999999881766	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q4-L1-D00	new_sealed_production	-34.982412338256836	0.00029754638671875	有	True	True	0.9999999999997016	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q4-L1-D00	new_sealed_production	-3.3952159881591797	7.2479248046875e-05	有	True	True	0.9995541877543844	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q4-L1-D00	new_sealed_production
CMAD-HP-Q4-L1-D01	CMAD-HP-Q4	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	有	-25.239456176757812	0.00045013427734375	有	True	True	0.9999999999931575	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q4-L1-D01	new_sealed_production	-34.36452865600586	0.00029754638671875	有	True	True	0.9999999999997371	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q4-L1-D01	new_sealed_production	-3.4331912994384766	7.2479248046875e-05	有	True	True	0.9995324392337682	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q4-L1-D01	new_sealed_production
CMAD-HP-Q4-L1-D01S	CMAD-HP-Q4	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	有	-21.21179962158203	0.00045013427734375	有	True	True	0.9999999999950617	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q4-L1-D01S	new_sealed_production	-32.690895080566406	0.00029754638671875	有	True	True	0.999999999999801	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q4-L1-D01S	new_sealed_production	-2.863861083984375	7.2479248046875e-05	有	True	True	0.9991794224653532	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q4-L1-D01S	new_sealed_production
CMAD-HP-Q4-L1-D10	CMAD-HP-Q4	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	有	-24.246334075927734	0.00045013427734375	有	True	True	0.9999999999898677	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q4-L1-D10	new_sealed_production	-35.197675704956055	0.00029754638671875	有	True	True	0.999999999999666	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q4-L1-D10	new_sealed_production	-3.529865264892578	7.2479248046875e-05	有	True	True	0.9995708897160818	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q4-L1-D10	new_sealed_production
CMAD-HP-Q4-L1-D10S	CMAD-HP-Q4	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	有	-19.656421661376953	0.00045013427734375	有	True	True	0.9999999999916014	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q4-L1-D10S	new_sealed_production	-32.62398338317871	0.00029754638671875	有	True	True	0.9999999999996945	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q4-L1-D10S	new_sealed_production	-2.7698841094970703	7.2479248046875e-05	有	True	True	0.9994128436694278	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q4-L1-D10S	new_sealed_production
CMAD-HP-Q4-L1-D11	CMAD-HP-Q4	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	有	-24.263103485107422	0.00045013427734375	有	True	True	0.9999999999882192	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q4-L1-D11	new_sealed_production	-33.562686920166016	0.00029754638671875	有	True	True	0.9999999999996234	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q4-L1-D11	new_sealed_production	-3.77587890625	7.2479248046875e-05	有	True	True	0.9996331240610079	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q4-L1-D11	new_sealed_production
CMAD-HP-Q4-L2-D0	CMAD-HP-Q4	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	有	-23.790185928344727	0.00045013427734375	有	True	True	0.9999999999860094	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q4-L2-D0	new_sealed_production	-31.218032836914062	0.00029754638671875	有	True	True	0.9999999999977618	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q4-L2-D0	new_sealed_production	-3.661863327026367	7.2479248046875e-05	有	True	True	0.9996108101155958	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q4-L2-D0	new_sealed_production
CMAD-HP-Q4-L2-D00	CMAD-HP-Q4	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	有	-25.982952117919922	0.00045013427734375	有	True	True	0.9999999999918572	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q4-L2-D00	new_sealed_production	-36.60710525512695	0.00029754638671875	有	True	True	0.9999999999987992	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q4-L2-D00	new_sealed_production	-3.2382545471191406	7.2479248046875e-05	有	True	True	0.9995330194544745	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q4-L2-D00	new_sealed_production
CMAD-HP-Q4-L2-D01	CMAD-HP-Q4	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	有	-25.535093307495117	0.00045013427734375	有	True	True	0.999999999990095	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q4-L2-D01	new_sealed_production	-36.079246520996094	0.00029754638671875	有	True	True	0.9999999999989839	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q4-L2-D01	new_sealed_production	-3.5089054107666016	7.2479248046875e-05	有	True	True	0.9996112110124419	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q4-L2-D01	new_sealed_production
CMAD-HP-Q4-L2-D01S	CMAD-HP-Q4	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	有	-21.84814453125	0.00045013427734375	有	True	True	0.9999999999931362	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q4-L2-D01S	new_sealed_production	-32.30203437805176	0.00029754638671875	有	True	True	0.9999999999991545	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q4-L2-D01S	new_sealed_production	-3.194793701171875	7.2479248046875e-05	有	True	True	0.99943187504665	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q4-L2-D01S	new_sealed_production
CMAD-HP-Q4-L2-D10	CMAD-HP-Q4	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	有	-25.4554386138916	0.00045013427734375	有	True	True	0.9999999999878142	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q4-L2-D10	new_sealed_production	-35.979312896728516	0.00029754638671875	有	True	True	0.9999999999985434	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q4-L2-D10	new_sealed_production	-3.6116905212402344	7.2479248046875e-05	有	True	True	0.9996482330899642	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q4-L2-D10	new_sealed_production
CMAD-HP-Q4-L2-D10S	CMAD-HP-Q4	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	有	-20.593547821044922	0.00045013427734375	有	True	True	0.9999999999898179	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q4-L2-D10S	new_sealed_production	-31.401065826416016	0.00029754638671875	有	True	True	0.9999999999985434	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q4-L2-D10S	new_sealed_production	-2.855426788330078	7.2479248046875e-05	有	True	True	0.9994649686081046	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q4-L2-D10S	new_sealed_production
CMAD-HP-Q4-L2-D11	CMAD-HP-Q4	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	有	-24.952425003051758	0.00045013427734375	有	True	True	0.9999999999898677	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q4-L2-D11	new_sealed_production	-35.369964599609375	0.00029754638671875	有	True	True	0.9999999999989058	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q4-L2-D11	new_sealed_production	-3.7705440521240234	7.2479248046875e-05	有	True	True	0.9996945652503432	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q4-L2-D11	new_sealed_production
CMAD-HP-Q4-N-D0	CMAD-HP-Q4	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	有	-21.475093841552734	0.00045013427734375	有	True	True	0.9999999999877502	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q4-N-D0	new_sealed_production	-27.936325073242188	0.00029754638671875	有	True	True	0.9999999999988702	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q4-N-D0	new_sealed_production	-3.405611038208008	7.2479248046875e-05	有	True	True	0.9995403637505664	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q4-N-D0	new_sealed_production
CMAD-HP-Q4-N-D01	CMAD-HP-Q4	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	有	-24.64264488220215	0.00045013427734375	有	True	True	0.9999999999858602	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q4-N-D01	new_sealed_production	-32.951303482055664	0.00029754638671875	有	True	True	0.9999999999996092	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q4-N-D01	new_sealed_production	-3.317037582397461	7.2479248046875e-05	有	True	True	0.999551114082257	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q4-N-D01	new_sealed_production
CMAD-HP-Q4-N-D10	CMAD-HP-Q4	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	有	-24.4043025970459	0.00045013427734375	有	True	True	0.9999999999880345	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q4-N-D10	new_sealed_production	-33.647178649902344	0.00029754638671875	有	True	True	0.9999999999994884	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q4-N-D10	new_sealed_production	-3.450418472290039	7.2479248046875e-05	有	True	True	0.9995901177766935	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q4-N-D10	new_sealed_production
CMAD-JSC-Q1-L0-D0	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	24.30985450744629	0.00045013427734375	无	True	True	0.9999989772161556	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L0-D0	new_sealed_production	29.4796085357666	0.00029754638671875	无	True	True	0.9999999985087769	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L0-D0	new_sealed_production	6.739060401916504	7.2479248046875e-05	无	True	True	0.999462644977526	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L0-D0	new_sealed_production
CMAD-JSC-Q1-L0-D00	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	-11.846405029296875	0.00045013427734375	有	False	False	0.9999999999780371	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L0-D00	new_sealed_production	-12.11602783203125	0.00029754638671875	有	False	False	0.9999999999994671	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L0-D00	new_sealed_production	4.484964370727539	7.2479248046875e-05	无	True	True	0.9989514338984525	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L0-D00	new_sealed_production
CMAD-JSC-Q1-L0-D01	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	-17.46338653564453	0.00045013427734375	有	False	False	0.9999999999898534	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L0-D01	new_sealed_production	16.138896942138672	0.00029754638671875	无	True	True	0.9999999997973674	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L0-D01	new_sealed_production	4.34980583190918	7.2479248046875e-05	无	True	True	0.9993400769939689	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L0-D01	new_sealed_production
CMAD-JSC-Q1-L0-D01S	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	-15.076408386230469	0.00045013427734375	有	False	False	0.9999999999864357	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L0-D01S	new_sealed_production	13.072750091552734	0.00029754638671875	无	True	True	0.9999999997166498	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L0-D01S	new_sealed_production	3.3550796508789062	7.2479248046875e-05	无	True	True	0.9991318956975703	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L0-D01S	new_sealed_production
CMAD-JSC-Q1-L0-D10	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	29.341264724731445	0.00045013427734375	无	True	True	0.9999992758297502	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L0-D10	new_sealed_production	29.206340789794922	0.00029754638671875	无	True	True	0.9999999994303153	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L0-D10	new_sealed_production	8.223272323608398	7.2479248046875e-05	无	True	True	0.9996857316654039	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L0-D10	new_sealed_production
CMAD-JSC-Q1-L0-D10S	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	22.243745803833008	0.00045013427734375	无	True	True	0.9999988198858887	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L0-D10S	new_sealed_production	23.248165130615234	0.00029754638671875	无	True	True	0.9999999993072137	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L0-D10S	new_sealed_production	6.077689170837402	7.2479248046875e-05	无	True	True	0.9995370121981993	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L0-D10S	new_sealed_production
CMAD-JSC-Q1-L0-D11	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	24.632394790649414	0.00045013427734375	无	True	True	0.9999990386484259	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L0-D11	new_sealed_production	21.152252197265625	0.00029754638671875	无	True	True	0.9999999997401048	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L0-D11	new_sealed_production	6.237483978271484	7.2479248046875e-05	无	True	True	0.9995583543226213	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L0-D11	new_sealed_production
CMAD-JSC-Q1-L1-D0	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	24.87151527404785	0.00045013427734375	无	True	True	0.9999899594622981	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L1-D0	new_sealed_production	31.521656036376953	0.00029754638671875	无	True	True	0.9999999979560172	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L1-D0	new_sealed_production	4.874303817749023	7.2479248046875e-05	无	True	True	0.9994808589164317	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L1-D0	new_sealed_production
CMAD-JSC-Q1-L1-D00	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	9.590995788574219	0.00045013427734375	无	True	True	0.9999997743212715	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L1-D00	new_sealed_production	30.538753509521484	0.00029754638671875	无	True	True	0.9999999993358273	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L1-D00	new_sealed_production	4.269298553466797	7.2479248046875e-05	无	True	True	0.9993380310884065	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L1-D00	new_sealed_production
CMAD-JSC-Q1-L1-D01	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	20.172866821289062	0.00045013427734375	无	True	True	0.9999988625653206	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L1-D01	new_sealed_production	29.913843154907227	0.00029754638671875	无	True	True	0.9999999994347135	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L1-D01	new_sealed_production	5.138959884643555	7.2479248046875e-05	无	True	True	0.9995531549318237	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L1-D01	new_sealed_production
CMAD-JSC-Q1-L1-D01S	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	19.45508575439453	0.00045013427734375	无	True	True	0.9999987157100922	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L1-D01S	new_sealed_production	30.462921142578125	0.00029754638671875	无	True	True	0.9999999994595115	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L1-D01S	new_sealed_production	3.9557628631591797	7.2479248046875e-05	无	True	True	0.9993750150031482	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L1-D01S	new_sealed_production
CMAD-JSC-Q1-L1-D10	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	26.829174041748047	0.00045013427734375	无	True	True	0.9999982642330069	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L1-D10	new_sealed_production	29.887487411499023	0.00029754638671875	无	True	True	0.999999998892811	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L1-D10	new_sealed_production	5.588165283203125	7.2479248046875e-05	无	True	True	0.9995622721939313	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L1-D10	new_sealed_production
CMAD-JSC-Q1-L1-D10S	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	20.084400177001953	0.00045013427734375	无	True	True	0.9999978837944791	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L1-D10S	new_sealed_production	26.629337310791016	0.00029754638671875	无	True	True	0.999999999235385	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L1-D10S	new_sealed_production	2.505125045776367	7.2479248046875e-05	无	True	True	0.9991098691341719	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L1-D10S	new_sealed_production
CMAD-JSC-Q1-L1-D11	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	26.20995330810547	0.00045013427734375	无	True	True	0.9999985379685968	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L1-D11	new_sealed_production	30.426597595214844	0.00029754638671875	无	True	True	0.9999999988741237	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L1-D11	new_sealed_production	6.301444053649902	7.2479248046875e-05	无	True	True	0.9995902586719527	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L1-D11	new_sealed_production
CMAD-JSC-Q1-L2-D0	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	-21.625831604003906	0.00045013427734375	有	False	False	0.9999999999941025	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L2-D0	new_sealed_production	-16.144412994384766	0.00029754638671875	有	False	False	0.9999999999982165	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L2-D0	new_sealed_production	-3.2190895080566406	7.2479248046875e-05	有	False	False	0.9994866481891715	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L2-D0	new_sealed_production
CMAD-JSC-Q1-L2-D00	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	-20.341724395751953	0.00045013427734375	有	False	False	0.9999999999904077	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L2-D00	new_sealed_production	-19.711200714111328	0.00029754638671875	有	False	False	0.9999999999955733	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L2-D00	new_sealed_production	-2.216127395629883	7.2479248046875e-05	有	False	False	0.9989369240873532	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L2-D00	new_sealed_production
CMAD-JSC-Q1-L2-D01	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	-18.169158935546875	0.00045013427734375	有	False	False	0.9999999999917151	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L2-D01	new_sealed_production	-4.012027740478516	0.00029754638671875	有	False	False	0.9999999999339764	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L2-D01	new_sealed_production	0.5706405639648438	7.2479248046875e-05	无	True	True	0.9985742301880615	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L2-D01	new_sealed_production
CMAD-JSC-Q1-L2-D01S	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	-19.783817291259766	0.00045013427734375	有	False	False	0.9999999999907061	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L2-D01S	new_sealed_production	-13.283649444580078	0.00029754638671875	有	False	False	0.9999999999862865	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L2-D01S	new_sealed_production	-1.3954658508300781	7.2479248046875e-05	有	False	False	0.9987445603406566	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L2-D01S	new_sealed_production
CMAD-JSC-Q1-L2-D10	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	16.810020446777344	0.00045013427734375	无	True	True	0.9999987328805559	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L2-D10	new_sealed_production	14.053714752197266	0.00029754638671875	无	True	True	0.9999999998391331	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L2-D10	new_sealed_production	2.953763961791992	7.2479248046875e-05	无	True	True	0.999109945980569	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L2-D10	new_sealed_production
CMAD-JSC-Q1-L2-D10S	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	9.37514877319336	0.00045013427734375	无	True	True	0.9999995722960469	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L2-D10S	new_sealed_production	4.486106872558594	0.00029754638671875	无	True	True	0.9999999998787672	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L2-D10S	new_sealed_production	0.37079429626464844	7.2479248046875e-05	无	True	True	0.9986669506077879	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L2-D10S	new_sealed_production
CMAD-JSC-Q1-L2-D11	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	-18.572223663330078	0.00045013427734375	有	False	False	0.9999999999900595	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-L2-D11	new_sealed_production	10.622318267822266	0.00029754638671875	无	True	True	0.9999999998742979	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-L2-D11	new_sealed_production	5.45770263671875	7.2479248046875e-05	无	True	True	0.9995022730019437	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-L2-D11	new_sealed_production
CMAD-JSC-Q1-N-D0	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	24.613807678222656	0.00045013427734375	无	True	True	0.9999918100422678	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-N-D0	new_sealed_production	29.514171600341797	0.00029754638671875	无	True	True	0.9999999957800512	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-N-D0	new_sealed_production	4.592180252075195	7.2479248046875e-05	无	True	True	0.9994885930958284	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-N-D0	new_sealed_production
CMAD-JSC-Q1-N-D01	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	0.3837890625	0.00045013427734375	无	True	True	0.9999998827291348	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-N-D01	new_sealed_production	25.623645782470703	0.00029754638671875	无	True	True	0.9999999985642845	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-N-D01	new_sealed_production	4.942922592163086	7.2479248046875e-05	无	True	True	0.9995102721569283	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-N-D01	new_sealed_production
CMAD-JSC-Q1-N-D10	CMAD-JSC-Q1	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	25.835718154907227	0.00045013427734375	无	True	True	0.9999979113547751	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q1-N-D10	new_sealed_production	28.473995208740234	0.00029754638671875	无	True	True	0.9999999989758379	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q1-N-D10	new_sealed_production	6.106466293334961	7.2479248046875e-05	无	True	True	0.9996448212579846	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q1-N-D10	new_sealed_production
CMAD-JSC-Q2-L0-D0	CMAD-JSC-Q2	CMAD-JSC	explanatory_supplement	explanatory_supplement	无	27.01654815673828	0.00045013427734375	无	True	True	0.9999989266812581	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-JSC-Q2-L0-D0	new_sealed_production	29.091501235961914	0.00029754638671875	无	True	True	0.9999999935079416	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-JSC-Q2-L0-D0	new_sealed_production	9.522205352783203	7.2479248046875e-05	无	True	True	0.9998259081585935	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-JSC-Q2-L0-D0	new_sealed_production
