comparison_id	query_id	family_id	scope	contrast_type	effect	bound	raw_direction	reference_aligned_change	reference_aligned_resolution	verified_classification_transition	terms
CTDJ-J1-same_A-interaction-L_N	CTD-J1-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_A-interaction-L_N	-0.1930084228515625	0.001800537109375	negative	0.1930084228515625	positive		"[{""condition_id"":""CTDJ-J1-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J1-N-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-J1-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J1-N-none"",""coefficient"":1}]"
CTDJ-J1-same_B-interaction-L_absent	CTD-J1-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_B-interaction-L_absent	0.002719879150390625	0.001800537109375	positive	-0.002719879150390625	negative		"[{""condition_id"":""CTDJ-J1-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J1-absent-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-J1-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J1-absent-none"",""coefficient"":1}]"
CTDJ-J1-same_B-interaction-N_absent	CTD-J1-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_B-interaction-N_absent	-1.0260238647460938	0.001800537109375	negative	1.0260238647460938	positive		"[{""condition_id"":""CTDJ-J1-N-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J1-absent-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-J1-N-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J1-absent-none"",""coefficient"":1}]"
CTDJ-J1-same_B-interaction-L_N	CTD-J1-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_B-interaction-L_N	1.0287437438964844	0.001800537109375	positive	-1.0287437438964844	negative		"[{""condition_id"":""CTDJ-J1-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J1-N-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-J1-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J1-N-none"",""coefficient"":1}]"
CTDJ-J2-none-L_absent	CTD-J2-v2	CTD-family-02	within_query_fixed_D	none-L_absent	-33.25190734863281	0.0009002685546875	negative	-33.25190734863281	negative	damage	"[{""condition_id"":""CTDJ-J2-L-none"",""coefficient"":1},{""condition_id"":""CTDJ-J2-absent-none"",""coefficient"":-1}]"
CTDJ-J2-none-N_absent	CTD-J2-v2	CTD-family-02	within_query_fixed_D	none-N_absent	-5.389106750488281	0.0009002685546875	negative	-5.389106750488281	negative	stable_correct	"[{""condition_id"":""CTDJ-J2-N-none"",""coefficient"":1},{""condition_id"":""CTDJ-J2-absent-none"",""coefficient"":-1}]"
CTDJ-J2-none-L_N	CTD-J2-v2	CTD-family-02	within_query_fixed_D	none-L_N	-27.86280059814453	0.0009002685546875	negative	-27.86280059814453	negative	damage	"[{""condition_id"":""CTDJ-J2-L-none"",""coefficient"":1},{""condition_id"":""CTDJ-J2-N-none"",""coefficient"":-1}]"
CTDJ-J2-same_A-L_absent	CTD-J2-v2	CTD-family-02	within_query_fixed_D	same_A-L_absent	-4.972930908203125	0.0009002685546875	negative	-4.972930908203125	negative	stable_correct	"[{""condition_id"":""CTDJ-J2-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J2-absent-same_A"",""coefficient"":-1}]"
CTDJ-J2-same_A-N_absent	CTD-J2-v2	CTD-family-02	within_query_fixed_D	same_A-N_absent	-4.307138442993164	0.0009002685546875	negative	-4.307138442993164	negative	stable_correct	"[{""condition_id"":""CTDJ-J2-N-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J2-absent-same_A"",""coefficient"":-1}]"
CTDJ-J2-same_A-L_N	CTD-J2-v2	CTD-family-02	within_query_fixed_D	same_A-L_N	-0.6657924652099609	0.0009002685546875	negative	-0.6657924652099609	negative	stable_correct	"[{""condition_id"":""CTDJ-J2-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J2-N-same_A"",""coefficient"":-1}]"
CTDJ-J2-same_B-L_absent	CTD-J2-v2	CTD-family-02	within_query_fixed_D	same_B-L_absent	-1.7041969299316406	0.0009002685546875	negative	-1.7041969299316406	negative	stable_correct	"[{""condition_id"":""CTDJ-J2-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J2-absent-same_B"",""coefficient"":-1}]"
CTDJ-J2-same_B-N_absent	CTD-J2-v2	CTD-family-02	within_query_fixed_D	same_B-N_absent	-4.0249176025390625	0.0009002685546875	negative	-4.0249176025390625	negative	stable_correct	"[{""condition_id"":""CTDJ-J2-N-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J2-absent-same_B"",""coefficient"":-1}]"
CTDJ-J2-same_B-L_N	CTD-J2-v2	CTD-family-02	within_query_fixed_D	same_B-L_N	2.320720672607422	0.0009002685546875	positive	2.320720672607422	positive	stable_correct	"[{""condition_id"":""CTDJ-J2-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J2-N-same_B"",""coefficient"":-1}]"
CTDJ-J2-same_A-interaction-L_absent	CTD-J2-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_A-interaction-L_absent	28.278976440429688	0.001800537109375	positive	28.278976440429688	positive		"[{""condition_id"":""CTDJ-J2-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J2-absent-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-J2-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J2-absent-none"",""coefficient"":1}]"
CTDJ-J2-same_A-interaction-N_absent	CTD-J2-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_A-interaction-N_absent	1.0819683074951172	0.001800537109375	positive	1.0819683074951172	positive		"[{""condition_id"":""CTDJ-J2-N-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J2-absent-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-J2-N-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J2-absent-none"",""coefficient"":1}]"
CTDJ-J2-same_A-interaction-L_N	CTD-J2-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_A-interaction-L_N	27.19700813293457	0.001800537109375	positive	27.19700813293457	positive		"[{""condition_id"":""CTDJ-J2-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J2-N-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-J2-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J2-N-none"",""coefficient"":1}]"
CTDJ-J2-same_B-interaction-L_absent	CTD-J2-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_B-interaction-L_absent	31.547710418701172	0.001800537109375	positive	31.547710418701172	positive		"[{""condition_id"":""CTDJ-J2-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J2-absent-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-J2-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J2-absent-none"",""coefficient"":1}]"
CTDJ-J2-same_B-interaction-N_absent	CTD-J2-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_B-interaction-N_absent	1.3641891479492188	0.001800537109375	positive	1.3641891479492188	positive		"[{""condition_id"":""CTDJ-J2-N-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J2-absent-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-J2-N-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J2-absent-none"",""coefficient"":1}]"
CTDJ-J2-same_B-interaction-L_N	CTD-J2-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_B-interaction-L_N	30.183521270751953	0.001800537109375	positive	30.183521270751953	positive		"[{""condition_id"":""CTDJ-J2-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J2-N-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-J2-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J2-N-none"",""coefficient"":1}]"
CTDJ-J3-none-L_absent	CTD-J3-v2	CTD-family-02	within_query_fixed_D	none-L_absent	18.752029418945312	0.0009002685546875	positive	18.752029418945312	positive	stable_wrong	"[{""condition_id"":""CTDJ-J3-L-none"",""coefficient"":1},{""condition_id"":""CTDJ-J3-absent-none"",""coefficient"":-1}]"
CTDJ-J3-none-N_absent	CTD-J3-v2	CTD-family-02	within_query_fixed_D	none-N_absent	9.689682006835938	0.0009002685546875	positive	9.689682006835938	positive	stable_wrong	"[{""condition_id"":""CTDJ-J3-N-none"",""coefficient"":1},{""condition_id"":""CTDJ-J3-absent-none"",""coefficient"":-1}]"
CTDJ-J3-none-L_N	CTD-J3-v2	CTD-family-02	within_query_fixed_D	none-L_N	9.062347412109375	0.0009002685546875	positive	9.062347412109375	positive	stable_wrong	"[{""condition_id"":""CTDJ-J3-L-none"",""coefficient"":1},{""condition_id"":""CTDJ-J3-N-none"",""coefficient"":-1}]"
CTDJ-J3-same_A-L_absent	CTD-J3-v2	CTD-family-02	within_query_fixed_D	same_A-L_absent	12.31561279296875	0.0009002685546875	positive	12.31561279296875	positive	stable_wrong	"[{""condition_id"":""CTDJ-J3-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J3-absent-same_A"",""coefficient"":-1}]"
CTDJ-J3-same_A-N_absent	CTD-J3-v2	CTD-family-02	within_query_fixed_D	same_A-N_absent	1.2906036376953125	0.0009002685546875	positive	1.2906036376953125	positive	stable_wrong	"[{""condition_id"":""CTDJ-J3-N-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J3-absent-same_A"",""coefficient"":-1}]"
CTDJ-J3-same_A-L_N	CTD-J3-v2	CTD-family-02	within_query_fixed_D	same_A-L_N	11.025009155273438	0.0009002685546875	positive	11.025009155273438	positive	stable_wrong	"[{""condition_id"":""CTDJ-J3-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J3-N-same_A"",""coefficient"":-1}]"
CTDJ-J3-same_B-L_absent	CTD-J3-v2	CTD-family-02	within_query_fixed_D	same_B-L_absent	-4.798427581787109	0.0009002685546875	negative	-4.798427581787109	negative	stable_correct	"[{""condition_id"":""CTDJ-J3-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J3-absent-same_B"",""coefficient"":-1}]"
CTDJ-J3-same_B-N_absent	CTD-J3-v2	CTD-family-02	within_query_fixed_D	same_B-N_absent	-16.17529296875	0.0009002685546875	negative	-16.17529296875	negative	damage	"[{""condition_id"":""CTDJ-J3-N-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J3-absent-same_B"",""coefficient"":-1}]"
CTDJ-J3-same_B-L_N	CTD-J3-v2	CTD-family-02	within_query_fixed_D	same_B-L_N	11.37686538696289	0.0009002685546875	positive	11.37686538696289	positive	repair	"[{""condition_id"":""CTDJ-J3-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J3-N-same_B"",""coefficient"":-1}]"
CTDJ-J3-same_A-interaction-L_absent	CTD-J3-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_A-interaction-L_absent	-6.4364166259765625	0.001800537109375	negative	-6.4364166259765625	negative		"[{""condition_id"":""CTDJ-J3-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J3-absent-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-J3-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J3-absent-none"",""coefficient"":1}]"
CTDJ-J3-same_A-interaction-N_absent	CTD-J3-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_A-interaction-N_absent	-8.399078369140625	0.001800537109375	negative	-8.399078369140625	negative		"[{""condition_id"":""CTDJ-J3-N-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J3-absent-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-J3-N-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J3-absent-none"",""coefficient"":1}]"
CTDJ-J3-same_A-interaction-L_N	CTD-J3-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_A-interaction-L_N	1.9626617431640625	0.001800537109375	positive	1.9626617431640625	positive		"[{""condition_id"":""CTDJ-J3-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J3-N-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-J3-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J3-N-none"",""coefficient"":1}]"
CTDJ-J3-same_B-interaction-L_absent	CTD-J3-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_B-interaction-L_absent	-23.550457000732422	0.001800537109375	negative	-23.550457000732422	negative		"[{""condition_id"":""CTDJ-J3-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J3-absent-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-J3-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J3-absent-none"",""coefficient"":1}]"
CTDJ-J3-same_B-interaction-N_absent	CTD-J3-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_B-interaction-N_absent	-25.864974975585938	0.001800537109375	negative	-25.864974975585938	negative		"[{""condition_id"":""CTDJ-J3-N-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J3-absent-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-J3-N-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J3-absent-none"",""coefficient"":1}]"
CTDJ-J3-same_B-interaction-L_N	CTD-J3-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_B-interaction-L_N	2.3145179748535156	0.001800537109375	positive	2.3145179748535156	positive		"[{""condition_id"":""CTDJ-J3-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J3-N-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-J3-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J3-N-none"",""coefficient"":1}]"
CTDJ-J4-none-L_absent	CTD-J4-v2	CTD-family-02	within_query_fixed_D	none-L_absent	3.5903892517089844	0.0009002685546875	positive	-3.5903892517089844	negative	stable_correct	"[{""condition_id"":""CTDJ-J4-L-none"",""coefficient"":1},{""condition_id"":""CTDJ-J4-absent-none"",""coefficient"":-1}]"
CTDJ-J4-none-N_absent	CTD-J4-v2	CTD-family-02	within_query_fixed_D	none-N_absent	7.369777679443359	0.0009002685546875	positive	-7.369777679443359	negative	stable_correct	"[{""condition_id"":""CTDJ-J4-N-none"",""coefficient"":1},{""condition_id"":""CTDJ-J4-absent-none"",""coefficient"":-1}]"
CTDJ-J4-none-L_N	CTD-J4-v2	CTD-family-02	within_query_fixed_D	none-L_N	-3.779388427734375	0.0009002685546875	negative	3.779388427734375	positive	stable_correct	"[{""condition_id"":""CTDJ-J4-L-none"",""coefficient"":1},{""condition_id"":""CTDJ-J4-N-none"",""coefficient"":-1}]"
CTDJ-J4-same_A-L_absent	CTD-J4-v2	CTD-family-02	within_query_fixed_D	same_A-L_absent	2.727214813232422	0.0009002685546875	positive	-2.727214813232422	negative	stable_correct	"[{""condition_id"":""CTDJ-J4-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J4-absent-same_A"",""coefficient"":-1}]"
CTDJ-J4-same_A-N_absent	CTD-J4-v2	CTD-family-02	within_query_fixed_D	same_A-N_absent	3.322275161743164	0.0009002685546875	positive	-3.322275161743164	negative	stable_correct	"[{""condition_id"":""CTDJ-J4-N-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J4-absent-same_A"",""coefficient"":-1}]"
CTDJ-J4-same_A-L_N	CTD-J4-v2	CTD-family-02	within_query_fixed_D	same_A-L_N	-0.5950603485107422	0.0009002685546875	negative	0.5950603485107422	positive	stable_correct	"[{""condition_id"":""CTDJ-J4-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J4-N-same_A"",""coefficient"":-1}]"
CTDJ-J4-same_B-L_absent	CTD-J4-v2	CTD-family-02	within_query_fixed_D	same_B-L_absent	4.294586181640625	0.0009002685546875	positive	-4.294586181640625	negative	stable_correct	"[{""condition_id"":""CTDJ-J4-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J4-absent-same_B"",""coefficient"":-1}]"
CTDJ-J4-same_B-N_absent	CTD-J4-v2	CTD-family-02	within_query_fixed_D	same_B-N_absent	3.811981201171875	0.0009002685546875	positive	-3.811981201171875	negative	stable_correct	"[{""condition_id"":""CTDJ-J4-N-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J4-absent-same_B"",""coefficient"":-1}]"
CTDJ-J4-same_B-L_N	CTD-J4-v2	CTD-family-02	within_query_fixed_D	same_B-L_N	0.48260498046875	0.0009002685546875	positive	-0.48260498046875	negative	stable_correct	"[{""condition_id"":""CTDJ-J4-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J4-N-same_B"",""coefficient"":-1}]"
CTDJ-J4-same_A-interaction-L_absent	CTD-J4-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_A-interaction-L_absent	-0.8631744384765625	0.001800537109375	negative	0.8631744384765625	positive		"[{""condition_id"":""CTDJ-J4-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J4-absent-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-J4-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J4-absent-none"",""coefficient"":1}]"
CTDJ-J4-same_A-interaction-N_absent	CTD-J4-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_A-interaction-N_absent	-4.047502517700195	0.001800537109375	negative	4.047502517700195	positive		"[{""condition_id"":""CTDJ-J4-N-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J4-absent-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-J4-N-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J4-absent-none"",""coefficient"":1}]"
CTDJ-J4-same_A-interaction-L_N	CTD-J4-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_A-interaction-L_N	3.184328079223633	0.001800537109375	positive	-3.184328079223633	negative		"[{""condition_id"":""CTDJ-J4-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J4-N-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-J4-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J4-N-none"",""coefficient"":1}]"
CTDJ-J4-same_B-interaction-L_absent	CTD-J4-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_B-interaction-L_absent	0.7041969299316406	0.001800537109375	positive	-0.7041969299316406	negative		"[{""condition_id"":""CTDJ-J4-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J4-absent-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-J4-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J4-absent-none"",""coefficient"":1}]"
CTDJ-J4-same_B-interaction-N_absent	CTD-J4-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_B-interaction-N_absent	-3.5577964782714844	0.001800537109375	negative	3.5577964782714844	positive		"[{""condition_id"":""CTDJ-J4-N-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J4-absent-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-J4-N-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J4-absent-none"",""coefficient"":1}]"
CTDJ-J4-same_B-interaction-L_N	CTD-J4-v2	CTD-family-02	fixed_pack_lexicon_interaction	same_B-interaction-L_N	4.261993408203125	0.001800537109375	positive	-4.261993408203125	negative		"[{""condition_id"":""CTDJ-J4-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J4-N-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-J4-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-J4-N-none"",""coefficient"":1}]"
CTDJ-B1-none-L_absent	CTD-B1-v2	CTD-family-03	within_query_fixed_D	none-L_absent	3.3484745025634766	0.0009002685546875	positive	-3.3484745025634766	negative	stable_correct	"[{""condition_id"":""CTDJ-B1-L-none"",""coefficient"":1},{""condition_id"":""CTDJ-B1-absent-none"",""coefficient"":-1}]"
CTDJ-B1-none-N_absent	CTD-B1-v2	CTD-family-03	within_query_fixed_D	none-N_absent	5.417036056518555	0.0009002685546875	positive	-5.417036056518555	negative	stable_correct	"[{""condition_id"":""CTDJ-B1-N-none"",""coefficient"":1},{""condition_id"":""CTDJ-B1-absent-none"",""coefficient"":-1}]"
CTDJ-B1-none-L_N	CTD-B1-v2	CTD-family-03	within_query_fixed_D	none-L_N	-2.068561553955078	0.0009002685546875	negative	2.068561553955078	positive	stable_correct	"[{""condition_id"":""CTDJ-B1-L-none"",""coefficient"":1},{""condition_id"":""CTDJ-B1-N-none"",""coefficient"":-1}]"
CTDJ-B1-same_A-L_absent	CTD-B1-v2	CTD-family-03	within_query_fixed_D	same_A-L_absent	-2.235136032104492	0.0009002685546875	negative	2.235136032104492	positive	stable_correct	"[{""condition_id"":""CTDJ-B1-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B1-absent-same_A"",""coefficient"":-1}]"
CTDJ-B1-same_A-N_absent	CTD-B1-v2	CTD-family-03	within_query_fixed_D	same_A-N_absent	1.7265586853027344	0.0009002685546875	positive	-1.7265586853027344	negative	stable_correct	"[{""condition_id"":""CTDJ-B1-N-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B1-absent-same_A"",""coefficient"":-1}]"
CTDJ-B1-same_A-L_N	CTD-B1-v2	CTD-family-03	within_query_fixed_D	same_A-L_N	-3.9616947174072266	0.0009002685546875	negative	3.9616947174072266	positive	stable_correct	"[{""condition_id"":""CTDJ-B1-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B1-N-same_A"",""coefficient"":-1}]"
CTDJ-B1-same_B-L_absent	CTD-B1-v2	CTD-family-03	within_query_fixed_D	same_B-L_absent	-3.0917434692382812	0.0009002685546875	negative	3.0917434692382812	positive	stable_correct	"[{""condition_id"":""CTDJ-B1-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B1-absent-same_B"",""coefficient"":-1}]"
CTDJ-B1-same_B-N_absent	CTD-B1-v2	CTD-family-03	within_query_fixed_D	same_B-N_absent	1.6573677062988281	0.0009002685546875	positive	-1.6573677062988281	negative	stable_correct	"[{""condition_id"":""CTDJ-B1-N-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B1-absent-same_B"",""coefficient"":-1}]"
CTDJ-B1-same_B-L_N	CTD-B1-v2	CTD-family-03	within_query_fixed_D	same_B-L_N	-4.749111175537109	0.0009002685546875	negative	4.749111175537109	positive	stable_correct	"[{""condition_id"":""CTDJ-B1-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B1-N-same_B"",""coefficient"":-1}]"
CTDJ-B1-same_A-interaction-L_absent	CTD-B1-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_A-interaction-L_absent	-5.583610534667969	0.001800537109375	negative	5.583610534667969	positive		"[{""condition_id"":""CTDJ-B1-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B1-absent-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-B1-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B1-absent-none"",""coefficient"":1}]"
CTDJ-B1-same_A-interaction-N_absent	CTD-B1-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_A-interaction-N_absent	-3.6904773712158203	0.001800537109375	negative	3.6904773712158203	positive		"[{""condition_id"":""CTDJ-B1-N-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B1-absent-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-B1-N-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B1-absent-none"",""coefficient"":1}]"
CTDJ-B1-same_A-interaction-L_N	CTD-B1-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_A-interaction-L_N	-1.8931331634521484	0.001800537109375	negative	1.8931331634521484	positive		"[{""condition_id"":""CTDJ-B1-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B1-N-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-B1-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B1-N-none"",""coefficient"":1}]"
CTDJ-B1-same_B-interaction-L_absent	CTD-B1-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_B-interaction-L_absent	-6.440217971801758	0.001800537109375	negative	6.440217971801758	positive		"[{""condition_id"":""CTDJ-B1-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B1-absent-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-B1-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B1-absent-none"",""coefficient"":1}]"
CTDJ-B1-same_B-interaction-N_absent	CTD-B1-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_B-interaction-N_absent	-3.7596683502197266	0.001800537109375	negative	3.7596683502197266	positive		"[{""condition_id"":""CTDJ-B1-N-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B1-absent-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-B1-N-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B1-absent-none"",""coefficient"":1}]"
CTDJ-B1-same_B-interaction-L_N	CTD-B1-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_B-interaction-L_N	-2.6805496215820312	0.001800537109375	negative	2.6805496215820312	positive		"[{""condition_id"":""CTDJ-B1-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B1-N-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-B1-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B1-N-none"",""coefficient"":1}]"
CTDJ-B2-none-L_absent	CTD-B2-v2	CTD-family-03	within_query_fixed_D	none-L_absent	-2.222169876098633	0.0009002685546875	negative	-2.222169876098633	negative	stable_correct	"[{""condition_id"":""CTDJ-B2-L-none"",""coefficient"":1},{""condition_id"":""CTDJ-B2-absent-none"",""coefficient"":-1}]"
CTDJ-B2-none-N_absent	CTD-B2-v2	CTD-family-03	within_query_fixed_D	none-N_absent	-1.1117076873779297	0.0009002685546875	negative	-1.1117076873779297	negative	stable_correct	"[{""condition_id"":""CTDJ-B2-N-none"",""coefficient"":1},{""condition_id"":""CTDJ-B2-absent-none"",""coefficient"":-1}]"
CTDJ-B2-none-L_N	CTD-B2-v2	CTD-family-03	within_query_fixed_D	none-L_N	-1.1104621887207031	0.0009002685546875	negative	-1.1104621887207031	negative	stable_correct	"[{""condition_id"":""CTDJ-B2-L-none"",""coefficient"":1},{""condition_id"":""CTDJ-B2-N-none"",""coefficient"":-1}]"
CTDJ-B2-same_A-L_absent	CTD-B2-v2	CTD-family-03	within_query_fixed_D	same_A-L_absent	-1.3131332397460938	0.0009002685546875	negative	-1.3131332397460938	negative	stable_correct	"[{""condition_id"":""CTDJ-B2-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B2-absent-same_A"",""coefficient"":-1}]"
CTDJ-B2-same_A-N_absent	CTD-B2-v2	CTD-family-03	within_query_fixed_D	same_A-N_absent	0.5087413787841797	0.0009002685546875	positive	0.5087413787841797	positive	stable_correct	"[{""condition_id"":""CTDJ-B2-N-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B2-absent-same_A"",""coefficient"":-1}]"
CTDJ-B2-same_A-L_N	CTD-B2-v2	CTD-family-03	within_query_fixed_D	same_A-L_N	-1.8218746185302734	0.0009002685546875	negative	-1.8218746185302734	negative	stable_correct	"[{""condition_id"":""CTDJ-B2-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B2-N-same_A"",""coefficient"":-1}]"
CTDJ-B2-same_B-L_absent	CTD-B2-v2	CTD-family-03	within_query_fixed_D	same_B-L_absent	-1.8026161193847656	0.0009002685546875	negative	-1.8026161193847656	negative	stable_correct	"[{""condition_id"":""CTDJ-B2-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B2-absent-same_B"",""coefficient"":-1}]"
