condition_id	query_id	family_id	lexicon_arm	demo_arm	adopted_reference	adopted_severity	m	margin_error_bound	reference_aligned_margin	raw_prediction	resolution	raw_correct	conservative_correct	pair_support_no	legal_mass	log_legal_mass	z_yes	z_no	log_p_yes	log_p_no	physical_score_id	prompt_sha256
CTDJ-J3-N-same_A	CTD-J3-v2	CTD-family-02	N	same_A	无	0	-19.77407455444336	0.00045013427734375	-19.77407455444336	有	resolved_yes	False	False	2.5836193893274213e-09	0.9999999999952891	-4.710898338089464e-12	56.232086181640625	36.458011627197266	-2.588329550690105e-09	-19.77407455703169	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-060	b4f3dd01d0a297b08eb92d860d3df56d6ef43d8aea63e43299a2d4e78657cf59
CTDJ-J3-absent-same_B	CTD-J3-v2	CTD-family-02	absent	same_B	无	0	5.8747406005859375	0.00045013427734375	5.8747406005859375	无	resolved_no	True	True	0.9971983484156509	0.9999999203355788	-7.966442439055754e-08	47.751190185546875	53.62593078613281	-5.877546263806238	-0.002805663220300403	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-061	9fe23a5ebc1274caafd61df43b2b4dec5a70e0a80c0032da1aeddc4ce4d69ac8
CTDJ-J3-L-same_B	CTD-J3-v2	CTD-family-02	L	same_B	无	0	1.0763130187988281	0.00045013427734375	1.0763130187988281	无	resolved_no	True	True	0.7457956224823402	0.9999998925973075	-1.074026982905707e-07	50.06111526489258	51.137428283691406	-1.369616807015916	-0.2933037882170879	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-062	93b637305339e3900362a540aa56f59b04c4803853216527b57ac7db3fa78b19
CTDJ-J3-N-same_B	CTD-J3-v2	CTD-family-02	N	same_B	无	0	-10.300552368164062	0.00045013427734375	-10.300552368164062	有	resolved_yes	False	False	3.3613392566502124e-05	0.9999999999808296	-1.9170443010807503e-11	54.17256164550781	43.87200927734375	-3.3613976683000146e-05	-10.300585982140746	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-063	904e24dd5e9f2c077beb76c836b303a6af9a8e6c881191703ba402cb42e5c977
CTDJ-J4-absent-none	CTD-J4-v2	CTD-family-02	absent	none	有	1	-23.105892181396484	0.00045013427734375	23.105892181396484	有	resolved_yes	True	True	9.23078267193472e-11	0.9999999999927667	-7.23332505003782e-12	55.69512176513672	32.589229583740234	-9.953993185263244e-11	-23.105892181496024	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-064	55dc10a7a379177204811fcc1f2331be1e221a2ffa622698cf41d82991c987a6
CTDJ-J4-L-none	CTD-J4-v2	CTD-family-02	L	none	有	1	-19.5155029296875	0.00045013427734375	19.5155029296875	有	resolved_yes	True	True	3.3459909703235553e-09	0.9999999999834159	-1.6584067452640738e-11	53.20339584350586	33.68789291381836	-3.362572442711098e-09	-19.515502933050072	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-065	43b45a774808246cad85acc77529c623c3e3065638b7b7486d8389e8f747c752
CTDJ-J4-N-none	CTD-J4-v2	CTD-family-02	N	none	有	1	-15.736114501953125	0.00045013427734375	15.736114501953125	有	resolved_yes	True	True	1.4651842500113716e-07	0.9999999999566924	-4.3307579744578106e-11	51.62641143798828	35.890296936035156	-1.4656174585070403e-07	-15.73611464851487	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-066	b89f773fe3f26076521ef20fdad8106a61302e6624b8fb9a93a8cf6b02606daa
CTDJ-J4-absent-same_A	CTD-J4-v2	CTD-family-02	absent	same_A	有	1	-24.467357635498047	0.00045013427734375	24.467357635498047	有	resolved_yes	True	True	2.3657104710290942e-11	0.9999999999952465	-4.75353090223507e-12	56.1981201171875	31.730762481689453	-2.8407498575688805e-11	-24.467357635526454	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-067	4e0a817f566007319b13a3cfbd845eb1d511df3867c18a0639b12e7cb949f836
CTDJ-J4-L-same_A	CTD-J4-v2	CTD-family-02	L	same_A	有	1	-21.740142822265625	0.00045013427734375	21.740142822265625	有	resolved_yes	True	True	3.6172284364724684e-10	0.9999999999835296	-1.6470380614919122e-11	53.67696762084961	31.936824798583984	-3.781934765356709e-10	-21.74014282264382	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-068	c8dac8c68140a0498da54bb9a0251ee19ab833c0d8cd5a5d77ce7f72924674ce
CTDJ-J4-N-same_A	CTD-J4-v2	CTD-family-02	N	same_A	有	1	-21.145082473754883	0.00045013427734375	21.145082473754883	有	resolved_yes	True	True	6.558542874737922e-10	0.9999999999724736	-2.752642558334628e-11	52.41965866088867	31.27457618713379	-6.833786869719916e-10	-21.14508247443826	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-069	0e6257d85705b9a4fdf595a3886ca5b5e6ab3978ba0a748f06fb55f886dc6d40
CTDJ-J4-absent-same_B	CTD-J4-v2	CTD-family-02	absent	same_B	有	1	-18.946895599365234	0.00045013427734375	18.946895599365234	有	resolved_yes	True	True	5.908371429932914e-09	0.9999999999824851	-1.751487843648647e-11	54.07359313964844	35.1266975402832	-5.92588378367509e-09	-18.946895605291118	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-070	accb7cd1cc41c5c944f3f2b9d3b7dcf4263de6a9525fe52a487bba7160a586eb
CTDJ-J4-L-same_B	CTD-J4-v2	CTD-family-02	L	same_B	有	1	-14.65230941772461	0.00045013427734375	14.65230941772461	有	resolved_yes	True	True	4.330945160820722e-07	0.9999999999684945	-3.150546490360284e-11	52.233642578125	37.58133316040039	-4.331261180823276e-07	-14.652309850850727	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-071	ca4611a505e7762c6ff2cf8e324502813d7b8e066eb8fa4f5ab671ae2efeee84
CTDJ-J4-N-same_B	CTD-J4-v2	CTD-family-02	N	same_B	有	1	-15.13491439819336	0.00045013427734375	15.13491439819336	有	resolved_yes	True	True	2.672945333201294e-07	0.9999999999678337	-3.2166269647859735e-11	52.23733901977539	37.10242462158203	-2.6732673319429523e-07	-15.134914665520093	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-072	87f10fc65a9aac51a3442897bb3663ccf498a2a71572053a0c056a6e97e9e820
CTDJ-B1-absent-none	CTD-B1-v2	CTD-family-03	absent	none	有	2	-26.125871658325195	0.00045013427734375	26.125871658325195	有	resolved_yes	True	True	4.504826860583349e-12	0.999999999991104	-8.895995051716454e-12	56.09015655517578	29.964284896850586	-1.340083599643549e-11	-26.125871658338596	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-073	9dd1a6614ef0e9c5585c2f99431a818bb6e82973543f4ae3f4ca757e8be1aead
CTDJ-B1-L-none	CTD-B1-v2	CTD-family-03	L	none	有	2	-22.77739715576172	0.00045013427734375	22.77739715576172	有	resolved_yes	True	True	1.2820415574112848e-10	0.9999999999808082	-1.9191759292880306e-11	53.6728630065918	30.895465850830078	-1.4739498510607518e-10	-22.777397155909114	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-074	a6edb06d8bdc4550e56a1823f1f5c0d898cf0f4dd1dc6bb369dbfee3e66ca0e9
CTDJ-B1-N-none	CTD-B1-v2	CTD-family-03	N	none	有	2	-20.70883560180664	0.00045013427734375	20.70883560180664	有	resolved_yes	True	True	1.0145348525708613e-09	0.999999999979508	-2.049205249932129e-11	53.70847702026367	32.99964141845703	-1.0350262868996651e-09	-20.708835602841667	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-075	d7b0942bc75188db34f0e39455896c6ee0b552610a8a74097f9d60ee7a1aeb5f
CTDJ-B1-absent-same_A	CTD-B1-v2	CTD-family-03	absent	same_A	有	2	-21.348281860351562	0.00045013427734375	21.348281860351562	有	resolved_yes	True	True	5.352528515904772e-10	0.9999999999879279	-1.2072121080564102e-11	55.153079986572266	33.8047981262207	-5.473239639286476e-10	-21.348281860898886	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-076	23771c5208b85d68f644e4b0ec564aecae14dd9b54960e517251ed8cc217db43
CTDJ-B1-L-same_A	CTD-B1-v2	CTD-family-03	L	same_A	有	2	-23.583417892456055	0.00045013427734375	23.583417892456055	有	resolved_yes	True	True	5.726005289367828e-11	0.999999999991239	-8.760991931922035e-12	54.72612380981445	31.1427059173584	-6.602363100682851e-11	-23.58341789252208	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-077	bef02e35589d96641504934bf4e79d63fcff998d6fbb5d753471f227880c2d61
CTDJ-B1-N-same_A	CTD-B1-v2	CTD-family-03	N	same_A	有	2	-19.621723175048828	0.00045013427734375	19.621723175048828	有	resolved_yes	True	True	3.0088040038573225e-09	0.9999999999689919	-3.100808498857077e-11	52.84917068481445	33.227447509765625	-3.0398155104194302e-09	-19.621723178088644	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-078	de17102ad8f206d11442a49a4e5314c2d802f81c0e0a098f633cd9cec6d48255
CTDJ-B1-absent-same_B	CTD-B1-v2	CTD-family-03	absent	same_B	有	2	-18.839984893798828	0.00045013427734375	18.839984893798828	有	resolved_yes	True	True	6.575041807327704e-09	0.9999999999553069	-4.46931380793103e-11	52.91782760620117	34.077842712402344	-6.619735870572185e-09	-18.839984900418564	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-079	44710445dd908beed7aadc80508af6c4e4c6aae11ce2f6f81a0c61e8b18e3671
CTDJ-B1-L-same_B	CTD-B1-v2	CTD-family-03	L	same_B	有	2	-21.93172836303711	0.00045013427734375	21.93172836303711	有	resolved_yes	True	True	2.98656102501578e-10	0.9999999999785771	-2.142286348316702e-11	53.3707275390625	31.43899917602539	-3.2007818617785233e-10	-21.931728363357188	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-080	e1976e6e8304a234d9a9df58e48bd69e192dfc6d5ddd724d1a8bf49670550b77
CTDJ-B1-N-same_B	CTD-B1-v2	CTD-family-03	N	same_B	有	2	-17.1826171875	0.00045013427734375	17.1826171875	有	resolved_yes	True	True	3.4489282201878414e-08	0.9999999999162839	-8.3716145127255e-11	51.559722900390625	34.377105712890625	-3.4572998686144274e-08	-17.182617222073	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-081	33ccb1d0ba3010d1d627a597d905510acf5dc2abb4200278cb1ef8047ef637f4
CTDJ-B2-absent-none	CTD-B2-v2	CTD-family-03	absent	none	无	0	32.89990043640137	0.00045013427734375	32.89990043640137	无	resolved_no	True	True	0.9999999999999949	0.9999978320477377	-2.16795461227548e-06	17.637388229370117	50.537288665771484	-32.89990260435599	-2.1679546193809074e-06	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-082	b9a2fefc19d22fc039b8b5aefb2fa9da27ba2238eb6c6c2ee7189f7086982407
CTDJ-B2-L-none	CTD-B2-v2	CTD-family-03	L	none	无	0	30.677730560302734	0.00045013427734375	30.677730560302734	无	resolved_no	True	True	0.9999999999999525	0.9999880827621431	-1.191730886773712e-05	18.846790313720703	49.52452087402344	-30.677742477611652	-1.1917308917475111e-05	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-083	0566406f7b44410da4fe942ba92bd25a747abdbd6467ec4c1de0b57234631940
CTDJ-B2-N-none	CTD-B2-v2	CTD-family-03	N	none	无	0	31.788192749023438	0.00045013427734375	31.788192749023438	无	resolved_no	True	True	0.9999999999999845	0.9999922225774293	-7.777452815105335e-06	18.777843475341797	50.566036224365234	-31.788200526476267	-7.77745282931619e-06	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-084	f6d546ff7b997aeeacf2fcdb8b7a58abb002d4be345cbbf9db6c3de2213e7350
CTDJ-B2-absent-same_A	CTD-B2-v2	CTD-family-03	absent	same_A	无	0	32.13517761230469	0.00045013427734375	32.13517761230469	无	resolved_no	True	True	0.9999999999999889	0.9999988337467636	-1.1662539165513408e-06	18.530235290527344	50.66541290283203	-32.13517877855862	-1.1662539307621955e-06	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-085	40c84b7ff31e2d4c8f1c87d0fddd836d731862b9294a23dc53694dfbe3726187
CTDJ-B2-L-same_A	CTD-B2-v2	CTD-family-03	L	same_A	无	0	30.822044372558594	0.00045013427734375	30.822044372558594	无	resolved_no	True	True	0.9999999999999589	0.99999858546512	-1.4145358804285024e-06	19.992935180664062	50.814979553222656	-30.822045787094517	-1.4145359230610666e-06	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-086	6d8196f6014f2105879fc6c7db2ac858729f3a19aa9cb328e4c60ad2c0f3da57
CTDJ-B2-N-same_A	CTD-B2-v2	CTD-family-03	N	same_A	无	0	32.64391899108887	0.00045013427734375	32.64391899108887	无	resolved_no	True	True	0.9999999999999933	0.9999993013866468	-6.986135971942531e-07	19.113367080688477	51.757286071777344	-32.64391968970247	-6.986136042996804e-07	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-087	41501aca3bc040e2d83505aeef2aaef57a8839433cce14bf2592064bead7587a
CTDJ-B2-absent-same_B	CTD-B2-v2	CTD-family-03	absent	same_B	无	0	30.29020118713379	0.00045013427734375	30.29020118713379	无	resolved_no	True	True	0.9999999999999301	0.9999974784251323	-2.521578046810191e-06	19.510774612426758	49.80097579956055	-30.290203708711907	-2.5215781178644647e-06	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-088	af010586494c774e4aeea33697abd6aecd824e29ff2e22949ee6abda7202544c
CTDJ-B2-L-same_B	CTD-B2-v2	CTD-family-03	L	same_B	无	0	28.487585067749023	0.00045013427734375	28.487585067749023	无	resolved_no	True	True	0.9999999999995755	0.999994226023219	-5.7739934504752455e-06	20.941797256469727	49.42938232421875	-28.4875908417429	-5.773993876800887e-06	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-089	5a98df76d19226fd387e56b47f6a81d8bb7f6373742a75a91b03a76689bb1099
CTDJ-B2-N-same_B	CTD-B2-v2	CTD-family-03	N	same_B	无	0	27.537975311279297	0.00045013427734375	27.537975311279297	无	resolved_no	True	True	0.9999999999989024	0.9999964033391983	-3.5966672697895774e-06	22.222557067871094	49.76053237915039	-27.53797890794766	-3.5966683640253905e-06	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-090	2e7741bd9aef8c1891b0e5432c5700fda513c37c2ebef9406d921107b338ee07
CTDJ-B3-absent-none	CTD-B3-v2	CTD-family-03	absent	none	无	0	-12.84933090209961	0.00045013427734375	-12.84933090209961	有	resolved_yes	False	False	2.6278789238910496e-06	0.9999999999911253	-8.874678769643651e-12	56.14595031738281	43.2966194152832	-2.627891248607739e-06	-12.849333529990858	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-091	4a1284263fe237c12928e2cabc5665522db9ef534763d7bb15431cbdc9ce5364
CTDJ-B3-L-none	CTD-B3-v2	CTD-family-03	L	none	无	0	-10.191776275634766	0.00045013427734375	-10.191776275634766	有	resolved_yes	False	False	3.747585300762339e-05	0.9999999999586962	-4.1303849229734624e-11	54.360836029052734	44.16905975341797	-3.747659654607105e-05	-10.191813752231312	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-092	9c5a308ebd1778c1987ceb2f66f350eb3bc9c0a395f3b8922d0f51cf0a1508b3
CTDJ-B3-N-none	CTD-B3-v2	CTD-family-03	N	none	无	0	-4.0434417724609375	0.00045013427734375	-4.0434417724609375	有	resolved_yes	False	False	0.017234763802615398	0.9999999945303486	-5.469651398470887e-09	53.51359176635742	49.470149993896484	-0.01738501663491121	-4.060826789095849	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-093	70d86a0d811396187f907713b8f7b79f7f829fb3eeaefb722d28bd2af5f10280
CTDJ-B3-absent-same_A	CTD-B3-v2	CTD-family-03	absent	same_A	无	0	-12.528194427490234	0.00045013427734375	-12.528194427490234	有	resolved_yes	False	False	3.6230365762461973e-06	0.9999999999796003	-2.0399681943672476e-11	55.09063720703125	42.562442779541016	-3.6230635416245605e-06	-12.528198050553776	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-094	656d2cbab304dc2485563dcad851b02ae881377a328b86f8a23a0dca80f2d226
CTDJ-B3-L-same_A	CTD-B3-v2	CTD-family-03	L	same_A	无	0	-6.733055114746094	0.00045013427734375	-6.733055114746094	有	resolved_yes	False	False	0.001189472562035706	0.9999999998317932	-1.6820678183648852e-10	55.954376220703125	49.22132110595703	-0.0011901807142038479	-6.734245295460298	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-095	77be2d01af031b7bbe7500a072cc540b36849576ad4d4a89c497e8ad00252979
CTDJ-B3-N-same_A	CTD-B3-v2	CTD-family-03	N	same_A	无	0	-14.102344512939453	0.00045013427734375	-14.102344512939453	有	resolved_yes	False	False	7.506357944679258e-07	0.9999999999835438	-1.645616976020392e-11	55.45338439941406	41.35103988647461	-7.506525321332447e-07	-14.102345263591985	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-096	afe0c29ca5c3f4f5a791771d1aa88491013aadc476f6e8d795bdcf39cb999eeb
CTDJ-B3-absent-same_B	CTD-B3-v2	CTD-family-03	absent	same_B	无	0	11.39620590209961	0.00045013427734375	11.39620590209961	无	resolved_no	True	True	0.9999887620840017	0.9999999268347279	-7.31652747276712e-08	44.54741668701172	55.94362258911133	-11.396217213244029	-1.1311144419323682e-05	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-097	530202c1bf965a9ff635287cdba303aace5f3e476b44e70241c6f7dec33f45ce
CTDJ-B3-L-same_B	CTD-B3-v2	CTD-family-03	L	same_B	无	0	11.784675598144531	0.00045013427734375	11.784675598144531	无	resolved_no	True	True	0.9999923796116009	0.9999999467831785	-5.321682294834318e-08	44.93992614746094	56.72460174560547	-11.784683271778789	-7.673634257798767e-06	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-098	4b09d2b8cf7e4c7bc8bc49e8235828a772dc9c196f10c9ae820ba536c03f9919
CTDJ-B3-N-same_B	CTD-B3-v2	CTD-family-03	N	same_B	无	0	6.592166900634766	0.00045013427734375	6.592166900634766	无	resolved_no	True	True	0.9986308114684439	0.9999999610791414	-3.892085942425183e-08	49.64141845703125	56.233585357666016	-6.593537066282273	-0.001370165647507804	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-099	d22d8c08c6e6beec57aadf83175cfd54500e9165115014c181edfc3decd62bb2
CTDJ-B4-absent-none	CTD-B4-v2	CTD-family-03	absent	none	有	1	-25.285797119140625	0.00045013427734375	25.285797119140625	有	resolved_yes	True	True	1.0435610008780495e-11	0.9999999999962483	-3.751665644813329e-12	56.81877136230469	31.532974243164062	-1.41895384331292e-11	-25.285797119154815	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-100	fa6d2886ab20b67088bcc54eeb8e8917256ff272b1374b495ef891c7745c3aac
CTDJ-B4-L-none	CTD-B4-v2	CTD-family-03	L	none	有	1	-18.390460968017578	0.00045013427734375	18.390460968017578	有	resolved_yes	True	True	1.0306810173269918e-08	0.9999999999867129	-1.3287149158713873e-11	53.85108947753906	35.460628509521484	-1.0320100329863635e-08	-18.39046097833768	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-101	65964c7ea17003f6487640323d365afc76bd2bc71ee5d56f881888a202197555
CTDJ-B4-N-none	CTD-B4-v2	CTD-family-03	N	none	有	1	-23.340038299560547	0.00045013427734375	23.340038299560547	有	resolved_yes	True	True	7.30382163855806e-11	0.999999999990365	-9.634959496906959e-12	54.75224304199219	31.41220474243164	-8.267164730568766e-11	-23.34003829964322	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-102	4670b50d7c0055f617fa402e4f67c949dfcd017af3441cf5cef0b9ce64baa3c2
CTDJ-B4-absent-same_A	CTD-B4-v2	CTD-family-03	absent	same_A	有	1	-22.804683685302734	0.00045013427734375	22.804683685302734	有	resolved_yes	True	True	1.247532056008969e-10	0.9999999999942233	-5.7767124417296145e-12	56.23593521118164	33.431251525878906	-1.305267005591304e-10	-22.80468368543326	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-103	ed7bc6bde49c181c0142024c80d48062c75aed0229e21cb69597f19f65c500db
CTDJ-B4-L-same_A	CTD-B4-v2	CTD-family-03	L	same_A	有	1	-22.660974502563477	0.00045013427734375	22.660974502563477	有	resolved_yes	True	True	1.440336010845287e-10	0.9999999999855618	-1.4438228390645236e-11	54.21162414550781	31.550649642944336	-1.5847234635657514e-10	-22.66097450272195	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-104	e1b07e671cb18b255e9ba8c783b6708afa488997e6f3de1b84fd6157cf0a93ac
CTDJ-B4-N-same_A	CTD-B4-v2	CTD-family-03	N	same_A	有	1	-23.83987808227539	0.00045013427734375	23.83987808227539	有	resolved_yes	True	True	4.430701575098922e-11	0.9999999999932854	-6.714628852932947e-12	55.912139892578125	32.072261810302734	-5.1024073854932794e-11	-23.839878082326415	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-105	c97b2cd79369976cddcadf7eb45f17b7873a8d7025f25f95777e52a329651717
CTDJ-B4-absent-same_B	CTD-B4-v2	CTD-family-03	absent	same_B	有	1	-23.753276824951172	0.00045013427734375	23.753276824951172	有	resolved_yes	True	True	4.8315107234188396e-11	0.9999999999968239	-3.176126028847648e-12	56.654605865478516	32.901329040527344	-5.149303206053446e-11	-23.753276825002665	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-106	f94b046a303e8affc9819b4e2b751cc72f201e9fdac5465625c7774190ddb4a8
CTDJ-B4-L-same_B	CTD-B4-v2	CTD-family-03	L	same_B	有	1	-20.215530395507812	0.00045013427734375	20.215530395507812	有	resolved_yes	True	True	1.661524309525456e-09	0.9999999999948983	-5.101696842757519e-12	55.63987731933594	35.424346923828125	-1.6666277247168182e-09	-20.21553039717444	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-107	d085c30cea101a797f5c3c9ec0ad8416cf763a419b50b041e3322da212d1ce7c
CTDJ-B4-N-same_B	CTD-B4-v2	CTD-family-03	N	same_B	有	1	-22.338703155517578	0.00045013427734375	22.338703155517578	有	resolved_yes	True	True	1.98803710833384e-10	0.9999999999914877	-8.512301974406e-12	54.40506362915039	32.06636047363281	-2.0731505401272443e-10	-22.338703155724893	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-108	04973a4125d12ff4c50f63f02d70e505af78c6491a0bdd72f8ce42d78c26d45e
CTDJ-G2-absent-other_A	CTD-G2-v2	CTD-family-01	absent	other_A	无	0	29.051244735717773	0.00045013427734375	29.051244735717773	无	resolved_no	True	True	0.9999999999997584	0.9999997492821423	-2.5071788911645854e-07	24.652864456176758	53.70410919189453	-29.051244986435904	-2.507181307009887e-07	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-109	b0a9f9ab872117ff4d9200f4237101a423444d40b9d70ff73a2dae27f4475584
CTDJ-G2-absent-other_B	CTD-G2-v2	CTD-family-01	absent	other_B	无	0	30.74503517150879	0.00045013427734375	30.74503517150879	无	resolved_no	True	True	0.9999999999999556	0.9999993765026244	-6.234975700181167e-07	21.725244522094727	52.470279693603516	-30.7450357950064	-6.234976126506808e-07	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-110	df8f797a9ba669c5a8bf57eccb412ea47f155c3e3ef834c4fd88a8a8467efb71
CTDJ-G4-absent-other_A	CTD-G4-v2	CTD-family-01	absent	other_A	有	1	-25.07522201538086	0.00045013427734375	25.07522201538086	有	resolved_yes	True	True	1.2881589230616271e-11	0.9999999999904006	-9.599432360118954e-12	54.856075286865234	29.780853271484375	-2.248157215944957e-11	-25.07522201540334	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-111	c69f0d932ec0ff4bdf018fac4d3eedfbb30e7d0bc28744d10e373320047155f4
CTDJ-G4-absent-other_B	CTD-G4-v2	CTD-family-01	absent	other_B	有	1	-26.134593963623047	0.00045013427734375	26.134593963623047	有	resolved_yes	True	True	4.465705248738851e-12	0.9999999999961773	-3.822719918389339e-12	56.7846565246582	30.650062561035156	-8.284928298962768e-12	-26.134593963631332	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-112	b5d2a3af339c77c9ce4b42fb57e4116f45bad1ddd6383ad85697f18e00f86784
CTDJ-J2-absent-other_A	CTD-J2-v2	CTD-family-02	absent	other_A	无	0	24.518579483032227	0.00045013427734375	24.518579483032227	无	resolved_no	True	True	0.9999999999775242	0.999999356603376	-6.43396830923848e-07	29.499296188354492	54.01787567138672	-24.518580126451532	-6.434193053905801e-07	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-113	5579d38a7fb242cee4e8b319d1f84aa30b08c98ded276c9d214d8a55ac07f3f8
CTDJ-J2-absent-other_B	CTD-J2-v2	CTD-family-02	absent	other_B	无	0	26.65545082092285	0.00045013427734375	26.65545082092285	无	resolved_no	True	True	0.9999999999973472	0.9999987210335924	-1.2789672254598372e-06	25.445192337036133	52.100643157958984	-26.655452099892727	-1.2789698757842416e-06	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-114	433468ca8df582ee524ac48ab306ca72eba84b1122822fb78c218afc8841587c
CTDJ-J4-absent-other_A	CTD-J4-v2	CTD-family-02	absent	other_A	有	1	-24.09296989440918	0.00045013427734375	24.09296989440918	有	resolved_yes	True	True	3.439981620492419e-11	0.999999999993122	-6.87805368215777e-12	55.709022521972656	31.616052627563477	-4.127542752030422e-11	-24.092969894450455	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-115	69d8049d46e1da531698693903950a60b16bfbcbeb4ed14494849649c5243903
CTDJ-J4-absent-other_B	CTD-J4-v2	CTD-family-02	absent	other_B	有	1	-23.48651885986328	0.00045013427734375	23.48651885986328	有	resolved_yes	True	True	6.308621330165637e-11	0.999999999992184	-7.815970093361102e-12	55.581878662109375	32.095359802246094	-7.09050596015004e-11	-23.486518859934186	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-116	c2b230d377b5174136296a2b9c235cbe908d35da6b6d4bfc3e3ec87d2342fd49
CTDJ-B2-absent-other_A	CTD-B2-v2	CTD-family-03	absent	other_A	无	0	31.819374084472656	0.00045013427734375	31.819374084472656	无	resolved_no	True	True	0.9999999999999849	0.999998843670675	-1.156329993534655e-06	18.866302490234375	50.68567657470703	-31.819375240802664	-1.1563300077455096e-06	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-117	d3940b8d3cd332c731bf007b428e76da2726f06bfd93e637fe842ac0b7faac71
CTDJ-B2-absent-other_B	CTD-B2-v2	CTD-family-03	absent	other_B	无	0	32.99298667907715	0.00045013427734375	32.99298667907715	无	resolved_no	True	True	0.9999999999999953	0.9999989646680904	-1.0353324455536494e-06	17.733007431030273	50.72599411010742	-32.9929877144096	-1.0353324526590768e-06	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-118	09df7f5353f89a20ed67a61fe979d800a190163c5a7d1ab7aa964d8f860c0dd5
CTDJ-B4-absent-other_A	CTD-B4-v2	CTD-family-03	absent	other_A	有	1	-24.719493865966797	0.00045013427734375	24.719493865966797	有	resolved_yes	True	True	1.8384855406039162e-11	0.9999999999959002	-4.099831585335778e-12	57.425235748291016	32.70574188232422	-2.248157215944957e-11	-24.71949386598928	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-119	4c5ef413516449d694009e8ef93d150814225152e44ecc992fa92c6bafe24085
