contrast_id,query_id,kind,terms,main_effects,main_directions,original_background_effect,mean_to_ncc_direction_preserved,ab_directions_agree_resolved,all_five_directions_agree_resolved,single_probe_directions,leave_one_out_directions,all_single_probes_agree_with_ncc,all_leave_one_out_agree_with_ncc
EPL-3169:length-S,3169,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""S""},{""coefficient"":-1,""condition"":""R-A""}]","{""ab_forward/answer_sum"":0.08389663696289062,""ab_reverse/answer_sum"":0.4681854248046875,""ncc"":-0.015176304525803097,""original/answer_mean"":-0.18016255696614591,""original/answer_sum"":-0.9088134765625}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",-0.16498625244034315,True,True,False,"{""empty"":""positive"",""lorem"":""negative"",""mask"":""unresolved"",""na"":""negative"",""space"":""negative""}","{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""unresolved""}",False,False
EPL-3169:length-L,3169,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""L""},{""coefficient"":-1,""condition"":""R-A""}]","{""ab_forward/answer_sum"":3.721599578857422,""ab_reverse/answer_sum"":0.4781494140625,""ncc"":0.07640830956576794,""original/answer_mean"":0.171393076578776,""original/answer_sum"":0.8678779602050781}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",0.09498476701300795,True,True,True,"{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""negative""}","{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}",False,True
EPL-3169:length-L-S,3169,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""L""},{""coefficient"":-1,""condition"":""S""}]","{""ab_forward/answer_sum"":3.6377029418945312,""ab_reverse/answer_sum"":0.0099639892578125,""ncc"":0.09158461409157104,""original/answer_mean"":0.3515556335449219,""original/answer_sum"":1.7766914367675781}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",0.2599710194533511,True,True,True,"{""empty"":""negative"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""negative""}","{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}",False,True
EMF-541:natural-deletion,541,historical_natural_deletion_total_effect,"[{""coefficient"":1,""condition"":""R-B""},{""coefficient"":-1,""condition"":""R-A""}]","{""ab_forward/answer_sum"":0.4593658447265625,""ab_reverse/answer_sum"":1.3418540954589844,""ncc"":-0.5902009306903513,""original/answer_mean"":-0.36037343343098954,""original/answer_sum"":-0.982574462890625}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",0.2298274972593619,True,True,False,"{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}","{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}",True,True
EMF-541:C1-vs-A,541,fixed_slot_content_change,"[{""coefficient"":1,""condition"":""R-C1""},{""coefficient"":-1,""condition"":""R-A""}]","{""ab_forward/answer_sum"":-1.1143074035644531,""ab_reverse/answer_sum"":-0.992340087890625,""ncc"":-0.8160918708530711,""original/answer_mean"":-0.02707265218098953,""original/answer_sum"":-0.34264373779296875}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",0.7890192186720819,True,True,True,"{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}","{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}",True,True
EMF-541:C1-vs-B,541,restored_example_vs_deletion_total_effect,"[{""coefficient"":1,""condition"":""R-C1""},{""coefficient"":-1,""condition"":""R-B""}]","{""ab_forward/answer_sum"":-1.5736732482910156,""ab_reverse/answer_sum"":-2.3341941833496094,""ncc"":-0.22589094016271982,""original/answer_mean"":0.33330078125,""original/answer_sum"":0.6399307250976562}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",0.55919172141272,False,True,False,"{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""positive"",""space"":""negative""}","{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}",False,True
EMF-541:C2-vs-A,541,fixed_slot_content_change,"[{""coefficient"":1,""condition"":""R-C2""},{""coefficient"":-1,""condition"":""R-A""}]","{""ab_forward/answer_sum"":-1.3198204040527344,""ab_reverse/answer_sum"":-1.4349784851074219,""ncc"":-1.0105970191942406,""original/answer_mean"":-0.02863820393880201,""original/answer_sum"":-0.28806304931640625}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",0.9819588152554388,True,True,True,"{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}","{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}",True,True
EMF-541:C2-vs-B,541,restored_example_vs_deletion_total_effect,"[{""coefficient"":1,""condition"":""R-C2""},{""coefficient"":-1,""condition"":""R-B""}]","{""ab_forward/answer_sum"":-1.7791862487792969,""ab_reverse/answer_sum"":-2.7768325805664062,""ncc"":-0.4203960885038893,""original/answer_mean"":0.33173522949218753,""original/answer_sum"":0.6945114135742188}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",0.7521313179960769,False,True,False,"{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""positive"",""space"":""negative""}","{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}",False,True
EMF-541:D1-vs-A,541,fixed_slot_content_change,"[{""coefficient"":1,""condition"":""R-D1""},{""coefficient"":-1,""condition"":""R-A""}]","{""ab_forward/answer_sum"":-0.1007843017578125,""ab_reverse/answer_sum"":-0.2747383117675781,""ncc"":0.01489545197272868,""original/answer_mean"":-0.02776031494140624,""original/answer_sum"":-0.10994720458984375}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",-0.04265576691413475,False,True,False,"{""empty"":""unresolved"",""lorem"":""positive"",""mask"":""positive"",""na"":""negative"",""space"":""unresolved""}","{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}",False,True
EMF-541:D1-vs-B,541,restored_example_vs_deletion_total_effect,"[{""coefficient"":1,""condition"":""R-D1""},{""coefficient"":-1,""condition"":""R-B""}]","{""ab_forward/answer_sum"":-0.560150146484375,""ab_reverse/answer_sum"":-1.6165924072265625,""ncc"":0.60509638266308,""original/answer_mean"":0.3326131184895833,""original/answer_sum"":0.8726272583007812}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",-0.27248326417349666,True,True,False,"{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}","{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}",True,True
EMF-541:D2-vs-A,541,fixed_slot_content_change,"[{""coefficient"":1,""condition"":""R-D2""},{""coefficient"":-1,""condition"":""R-A""}]","{""ab_forward/answer_sum"":-0.35794830322265625,""ab_reverse/answer_sum"":-0.209381103515625,""ncc"":0.10101607062100415,""original/answer_mean"":-0.06734873453776036,""original/answer_sum"":-0.28466033935546875}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",-0.1683648051587645,False,True,False,"{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}","{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}",True,True
EMF-541:D2-vs-B,541,restored_example_vs_deletion_total_effect,"[{""coefficient"":1,""condition"":""R-D2""},{""coefficient"":-1,""condition"":""R-B""}]","{""ab_forward/answer_sum"":-0.8173141479492188,""ab_reverse/answer_sum"":-1.5512351989746094,""ncc"":0.6912170013113554,""original/answer_mean"":0.2930246988932292,""original/answer_sum"":0.6979141235351562}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",-0.3981923024181264,True,True,False,"{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}","{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}",True,True
EMF-541:semantic-original-1,541,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""R-D1""},{""coefficient"":-1,""condition"":""R-C1""}]","{""ab_forward/answer_sum"":1.0135231018066406,""ab_reverse/answer_sum"":0.7176017761230469,""ncc"":0.8309873228257998,""original/answer_mean"":-0.0006876627604167074,""original/answer_sum"":0.232696533203125}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""unresolved"",""original/answer_sum"":""positive""}",-0.8316749855862167,False,True,False,"{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}","{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}",True,True
EMF-541:semantic-original-2,541,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""R-D2""},{""coefficient"":-1,""condition"":""R-C2""}]","{""ab_forward/answer_sum"":0.9618721008300781,""ab_reverse/answer_sum"":1.2255973815917969,""ncc"":1.1116130898152448,""original/answer_mean"":-0.03871053059895835,""original/answer_sum"":0.0034027099609375}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""negative"",""original/answer_sum"":""positive""}",-1.1503236204142033,False,True,False,"{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}","{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}",True,True
EMF-541:wording-C,541,within_family_wording_sensitivity,"[{""coefficient"":1,""condition"":""R-C2""},{""coefficient"":-1,""condition"":""R-C1""}]","{""ab_forward/answer_sum"":-0.20551300048828125,""ab_reverse/answer_sum"":-0.4426383972167969,""ncc"":-0.1945051483411695,""original/answer_mean"":-0.0015655517578124778,""original/answer_sum"":0.0545806884765625}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""unresolved"",""original/answer_sum"":""positive""}",0.1929395965833569,False,True,False,"{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}","{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}",True,True
EMF-541:wording-D,541,within_family_wording_sensitivity,"[{""coefficient"":1,""condition"":""R-D2""},{""coefficient"":-1,""condition"":""R-D1""}]","{""ab_forward/answer_sum"":-0.25716400146484375,""ab_reverse/answer_sum"":0.06535720825195312,""ncc"":0.08612061864827547,""original/answer_mean"":-0.03958841959635412,""original/answer_sum"":-0.174713134765625}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",-0.12570903824462976,False,False,False,"{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}","{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}",True,True
EMF-3169:natural-deletion,3169,historical_natural_deletion_total_effect,"[{""coefficient"":1,""condition"":""R-B""},{""coefficient"":-1,""condition"":""R-A""}]","{""ab_forward/answer_sum"":6.586223602294922,""ab_reverse/answer_sum"":11.394462585449219,""ncc"":0.6837352491236044,""original/answer_mean"":0.6772473653157551,""original/answer_sum"":3.128314971923828}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",-0.006487883807849482,True,True,True,"{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}","{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}",True,True
EMF-3169:C1-vs-A,3169,fixed_slot_content_change,"[{""coefficient"":1,""condition"":""R-C1""},{""coefficient"":-1,""condition"":""R-A""}]","{""ab_forward/answer_sum"":6.695533752441406,""ab_reverse/answer_sum"":7.517021179199219,""ncc"":0.6382571932680259,""original/answer_mean"":0.8678151448567708,""original/answer_sum"":3.874298095703125}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",0.22955795158874492,True,True,True,"{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}","{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}",True,True
EMF-3169:C1-vs-B,3169,restored_example_vs_deletion_total_effect,"[{""coefficient"":1,""condition"":""R-C1""},{""coefficient"":-1,""condition"":""R-B""}]","{""ab_forward/answer_sum"":0.10931015014648438,""ab_reverse/answer_sum"":-3.87744140625,""ncc"":-0.045478055855578514,""original/answer_mean"":0.19056777954101564,""original/answer_sum"":0.7459831237792969}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",0.2360458353965944,False,False,False,"{""empty"":""negative"",""lorem"":""negative"",""mask"":""positive"",""na"":""positive"",""space"":""negative""}","{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}",False,True
EMF-3169:C2-vs-A,3169,fixed_slot_content_change,"[{""coefficient"":1,""condition"":""R-C2""},{""coefficient"":-1,""condition"":""R-A""}]","{""ab_forward/answer_sum"":8.300090789794922,""ab_reverse/answer_sum"":8.932426452636719,""ncc"":0.7631728838266376,""original/answer_mean"":1.0183972676595052,""original/answer_sum"":4.417278289794922}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",0.2552243838328674,True,True,True,"{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}","{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}",True,True
EMF-3169:C2-vs-B,3169,restored_example_vs_deletion_total_effect,"[{""coefficient"":1,""condition"":""R-C2""},{""coefficient"":-1,""condition"":""R-B""}]","{""ab_forward/answer_sum"":1.7138671875,""ab_reverse/answer_sum"":-2.4620361328125,""ncc"":0.07943763470303322,""original/answer_mean"":0.3411499023437501,""original/answer_sum"":1.2889633178710938}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",0.26171226764071687,True,False,False,"{""empty"":""negative"",""lorem"":""negative"",""mask"":""positive"",""na"":""positive"",""space"":""negative""}","{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""unresolved"",""space"":""positive""}",False,False
EMF-3169:D1-vs-A,3169,fixed_slot_content_change,"[{""coefficient"":1,""condition"":""R-D1""},{""coefficient"":-1,""condition"":""R-A""}]","{""ab_forward/answer_sum"":0.7174263000488281,""ab_reverse/answer_sum"":0.5957527160644531,""ncc"":0.06298830145041956,""original/answer_mean"":0.08580144246419263,""original/answer_sum"":0.4145851135253906}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",0.022813141013772853,True,True,True,"{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}","{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}",True,True
EMF-3169:D1-vs-B,3169,restored_example_vs_deletion_total_effect,"[{""coefficient"":1,""condition"":""R-D1""},{""coefficient"":-1,""condition"":""R-B""}]","{""ab_forward/answer_sum"":-5.868797302246094,""ab_reverse/answer_sum"":-10.798709869384766,""ncc"":-0.6207469476731848,""original/answer_mean"":-0.5914459228515625,""original/answer_sum"":-2.7137298583984375}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",0.029301024821622335,True,True,True,"{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}","{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}",True,True
EMF-3169:D2-vs-A,3169,fixed_slot_content_change,"[{""coefficient"":1,""condition"":""R-D2""},{""coefficient"":-1,""condition"":""R-A""}]","{""ab_forward/answer_sum"":0.7889747619628906,""ab_reverse/answer_sum"":0.6473884582519531,""ncc"":0.023057120475661108,""original/answer_mean"":0.061461893717447924,""original/answer_sum"":0.30031585693359375}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",0.03840477324178693,True,True,True,"{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""unresolved""}","{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}",False,True
EMF-3169:D2-vs-B,3169,restored_example_vs_deletion_total_effect,"[{""coefficient"":1,""condition"":""R-D2""},{""coefficient"":-1,""condition"":""R-B""}]","{""ab_forward/answer_sum"":-5.797248840332031,""ab_reverse/answer_sum"":-10.747074127197266,""ncc"":-0.6606781286479433,""original/answer_mean"":-0.6157854715983072,""original/answer_sum"":-2.8279991149902344}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",0.04489265704963641,True,True,True,"{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}","{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}",True,True
EMF-3169:semantic-original-1,3169,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""R-D1""},{""coefficient"":-1,""condition"":""R-C1""}]","{""ab_forward/answer_sum"":-5.978107452392578,""ab_reverse/answer_sum"":-6.921268463134766,""ncc"":-0.5752688918176063,""original/answer_mean"":-0.7820137023925782,""original/answer_sum"":-3.4597129821777344}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",-0.20674481057497207,True,True,True,"{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}","{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}",True,True
EMF-3169:semantic-original-2,3169,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""R-D2""},{""coefficient"":-1,""condition"":""R-C2""}]","{""ab_forward/answer_sum"":-7.511116027832031,""ab_reverse/answer_sum"":-8.285037994384766,""ncc"":-0.7401157633509765,""original/answer_mean"":-0.9569353739420573,""original/answer_sum"":-4.116962432861328}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",-0.21681961059108046,True,True,True,"{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}","{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}",True,True
EMF-3169:wording-C,3169,within_family_wording_sensitivity,"[{""coefficient"":1,""condition"":""R-C2""},{""coefficient"":-1,""condition"":""R-C1""}]","{""ab_forward/answer_sum"":1.6045570373535156,""ab_reverse/answer_sum"":1.4154052734375,""ncc"":0.12491569055861174,""original/answer_mean"":0.15058212280273442,""original/answer_sum"":0.5429801940917969}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",0.02566643224412246,True,True,True,"{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}","{""empty"":""positive"",""lorem"":""positive"",""mask"":""positive"",""na"":""positive"",""space"":""positive""}",True,True
EMF-3169:wording-D,3169,within_family_wording_sensitivity,"[{""coefficient"":1,""condition"":""R-D2""},{""coefficient"":-1,""condition"":""R-D1""}]","{""ab_forward/answer_sum"":0.0715484619140625,""ab_reverse/answer_sum"":0.0516357421875,""ncc"":-0.03993118097475845,""original/answer_mean"":-0.02433954874674471,""original/answer_sum"":-0.11426925659179688}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",0.015591632228014074,True,True,False,"{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}","{""empty"":""negative"",""lorem"":""negative"",""mask"":""negative"",""na"":""negative"",""space"":""negative""}",True,True
