content,label,label_id
河南逃难那时候主要还是逃到陕西，河北，山东，所以给别人带来很多麻烦😅,地域,2
现在网上黑上海的都很上头。大部分人绝对是道听途说。,地域,2
叫他先带着他全家老小去融合呗，离开中国去其他国家跟别人融合,种族,0
有好看的，是哑光的巧克力色，纯黑的就算了吧,种族,0
宁与友邦，不予家奴！,种族,0
黑的暴行实在太多了，看到这些黑的所作所为还有人要为黑打抱不平吗？要是还有的话你的良心不会痛吗,种族,0
跪族篮是很少数,性别,4
就烦这种不知道自己几斤几两地下头男,性别,4
来看看蝈女的素质,性别,4
国际鬼子虫类及其它们后代虫混在真正严格科学定义根本就不是人类而它们在严格定义是属于昆虫纲卵体寄生虫,种族,0
去趟非洲不拜访一下亲家吗,种族,0
会员服务，难道是可以帮她找到不介意离异带孩子的优质男？,性别,4
对的这群败类真是浪费我过粮食资源其实对于它们最好结果就是跟着到地狱十八层当中无间地狱受刑才是对它们最好归宿,种族,0
我怕有艾滋😓😓😓,其他,1
想下一杯水滴上滴墨水，还它嘛好看，还它嘛不黑，黑人总是美化自我，抬高自身，只懂得向欧美索取对于先辈的赔偿，却永不感恩如果不是欧美亚人类，非洲还是石器时代！,种族,0
南大人要真有本事就把东三省独立出来，我们说不定还得好好谢谢他们。,地域,2
你说的也对，默确实是这样，有一个不嫖是弄完不给钱，就不算。你得出这个结论应该是这个行业的吧🤔,种族,0
有人问我为什么要为女性发声，我说，我只是不忍心看到她们被人伤害，仅此而已🤔女性确实会被黑人伤害，要么被强j，要么被轮j，要么被当成玩物。你所理解的这个伤害，不会是反对黑人和中国女性结婚，是对中国女性的伤害吧。你不忍心她们被伤害，就应该告诉她们，和黑人在一起，最后的结果大概率是什么，有多惨，抱着孩子找不着爹。去了黑人家当第四，第五个没地位的小老婆。,性别,4
同是病，得治,LGBTQ,3
中国内部的地域歧视，一切责任在美方😆😆😆,地域,2
谈恋爱也就算了，找老婆还找强势脾气的纯属自杀,性别,4
我不纠结你这个真实性。只要是收过正常教育，或者自身条件不错的头脑正常的就不会找黑人。你说的这个 找黑人是一点发现黑人出轨还不放手说明没什么原则还跑到学校门口闹还把这种事情整得人尽皆知。你觉得这种人会是收到良好教育的？头脑整正常的？,种族,0
部分地区穷吧，我说的部分地区这一点,地域,2
全国人口第一流出大省，再总骂下回不来这打工了岂不损失,地域,2
我感觉长三角一些媒体搞地域黑比南方周末狠多了,地域,2
你这样不好，得改。要做到一视同仁，怎么能只歧视后者？,其他,1
赞同你的观点，男性不团结，四处都能看到雄竞现象，是我最不希望的，我主张韩国极端男权的5b4t以及boy help boy,性别,4
我还看到基层女性工作人员对村里的二代小黑猴也是格外关照的😭，那姨母般的笑容可不是因工作原因演给别人看的,性别,4
我还见过很多炫耀自己掰歪直男的基佬，简直口区,LGBTQ,3
老外很老，一般发育早，在它家乡可能有老婆孩子了。20多岁相当于人类30、40岁夹你，你别回复评论。永远也改不了黑猩猩劣质人的性质。全世界都不欢迎黑，即是到了美国政治正确的国家，也不要你们，马上遣返回老窝。,种族,0
黑人就是丑，黑砸小孩也很丑,种族,0
如果它们敢用武器的批判，咱高瞻远瞩的铁拳绝对会让其尝一尝国♂曾经背负的压迫,性别,4
笑死 黑上海都变成政治正确了 怎么就稍作讨论了？,地域,2
怎么说呢。。。写一下我的看法吧我这人比较佛系，对于很多东西的接受度都比较高，所以并不觉得同性恋有什么不对的。其实就是想问一下，你们为啥反对同性恋？如果只是因为觉得同性恋会传播艾滋病的话，那么为什么还要反对女同呢？如果是因为觉得这个世界上的同妻同夫太多的话，那为什么还要极力反对同性恋婚姻合法呢？个人想法：如果同性恋婚姻合法的话，世界上的同妻同夫应该会减少才对。一直反对同性恋，就会有越来越多的人不愿意承认自己的性取向，到最后和“正常人”一样结婚、生子（也就是骗婚），那么在这种情况下反同又有什么意义呢？最后，你们该如何反同呢？因为不管过去多长时间，同性恋群体的数量都不会减少（其实同性恋本来也应该算是自然现象叭，毕竟自然界中也有动物是同性恋）。如果一味地反对只会出现我上述所讲的情况啊,LGBTQ,3
我在非洲十年。有个别人不负责任，但极少。审美观决定的，愿意冒着艾滋等风险搞黑妞，还是少，一般是劳务队伍，国企有红线，而且传出去是不光彩的。黑人正好相反，搞上中国EZ GIRL恨不得人尽皆知,种族,0
你想多了，要不是你们知乎一些吃饱了撑的到处举报三非黑人，被遣返回国，人家日子过得爽着呢,种族,0
撑同的:你们不是口口声声讲“科学”吗?出来走两步?放着正常器官不用，非要狂搞人体有害细菌最多、最为肮脏的排泄器官?以至于基佬们都弄得年纪不大各种肛肠疾病缠身、身兜尿不湿这就是你们鼓吹的“科学”?“文明与科学”怎么会产生这样的结果？？？,LGBTQ,3
我尺寸比黑人大，我还要自卑吗太大了?p站上有些黑人细成啥样了,种族,0
2.好玩。非处在性方面懂的比处女多，也比处女放得开，更熟练或更乐意学各种不同姿势和玩法。一个字：爽,性别,4
黑人会吹牛，个个黑人都是牛津大学的博士，黑人他爸爸是剑桥大学的博士。有妹子就是因为这个被骗了。,种族,0
中国女人只要跟H人结婚，在F洲待上几年，她感染艾滋病的概率基本上100%，因为H人特殊的社会文化。她的老公会去找好几个本地女朋友，然后这些本地女朋友也会有好几个男朋友。就像一张网一样。这就是他们这些国家艾滋病感染率30%-50%的原因。,性别,4
贵州小偷第一名，这不是地域黑，这是事实,地域,2
看网上广州好像老黑比较多🤔 我在南京除了英语外教就没见过黑人😅,地域,2
现实中不敢跟黑人硬碰硬，网络上还收拾不了本国人？😆,种族,0
当然是男的多。戴贞操带的男的比女的多十几倍。,性别,4
谁会觉得非洲黑人高人一等？中国女孩找非洲黑人做男朋友的原因不用分析，都是成年人难道她们不知道非洲人艾滋病携带者比例有多高？难道她们不知道非洲男朋友找她们只是为了排解寂寞？难道她们不知道即使跟她们结婚是为了拿居住权？她们很清楚。看看那些找非洲男朋友的女孩有几个是被中国男孩看上眼的，人家也有情感和生理上的需求好吗。至于那些所谓被骗p，染病，单亲女孩来说，大家看到几个来控诉的？没违法没道德败坏的何来批判之说。别拿黑人前男友感染艾滋病又传染给中国丈夫和孩子的例子说事儿，那种愚蠢的男女还是很少的。欧洲有些国家的女性倒是不鸟这些黑人和中东移民、难民结果这些国家被qj的女性直线上升。弄得当地ZF各种宣传教他们怎么跟当地女孩发生性关系。说到中国女孩找非洲男朋友为其他女同胞挡了多少伤害。所以批判是不存在的最好防护措施就好了。,种族,0
没辙，10个地儿10个人出一个坑货，突然发现有个地儿10个人出2个坑货，那正常人当然对这个地方的人会提高警惕，知乎说不得这个，别讲，讲就是哪里都有好的和坏的！讲就是坏的开除户籍！知乎黑东北就两点，一种就是收了钱写文章带节奏硬黑，另在一种就是确实是底层的东北人在外面的名声不咋地，让其他东北人跟着躺枪😅,地域,2
去这个索玛女王微博看了一下，全是女拳，大家去看一看，我真叫恶心着了,性别,4
这个词一样，是从变态大本营民主党传出来的，因为他们骨子里其实是法西斯反对的是共产主义，自然要污名化同志这个词,LGBTQ,3
黑安徽？？看来人们都是生活在自己信息茧房里。,地域,2
太逞强好胜的女人实在是不可爱，这种自以为是的女权者总想着和男人一较高下。其实男女都有自己该做的事，不可能平等相等，争什么呢？有什么好争的？男人征服世界就拥有女人，女人征服男人就拥有世界，聪明的女人还是靠征服男人来拥有世界的。,性别,4
上个星期我靠着举报三非黑人赚了一万多，还是兼职做的,种族,0
犹太狗在后面给他撑腰,种族,0
真有意思人家新生刚来人生地不熟一个认识人没有咋这么优越呢我不多说你去高中找那个混子你跟他练练呗他拍的那个视角也不带有多高的就个胖矬,其他,1
你才是那种满口仁义道德的人吧😕,其他,1
因为洛阳跟西安的利益冲突（旅游方面），陕西那边有组织的对河南地域黑，河南对陕西也有同样的对骂，这都是人尽皆知的事了，还给陕西扣帽子？,地域,2
有三个豪爽的地方很特别，与众不同。可以黑别人，别人不能说它们。😆,地域,2
除黑的到时也会打死你！,种族,0
最多的还是东北，什么口音都甩锅给东北，就像唐山打人，明明没有东北人偏说是东北人。而且这种现象不是一次两次了。,地域,2
貌似成都被黑的排第一,地域,2
理客中跟女拳是一回事所以一起超度掉就可以,性别,4
真是无语，不看地区经济和女方的？拳师去刚果贫民区要求200万彩礼得了。,地域,2
之前跟四个同学去上海玩，等地铁的时候被一个老太太秀了一波优越感，不让我坐着她要坐，关键旁边还有一小排椅子是空的，地铁还有两分钟就到，我想算了吧，不跟老太太一般见识，我就去旁边坐了😅然后我到知乎上全面的说这件事，其中有一个环节是我的一个同学在等地铁的时候吃东西，然后有一个上海人评论，全面抨击我吃东西的同学，说他们上海人在进了闸机口就不会吃东西的，说我们没道德什么的只字不提上面那个老太太。（我们在南京都会吃，进地铁才不吃，南京的要求就是地铁内不能进食。)我们的确不了解上海的政策规定，关键是等地铁吃东西的人真的很多啊，PS有一天晚上我们在地铁里，还有一个优雅的上海女人在优雅的吃哈根达斯，我跟她对视了，她轻蔑的撇开了视线，她跟她老公一起说上海话聊天应该是上海人吧，而且看起来很上海，五十来岁。。反正那个评论的上海人又秀了一波优越感，他们上海人就不会吃东西，我们外地人开就没道德，老双标了。,地域,2
我就是比你m还丑也配评价恶心男同，yue,LGBTQ,3
哪个西方国家有有这规定？难不成非洲小国？瞎编也得编个国家好吧,地域,2
不能叫摆烂，这样就非常负能量了，不符合主流价值观而且让我们处于舆论下风，我们要学习女性的语言腐败，这叫做解放男性、人性化。,性别,4
我说实话，我膈应，我觉得我的思想还是偏保守，再者我认为讨厌黑人不算是思想保守，只是看见了很多事情之后的一种总结,种族,0
看看同恋是不是天生的，只不过是找个跟自己一样苦的人渡过找不到真爱的日子,LGBTQ,3
欧美大规模艾滋病成灾就是因为男同，给那个0号病人再洗地设多少人设，他也是几千个X伴侣把艾滋传播开的，所以说艾滋病最早有个称呼叫gay cancer。,LGBTQ,3
八成以上男同骗婚，九成骗婚者家暴，一成配偶被传染性病。也许很多反感是这么来的,LGBTQ,3
这不慕勾阿娜么,性别,4
我是高贵的黑人哥哥，讨厌郭某楠，请联系我👍️,种族,0
和外国人结婚统统36000+成功解决男女对立的问题,种族,0
骗婚基佬你良心不会痛吗,LGBTQ,3
因为畸形的人只有配上畸形的爱才会觉得正常，并称之为真爱。,LGBTQ,3
默鱼，政治正确就是不正确,种族,0
极个别？？霍？去看看广州云贵川那里，再去看看大学校内，你说的极个别如果没人重视以后黄皮肤就变成黑皮肤了！这是灭种的责任,种族,0
伤心是湖北官方对这件事情不重视 疫情期间一个广东的骂湖北 直接被拘留了 轮到自己就不说话了？伤心是因为我们贫困县都捐了物资 一方有难，八方支援。 轮到冯丽事件湖北一句话不说。我饿了你给我点吃的，我吃饱了骂你??你愿意吗？你开心吗？你没意见吗？,地域,2
和黑种人结婚就是把后代变黑，黄种人白种人和黑种人结婚生下来的都是黑种人，黑种人的基因顽强是有目共睹的，多和黑种人结婚，几百年后整个地球都是黑色的，有的人真的就不担心吗？,种族,0
最开始的我:我不是种族主义者。我只是怕三非外国人让中国移动治安变的很糟糕。我支持高素质移民现在的我:老子就是种族主义者!,种族,0
好奇纹了什么字，默吗,种族,0
这些女人给黑人下崽，不知道也是害了自己的孩子。她们找黑人男友也是为了显示自己的与众不同能谈朋友谈到国际上的与众不同的优越感而已。她们内心自己也知道中国社会是不会认同它们的同族的。她们的孩子在中国生活在这个跟它们外表就不一样的中国孩子的生活空间中，只会遭到所有人的孤立与歧视而且随着黑人越来越多，也随之而来社会问题越来越多，更多的人已经看清了这个种族好吃懒做的真面目只会让更多中国人对这个种族厌恶的人也越来越多。所以它们的崽子只会在排挤中成长。,性别,4
后面改成默也算人😅,种族,0
女人因为生理因素比男人劣等，什么时候她们才能接受这一点看看残酷的现实吧,性别,4
这个基佬又来教养人传艾了,LGBTQ,3
不要当舔狗不要当舔狗，把女人当男人一样对待，男女平等，约她来就来，不来就赶紧再约下一个，什么狗屁持之以恒的追求，那是死缠烂打，幕刃最讨厌死缠烂打了。,性别,4
最歧视安徽的，一个是江苏，一个是上海。,地域,2
纯黑都能在中国找到女人，混黑还会找不到？黑皮只会越来越多！！,性别,4
更不要说很多时候所谓的“东北人”就是东北唐山，东北福建，东北江苏的东北人。难蔓分不清除自己村以外的其他地区，一律归为东北人，反正东北这种舆论失势地区泼他什么脏水都是有人信的。,地域,2
孙笑川吧！，现在被，女拳给围攻了，我们应该要帮助他们,性别,4
这能挑起男女矛盾吗？不能啊，所以为什么女拳要冲它？,性别,4
不值得批判，中华盛产田园女，她们爱去哪去哪吧，去祸害别的人类吧,性别,4
笑死我了，这博主刚说怎么这些男的这都能破防啊？然后评论区同样的文章只换了一个字，她的女粉纷纷破防，这真是本年度最精彩的笑话了，打脸啪啪啪啪响，哈哈哈哈哈,性别,4
极生期快，新城代谢快，生存环境差，卫生习惯差，繁殖旺盛，极衰期快…嘿畜狌就是动物,种族,0
其实仔细想想这些地域黑言论，主要都是河南山东和东北，这些还都是粮食大省，微博知乎上都有很多地域黑，就是不断的损毁这些省份的声誉，我是河南人，身边有很对东北同学，我觉的人很好啊，没什么可黑的，室友就是山东的也特别好，真的不知道那些黑子的经历是怎么来的，我遇见的这些省份的人都觉的很好，到黑子嘴里就是十恶不赦了,地域,2
回去看看你们中部城市建设和生活水平吧。,地域,2
同是病，需要治疗,LGBTQ,3
你来杭州一趟，就知道有没有歧视安徽人的了。我作为一个杭州人都得承认这是事实存在的，当然这都是以前的事了。,地域,2
看到你这帖子，确定你就是***媚嘿奴隶了,种族,0
如果不驱除这黑虫到时候全是这样的小黑虫说自己是汉人是华夏子孙,种族,0
其实最可怕的还不是被黑人上过的女人得艾滋，如果得了艾滋能看出来，大家只要远离即可，最恐怖的是这玩意还有潜伏期，她自己都可能不知道自己得了艾滋，除非做专业检测，那就只能默认每一个跟黑人上过床的女人都得艾滋了——看不出来可能是潜伏期。,性别,4
豫東 皖西北 蘇北 魯西南 史上稱呼 黃泛區,地域,2
同性恋孩子，心理容易受到创伤，心理自卑,LGBTQ,3
她们又想刀谁去爆金币了吗,性别,4
小狒狒只会攻击小男孩粘着小女孩,种族,0
同的心里扭曲易生疾病,LGBTQ,3
中国女人是被哪个古龙迷香给控制了大脑神经和思维阿。,性别,4
上海人比温州人还排外😂😂👍👍,地域,2
默吸毒不是常识吗⁉,种族,0
猪肉真香😆😆😆润回阿拉伯野father去😆😆😆,地域,2
基佬自己心虚,LGBTQ,3
有过黑人男朋友的女的，但凡我知道了，我话都不会和她再多说一句，直接拉黑。见面也不会看她，她不配入我眼,性别,4
有趣啊，和没道德的不用讲道德是吧，和我们讲什么道德？我学历不高，但知道平权本身是道德高地，被你学历歧视给拉到道德洼地对不对啊,其他,1
能被这种破戒指骗到的，怕是属于自然淘汰的吧,性别,4
还有不少说，没有永远18的女人，却永远有18的女人，我们男人随时可以离婚找年轻的女人，因为男人越老越值钱，女人越老越贬值,性别,4
现在关于上海逻辑是这样的：上海是个好地方（所以上海是全国的上海）上海男人上海女人却是贬义词，配不上属于全国的上海！换句话说：310的不配做上海人？哈哈哈，搞笑吧？,地域,2
请搞清楚不负责和戴绿帽的区别，黑是拔屌无情不负责，帽控是生下来我养跟他姓，老贼是别有用心的生下来看性别决定干什么😆,种族,0
Txl真恶心,LGBTQ,3
我讨厌，并且如果有男同试图在我面前秀恩爱的时候我会给出警告，比如告诉他们我觉得他们这样很恶心，可不可以不要在我的面前亲热，如果他们不听，我会直接动手,LGBTQ,3
都是满满的让男性扛委屈，蛮不讲理的让男性退让，表面相让实则pua规训及精神打压！！！,性别,4
犬父无虎子😆,其他,1
也不一定，我有次在知乎评论区看了一个男的和黑人裸上身合影，应该是同，但是太不挑了😅,种族,0
楼主说的那种东西真是不言而喻当然指的就是虫族,种族,0
你这样说让那些标榜找个外国对象倍有面的人还怎么装b😆,种族,0
我也不是黑你，安徽这个地方存在感不高啊,地域,2
而同性恋滥交和传播艾滋造成的苦果，也需要社会上的每个人自己承担，滥交导致的艾滋和性病传播会增加社会的医疗负担，减少每个人得到的社会福利，因此向社会传播txl的恶行而导致txl社会认同度低的话其实会变相减少自己得到的社会福利，简称自食恶果。,LGBTQ,3
black，neger，意思是黑狗,种族,0
这个 口音太重了确实很容易区分 所以福建被黑我觉得挺正常的😅,地域,2
非洲有没有什么划时代的产品？有啊，奥密克戎和艾滋病,种族,0
大张伟的《阳光彩虹小白马》我最喜欢的歌,种族,0
默就是默，喂不饱的白眼狼,种族,0
😆😆😆大部分谈外国男朋友的都是找的那种在国外考不上好大学才来中国的渣渣，这种别说男人接受不了，我是女的我都接受不了，这智商以后生孩子直接拉低国民素质。你找个品学兼优的是ok的，b站阿福就是中国女婿，留在中国没回德国，一个标准肥宅，经过努力一年瘦了一百多斤😜这种阳光向上的外国人到哪个国家都会受欢迎，不论找哪里的对象，放第一位都是人品。我们要打击劣质外国人，难免要无差别打击正常人，切癌细胞难免带点正常细胞，我留言是希望你别和其他知友吵起来，现在是统一思想的时候。,性别,4
我们来这里反同，首先要避免和基佬对麻，那是下策中的下策，我们要明白基佬最怕什么，答案就是现实生活的阳光，别看基佬一只只在贴吧跳得高，但是大家想想，拔掉插头，关掉电源之后再它们的父母面前，它们敢承认自己的真实身份吗？它们哪个不是在现实生活中只能躲起来冒充直男的肺五,LGBTQ,3
东北人热情好客，讲义气，热心肠，天下皆知，某些人见不得人家好，特别是两广一带，心里不平衡，酸呗,地域,2
那只有一妻多夫能拯救男性了。。。,性别,4
那是福建的，偷渡诈骗大省了，国外那些杀猪盘都是福建人搞得,地域,2
东北人是这样的，自己被黑还喜欢黑别人，所以不值得同情,地域,2
总说黑人运动能力如何强的，非洲有广袤的稀树草原，黑人回去吧，那里能释放你们的运动天赋。我们这里没地方让你们上窜下跳。,种族,0
喜欢嘻哈文化所以走到一起，想想一个国家的强盛，是靠发展这些垃圾文化吗？唱唱跳跳只会毁掉一个民族，所以黑人那种文化根本不值一提,种族,0
现在有汉奸专门带女孩风向，是个团队，目的就是让中国民族矛盾激化,其他,1
我要质问造物主，为什么把蝻人设计得这么贱这么恶心，却把女性设计得如此完美？是因为造物主也讨厌蝻人吗？性别歧视，是不对的,性别,4
歪瓜裂枣嫁白男其实真可能，毕竟白男对黄女审美观就是猎奇。不信你看美国选的亚裔美女什么德行就知道了,性别,4
看网站的时候多看看国产，说不定能看到你女朋友,性别,4
朒说明钕人只剩下肉了,性别,4
油太人，祸害世界,种族,0
你男的女的？回答全离不开“国男”两个字，这就纯粹故意引战啊,性别,4
😎连狐臭都可以被认为是男人的表现，中国男人偶尔没机会洗澡也能被拿出来大书特书😎,性别,4
不是回来欺负老实人，而是根本就回不来了！国家统计说女比男只少三千万，但实际上你感觉址这个数吗？就是因为被外国人骗出国后杀了不少！,其他,1
因为你们这些无脑舔黑的人，才导致国人恶心他们，,种族,0
这女的也太肤浅了,性别,4
人类基因本身就和野生动物和昆虫纲基因就不一样这是科学上早就是铁论和无数实证都证明了,种族,0
作为一个青海人，我想说青海人也会歧视所有外地人，除了甘肃人，我想是因为甘肃方言和青海方言还有生活习惯很像吧，我们一般叫甘肃人“老甘”,地域,2
找老婆不能找强势的,性别,4
猩猩会打篮球吗，不是只会一遍采棉花，一遍吃西瓜吗,种族,0
原来你真的是黑人，回非洲去！,种族,0
不奇怪，只有这种人设才配得上国铝，国铝都觉得自己配得上这种人，不上当才怪了,性别,4
啥都不会的洋女也不过跟多数国女持平罢了，从比例来说这是正常情况,性别,4
嘿畜狌只有本能，除了寄声就是寝犯，只有将其从地球上抹掉才能延续人类文明。,种族,0
我感觉西方的教会拒绝甚至诅咒同性恋是对他们信仰的维护。我也不容我的信仰被玷污。当然，西方炼铜的，该怎么死怎么死。在我的生活中，只要txl不干扰他人并强迫接受，那可以理解。当然，不诅咒已经是最大的克制了。不祝福，不喜欢。,LGBTQ,3
我也是给国男提建议 提升自己的素质不要不尊重女性 每个人都有自己的选择 无论合不合你的心意 不要给中国女孩儿按头eg了,性别,4
那位说因果循环的，不就证实了上海被黑吗，有些人其实天生就是对上海有意见罢了,地域,2
古代青楼都瞧不起外夷?,种族,0
异性恋不需要被认可同性恋就要？,LGBTQ,3
寄生虫只会吸食，繁殖，破坏,种族,0
同大多连脑都没有,LGBTQ,3
下半身动物的帽子早就从男人身上剥离了，这句话其实是用来形容女人的，只是被女权利用栽赃给扣在了男人身上，男人出轨天天的性那都是假象，女人嫌男人不行，天天抱怨没有性生活这才是真相,性别,4
黑人的舔狗其实比黑人更可恨,种族,0
女权为什么要学我们男权反婚反育，并且要攻击辱骂男权反婚，因为女人清楚的知道反婚是打击异性权益的最好手段。男性反婚自古有之，中国几千年前最著名的哲学家老子以及他弟子创建的道教门派楼观道就是吸引教徒禁止教徒结婚，到后来的王重阳创立全真道，和弟子丘处机广泛传教宣扬不婚可长生不老，其实他们早就清楚得意识到婚姻对男性一生伤害甚大,性别,4
准确来说我们并不是它/他/她们所谓口中重族歧视而我们准确来说是科学为证事实为例冷静而客观正视它们野生动物昆虫纲卵体寄生虫这一铁一样事实,种族,0
我不歧视黑人，但是我歧视媚黑的人。,其他,1
那几年河南人在新疆很猛啊，淘金的那几年，河南人在新疆抢金骗金事情不少。,地域,2
现实里女拳没网上猖狂可以了,性别,4
知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,地域,2
你这实实是欺负窑姐儿了——人家窑姐儿接了起码还收钱！,性别,4
我不想嘿河南，我确实在河南人身上吃过亏😅,地域,2
东北人假冒云贵川,地域,2
暴漫里的一群弱智小学鸡还帮黑鬼说话,种族,0
舔狗基数太多了什么时候舔狗没了才会改变局势,性别,4
不，我只看到西安的满满敌意，并且莫名其妙。现在连带着对陕西没有一点好感,地域,2
女权？女拳罢了，不要抹黑国际女权,性别,4
幕刃瘠薄又逮着“理”了,性别,4
以后这么跟别人说:讲个笑话，二本女生值100w,性别,4
骗婚gay不能接受,LGBTQ,3
他一定怕他爹恨不得把他爹那啥了吧，啥帖子里都有拳师，还说不是隐藏的拳师吧？,其他,1
哈哈哈 你是揣着明白装糊涂吗 有不少媚黑女嘲笑国男几把小呢,性别,4
打人的悲伤蛙？拿来吧你🤣,种族,0
陕西人又穷又自大,地域,2
建议对理客中进行成分分析这就好比你在实验室做实验，你用GC/MS去定量测产物含量一样理客中和网左大概率重合的其实而且你想想，理客中这么愿意拉偏架，是不是符合网左只会哔哔赖赖从不认真动手的标准特征,其他,1
哪里都有好人坏人，两三千万出几个坏人很正常。然后作者说不喜欢天津以北的，一下讨厌了好几亿。嗯，你把信息简历发我，我给你推CNN去。🤭🤭🤭🤭,地域,2
里腾豪斯打死打伤3个黑玫瑰示威者，被判无罪。,种族,0
嘿蛆应该被从地球上抹掉,种族,0
也就是单纯的觉得和黑人好的女人都是脑子有毛病，智力有问题，这种傻子那个男人肯要,性别,4
Ni是有毒重金属,种族,0
等你百年后，会被你的子孙黑白族人供奉在黑白庙堂上。你的后代会问他的长辈：为什么我们的祖宗是黄皮肤的和我们的不一样？长辈会语重心长的回答道：孩子你要永远记住这个傻缺，要不是他接盘专业，怎么会有我们啊！,种族,0
炎黄领地早晚都会轮流被黑，中原，河北，东北，山东，陕西。。。,地域,2
算了，老实说河南人被黑还是因为太善良，这样一个假装河南人，故意引战全国的匿名回答，不少人一看是以为是老乡居然也来支持。大家仔细想想，这样的人是什么居心？一边说别人地域黑，一边黑别的地域，这不是故意给河南人招黑嘛！,地域,2
虽然说美女也有概率感染，但我还是选美女,性别,4
上海人不就那样吗？,地域,2
喜欢黑，就一直黑下去，千万别回头，国人不接盘。,性别,4
黑人为什么出不了科学家？因为黑人没有进化完全，四肢发达，头脑简单。科学这种高大上的东西，他们理解不了。,种族,0
劲夫们打她,性别,4
拳是起软怕硬,性别,4
太可怕了，之前我们学校有个同性恋也是个巨胖的，一直骚扰他的舍友，每天给舍友发几十条微信啊,LGBTQ,3
不是河北没黑点，是隔壁几个兄弟太强😅,地域,2
男女都多高？现实里见到的矮丑女生对高个子男人都是无条件倒贴的，无论高个子丑男还是高个子黑人,性别,4
参考希拉里克林顿。。。结婚了女的姓都没了😅😅😅,性别,4
民政局告诉结婚率血崩，小仙女们说田楠无数，谁在说慌？,性别,4
我们小区里有一混血小黑 3.4岁 天天出来遛弯别的小孩都不带搭理他的,种族,0
LGBT：我不听我不听我不听,LGBTQ,3
广西没啥存在感.😅,地域,2
就好比小仙女总觉得自己应该被舔、自信的仙女最美丽，自信的男人普信男。总觉得龟男如果不要自己就再也找不到更好的,性别,4
越南？虽然整体对中国不太友好，但是你到越南很有钱的话，必有妹子喜欢你的,地域,2
就像黄人黑人在美国，他们确确实实弱势，会被歧视,种族,0
韩国邦子还是牛13的。。。君不见在美丽国的韩国人都敢开战，xx之围。🤔,地域,2
我在想田园不是不结婚吗。。那么生孩子管她什么事。,性别,4
论起被地域黑，东北拍马都追不上。不过是掌握话语权把自己粉饰成受害者而已全国一二线城市中你最不喜欢哪个城市？,地域,2
我没那么高尚，你炮轰我一个人我就花钱买他全家信息，然后我上新闻，他全家下户口🍉,其他,1
又不是没看过动作片，我当然知道，但是，菊花里全是翔，默与媚默女居然乐此不疲，令人难以理解。一旦看到这种镜头，我全都快进跳过，心理不适，对这种行为毫无兴趣，更没有试的冲动。另外，某些国家的默的艾滋感染率很高，无套内x会带给女人很大风险，接盘者可能招至无妄之灾，这才是真正恐怖之处。中国的艾滋呈扩散趋势，同胞们不要乱约了，珍爱自己，珍爱家人。,性别,4
一般人都怼东北吧😅。有些东北人不是搞不清，他就是直说江浙沪，所以最近被打脸打太厉害硬造了一个江南系，我也不知道是说谁。。。,地域,2
世界公交,种族,0
嫁到非洲真的是垃圾至极的电视剧，之前央视八套还有一个一家人好几个孩子嫁日韩嫁欧美娶日韩的，弄得一家跟鸡窝似的,性别,4
远离黑鬼，,种族,0
人造子宫技术己进入适应阶段，距离社会推广将成现实，一个卵子，繁殖后代，女性的价值将被取代。女性的基本价值将得到贬值。一个没有生育权的女性。不如一个你实体娃娃。,性别,4
南方百越汉人恨不得东北人全民奋勇抗日，全部为国捐躯呢，东北人全死光了，他们好北上“继承”他们“自古以来”的领土。,地域,2
9.9看畒苟破防超值,性别,4
别天天说广东，你看我关注那个仙仙底下骂广东可不少🤣,地域,2
在80年代以前，黑人还没有现在那么嚣张，反而对白人卑躬屈膝的，一被欺负都不敢反抗。无论是马丁路德金还是曼德拉都是救不了黑人。现在黑人嚣张程度到了好莱坞主角第一，还有反派不能用黑人，蝙蝠侠超人都得黑人演，不喜欢还可以按自己想法改戏，一不小心就是歧视。以前的欧美是权大于钱，现在是钱大于权。其实造就这样的局面，还是资本的力量，而不是民权运动胜利的结果。主要还是以前白人保守势力太强大，如果资本不注意权衡各种力量的分化，早晚自己会被吃的连骨头都不剩。因为资本不允许一方力量一家独大，这样对他们没有好处，只能培养各种竞争对手。与其说是黑人地位不断提升，不如说是资本力量对他们控制厉害，在欧美，大多数警队都不敢在贫民窟执行任务，除了害怕打黑枪，也害怕各种口水淹死。所以贫民窟基本上是国中之国的三不管地带。本来那些走投无路的西药房和火力强大的烧火棍就多，很多不正规的交易就在贫民窟完成，现在不正规的交易都被洗白。,种族,0
要是真喜欢大的，哪怕找个驴呢,性别,4
黑人有啥资格在别人家里要求这家的主人必须对他好,种族,0
在吾看来，非洲人妖也好过非洲男人至少非洲人妖不会随意侵犯女性,种族,0
征尼大将军,种族,0
为什么心灵鸡汤总是向着女性说话？,性别,4
民粹主义真是笑死我，戴帽子还得是你。,其他,1
圈子太窄了吧，黑人在中国玩过的女人简直不要太多好吗？一堆黑二代😅,性别,4
无母爱直佬只会骂人吗，除了骂人你还会什么，会被骂，对吧,LGBTQ,3
确实，这点得学着人家小棒子,地域,2
明明是胳膊肘往外拐，吃里扒外。现在有个高端名词叫反对种族歧视,种族,0
