request_id	role	positions	applicable
ccr-3169-D-B02-flip	query_all	[903, 904, 905, 906, 907, 908, 909, 910, 911, 912]	True
ccr-3169-D-B02-flip	query_focal	[906, 907]	True
ccr-3169-LD-B02-same	pre_answer	[1161]	True
ccr-3169-LD-B02-same	lexicon_end	[778]	True
ccr-3169-LD-B02-same	demos_end	[1136]	True
ccr-3169-LD-B02-same	query_end	[1152]	True
ccr-3169-LD-B02-same	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-B02-same	query_focal	[1146, 1147]	True
ccr-3169-LD-B02-flip	pre_answer	[1161]	True
ccr-3169-LD-B02-flip	lexicon_end	[778]	True
ccr-3169-LD-B02-flip	demos_end	[1136]	True
ccr-3169-LD-B02-flip	query_end	[1152]	True
ccr-3169-LD-B02-flip	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-B02-flip	query_focal	[1146, 1147]	True
ccr-3169-D-B03-same	pre_answer	[921]	True
ccr-3169-D-B03-same	lexicon_end	[]	False
ccr-3169-D-B03-same	demos_end	[896]	True
ccr-3169-D-B03-same	query_end	[912]	True
ccr-3169-D-B03-same	query_all	[903, 904, 905, 906, 907, 908, 909, 910, 911, 912]	True
ccr-3169-D-B03-same	query_focal	[906, 907]	True
ccr-3169-D-B03-flip	pre_answer	[921]	True
ccr-3169-D-B03-flip	lexicon_end	[]	False
ccr-3169-D-B03-flip	demos_end	[896]	True
ccr-3169-D-B03-flip	query_end	[912]	True
ccr-3169-D-B03-flip	query_all	[903, 904, 905, 906, 907, 908, 909, 910, 911, 912]	True
ccr-3169-D-B03-flip	query_focal	[906, 907]	True
ccr-3169-LD-B03-same	pre_answer	[1161]	True
ccr-3169-LD-B03-same	lexicon_end	[778]	True
ccr-3169-LD-B03-same	demos_end	[1136]	True
ccr-3169-LD-B03-same	query_end	[1152]	True
ccr-3169-LD-B03-same	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-B03-same	query_focal	[1146, 1147]	True
ccr-3169-LD-B03-flip	pre_answer	[1161]	True
ccr-3169-LD-B03-flip	lexicon_end	[778]	True
ccr-3169-LD-B03-flip	demos_end	[1136]	True
ccr-3169-LD-B03-flip	query_end	[1152]	True
ccr-3169-LD-B03-flip	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-B03-flip	query_focal	[1146, 1147]	True
ccr-3169-D-B04-same	pre_answer	[921]	True
ccr-3169-D-B04-same	lexicon_end	[]	False
ccr-3169-D-B04-same	demos_end	[896]	True
ccr-3169-D-B04-same	query_end	[912]	True
ccr-3169-D-B04-same	query_all	[903, 904, 905, 906, 907, 908, 909, 910, 911, 912]	True
ccr-3169-D-B04-same	query_focal	[906, 907]	True
ccr-3169-D-B04-flip	pre_answer	[921]	True
ccr-3169-D-B04-flip	lexicon_end	[]	False
ccr-3169-D-B04-flip	demos_end	[896]	True
ccr-3169-D-B04-flip	query_end	[912]	True
ccr-3169-D-B04-flip	query_all	[903, 904, 905, 906, 907, 908, 909, 910, 911, 912]	True
ccr-3169-D-B04-flip	query_focal	[906, 907]	True
ccr-3169-LD-B04-same	pre_answer	[1161]	True
ccr-3169-LD-B04-same	lexicon_end	[778]	True
ccr-3169-LD-B04-same	demos_end	[1136]	True
ccr-3169-LD-B04-same	query_end	[1152]	True
ccr-3169-LD-B04-same	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-B04-same	query_focal	[1146, 1147]	True
ccr-3169-LD-B04-flip	pre_answer	[1161]	True
ccr-3169-LD-B04-flip	lexicon_end	[778]	True
ccr-3169-LD-B04-flip	demos_end	[1136]	True
ccr-3169-LD-B04-flip	query_end	[1152]	True
ccr-3169-LD-B04-flip	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-B04-flip	query_focal	[1146, 1147]	True
ccr-541-D-O01	pre_answer	[1290]	True
ccr-541-D-O01	lexicon_end	[]	False
ccr-541-D-O01	demos_end	[1254]	True
ccr-541-D-O01	query_end	[1281]	True
ccr-541-D-O01	query_all	[1261, 1262, 1263, 1264, 1265, 1266, 1267, 1268, 1269, 1270, 1271, 1272, 1273, 1274, 1275, 1276, 1277, 1278, 1279, 1280, 1281]	True
ccr-541-D-O01	query_focal	[1275, 1276]	True
ccr-541-LD-O01	pre_answer	[1337]	True
ccr-541-LD-O01	lexicon_end	[585]	True
ccr-541-LD-O01	demos_end	[1301]	True
ccr-541-LD-O01	query_end	[1328]	True
ccr-541-LD-O01	query_all	[1308, 1309, 1310, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1318, 1319, 1320, 1321, 1322, 1323, 1324, 1325, 1326, 1327, 1328]	True
ccr-541-LD-O01	query_focal	[1322, 1323]	True
ccr-3169-D-O02	pre_answer	[921]	True
ccr-3169-D-O02	lexicon_end	[]	False
ccr-3169-D-O02	demos_end	[896]	True
ccr-3169-D-O02	query_end	[912]	True
ccr-3169-D-O02	query_all	[903, 904, 905, 906, 907, 908, 909, 910, 911, 912]	True
ccr-3169-D-O02	query_focal	[906, 907]	True
ccr-3169-LD-O02	pre_answer	[1161]	True
ccr-3169-LD-O02	lexicon_end	[778]	True
ccr-3169-LD-O02	demos_end	[1136]	True
ccr-3169-LD-O02	query_end	[1152]	True
ccr-3169-LD-O02	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-O02	query_focal	[1146, 1147]	True
ccr-3169-D-O03	pre_answer	[921]	True
ccr-3169-D-O03	lexicon_end	[]	False
ccr-3169-D-O03	demos_end	[896]	True
ccr-3169-D-O03	query_end	[912]	True
ccr-3169-D-O03	query_all	[903, 904, 905, 906, 907, 908, 909, 910, 911, 912]	True
ccr-3169-D-O03	query_focal	[906, 907]	True
ccr-3169-LD-O03	pre_answer	[1161]	True
ccr-3169-LD-O03	lexicon_end	[778]	True
ccr-3169-LD-O03	demos_end	[1136]	True
ccr-3169-LD-O03	query_end	[1152]	True
ccr-3169-LD-O03	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-O03	query_focal	[1146, 1147]	True
ccr-3169-D-O04	pre_answer	[921]	True
ccr-3169-D-O04	lexicon_end	[]	False
ccr-3169-D-O04	demos_end	[896]	True
ccr-3169-D-O04	query_end	[912]	True
ccr-3169-D-O04	query_all	[903, 904, 905, 906, 907, 908, 909, 910, 911, 912]	True
ccr-3169-D-O04	query_focal	[906, 907]	True
ccr-3169-LD-O04	pre_answer	[1161]	True
ccr-3169-LD-O04	lexicon_end	[778]	True
ccr-3169-LD-O04	demos_end	[1136]	True
ccr-3169-LD-O04	query_end	[1152]	True
ccr-3169-LD-O04	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-O04	query_focal	[1146, 1147]	True
