comparison_id	kind	query_id	condition	terms
A16-base-context-interaction	context_interaction	3169	LD-vs-D	"[{""request_id"": ""ccr-3169-D-A16"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A16"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
A17-base-context-interaction	context_interaction	3169	LD-vs-D	"[{""request_id"": ""ccr-3169-D-A17"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A17"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
A18-base-context-interaction	context_interaction	3169	LD-vs-D	"[{""request_id"": ""ccr-3169-D-A18"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A18"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
A19-base-context-interaction	context_interaction	3169	LD-vs-D	"[{""request_id"": ""ccr-3169-D-A19"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A19"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
A20-base-context-interaction	context_interaction	3169	LD-vs-D	"[{""request_id"": ""ccr-3169-D-A20"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A20"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
L01-base-context-interaction	context_interaction	541	LD-vs-L	"[{""request_id"": ""ccr-541-L-L01"", ""coefficient"": -1}, {""request_id"": ""ccr-541-L-base"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-L01"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": -1}]"
L02-base-context-interaction	context_interaction	541	LD-vs-L	"[{""request_id"": ""ccr-541-L-L02"", ""coefficient"": -1}, {""request_id"": ""ccr-541-L-base"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-L02"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": -1}]"
L03-base-context-interaction	context_interaction	541	LD-vs-L	"[{""request_id"": ""ccr-541-L-L03"", ""coefficient"": -1}, {""request_id"": ""ccr-541-L-base"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-L03"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": -1}]"
L04-base-context-interaction	context_interaction	541	LD-vs-L	"[{""request_id"": ""ccr-541-L-L04"", ""coefficient"": -1}, {""request_id"": ""ccr-541-L-base"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-L04"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": -1}]"
L05-base-context-interaction	context_interaction	3169	LD-vs-L	"[{""request_id"": ""ccr-3169-L-L05"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-L-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-L05"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
L06-base-context-interaction	context_interaction	3169	LD-vs-L	"[{""request_id"": ""ccr-3169-L-L06"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-L-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-L06"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
L07-base-context-interaction	context_interaction	3169	LD-vs-L	"[{""request_id"": ""ccr-3169-L-L07"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-L-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-L07"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
L08-base-context-interaction	context_interaction	3169	LD-vs-L	"[{""request_id"": ""ccr-3169-L-L08"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-L-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-L08"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
B01-same-context-interaction	context_interaction	541	LD-vs-D	"[{""request_id"": ""ccr-541-D-B01-same"", ""coefficient"": -1}, {""request_id"": ""ccr-541-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-B01-same"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": -1}]"
B01-flip-context-interaction	context_interaction	541	LD-vs-D	"[{""request_id"": ""ccr-541-D-B01-flip"", ""coefficient"": -1}, {""request_id"": ""ccr-541-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-B01-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": -1}]"
B02-same-context-interaction	context_interaction	3169	LD-vs-D	"[{""request_id"": ""ccr-3169-D-B02-same"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-B02-same"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
B02-flip-context-interaction	context_interaction	3169	LD-vs-D	"[{""request_id"": ""ccr-3169-D-B02-flip"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-B02-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
B03-same-context-interaction	context_interaction	3169	LD-vs-D	"[{""request_id"": ""ccr-3169-D-B03-same"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-B03-same"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
B03-flip-context-interaction	context_interaction	3169	LD-vs-D	"[{""request_id"": ""ccr-3169-D-B03-flip"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-B03-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
B04-same-context-interaction	context_interaction	3169	LD-vs-D	"[{""request_id"": ""ccr-3169-D-B04-same"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-B04-same"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
B04-flip-context-interaction	context_interaction	3169	LD-vs-D	"[{""request_id"": ""ccr-3169-D-B04-flip"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-B04-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
O01-base-context-interaction	context_interaction	541	LD-vs-D	"[{""request_id"": ""ccr-541-D-O01"", ""coefficient"": -1}, {""request_id"": ""ccr-541-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-O01"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": -1}]"
O02-base-context-interaction	context_interaction	3169	LD-vs-D	"[{""request_id"": ""ccr-3169-D-O02"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-O02"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
O03-base-context-interaction	context_interaction	3169	LD-vs-D	"[{""request_id"": ""ccr-3169-D-O03"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-O03"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
O04-base-context-interaction	context_interaction	3169	LD-vs-D	"[{""request_id"": ""ccr-3169-D-O04"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-O04"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
D-A01-vs-A02	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A01"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A02"", ""coefficient"": -1}]"
D-A01-vs-A03	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A01"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A03"", ""coefficient"": -1}]"
D-A01-vs-A04	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A01"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A04"", ""coefficient"": -1}]"
D-A01-vs-A06	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A01"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A06"", ""coefficient"": -1}]"
D-A02-vs-A03	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A02"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A03"", ""coefficient"": -1}]"
D-A02-vs-A04	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A02"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A04"", ""coefficient"": -1}]"
D-A02-vs-A06	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A02"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A06"", ""coefficient"": -1}]"
D-A03-vs-A04	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A03"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A04"", ""coefficient"": -1}]"
D-A03-vs-A06	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A03"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A06"", ""coefficient"": -1}]"
D-A04-vs-A06	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A04"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A06"", ""coefficient"": -1}]"
D-A05-vs-A07	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A05"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A07"", ""coefficient"": -1}]"
D-A05-vs-A08	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A05"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A08"", ""coefficient"": -1}]"
D-A05-vs-A09	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A05"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A09"", ""coefficient"": -1}]"
D-A05-vs-A10	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A05"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A10"", ""coefficient"": -1}]"
D-A07-vs-A08	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A07"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A08"", ""coefficient"": -1}]"
D-A07-vs-A09	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A07"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A09"", ""coefficient"": -1}]"
D-A07-vs-A10	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A07"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A10"", ""coefficient"": -1}]"
D-A08-vs-A09	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A08"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A09"", ""coefficient"": -1}]"
D-A08-vs-A10	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A08"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A10"", ""coefficient"": -1}]"
D-A09-vs-A10	same_direction_answer_contrast	541	D	"[{""request_id"": ""ccr-541-D-A09"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-A10"", ""coefficient"": -1}]"
LD-A01-vs-A02	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A01"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A02"", ""coefficient"": -1}]"
LD-A01-vs-A03	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A01"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A03"", ""coefficient"": -1}]"
LD-A01-vs-A04	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A01"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A04"", ""coefficient"": -1}]"
LD-A01-vs-A06	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A01"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A06"", ""coefficient"": -1}]"
LD-A02-vs-A03	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A02"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A03"", ""coefficient"": -1}]"
LD-A02-vs-A04	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A02"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A04"", ""coefficient"": -1}]"
LD-A02-vs-A06	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A02"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A06"", ""coefficient"": -1}]"
LD-A03-vs-A04	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A03"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A04"", ""coefficient"": -1}]"
LD-A03-vs-A06	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A03"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A06"", ""coefficient"": -1}]"
LD-A04-vs-A06	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A04"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A06"", ""coefficient"": -1}]"
LD-A05-vs-A07	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A05"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A07"", ""coefficient"": -1}]"
LD-A05-vs-A08	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A05"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A08"", ""coefficient"": -1}]"
LD-A05-vs-A09	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A05"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A09"", ""coefficient"": -1}]"
LD-A05-vs-A10	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A05"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A10"", ""coefficient"": -1}]"
LD-A07-vs-A08	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A07"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A08"", ""coefficient"": -1}]"
LD-A07-vs-A09	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A07"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A09"", ""coefficient"": -1}]"
LD-A07-vs-A10	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A07"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A10"", ""coefficient"": -1}]"
LD-A08-vs-A09	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A08"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A09"", ""coefficient"": -1}]"
LD-A08-vs-A10	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A08"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A10"", ""coefficient"": -1}]"
LD-A09-vs-A10	same_direction_answer_contrast	541	LD	"[{""request_id"": ""ccr-541-LD-A09"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A10"", ""coefficient"": -1}]"
541-L-focal-ordinary-minus-paraphrase	ordinary_minus_paraphrase	541	L	"[{""request_id"": ""ccr-541-L-L01"", ""coefficient"": 1}, {""request_id"": ""ccr-541-L-L02"", ""coefficient"": -1}]"
541-L-nonfocal-ordinary-minus-paraphrase	ordinary_minus_paraphrase	541	L	"[{""request_id"": ""ccr-541-L-L03"", ""coefficient"": 1}, {""request_id"": ""ccr-541-L-L04"", ""coefficient"": -1}]"
541-L-focal-vs-nonfocal	focal_vs_nonfocal_ordinary	541	L	"[{""request_id"": ""ccr-541-L-L01"", ""coefficient"": 1}, {""request_id"": ""ccr-541-L-L03"", ""coefficient"": -1}]"
541-L-dictionary-double-difference	dictionary_double_difference	541	L	"[{""request_id"": ""ccr-541-L-L01"", ""coefficient"": 1}, {""request_id"": ""ccr-541-L-L02"", ""coefficient"": -1}, {""request_id"": ""ccr-541-L-L03"", ""coefficient"": -1}, {""request_id"": ""ccr-541-L-L04"", ""coefficient"": 1}]"
541-LD-focal-ordinary-minus-paraphrase	ordinary_minus_paraphrase	541	LD	"[{""request_id"": ""ccr-541-LD-L01"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-L02"", ""coefficient"": -1}]"
541-LD-nonfocal-ordinary-minus-paraphrase	ordinary_minus_paraphrase	541	LD	"[{""request_id"": ""ccr-541-LD-L03"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-L04"", ""coefficient"": -1}]"
541-LD-focal-vs-nonfocal	focal_vs_nonfocal_ordinary	541	LD	"[{""request_id"": ""ccr-541-LD-L01"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-L03"", ""coefficient"": -1}]"
541-LD-dictionary-double-difference	dictionary_double_difference	541	LD	"[{""request_id"": ""ccr-541-LD-L01"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-L02"", ""coefficient"": -1}, {""request_id"": ""ccr-541-LD-L03"", ""coefficient"": -1}, {""request_id"": ""ccr-541-LD-L04"", ""coefficient"": 1}]"
541-baseline-D-minus-C0	baseline_package_effect	541	D-minus-C0	"[{""request_id"": ""ccr-541-C0-base"", ""coefficient"": -1}, {""request_id"": ""ccr-541-D-base"", ""coefficient"": 1}]"
541-baseline-L-minus-C0	baseline_package_effect	541	L-minus-C0	"[{""request_id"": ""ccr-541-C0-base"", ""coefficient"": -1}, {""request_id"": ""ccr-541-L-base"", ""coefficient"": 1}]"
541-baseline-LD-minus-D	baseline_package_effect	541	LD-minus-D	"[{""request_id"": ""ccr-541-D-base"", ""coefficient"": -1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": 1}]"
541-baseline-LD-minus-L	baseline_package_effect	541	LD-minus-L	"[{""request_id"": ""ccr-541-L-base"", ""coefficient"": -1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": 1}]"
541-baseline-LxD	baseline_package_effect	541	LxD	"[{""request_id"": ""ccr-541-C0-base"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-base"", ""coefficient"": -1}, {""request_id"": ""ccr-541-L-base"", ""coefficient"": -1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": 1}]"
D-A12-vs-A13	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A12"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A13"", ""coefficient"": -1}]"
D-A12-vs-A14	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A12"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A14"", ""coefficient"": -1}]"
D-A12-vs-A16	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A12"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A16"", ""coefficient"": -1}]"
D-A12-vs-A17	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A12"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A17"", ""coefficient"": -1}]"
D-A12-vs-A18	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A12"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A18"", ""coefficient"": -1}]"
D-A12-vs-A20	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A12"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A20"", ""coefficient"": -1}]"
D-A13-vs-A14	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A13"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A14"", ""coefficient"": -1}]"
D-A13-vs-A16	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A13"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A16"", ""coefficient"": -1}]"
D-A13-vs-A17	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A13"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A17"", ""coefficient"": -1}]"
D-A13-vs-A18	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A13"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A18"", ""coefficient"": -1}]"
D-A13-vs-A20	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A13"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A20"", ""coefficient"": -1}]"
D-A14-vs-A16	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A14"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A16"", ""coefficient"": -1}]"
D-A14-vs-A17	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A14"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A17"", ""coefficient"": -1}]"
D-A14-vs-A18	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A14"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A18"", ""coefficient"": -1}]"
D-A14-vs-A20	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A14"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A20"", ""coefficient"": -1}]"
D-A16-vs-A17	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A16"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A17"", ""coefficient"": -1}]"
D-A16-vs-A18	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A16"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A18"", ""coefficient"": -1}]"
D-A16-vs-A20	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A16"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A20"", ""coefficient"": -1}]"
D-A17-vs-A18	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A17"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A18"", ""coefficient"": -1}]"
D-A17-vs-A20	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A17"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A20"", ""coefficient"": -1}]"
D-A18-vs-A20	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A18"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A20"", ""coefficient"": -1}]"
D-A11-vs-A15	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A11"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A15"", ""coefficient"": -1}]"
D-A11-vs-A19	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A11"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A19"", ""coefficient"": -1}]"
D-A15-vs-A19	same_direction_answer_contrast	3169	D	"[{""request_id"": ""ccr-3169-D-A15"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-A19"", ""coefficient"": -1}]"
LD-A12-vs-A13	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A12"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A13"", ""coefficient"": -1}]"
LD-A12-vs-A14	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A12"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A14"", ""coefficient"": -1}]"
LD-A12-vs-A16	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A12"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A16"", ""coefficient"": -1}]"
LD-A12-vs-A17	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A12"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A17"", ""coefficient"": -1}]"
LD-A12-vs-A18	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A12"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A18"", ""coefficient"": -1}]"
LD-A12-vs-A20	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A12"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A20"", ""coefficient"": -1}]"
LD-A13-vs-A14	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A13"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A14"", ""coefficient"": -1}]"
LD-A13-vs-A16	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A13"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A16"", ""coefficient"": -1}]"
LD-A13-vs-A17	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A13"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A17"", ""coefficient"": -1}]"
LD-A13-vs-A18	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A13"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A18"", ""coefficient"": -1}]"
LD-A13-vs-A20	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A13"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A20"", ""coefficient"": -1}]"
LD-A14-vs-A16	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A14"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A16"", ""coefficient"": -1}]"
LD-A14-vs-A17	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A14"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A17"", ""coefficient"": -1}]"
LD-A14-vs-A18	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A14"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A18"", ""coefficient"": -1}]"
LD-A14-vs-A20	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A14"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A20"", ""coefficient"": -1}]"
LD-A16-vs-A17	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A16"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A17"", ""coefficient"": -1}]"
LD-A16-vs-A18	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A16"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A18"", ""coefficient"": -1}]"
