group,module,layer,role,view,direction,surface,recipient_margin,recipient_label,recipient_resolved,donor_under_estimand_margin,donor_under_estimand_label,donor_under_estimand_resolved,patched_margin,patched_label,patched_resolved,matches_donor_under_estimand_label,changed_recipient_label
F1:O-N1,mlp,34,pre_answer,ncc_single/mask,R,H,-2.5716056823730464,hate,True,1.6087415059407553,non-hate,True,-1.641795349121094,hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_single/mask,K,A,1.5784016927083333,non-hate,True,-2.839042154947917,hate,True,1.2295819600423177,non-hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_single/mask,K,H,1.6087415059407553,non-hate,True,-2.5716056823730464,hate,True,1.463649241129557,non-hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_single/lorem,R,A,-4.409940338134765,hate,True,-0.1701950073242191,hate,True,-3.3646809895833334,hate,True,True,False
F1:O-N1,mlp,34,pre_answer,ncc_single/lorem,R,H,-4.2497291564941415,hate,True,-0.17353897094726545,hate,True,-3.341043853759766,hate,True,True,False
F1:O-N1,mlp,34,pre_answer,ncc_single/lorem,K,A,-0.1701950073242191,hate,True,-4.409940338134765,hate,True,-0.4927828470865885,hate,True,True,False
F1:O-N1,mlp,34,pre_answer,ncc_single/lorem,K,H,-0.17353897094726545,hate,True,-4.2497291564941415,hate,True,-0.2985074361165374,hate,True,True,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/empty,R,A,-2.730395704286147,hate,True,1.6879802797823493,non-hate,True,-1.6894146244416353,hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/empty,R,H,-2.4618890198993486,hate,True,1.727983697171732,non-hate,True,-1.5686435174917506,hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/empty,K,A,1.6879802797823493,non-hate,True,-2.730395704286147,hate,True,1.3702737362263537,non-hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/empty,K,H,1.727983697171732,non-hate,True,-2.4618890198993486,hate,True,1.6190395042005026,non-hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/space,R,A,-2.810266940659084,hate,True,1.6103656292602189,non-hate,True,-1.768740809627854,hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/space,R,H,-2.5504572870189777,hate,True,1.6482645092433392,non-hate,True,-1.6555134560722236,hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/space,K,A,1.6103656292602189,non-hate,True,-2.810266940659084,hate,True,1.2922343326670829,non-hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/space,K,H,1.6482645092433392,non-hate,True,-2.5504572870189777,hate,True,1.5380094289293234,non-hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/na,R,A,-3.284731000627224,hate,True,1.0849343575270387,non-hate,True,-2.233488864178187,hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/na,R,H,-3.002468596010314,hate,True,1.1244023164558712,non-hate,True,-2.09267847755353,hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/na,K,A,1.0849343575270387,non-hate,True,-3.284731000627224,hate,True,0.7564598311403254,non-hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/na,K,H,1.1244023164558712,non-hate,True,-3.002468596010314,hate,True,0.9980235959830352,non-hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/mask,R,A,-2.847360096204689,hate,True,1.5611643124152557,non-hate,True,-1.8148376349082043,hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/mask,R,H,-2.5751881881981387,hate,True,1.6046044913904653,non-hate,True,-1.6898916274405074,hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/mask,K,A,1.5611643124152557,non-hate,True,-2.847360096204689,hate,True,1.2515499686436233,non-hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/mask,K,H,1.6046044913904653,non-hate,True,-2.5751881881981387,hate,True,1.5031506675126307,non-hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/lorem,R,A,-2.6555472882977815,hate,True,1.761769117000822,non-hate,True,-1.6153371910430667,hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/lorem,R,H,-2.3779232820104164,hate,True,1.8047891521915123,non-hate,True,-1.4849040468747843,hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/lorem,K,A,1.761769117000822,non-hate,True,-2.6555472882977815,hate,True,1.4447729825917648,non-hate,True,False,False
F1:O-N1,mlp,34,pre_answer,ncc_loo/lorem,K,H,1.8047891521915123,non-hate,True,-2.3779232820104164,hate,True,1.6959932740711618,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,original/answer_sum,R,A,-0.517822265625,hate,True,13.38787841796875,non-hate,True,-0.041980743408203125,hate,True,False,False
F1:O-N2,attention,35,pre_answer,original/answer_sum,R,H,0.0672607421875,non-hate,True,13.55105972290039,non-hate,True,0.7263526916503906,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,original/answer_sum,K,A,13.38787841796875,non-hate,True,-0.517822265625,hate,True,12.458919525146484,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,original/answer_sum,K,H,13.55105972290039,non-hate,True,0.0672607421875,non-hate,True,12.412612915039062,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,original/answer_mean,R,A,-0.03392588297526042,hate,True,4.462628682454427,non-hate,True,0.09116592407226562,non-hate,True,True,True
F1:O-N2,attention,35,pre_answer,original/answer_mean,R,H,0.11689097086588543,non-hate,True,4.517024485270182,non-hate,True,0.30369237263997395,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,original/answer_mean,K,A,4.462628682454427,non-hate,True,-0.03392588297526042,hate,True,4.152976735432943,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,original/answer_mean,K,H,4.517024485270182,non-hate,True,0.11689097086588543,non-hate,True,4.137543233235677,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,original/total_with_eos,R,A,-0.517822265625,hate,True,13.38787841796875,non-hate,True,-0.041980743408203125,hate,True,False,False
F1:O-N2,attention,35,pre_answer,original/total_with_eos,R,H,0.0672607421875,non-hate,True,13.55105972290039,non-hate,True,0.7263526916503906,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,original/total_with_eos,K,A,13.38787841796875,non-hate,True,-0.517822265625,hate,True,12.458919525146484,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,original/total_with_eos,K,H,13.55105972290039,non-hate,True,0.0672607421875,non-hate,True,12.412612915039062,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,original/mean_with_eos,R,A,-0.04277960459391275,hate,True,3.3469711939493814,non-hate,True,0.05522950490315756,non-hate,True,True,True
F1:O-N2,attention,35,pre_answer,original/mean_with_eos,R,H,0.07585938771565755,non-hate,True,3.387767791748047,non-hate,True,0.22007242838541669,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,original/mean_with_eos,K,A,3.3469711939493814,non-hate,True,-0.04277960459391275,hate,True,3.114732106526693,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,original/mean_with_eos,K,H,3.387767791748047,non-hate,True,0.07585938771565755,non-hate,True,3.1031567255655923,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,ab_forward/answer_sum,R,A,-8.204593658447266,hate,True,15.00956916809082,non-hate,True,-8.224136352539062,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ab_forward/answer_sum,R,H,-7.286907196044922,hate,True,13.812419891357422,non-hate,True,-7.327644348144531,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ab_forward/answer_sum,K,A,15.00956916809082,non-hate,True,-8.204593658447266,hate,True,14.308368682861328,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ab_forward/answer_sum,K,H,13.812419891357422,non-hate,True,-7.286907196044922,hate,True,13.080596923828125,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ab_forward/answer_mean,R,A,-4.102296829223633,hate,True,7.50478458404541,non-hate,True,-4.112068176269531,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ab_forward/answer_mean,R,H,-3.643453598022461,hate,True,6.906209945678711,non-hate,True,-3.6638221740722656,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ab_forward/answer_mean,K,A,7.50478458404541,non-hate,True,-4.102296829223633,hate,True,7.154184341430664,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ab_forward/answer_mean,K,H,6.906209945678711,non-hate,True,-3.643453598022461,hate,True,6.5402984619140625,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ab_forward/total_with_eos,R,A,-8.204593658447266,hate,True,15.009572982788086,non-hate,True,-8.224136352539062,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ab_forward/total_with_eos,R,H,-7.286907196044922,hate,True,13.812419891357422,non-hate,True,-7.327644348144531,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ab_forward/total_with_eos,K,A,15.009572982788086,non-hate,True,-8.204593658447266,hate,True,14.308372497558594,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ab_forward/total_with_eos,K,H,13.812419891357422,non-hate,True,-7.286907196044922,hate,True,13.080596923828125,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ab_forward/mean_with_eos,R,A,-2.734864552815755,hate,True,5.003190994262695,non-hate,True,-2.7413787841796875,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ab_forward/mean_with_eos,R,H,-2.428969065348307,hate,True,4.604139963785807,non-hate,True,-2.442548116048177,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ab_forward/mean_with_eos,K,A,5.003190994262695,non-hate,True,-2.734864552815755,hate,True,4.769457499186198,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ab_forward/mean_with_eos,K,H,4.604139963785807,non-hate,True,-2.428969065348307,hate,True,4.360198974609375,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ab_reverse/answer_sum,R,A,7.946067810058594,non-hate,True,23.589611053466797,non-hate,True,7.968818664550781,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,ab_reverse/answer_sum,R,H,10.204700469970703,non-hate,True,22.682449340820312,non-hate,True,10.260726928710938,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,ab_reverse/answer_sum,K,A,23.589611053466797,non-hate,True,7.946067810058594,non-hate,True,22.72151756286621,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,ab_reverse/answer_sum,K,H,22.682449340820312,non-hate,True,10.204700469970703,non-hate,True,22.026248931884766,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,ab_reverse/answer_mean,R,A,3.973033905029297,non-hate,True,11.794805526733398,non-hate,True,3.9844093322753906,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,ab_reverse/answer_mean,R,H,5.102350234985352,non-hate,True,11.341224670410156,non-hate,True,5.130363464355469,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,ab_reverse/answer_mean,K,A,11.794805526733398,non-hate,True,3.973033905029297,non-hate,True,11.360758781433105,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,ab_reverse/answer_mean,K,H,11.341224670410156,non-hate,True,5.102350234985352,non-hate,True,11.013124465942383,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,ab_reverse/total_with_eos,R,A,7.946067810058594,non-hate,True,23.589611053466797,non-hate,True,7.968818664550781,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,ab_reverse/total_with_eos,R,H,10.204700469970703,non-hate,True,22.682449340820312,non-hate,True,10.260726928710938,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,ab_reverse/total_with_eos,K,A,23.589611053466797,non-hate,True,7.946067810058594,non-hate,True,22.72151756286621,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,ab_reverse/total_with_eos,K,H,22.682449340820312,non-hate,True,10.204700469970703,non-hate,True,22.026248931884766,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,ab_reverse/mean_with_eos,R,A,2.6486892700195312,non-hate,True,7.863203684488933,non-hate,True,2.6562728881835938,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,ab_reverse/mean_with_eos,R,H,3.401566823323568,non-hate,True,7.5608164469401045,non-hate,True,3.4202423095703125,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,ab_reverse/mean_with_eos,K,A,7.863203684488933,non-hate,True,2.6486892700195312,non-hate,True,7.57383918762207,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,ab_reverse/mean_with_eos,K,H,7.5608164469401045,non-hate,True,3.401566823323568,non-hate,True,7.342082977294922,non-hate,True,True,False
F1:O-N2,attention,35,pre_answer,ncc_fixed_recipient,R,A,-2.845691594233388,hate,True,1.6508629711962994,non-hate,True,-2.720599787185862,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_fixed_recipient,R,H,-2.5744707901783346,hate,True,1.8256627242259622,non-hate,True,-2.3876693884042464,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_fixed_recipient,K,A,1.6422864783788462,non-hate,True,-2.854268087050841,hate,True,1.3326345313573622,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_fixed_recipient,K,H,1.7426073196578953,non-hate,True,-2.6575261947464015,hate,True,1.3631260676233898,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_recalibrated,R,A,-2.845691594233388,hate,True,1.6422864783788462,non-hate,True,-2.7329646949641617,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_recalibrated,R,H,-2.5744707901783346,hate,True,1.7426073196578953,non-hate,True,-2.413215079583897,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_recalibrated,K,A,1.6422864783788462,non-hate,True,-2.845691594233388,hate,True,1.3447895147879905,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_recalibrated,K,H,1.7426073196578953,non-hate,True,-2.5744707901783346,hate,True,1.388270770026871,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_single/empty,R,A,-3.4852142333984375,hate,True,0.9107732137044269,non-hate,True,-3.3869328816731774,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_single/empty,R,H,-3.1893290201822917,hate,True,1.0130772908528645,non-hate,True,-3.05116449991862,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_single/empty,K,A,0.9107732137044269,non-hate,True,-3.4852142333984375,hate,True,0.6281089782714844,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_single/empty,K,H,1.0130772908528645,non-hate,True,-3.1893290201822917,hate,True,0.6829513549804687,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_single/space,R,A,-2.99975102742513,hate,True,1.410231781005859,non-hate,True,-2.892566935221354,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_single/space,R,H,-2.6759193420410154,hate,True,1.5174268086751304,non-hate,True,-2.5304644266764322,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_single/space,K,A,1.410231781005859,non-hate,True,-2.99975102742513,hate,True,1.1187093098958334,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_single/space,K,H,1.5174268086751304,non-hate,True,-2.6759193420410154,hate,True,1.1803693135579425,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_single/na,R,A,-1.8976760864257811,hate,True,2.6352528889973956,non-hate,True,-1.7827540079752606,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_single/na,R,H,-1.6321978251139322,hate,True,2.7470965067545574,non-hate,True,-1.4612030029296874,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_single/na,K,A,2.6352528889973956,non-hate,True,-1.8976760864257811,hate,True,2.3358439127604167,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_single/na,K,H,2.7470965067545574,non-hate,True,-1.6321978251139322,hate,True,2.383534240722656,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_single/mask,R,A,-2.839042154947917,hate,True,1.691010030110677,non-hate,True,-2.715350341796875,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_single/mask,R,H,-2.5716056823730464,hate,True,1.775645701090495,non-hate,True,-2.4050430297851566,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_single/mask,K,A,1.691010030110677,non-hate,True,-2.839042154947917,hate,True,1.3831695556640624,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_single/mask,K,H,1.775645701090495,non-hate,True,-2.5716056823730464,hate,True,1.4168197631835935,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_single/lorem,R,A,-4.409940338134765,hate,True,-0.058562978108724906,hate,True,-4.319583892822266,hate,True,True,False
F1:O-N2,attention,35,pre_answer,ncc_single/lorem,R,H,-4.2497291564941415,hate,True,0.0035092671712240175,non-hate,True,-4.104183705647787,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_single/lorem,K,A,-0.058562978108724906,hate,True,-4.409940338134765,hate,True,-0.3324597676595058,hate,True,True,False
F1:O-N2,attention,35,pre_answer,ncc_single/lorem,K,H,0.0035092671712240175,non-hate,True,-4.2497291564941415,hate,True,-0.333668263753256,hate,True,True,True
F1:O-N2,attention,35,pre_answer,ncc_loo/empty,R,A,-2.730395704286147,hate,True,1.7685792137121168,non-hate,True,-2.6159102645963546,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_loo/empty,R,H,-2.4618890198993486,hate,True,1.8688715807305458,non-hate,True,-2.297765328192121,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_loo/empty,K,A,1.7685792137121168,non-hate,True,-2.730395704286147,hate,True,1.4694255764785993,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_loo/empty,K,H,1.8688715807305458,non-hate,True,-2.4618890198993486,hate,True,1.5118276745967316,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_loo/space,R,A,-2.810266940659084,hate,True,1.6934919661350794,non-hate,True,-2.6963778977090156,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_loo/space,R,H,-2.5504572870189777,hate,True,1.792505643103401,non-hate,True,-2.3856988546851134,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_loo/space,K,A,1.6934919661350794,non-hate,True,-2.810266940659084,hate,True,1.3948407059611445,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_loo/space,K,H,1.792505643103401,non-hate,True,-2.5504572870189777,hate,True,1.4347724026549882,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_loo/na,R,A,-3.284731000627224,hate,True,1.16508828599936,non-hate,True,-3.174433922377608,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_loo/na,R,H,-3.002468596010314,hate,True,1.2583142758097852,non-hate,True,-2.850301111268745,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_loo/na,K,A,1.16508828599936,non-hate,True,-3.284731000627224,hate,True,0.8699942269162091,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_loo/na,K,H,1.2583142758097852,non-hate,True,-3.002468596010314,hate,True,0.9135878521858505,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_loo/mask,R,A,-2.847360096204689,hate,True,1.6297696107573039,non-hate,True,-2.7374116454386246,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_loo/mask,R,H,-2.5751881881981387,hate,True,1.73419513823649,non-hate,True,-2.4152672635615318,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_loo/mask,K,A,1.6297696107573039,non-hate,True,-2.847360096204689,hate,True,1.3349872490681292,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_loo/mask,K,H,1.73419513823649,non-hate,True,-2.5751881881981387,hate,True,1.381020167410067,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_loo/lorem,R,A,-2.6555472882977815,hate,True,1.8385334850688047,non-hate,True,-2.541867289762805,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_loo/lorem,R,H,-2.3779232820104164,hate,True,1.940927565896449,non-hate,True,-2.21627525746682,hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_loo/lorem,K,A,1.8385334850688047,non-hate,True,-2.6555472882977815,hate,True,1.5401523484898765,non-hate,True,False,False
F1:O-N2,attention,35,pre_answer,ncc_loo/lorem,K,H,1.940927565896449,non-hate,True,-2.3779232820104164,hate,True,1.5861603570273797,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,original/answer_sum,R,A,-0.517822265625,hate,True,13.38787841796875,non-hate,True,3.026538848876953,non-hate,True,True,True
F1:O-N2,mlp,34,pre_answer,original/answer_sum,R,H,0.0672607421875,non-hate,True,13.55105972290039,non-hate,True,3.1848983764648438,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,original/answer_sum,K,A,13.38787841796875,non-hate,True,-0.517822265625,hate,True,12.638042449951172,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,original/answer_sum,K,H,13.55105972290039,non-hate,True,0.0672607421875,non-hate,True,13.397388458251953,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,original/answer_mean,R,A,-0.03392588297526042,hate,True,4.462628682454427,non-hate,True,1.0153897603352864,non-hate,True,True,True
F1:O-N2,mlp,34,pre_answer,original/answer_mean,R,H,0.11689097086588543,non-hate,True,4.517024485270182,non-hate,True,1.0672561645507812,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,original/answer_mean,K,A,4.462628682454427,non-hate,True,-0.03392588297526042,hate,True,4.2127321879069015,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,original/answer_mean,K,H,4.517024485270182,non-hate,True,0.11689097086588543,non-hate,True,4.46586176554362,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,original/total_with_eos,R,A,-0.517822265625,hate,True,13.38787841796875,non-hate,True,3.026538848876953,non-hate,True,True,True
F1:O-N2,mlp,34,pre_answer,original/total_with_eos,R,H,0.0672607421875,non-hate,True,13.55105972290039,non-hate,True,3.1848983764648438,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,original/total_with_eos,K,A,13.38787841796875,non-hate,True,-0.517822265625,hate,True,12.638042449951172,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,original/total_with_eos,K,H,13.55105972290039,non-hate,True,0.0672607421875,non-hate,True,13.397388458251953,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,original/mean_with_eos,R,A,-0.04277960459391275,hate,True,3.3469711939493814,non-hate,True,0.7607243855794271,non-hate,True,True,True
F1:O-N2,mlp,34,pre_answer,original/mean_with_eos,R,H,0.07585938771565755,non-hate,True,3.387767791748047,non-hate,True,0.7997392018636068,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,original/mean_with_eos,K,A,3.3469711939493814,non-hate,True,-0.04277960459391275,hate,True,3.159542719523112,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,original/mean_with_eos,K,H,3.387767791748047,non-hate,True,0.07585938771565755,non-hate,True,3.3493881225585938,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,ab_forward/answer_sum,R,A,-8.204593658447266,hate,True,15.00956916809082,non-hate,True,-5.223804473876953,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ab_forward/answer_sum,R,H,-7.286907196044922,hate,True,13.812419891357422,non-hate,True,-4.705516815185547,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ab_forward/answer_sum,K,A,15.00956916809082,non-hate,True,-8.204593658447266,hate,True,11.397270202636719,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ab_forward/answer_sum,K,H,13.812419891357422,non-hate,True,-7.286907196044922,hate,True,10.812389373779297,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ab_forward/answer_mean,R,A,-4.102296829223633,hate,True,7.50478458404541,non-hate,True,-2.6119022369384766,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ab_forward/answer_mean,R,H,-3.643453598022461,hate,True,6.906209945678711,non-hate,True,-2.3527584075927734,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ab_forward/answer_mean,K,A,7.50478458404541,non-hate,True,-4.102296829223633,hate,True,5.698635101318359,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ab_forward/answer_mean,K,H,6.906209945678711,non-hate,True,-3.643453598022461,hate,True,5.406194686889648,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ab_forward/total_with_eos,R,A,-8.204593658447266,hate,True,15.009572982788086,non-hate,True,-5.223804473876953,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ab_forward/total_with_eos,R,H,-7.286907196044922,hate,True,13.812419891357422,non-hate,True,-4.705516815185547,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ab_forward/total_with_eos,K,A,15.009572982788086,non-hate,True,-8.204593658447266,hate,True,11.39727783203125,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ab_forward/total_with_eos,K,H,13.812419891357422,non-hate,True,-7.286907196044922,hate,True,10.812389373779297,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ab_forward/mean_with_eos,R,A,-2.734864552815755,hate,True,5.003190994262695,non-hate,True,-1.7412681579589844,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ab_forward/mean_with_eos,R,H,-2.428969065348307,hate,True,4.604139963785807,non-hate,True,-1.568505605061849,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ab_forward/mean_with_eos,K,A,5.003190994262695,non-hate,True,-2.734864552815755,hate,True,3.799092610677083,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ab_forward/mean_with_eos,K,H,4.604139963785807,non-hate,True,-2.428969065348307,hate,True,3.6041297912597656,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ab_reverse/answer_sum,R,A,7.946067810058594,non-hate,True,23.589611053466797,non-hate,True,10.236270904541016,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,ab_reverse/answer_sum,R,H,10.204700469970703,non-hate,True,22.682449340820312,non-hate,True,11.876689910888672,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,ab_reverse/answer_sum,K,A,23.589611053466797,non-hate,True,7.946067810058594,non-hate,True,21.256084442138672,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,ab_reverse/answer_sum,K,H,22.682449340820312,non-hate,True,10.204700469970703,non-hate,True,21.151473999023438,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,ab_reverse/answer_mean,R,A,3.973033905029297,non-hate,True,11.794805526733398,non-hate,True,5.118135452270508,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,ab_reverse/answer_mean,R,H,5.102350234985352,non-hate,True,11.341224670410156,non-hate,True,5.938344955444336,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,ab_reverse/answer_mean,K,A,11.794805526733398,non-hate,True,3.973033905029297,non-hate,True,10.628042221069336,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,ab_reverse/answer_mean,K,H,11.341224670410156,non-hate,True,5.102350234985352,non-hate,True,10.575736999511719,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,ab_reverse/total_with_eos,R,A,7.946067810058594,non-hate,True,23.589611053466797,non-hate,True,10.236270904541016,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,ab_reverse/total_with_eos,R,H,10.204700469970703,non-hate,True,22.682449340820312,non-hate,True,11.876689910888672,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,ab_reverse/total_with_eos,K,A,23.589611053466797,non-hate,True,7.946067810058594,non-hate,True,21.256084442138672,non-hate,True,True,False
