schema_version,stratum,n,contrast,before,after,task,label,00,01,10,11,FN_to_TP,TP_to_FN,FP_to_TN,TN_to_FP
general-model-nolabel-paired-cases/v1,gold_group_0,252,S_vs_0,C0,CLnewNoCat,group,LGBTQ,4,4,2,242,0,0,4,2
general-model-nolabel-paired-cases/v1,gold_group_0,252,S_vs_0,C0,CLnewNoCat,group,Sexism,2,11,11,228,0,0,11,11
general-model-nolabel-paired-cases/v1,gold_group_0,252,S_vs_0,C0,CLnewNoCat,group,others,0,0,1,251,0,0,0,1
general-model-nolabel-paired-cases/v1,gold_group_0,252,D_vs_0,C0,CD,hate,hate,1,0,108,143,0,0,0,108
general-model-nolabel-paired-cases/v1,gold_group_0,252,D_vs_0,C0,CD,group,Racism,11,2,12,227,0,0,2,12
general-model-nolabel-paired-cases/v1,gold_group_0,252,D_vs_0,C0,CD,group,Region,21,5,26,200,0,0,5,26
general-model-nolabel-paired-cases/v1,gold_group_0,252,D_vs_0,C0,CD,group,LGBTQ,6,2,6,238,0,0,2,6
general-model-nolabel-paired-cases/v1,gold_group_0,252,D_vs_0,C0,CD,group,Sexism,9,4,30,209,0,0,4,30
general-model-nolabel-paired-cases/v1,gold_group_0,252,D_vs_0,C0,CD,group,others,0,0,5,247,0,0,0,5
general-model-nolabel-paired-cases/v1,gold_group_0,252,D_given_S,CLnewNoCat,CLDnewNoCat,hate,hate,1,0,61,190,0,0,0,61
general-model-nolabel-paired-cases/v1,gold_group_0,252,D_given_S,CLnewNoCat,CLDnewNoCat,group,Racism,3,0,10,239,0,0,0,10
general-model-nolabel-paired-cases/v1,gold_group_0,252,D_given_S,CLnewNoCat,CLDnewNoCat,group,Region,13,2,32,205,0,0,2,32
general-model-nolabel-paired-cases/v1,gold_group_0,252,D_given_S,CLnewNoCat,CLDnewNoCat,group,LGBTQ,6,0,6,240,0,0,0,6
general-model-nolabel-paired-cases/v1,gold_group_0,252,D_given_S,CLnewNoCat,CLDnewNoCat,group,Sexism,9,4,29,210,0,0,4,29
general-model-nolabel-paired-cases/v1,gold_group_0,252,D_given_S,CLnewNoCat,CLDnewNoCat,group,others,1,0,5,246,0,0,0,5
general-model-nolabel-paired-cases/v1,gold_group_1,328,remove_with_D,CLDnew,CLDnewNoCat,hate,hate,109,40,14,165,40,14,0,0
general-model-nolabel-paired-cases/v1,gold_group_1,328,remove_with_D,CLDnew,CLDnewNoCat,group,Racism,15,5,7,301,3,4,2,3
general-model-nolabel-paired-cases/v1,gold_group_1,328,remove_with_D,CLDnew,CLDnewNoCat,group,Region,18,2,7,301,0,0,2,7
general-model-nolabel-paired-cases/v1,gold_group_1,328,remove_with_D,CLDnew,CLDnewNoCat,group,LGBTQ,5,2,0,321,0,0,2,0
general-model-nolabel-paired-cases/v1,gold_group_1,328,remove_with_D,CLDnew,CLDnewNoCat,group,Sexism,22,10,9,287,4,1,6,8
general-model-nolabel-paired-cases/v1,gold_group_1,328,remove_with_D,CLDnew,CLDnewNoCat,group,others,15,19,6,288,0,5,19,1
general-model-nolabel-paired-cases/v1,gold_group_1,328,remove_without_D,CLnew,CLnewNoCat,hate,hate,276,12,7,33,12,7,0,0
general-model-nolabel-paired-cases/v1,gold_group_1,328,remove_without_D,CLnew,CLnewNoCat,group,Racism,26,6,14,282,3,4,3,10
general-model-nolabel-paired-cases/v1,gold_group_1,328,remove_without_D,CLnew,CLnewNoCat,group,Region,26,6,11,285,4,9,2,2
general-model-nolabel-paired-cases/v1,gold_group_1,328,remove_without_D,CLnew,CLnewNoCat,group,LGBTQ,10,2,12,304,2,7,0,5
general-model-nolabel-paired-cases/v1,gold_group_1,328,remove_without_D,CLnew,CLnewNoCat,group,Sexism,32,8,33,255,5,20,3,13
general-model-nolabel-paired-cases/v1,gold_group_1,328,remove_without_D,CLnew,CLnewNoCat,group,others,16,12,5,295,0,5,12,0
general-model-nolabel-paired-cases/v1,gold_group_1,328,S_given_D,CD,CLDnewNoCat,hate,hate,43,7,80,198,7,80,0,0
general-model-nolabel-paired-cases/v1,gold_group_1,328,S_given_D,CD,CLDnewNoCat,group,Racism,14,18,8,288,8,6,10,2
general-model-nolabel-paired-cases/v1,gold_group_1,328,S_given_D,CD,CLDnewNoCat,group,Region,14,7,11,296,2,3,5,8
general-model-nolabel-paired-cases/v1,gold_group_1,328,S_given_D,CD,CLDnewNoCat,group,LGBTQ,5,2,0,321,1,0,1,0
general-model-nolabel-paired-cases/v1,gold_group_1,328,S_given_D,CD,CLDnewNoCat,group,Sexism,21,20,10,277,8,2,12,8
general-model-nolabel-paired-cases/v1,gold_group_1,328,S_given_D,CD,CLDnewNoCat,group,others,14,5,7,302,1,4,4,3
general-model-nolabel-paired-cases/v1,gold_group_1,328,S_vs_0,C0,CLnewNoCat,hate,hate,271,35,12,10,35,12,0,0
general-model-nolabel-paired-cases/v1,gold_group_1,328,S_vs_0,C0,CLnewNoCat,group,Racism,15,19,25,269,10,15,9,10
general-model-nolabel-paired-cases/v1,gold_group_1,328,S_vs_0,C0,CLnewNoCat,group,Region,18,8,19,283,6,16,2,3
general-model-nolabel-paired-cases/v1,gold_group_1,328,S_vs_0,C0,CLnewNoCat,group,LGBTQ,9,5,13,301,5,5,0,8
general-model-nolabel-paired-cases/v1,gold_group_1,328,S_vs_0,C0,CLnewNoCat,group,Sexism,35,30,30,233,26,17,4,13
general-model-nolabel-paired-cases/v1,gold_group_1,328,S_vs_0,C0,CLnewNoCat,group,others,21,0,0,307,0,0,0,0
general-model-nolabel-paired-cases/v1,gold_group_1,328,D_vs_0,C0,CD,hate,hate,49,257,1,21,257,1,0,0
general-model-nolabel-paired-cases/v1,gold_group_1,328,D_vs_0,C0,CD,group,Racism,17,17,15,279,11,3,6,12
general-model-nolabel-paired-cases/v1,gold_group_1,328,D_vs_0,C0,CD,group,Region,8,18,13,289,16,1,2,12
general-model-nolabel-paired-cases/v1,gold_group_1,328,D_vs_0,C0,CD,group,LGBTQ,4,10,3,311,10,0,0,3
general-model-nolabel-paired-cases/v1,gold_group_1,328,D_vs_0,C0,CD,group,Sexism,14,51,27,236,46,2,5,25
general-model-nolabel-paired-cases/v1,gold_group_1,328,D_vs_0,C0,CD,group,others,15,6,4,303,6,0,0,4
general-model-nolabel-paired-cases/v1,gold_group_1,328,D_given_S,CLnewNoCat,CLDnewNoCat,hate,hate,120,163,3,42,163,3,0,0
general-model-nolabel-paired-cases/v1,gold_group_1,328,D_given_S,CLnewNoCat,CLDnewNoCat,group,Racism,15,25,7,281,15,0,10,7
general-model-nolabel-paired-cases/v1,gold_group_1,328,D_given_S,CLnewNoCat,CLDnewNoCat,group,Region,10,27,15,276,25,1,2,14
general-model-nolabel-paired-cases/v1,gold_group_1,328,D_given_S,CLnewNoCat,CLDnewNoCat,group,LGBTQ,5,17,0,306,11,0,6,0
general-model-nolabel-paired-cases/v1,gold_group_1,328,D_given_S,CLnewNoCat,CLDnewNoCat,group,Sexism,14,51,17,246,41,0,10,17
general-model-nolabel-paired-cases/v1,gold_group_1,328,D_given_S,CLnewNoCat,CLDnewNoCat,group,others,18,3,3,304,3,0,0,3
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,remove_with_D,CLDnew,CLDnewNoCat,hate,hate,27,14,0,22,14,0,0,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,remove_with_D,CLDnew,CLDnewNoCat,group,Racism,8,6,2,47,5,1,1,1
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,remove_with_D,CLDnew,CLDnewNoCat,group,Region,9,2,4,48,2,1,0,3
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,remove_with_D,CLDnew,CLDnewNoCat,group,LGBTQ,1,0,1,61,0,0,0,1
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,remove_with_D,CLDnew,CLDnewNoCat,group,Sexism,7,2,7,47,2,7,0,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,remove_with_D,CLDnew,CLDnewNoCat,group,others,8,7,3,45,0,2,7,1
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,remove_without_D,CLnew,CLnewNoCat,hate,hate,51,2,2,8,2,2,0,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,remove_without_D,CLnew,CLnewNoCat,group,Racism,14,8,9,32,7,9,1,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,remove_without_D,CLnew,CLnewNoCat,group,Region,12,2,4,45,1,2,1,2
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,remove_without_D,CLnew,CLnewNoCat,group,LGBTQ,3,2,3,55,0,0,2,3
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,remove_without_D,CLnew,CLnewNoCat,group,Sexism,24,5,14,20,5,14,0,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,remove_without_D,CLnew,CLnewNoCat,group,others,17,3,0,43,0,0,3,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,S_given_D,CD,CLDnewNoCat,hate,hate,8,2,19,34,2,19,0,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,S_given_D,CD,CLDnewNoCat,group,Racism,8,4,2,49,4,2,0,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,S_given_D,CD,CLDnewNoCat,group,Region,11,2,2,48,1,1,1,1
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,S_given_D,CD,CLDnewNoCat,group,LGBTQ,1,3,1,58,1,0,2,1
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,S_given_D,CD,CLDnewNoCat,group,Sexism,8,6,6,43,5,5,1,1
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,S_given_D,CD,CLDnewNoCat,group,others,8,2,3,50,2,2,0,1
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,S_vs_0,C0,CLnewNoCat,hate,hate,46,8,7,2,8,7,0,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,S_vs_0,C0,CLnewNoCat,group,Racism,9,9,14,31,4,14,5,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,S_vs_0,C0,CLnewNoCat,group,Region,11,1,5,46,1,2,0,3
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,S_vs_0,C0,CLnewNoCat,group,LGBTQ,3,1,3,56,1,1,0,2
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,S_vs_0,C0,CLnewNoCat,group,Sexism,30,7,8,18,7,8,0,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,S_vs_0,C0,CLnewNoCat,group,others,17,0,0,46,0,0,0,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,D_vs_0,C0,CD,hate,hate,10,44,0,9,44,0,0,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,D_vs_0,C0,CD,group,Racism,5,13,7,38,8,6,5,1
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,D_vs_0,C0,CD,group,Region,6,6,7,44,6,0,0,7
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,D_vs_0,C0,CD,group,LGBTQ,3,1,1,58,1,0,0,1
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,D_vs_0,C0,CD,group,Sexism,13,24,1,25,24,1,0,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,D_vs_0,C0,CD,group,others,10,7,0,46,7,0,0,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,D_given_S,CLnewNoCat,CLDnewNoCat,hate,hate,24,29,3,7,29,3,0,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,D_given_S,CLnewNoCat,CLDnewNoCat,group,Racism,6,17,4,36,17,3,0,1
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,D_given_S,CLnewNoCat,CLDnewNoCat,group,Region,6,10,7,40,9,2,1,5
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,D_given_S,CLnewNoCat,CLDnewNoCat,group,LGBTQ,2,4,0,57,2,0,2,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,D_given_S,CLnewNoCat,CLDnewNoCat,group,Sexism,12,26,2,23,25,1,1,1
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,D_given_S,CLnewNoCat,CLDnewNoCat,group,others,10,7,1,45,7,0,0,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,remove_with_D,CLDnew,CLDnewNoCat,hate,hate,67,34,4,89,34,4,0,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,remove_with_D,CLDnew,CLDnewNoCat,group,Racism,2,7,5,180,6,2,1,3
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,remove_with_D,CLDnew,CLDnewNoCat,group,Region,9,3,3,179,1,1,2,2
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,remove_with_D,CLDnew,CLDnewNoCat,group,LGBTQ,3,1,1,189,0,0,1,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,remove_with_D,CLDnew,CLDnewNoCat,group,Sexism,9,5,13,167,2,6,3,7
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,remove_with_D,CLDnew,CLDnewNoCat,group,others,8,20,6,160,0,4,20,2
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,remove_without_D,CLnew,CLnewNoCat,hate,hate,138,13,8,35,13,8,0,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,remove_without_D,CLnew,CLnewNoCat,group,Racism,13,11,21,149,8,11,3,10
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,remove_without_D,CLnew,CLnewNoCat,group,Region,8,5,9,172,2,7,3,2
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,remove_without_D,CLnew,CLnewNoCat,group,LGBTQ,8,3,11,172,2,4,1,7
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,remove_without_D,CLnew,CLnewNoCat,group,Sexism,21,8,32,133,8,22,0,10
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,remove_without_D,CLnew,CLnewNoCat,group,others,11,14,3,166,0,3,14,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,S_given_D,CD,CLDnewNoCat,hate,hate,21,3,50,120,3,50,0,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,S_given_D,CD,CLDnewNoCat,group,Racism,2,17,5,170,11,3,6,2
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,S_given_D,CD,CLDnewNoCat,group,Region,6,8,6,174,3,3,5,3
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,S_given_D,CD,CLDnewNoCat,group,LGBTQ,3,2,1,188,0,0,2,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,S_given_D,CD,CLDnewNoCat,group,Sexism,11,15,11,157,9,4,6,7
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,S_given_D,CD,CLDnewNoCat,group,others,10,2,4,178,1,0,1,4
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,S_vs_0,C0,CLnewNoCat,hate,hate,139,41,7,7,41,7,0,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,S_vs_0,C0,CLnewNoCat,group,Racism,9,17,25,143,12,16,5,9
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,S_vs_0,C0,CLnewNoCat,group,Region,8,5,9,172,5,5,0,4
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,S_vs_0,C0,CLnewNoCat,group,LGBTQ,6,5,13,170,5,4,0,9
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,S_vs_0,C0,CLnewNoCat,group,Sexism,35,28,18,113,27,8,1,10
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,S_vs_0,C0,CLnewNoCat,group,others,14,0,0,180,0,0,0,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,D_vs_0,C0,CD,hate,hate,23,157,1,13,157,1,0,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,D_vs_0,C0,CD,group,Racism,11,15,8,160,12,3,3,5
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,D_vs_0,C0,CD,group,Region,5,8,9,172,8,1,0,8
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,D_vs_0,C0,CD,group,LGBTQ,2,9,3,180,9,0,0,3
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,D_vs_0,C0,CD,group,Sexism,13,50,13,118,47,2,3,11
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,D_vs_0,C0,CD,group,others,11,3,1,179,3,0,0,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,D_given_S,CLnewNoCat,CLDnewNoCat,hate,hate,65,81,6,42,81,6,0,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,D_given_S,CLnewNoCat,CLDnewNoCat,group,Racism,2,32,5,155,22,1,10,4
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,D_given_S,CLnewNoCat,CLDnewNoCat,group,Region,5,12,7,170,10,3,2,4
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,D_given_S,CLnewNoCat,CLDnewNoCat,group,LGBTQ,4,15,0,175,8,0,7,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,D_given_S,CLnewNoCat,CLDnewNoCat,group,Sexism,13,40,9,132,32,1,8,8
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,D_given_S,CLnewNoCat,CLDnewNoCat,group,others,10,4,4,176,4,0,0,4
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,remove_with_D,CLDnew,CLDnewNoCat,hate,hate,13,1,2,13,0,0,1,2
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,remove_with_D,CLDnew,CLDnewNoCat,group,Racism,3,0,0,26,0,0,0,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,remove_with_D,CLDnew,CLDnewNoCat,group,Region,4,0,0,25,0,0,0,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,remove_with_D,CLDnew,CLDnewNoCat,group,LGBTQ,5,0,0,24,0,0,0,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,remove_with_D,CLDnew,CLDnewNoCat,group,Sexism,6,0,5,18,0,0,0,5
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,remove_with_D,CLDnew,CLDnewNoCat,group,others,3,9,0,17,0,0,9,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,remove_without_D,CLnew,CLnewNoCat,hate,hate,0,0,1,28,0,0,0,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,remove_without_D,CLnew,CLnewNoCat,group,Racism,3,0,0,26,0,0,0,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,remove_without_D,CLnew,CLnewNoCat,group,Region,2,0,0,27,0,0,0,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,remove_without_D,CLnew,CLnewNoCat,group,LGBTQ,4,1,0,24,0,0,1,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,remove_without_D,CLnew,CLnewNoCat,group,Sexism,0,0,10,19,0,0,0,10
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,remove_without_D,CLnew,CLnewNoCat,group,others,1,9,0,19,0,0,9,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,S_given_D,CD,CLDnewNoCat,hate,hate,12,4,3,10,0,0,4,3
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,S_given_D,CD,CLDnewNoCat,group,Racism,2,4,1,22,0,0,4,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,S_given_D,CD,CLDnewNoCat,group,Region,2,0,2,25,0,0,0,2
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,S_given_D,CD,CLDnewNoCat,group,LGBTQ,4,0,1,24,0,0,0,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,S_given_D,CD,CLDnewNoCat,group,Sexism,8,1,3,17,0,0,1,3
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,S_given_D,CD,CLDnewNoCat,group,others,0,1,3,25,0,0,1,3
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,S_vs_0,C0,CLnewNoCat,hate,hate,0,0,1,28,0,0,0,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,S_vs_0,C0,CLnewNoCat,group,Racism,2,0,1,26,0,0,0,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,S_vs_0,C0,CLnewNoCat,group,Region,0,1,2,26,0,0,1,2
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,S_vs_0,C0,CLnewNoCat,group,LGBTQ,3,0,1,25,0,0,0,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,S_vs_0,C0,CLnewNoCat,group,Sexism,2,1,8,18,0,0,1,8
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,S_vs_0,C0,CLnewNoCat,group,others,0,0,1,28,0,0,0,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,D_vs_0,C0,CD,hate,hate,0,0,16,13,0,0,0,16
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,D_vs_0,C0,CD,group,Racism,2,0,4,23,0,0,0,4
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,D_vs_0,C0,CD,group,Region,1,0,1,27,0,0,0,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,D_vs_0,C0,CD,group,LGBTQ,3,0,1,25,0,0,0,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,D_vs_0,C0,CD,group,Sexism,3,0,6,20,0,0,0,6
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,D_vs_0,C0,CD,group,others,0,0,1,28,0,0,0,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,D_given_S,CLnewNoCat,CLDnewNoCat,hate,hate,1,0,14,14,0,0,0,14
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,D_given_S,CLnewNoCat,CLDnewNoCat,group,Racism,3,0,0,26,0,0,0,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,D_given_S,CLnewNoCat,CLDnewNoCat,group,Region,2,0,2,25,0,0,0,2
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,D_given_S,CLnewNoCat,CLDnewNoCat,group,LGBTQ,4,0,1,24,0,0,0,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,D_given_S,CLnewNoCat,CLDnewNoCat,group,Sexism,7,3,4,15,0,0,3,4
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,D_given_S,CLnewNoCat,CLDnewNoCat,group,others,1,0,2,26,0,0,0,2
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,remove_with_D,CLDnew,CLDnewNoCat,hate,hate,69,20,10,97,20,10,0,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,remove_with_D,CLDnew,CLDnewNoCat,group,Racism,21,4,4,167,2,3,2,1
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,remove_with_D,CLDnew,CLDnewNoCat,group,Region,18,1,8,169,1,0,0,8
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,remove_with_D,CLDnew,CLDnewNoCat,group,LGBTQ,3,1,0,192,0,0,1,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,remove_with_D,CLDnew,CLDnewNoCat,group,Sexism,20,7,3,166,4,2,3,1
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,remove_with_D,CLDnew,CLDnewNoCat,group,others,15,6,3,172,0,3,6,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,remove_without_D,CLnew,CLnewNoCat,hate,hate,189,1,1,5,1,1,0,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,remove_without_D,CLnew,CLnewNoCat,group,Racism,27,3,2,164,2,2,1,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,remove_without_D,CLnew,CLnewNoCat,group,Region,30,3,6,157,3,4,0,2
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,remove_without_D,CLnew,CLnewNoCat,group,LGBTQ,5,1,4,186,0,3,1,1
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,remove_without_D,CLnew,CLnewNoCat,group,Sexism,34,5,15,142,2,12,3,3
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,remove_without_D,CLnew,CLnewNoCat,group,others,22,1,2,171,0,2,1,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,S_given_D,CD,CLDnewNoCat,hate,hate,30,6,49,111,6,49,0,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,S_given_D,CD,CLDnewNoCat,group,Racism,20,5,5,166,1,5,4,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,S_given_D,CD,CLDnewNoCat,group,Region,19,1,7,169,0,1,1,6
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,S_given_D,CD,CLDnewNoCat,group,LGBTQ,3,3,0,190,2,0,1,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,S_given_D,CD,CLDnewNoCat,group,Sexism,18,11,5,162,4,3,7,2
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,S_given_D,CD,CLDnewNoCat,group,others,12,5,6,173,2,6,3,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,S_vs_0,C0,CLnewNoCat,hate,hate,178,2,12,4,2,12,0,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,S_vs_0,C0,CLnewNoCat,group,Racism,15,11,14,156,2,13,9,1
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,S_vs_0,C0,CLnewNoCat,group,Region,21,4,15,156,2,13,2,2
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,S_vs_0,C0,CLnewNoCat,group,LGBTQ,6,1,3,186,1,2,0,1
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,S_vs_0,C0,CLnewNoCat,group,Sexism,30,9,19,138,6,16,3,3
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,S_vs_0,C0,CLnewNoCat,group,others,24,0,0,172,0,0,0,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,D_vs_0,C0,CD,hate,hate,36,144,0,16,144,0,0,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,D_vs_0,C0,CD,group,Racism,11,15,14,156,7,6,8,8
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,D_vs_0,C0,CD,group,Region,9,16,11,160,14,0,2,11
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,D_vs_0,C0,CD,group,LGBTQ,5,2,1,188,2,0,0,1
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,D_vs_0,C0,CD,group,Sexism,14,25,15,142,23,1,2,14
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,D_vs_0,C0,CD,group,others,14,10,3,169,10,0,0,3
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,D_given_S,CLnewNoCat,CLDnewNoCat,hate,hate,79,111,0,6,111,0,0,0
