schema_version,query_id,condition,task,lex_hit,gold,pred_labels,correct,ordinal,top_score_gap,tied_top_count,within_two_epsilon,gold_margin,gold_mass,gold_nll,hate_logodds,group_label_logodds,pred_group_size,group_error_count,score_mode_sensitive,score_mode_predictions,core_mask,six_condition_mask,prompt_tokens,dictionary_tokens,demo_tokens,context_sha256,prompt_sha256,missing_reason,task_specific_null_reason,context_status
general-model-nolabel-paired-cases/v1,1567,C0,hate,False,non-hate,"[""non-hate""]",True,1,5.212104797363281,1,False,5.212104797363281,0.9945793534928594,0.005435391520561707,-5.212104797363281,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",1101,110111,117,0,0,c295baf97e8ac05b41646160f58591ff96c4815b40e9a9f4a77ca7201917ea28,f5e0611d471946c6a3536563e9996e31b210b3a3bbca6fbd26fabd59be830d1b,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1567,C0,group,False,[],[],True,0,11.150169372558594,1,False,11.150169372558594,0.9999853361187291,1.4663988786653662e-05,null,"{""LGBTQ"":-16.82206729838722,""Racism"":-16.724269215760636,""Region"":-15.493910917556274,""Sexism"":-21.29702573946966,""others"":-11.150169663176277}",0,0,False,"{""answer_mean"":[],""answer_sum"":[],""mean_with_eos"":[],""total_with_eos"":[]}",1111,111111,190,0,0,7679d00a00d248c80398d31e5a17362abf517c61a37fc3a2eeaa54e6bc95a4b4,0741309f281b80faa533b9cd6b99905e1fe0768933c9b8939fe6b2d990cfd578,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1567,CLnew,hate,False,non-hate,"[""non-hate""]",True,1,16.37786293029785,1,False,16.37786293029785,0.9999999228769014,7.712310159534337e-08,-16.37786293029785,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",1101,110111,262,145,0,70430d366872c0676fa750d77d911fda88d5b3934b05db0748c3c68d39a0441a,82a5cde3c75c7744b6b8051dba05ae3edb0f7a3c2631e72b2e0fd930a8d8067e,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1567,CLnew,group,False,[],[],True,0,21.87347412109375,1,False,21.87347412109375,0.9999999996827291,3.1727087618745474e-10,null,"{""LGBTQ"":-36.61835620212871,""Racism"":-34.833304055205375,""Region"":-27.989672331378912,""Sexism"":-35.17953217545281,""others"":-21.87347411732578}",0,0,False,"{""answer_mean"":[],""answer_sum"":[],""mean_with_eos"":[],""total_with_eos"":[]}",1111,111111,335,145,0,ba566bb8e35f0ea339927dffeb81fc0e7a0c7ac726a25a978377baf589c9917d,84bc190466564d12c5e1f531f53b2f1555a03ba085b42400121966b14e107d55,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1567,CD,hate,False,non-hate,"[""hate""]",False,0,1.50048828125,1,False,-1.50048828125,0.18235270968272335,1.701812502047761,1.50048828125,null,null,null,False,"{""answer_mean"":[""hate""],""answer_sum"":[""hate""],""mean_with_eos"":[""hate""],""total_with_eos"":[""hate""]}",1101,110111,440,0,323,e4ccc4b7b55ba2aaeb0f933f71a6db5d7260688683586beb853fda5ca8c075ef,bf66550f4f1b217883c4fede5d62b5141c487c929f7b8571d0a5f7b972311e01,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1567,CD,group,False,[],[],True,0,8.279590606689453,1,False,8.279590606689453,0.9997458879811357,0.0002541443107940143,null,"{""LGBTQ"":-18.983548923600807,""Racism"":-17.83286520538203,""Region"":-16.0030990398138,""Sexism"":-14.732873518653275,""others"":-8.279591128456456}",0,0,False,"{""answer_mean"":[],""answer_sum"":[],""mean_with_eos"":[],""total_with_eos"":[]}",1111,111111,515,0,325,8c6ee83ffa89e9b65666d7183711d79a325fcb50b306ff2028841cc0eee4296d,4619f0a95e6e03893c0a1b0e71ae57ede826a7eb5c38a5892aabd5ee2a7ca9fa,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1567,CLDnew,hate,False,non-hate,"[""non-hate""]",True,1,4.218173980712891,1,False,4.218173980712891,0.9854881848319762,0.014618141469880074,-4.218173980712891,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",1101,110111,585,145,323,8bcdd9600e851f1bfddec1891ce2fdbfcc050a57a81ac4cf17a9af7ca05ee86f,63ac52e8018e068a17c5135dc182ce30e9b88cb7c5b12b7b71aace0733e9fb9a,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1567,CLDnew,group,False,[],[],True,0,14.39297103881836,1,False,14.39297103881836,0.9999994381648823,5.618352754586701e-07,null,"{""LGBTQ"":-29.64282983007312,""Racism"":-29.08709772224628,""Region"":-21.875282403546255,""Sexism"":-22.34771020126908,""others"":-14.392971039076363}",0,0,False,"{""answer_mean"":[],""answer_sum"":[],""mean_with_eos"":[],""total_with_eos"":[]}",1111,111111,660,145,325,75c8c3ae6d429ced5d29b72ef8f3f46e1b4951bebcb683b305e81bbf866aa796,70a3eda6bf7d167d468fd445372cdfa2a63f77ddb7c89362a283f2a544b4f4cd,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1567,CLnewNoCat,hate,False,non-hate,"[""non-hate""]",True,1,14.354459762573242,1,False,14.354459762573242,0.9999994166394169,5.833607531896545e-07,-14.354459762573242,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",1101,110111,240,123,0,382f54044aec099b34144f9a083d40481d5b0049798fee3dc2a2e988eabcdb04,da1231ec966280c048f31d1a964b470554d6877b5d70fc9abcece3b09b149381,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1567,CLnewNoCat,group,False,[],[],True,0,22.240821838378906,1,False,22.240821838378906,0.999999999665532,3.344680087886895e-10,null,"{""LGBTQ"":-31.867315365400117,""Racism"":-35.263928470072585,""Region"":-22.240821748806304,""Sexism"":-32.85174818439081,""others"":-22.884345875412833}",0,0,False,"{""answer_mean"":[],""answer_sum"":[],""mean_with_eos"":[],""total_with_eos"":[]}",1111,111111,313,123,0,32a7fcc697286544b75be028692888a2ecf35ca990ec9db7c73d0a1126ba4fd0,68594668cd3fb8473f2a1c36fc1ae321c08e0a04a9fcacfcc153cdd06d2e2937,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1567,CLDnewNoCat,hate,False,non-hate,"[""non-hate""]",True,1,2.5859146118164062,1,False,2.5859146118164062,0.9299495481237157,0.07262494363572149,-2.5859146118164062,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",1101,110111,563,123,323,0ae11d5e92dcd29f0c3aa49d767a07527155e50cc7b6e7e7ea3ad232bf16943b,0eebbac2644bcad24d584f3215b9e5688aa66092ec22d8e713b9fe90fb0cf36c,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1567,CLDnewNoCat,group,False,[],[],True,0,13.028900146484375,1,False,13.028900146484375,0.9999978021888305,2.197813584666308e-06,null,"{""LGBTQ"":-25.91132585181646,""Racism"":-23.590898801873394,""Region"":-20.539192488091025,""Sexism"":-21.21590258696186,""others"":-13.02890014728997}",0,0,False,"{""answer_mean"":[],""answer_sum"":[],""mean_with_eos"":[],""total_with_eos"":[]}",1111,111111,638,123,325,18358ccafcbbb96a4edd39bc6d99e98be7faeb1d24b0d04a423d12591fe295bd,2238a5e9d76d0d7af5582414e0064934ad8029ac5cb225a4f7a60467db7caab9,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1569,C0,hate,True,hate,"[""non-hate""]",False,1,5.3140411376953125,1,False,-5.3140411376953125,0.004897888621572674,5.318951060283458,-5.3140411376953125,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",0011,001001,175,0,0,5959f2ad11094cb9ae087bd78dee0f6df7041cc53ec94dff2eee0e654e886d32,de5613bf7fd8975d058265bfa297299fb253461dbfd7450e8f0a03aa558e3ded,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1569,C0,group,True,"[""Racism"",""Sexism""]","[""Racism""]",False,1,4.112220764160156,1,False,-9.848052978515625,5.1115037000778825e-05,9.881431837882355,null,"{""LGBTQ"":-3.430333867991183,""Racism"":3.3850554326545206,""Region"":-16.2306283505335,""Sexism"":-4.058858430305112,""others"":-22.127594435895183}",1,1,False,"{""answer_mean"":[""Racism""],""answer_sum"":[""Racism""],""mean_with_eos"":[""Racism""],""total_with_eos"":[""Racism""]}",0000,000000,248,0,0,73fea620aebcb10425178de5308491b37c10674e8be7466f1f13ebced8a909a2,d6c4081dc45f5b9b8d23b903c1b1af1e219469e66d378d4e4d61d28e4d30d93d,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1569,CLnew,hate,True,hate,"[""non-hate""]",False,1,6.370449066162109,1,False,-6.370449066162109,0.001708466671729743,6.372158993927414,-6.370449066162109,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",0011,001001,456,281,0,4a19bae22cb265537075e268a485360b36659e777de67d993b21f5b7a4e2d036,d6ec8e02641ee2f53e2ba0be48e9311b2f848421b63c2c8efe4e1b61935e259b,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1569,CLnew,group,True,"[""Racism"",""Sexism""]","[""Racism""]",False,1,2.7422714233398438,1,False,-5.368564605712891,0.004260553677224918,5.458356155966822,null,"{""LGBTQ"":-6.100365695154734,""Racism"":2.4205671943868827,""Region"":-12.724965502018692,""Sexism"":-3.6726300597902997,""others"":-18.37832054031765}",1,1,False,"{""answer_mean"":[""Racism""],""answer_sum"":[""Racism""],""mean_with_eos"":[""Racism""],""total_with_eos"":[""Racism""]}",0000,000000,529,281,0,b1543e1eeda4a22c690b85d33a7986df736e779788707d482600c108142fdffa,eca2122cdc19a7c2826e7284c9620c0af3a07df6278873c812970afbdff3777b,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1569,CD,hate,True,hate,"[""hate""]",True,0,3.5772933959960938,1,False,3.5772933959960938,0.9728087796404286,0.02756774268716489,3.5772933959960938,null,null,null,False,"{""answer_mean"":[""hate""],""answer_sum"":[""hate""],""mean_with_eos"":[""hate""],""total_with_eos"":[""hate""]}",0011,001001,716,0,541,db206c8af895ee37bdb8b2d7e95ad0bf54f9f5dd95a4dbcd8c1913d2ac304785,dd58434dc6837a83f88dbc77dea034f0135c72741f7ff0f034304a5727ef2ed1,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1569,CD,group,True,"[""Racism"",""Sexism""]","[""Racism""]",False,1,7.203983306884766,1,False,-7.203983306884766,0.000743065173664784,7.204726800182538,null,"{""LGBTQ"":-24.15215081465159,""Racism"":15.700907858293805,""Region"":-15.701170540622867,""Sexism"":-7.20397206309415,""others"":-24.988743262503778}",1,1,False,"{""answer_mean"":[""Racism""],""answer_sum"":[""Racism""],""mean_with_eos"":[""Racism""],""total_with_eos"":[""Racism""]}",0000,000000,805,0,557,1d0822dd66505e488f7f0e97c4f5476111ad125ca510b7a9644f31083747e188,e3677db713e8d0472dcfe091a0f346a545c6713559d2957edfba00043af47734,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1569,CLDnew,hate,True,hate,"[""non-hate""]",False,1,0.3366661071777344,1,False,-0.3366661071777344,0.41661954611226704,0.8755818330795395,-0.3366661071777344,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",0011,001001,997,281,541,3b9d209bd18e35573f655cbe57648355c0ad80e22cda12dbc25e3f42891b7256,85b03423a921cd5fa5d279dd49e0eb5e2522ff80a42b4ac63f80bf435aa16c7c,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1569,CLDnew,group,True,"[""Racism"",""Sexism""]","[""Racism""]",False,1,0.4576606750488281,1,False,-14.972930908203125,1.9249332800775784e-07,15.463204343519193,null,"{""LGBTQ"":-23.25340757689095,""Racism"":0.4576607591100899,""Region"":-0.4576608360230258,""Sexism"":-15.131879116015092,""others"":-23.64256774408867}",1,1,False,"{""answer_mean"":[""Racism""],""answer_sum"":[""Racism""],""mean_with_eos"":[""Racism""],""total_with_eos"":[""Racism""]}",0000,000000,1086,281,557,43ed8289714d5bf7f7c7d0558fabb16fcb71fabae28814008199eb5ce9e03a2d,bc70a39b1e056351fbb1477b71e3b6e5c2b1974bf84663e6c57cef260b160bea,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1569,CLnewNoCat,hate,True,hate,"[""non-hate""]",False,1,6.624668121337891,1,False,-6.624668121337891,0.0013254616538955159,6.625994462193068,-6.624668121337891,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",0011,001001,413,238,0,0255c54df432f8690bf4d2542400c0f4ea3bf425b67ddd96c157a051c4c39848,f0d1f73cfb641f213f595b6f0e5d27f410adda1b54eb0fe2cd64e479e0e64758,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1569,CLnewNoCat,group,True,"[""Racism"",""Sexism""]","[""Sexism""]",False,8,4.579875946044922,1,False,-16.45948028564453,6.992154469146968e-08,16.47589201357386,null,"{""LGBTQ"":-4.583056721710829,""Racism"":-8.995009904743235,""Region"":-18.26593942196472,""Sexism"":4.103478723952936,""others"":-15.805472033404843}",1,1,False,"{""answer_mean"":[""Sexism""],""answer_sum"":[""Sexism""],""mean_with_eos"":[""Sexism""],""total_with_eos"":[""Sexism""]}",0000,000000,486,238,0,75bf1acb9ca4771e9400088780abc266fbddbf8c67022f82da6de0d5a5fc7ebc,e374c638bc37cfd827b01fe899a42423c01eee93a114965289357735afda0b81,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1569,CLDnewNoCat,hate,True,hate,"[""hate""]",True,0,1.2808303833007812,1,False,1.2808303833007812,0.7825910928794334,0.2451449507177786,1.2808303833007812,null,null,null,False,"{""answer_mean"":[""hate""],""answer_sum"":[""hate""],""mean_with_eos"":[""hate""],""total_with_eos"":[""hate""]}",0011,001001,954,238,541,6327460a812c5203795605ef09c36f3664371f193618896054875ee2c68203c4,0446ebd1271fda6ac24de359cbc24951a858deb3424a01e400c10d6c6d82692f,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1569,CLDnewNoCat,group,True,"[""Racism"",""Sexism""]","[""Racism""]",False,1,0.9469871520996094,1,False,-8.263236999511719,0.00018509888070385297,8.59462038538391,null,"{""LGBTQ"":-20.528866191572746,""Racism"":0.9351304150427954,""Region"":-0.935130930595286,""Sexism"":-5.628973877834753,""others"":-23.92342390936302}",1,1,False,"{""answer_mean"":[""Racism""],""answer_sum"":[""Racism""],""mean_with_eos"":[""Racism""],""total_with_eos"":[""Racism""]}",0000,000000,1043,238,557,c74df384d785ca7197ca0c2dd05b20f0311733942360556c954895795a30ddc7,abe05a48ca44a28cb277f8bddccab1c7fb1679e578c0706b71fc7153f50f9079,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1572,C0,hate,False,hate,"[""non-hate""]",False,1,6.387969970703125,1,False,-6.387969970703125,0.001678843316366544,6.389650224856203,-6.387969970703125,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",0010,001000,123,0,0,e6db21a82371adbd639cc6eb361acbb4ea073028e8f2b4303ca60e8f53773dd1,5d4e79c0396f95d7e8b670906edd9d63195f440c967554dc5ff2cf1f180686ff,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1572,C0,group,False,"[""Region""]",[],False,0,0.15227127075195312,1,False,-0.15227127075195312,0.46199645425478764,0.7721980627030364,null,"{""LGBTQ"":-21.455652403322418,""Racism"":-10.833739924613667,""Region"":-0.15230793446543855,""Sexism"":-23.711540717212973,""others"":-20.031780284878995}",0,1,True,"{""answer_mean"":[""Region""],""answer_sum"":[],""mean_with_eos"":[""Region""],""total_with_eos"":[]}",0011,001101,196,0,0,f758216ba101cef0ca6aeb52491972dd7911059ca622a713c788213d69e6d887,0ad775856932c0e7db4ea2d3854ce7a3d34aab86693fef5178432b446a08e84e,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1572,CLnew,hate,False,hate,"[""non-hate""]",False,1,10.7652587890625,1,False,-10.7652587890625,2.1120215205986408e-05,10.765279909500741,-10.7652587890625,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",0010,001000,411,288,0,bfbf452b967b9d29ebd381614933fb083a66398951b676fb59aa42f8e8b8467d,1210d35c59884aecb453c7fe9df6a02bfd3b2a4bc1d41109a96f49c5e944b584,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1572,CLnew,group,False,"[""Region""]",[],False,0,12.057430267333984,1,False,-12.057430267333984,5.801256252497566e-06,12.057436068607066,null,"{""LGBTQ"":-43.032441064906266,""Racism"":-33.818679506102676,""Region"":-12.057430267333979,""Sexism"":-43.542322811988605,""others"":-46.17251599270979}",0,1,False,"{""answer_mean"":[],""answer_sum"":[],""mean_with_eos"":[],""total_with_eos"":[]}",0011,001101,484,288,0,5e0192e3a235b077ffdc776212b2bc0ea0b527a27178cbf5d1132ab436784b5c,1a2f65e15f99f4bd87d60b3e5ad55e25d779e88ca108990a1c85c4151c04eb39,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1572,CD,hate,False,hate,"[""hate""]",True,0,3.1790904998779297,1,False,3.1790904998779297,0.9600397891322247,0.0407805483664248,3.1790904998779297,null,null,null,False,"{""answer_mean"":[""hate""],""answer_sum"":[""hate""],""mean_with_eos"":[""hate""],""total_with_eos"":[""hate""]}",0010,001000,689,0,566,d292dc29d4e5a350a7167a1215fa732969d859c3a4e7b869c8a5de81a1f2d0ba,52f87d990c69ce80e130b5ac24090e57b6e1485b91b7b02108972abab3b955e6,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1572,CD,group,False,"[""Region""]","[""Region""]",True,2,19.1268310546875,1,False,19.1268310546875,0.9999999950335956,4.966404386510297e-09,null,"{""LGBTQ"":-33.07035589601658,""Racism"":-24.197968928762265,""Region"":19.124765367518062,""Sexism"":-30.234773502835424,""others"":-36.01198186393545}",1,0,False,"{""answer_mean"":[""Region""],""answer_sum"":[""Region""],""mean_with_eos"":[""Region""],""total_with_eos"":[""Region""]}",0011,001101,774,0,578,c26e77077756c2821618c77a11835bf4191ae8b540d542d76fb5897d86b5401f,599d3d3659169716572f854c40209c0c01a18b34a4fccc7785b7f3d2d2e111dd,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1572,CLDnew,hate,False,hate,"[""non-hate""]",False,1,2.0096397399902344,1,False,-2.0096397399902344,0.11819452059161137,2.135423532177629,-2.0096397399902344,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",0010,001000,977,288,566,5648bf0a3e561d933b4b2347a988ce1209cb3abe3e6dd39ab0c32b40f5fd2259,182ba91ab1fc62d1c676fdc08e195bd690045b22c4752658ec0a0826716d67b8,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1572,CLDnew,group,False,"[""Region""]","[""Region""]",True,2,12.789548873901367,1,False,12.789548873901367,0.999997210229959,2.789773932441005e-06,null,"{""LGBTQ"":-31.914856095679394,""Racism"":-27.962381734310018,""Region"":12.789548738569138,""Sexism"":-30.85039235826181,""others"":-33.49429095959816}",1,0,False,"{""answer_mean"":[""Region""],""answer_sum"":[""Region""],""mean_with_eos"":[""Region""],""total_with_eos"":[""Region""]}",0011,001101,1062,288,578,927898b85d05d2ea39ca3ccb27f023b9cf5d17bec659f4154ffa8a047de2b10b,00070d26cf30b642c955cc5ad3ce640e1a9f8bdb153a23e7e6c983f00b3acabe,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1572,CLnewNoCat,hate,False,hate,"[""non-hate""]",False,1,12.403179168701172,1,False,-12.403179168701172,4.105498955515825e-06,12.403183274208555,-12.403179168701172,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",0010,001000,359,236,0,1cfce4b644ac77d373cf70a8f117498ffaa9b09a5fbe43a3e119e19895a88493,ae1f6bcac5f395f56fbb251147aa7cf6df725ecc3572a07cb5153ff618e37d79,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1572,CLnewNoCat,group,False,"[""Region""]",[],False,0,7.930622100830078,1,False,-7.930622100830078,0.00035943342027387303,7.930981598862147,null,"{""LGBTQ"":-38.60504453178471,""Racism"":-29.755608482072464,""Region"":-7.930622100830137,""Sexism"":-39.050800606855354,""others"":-38.3680032824137}",0,1,False,"{""answer_mean"":[],""answer_sum"":[],""mean_with_eos"":[],""total_with_eos"":[]}",0011,001101,432,236,0,332312ccf325b5e8d4770d4b0e94e6f1d6f884ccb5fa4910465a9fbf540c0877,803b3f91df960710cafd994cde3137efd4b0bb97b1e57e6263229f07a8842a74,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1572,CLDnewNoCat,hate,False,hate,"[""non-hate""]",False,1,0.301544189453125,1,False,-0.301544189453125,0.42518003670543925,0.8552425839800483,-0.301544189453125,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",0010,001000,925,236,566,df6f93aff57d061cea11242360df265bbeefc1ba91eafaabaaeecc7ac1bbc068,2254f013105ed666c0dc6589d92bfa0fffa0664f58f63bf115072a3da1592ed5,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1572,CLDnewNoCat,group,False,"[""Region""]","[""Region""]",True,2,9.981407165527344,1,False,9.981407165527344,0.999953750195496,4.625087405910324e-05,null,"{""LGBTQ"":-32.85669225674851,""Racism"":-26.159883779029464,""Region"":9.981407082747403,""Sexism"":-30.62549262699748,""others"":-32.953911610810565}",1,0,False,"{""answer_mean"":[""Region""],""answer_sum"":[""Region""],""mean_with_eos"":[""Region""],""total_with_eos"":[""Region""]}",0011,001101,1010,236,578,10e9d6e0bc1267fe17544df1fdbee2584ce379a4941c81505a72e14cda82ed91,c8fff760ef17420d75d7c3728cd24231acc109f095d4728545bc9961bb2434e6,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1580,C0,hate,True,hate,"[""hate""]",True,0,2.2024002075195312,1,False,2.2024002075195312,0.9004648433359662,0.10484415639869943,2.2024002075195312,null,null,null,False,"{""answer_mean"":[""hate""],""answer_sum"":[""hate""],""mean_with_eos"":[""hate""],""total_with_eos"":[""hate""]}",1111,111011,122,0,0,8c889d89474b8730f5ce5dacda08aa97f633a0c62e81f7ebce0e667234460ade,4633eed7702c49fc9dfe850af8fa1a06551dc076bd0b57ccc15ef9d7d026126b,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1580,C0,group,True,"[""Racism"",""Sexism""]","[""Racism""]",False,1,14.387691497802734,1,False,-14.387691497802734,5.642929731271113e-07,14.38769226441973,null,"{""LGBTQ"":-29.092760095471757,""Racism"":15.413399686946912,""Region"":-28.705335845420123,""Sexism"":-14.387675385191734,""others"":-30.33174446580475}",1,1,False,"{""answer_mean"":[""Racism""],""answer_sum"":[""Racism""],""mean_with_eos"":[""Racism""],""total_with_eos"":[""Racism""]}",0011,011101,195,0,0,9983617d81be4d6fab6b43ee228574e17b5f46449852aa2933b393b7f8293124,cb5a3e25dcb6b3cab56dda6b8b62b1a123010624c984b36e37dbd6017052ca12,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1580,CLnew,hate,True,hate,"[""hate""]",True,0,2.4461116790771484,1,False,2.4461116790771484,0.9202766400406811,0.08308095844254873,2.4461116790771484,null,null,null,False,"{""answer_mean"":[""hate""],""answer_sum"":[""hate""],""mean_with_eos"":[""hate""],""total_with_eos"":[""hate""]}",1111,111011,429,306,0,dd7347ed92bb2b7755dce977f203044353b88c6d2c28a7336cc4add6f438517f,1f0563ba0a5f065473c2ba5a4bad9abdf5c0f2243e4d25cf964e5e3e2bc8a59c,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1580,CLnew,group,True,"[""Racism"",""Sexism""]","[""Racism"",""Sexism""]",True,9,6.685546875,1,False,6.685546875,0.9987326816491495,0.001268122077875411,null,"{""LGBTQ"":-25.4575328466305,""Racism"":6.685566506022715,""Region"":-21.284233041094367,""Sexism"":6.669584781999759,""others"":-21.674698851409943}",2,0,False,"{""answer_mean"":[""Racism"",""Sexism""],""answer_sum"":[""Racism"",""Sexism""],""mean_with_eos"":[""Racism"",""Sexism""],""total_with_eos"":[""Racism"",""Sexism""]}",0011,011101,502,306,0,a1fc500a3fceee4cf09ad83520cf1ac43d2d26c4195202bd921b7d54c0ad4292,a2e69f19fc128a52486062198349d3b339b91f1e746e0f6769461e46c50dc627,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1580,CD,hate,True,hate,"[""hate""]",True,0,3.1975879669189453,1,False,3.1975879669189453,0.9607434071693138,0.04004791173162231,3.1975879669189453,null,null,null,False,"{""answer_mean"":[""hate""],""answer_sum"":[""hate""],""mean_with_eos"":[""hate""],""total_with_eos"":[""hate""]}",1111,111011,668,0,546,77cc6cead7533402a7817c5e5363f4957aee7da5d329babdfd04daeec926f07e,a224c19f9fc9111e01476d18f0343f639fc3ca5c23851548f55a0d9b6d23d940,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1580,CD,group,True,"[""Racism"",""Sexism""]","[""Racism"",""Sexism""]",True,9,12.305744171142578,1,False,12.305744171142578,0.9999954579493959,4.5420609192659e-06,null,"{""LGBTQ"":-24.959826911496233,""Racism"":22.457501086887508,""Region"":-35.4953593053038,""Sexism"":12.305705211447936,""others"":-17.937781873371097}",2,0,False,"{""answer_mean"":[""Racism"",""Sexism""],""answer_sum"":[""Racism"",""Sexism""],""mean_with_eos"":[""Racism"",""Sexism""],""total_with_eos"":[""Racism"",""Sexism""]}",0011,011101,771,0,576,a4e95dcbe32911aebda6b9c928422703e6d2b3046102cf3919a2176a368fa2db,85102802821a03e42a35789a5f79fb12cca6be11383f15bd4d2b098a71c9fa97,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,1580,CLDnew,hate,True,hate,"[""non-hate""]",False,1,0.06702995300292969,1,False,-0.06702995300292969,0.4832487832347753,0.7272236787762762,-0.06702995300292969,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",1111,111011,975,306,546,494c06180151719f58489cbb403b7f623b882e7d73f0aa61412ffbfdd2dd88e5,c7bbe58266f6234951ec5f23c66a05767bebb33fc534ece569a8797cb8d01cc5,null,field_belongs_to_other_task,complete
