schema_version,stratum,n,contrast,before,after,task,transition,feature,stratum_n,transition_n,mean,median,q25,q75,positive_fraction,negative_fraction,zero_fraction,missing_reason
general-model-nolabel-paired-cases/v1,Lq_hit,130,S_given_D,CD,CLDnewNoCat,hate,11,demo_hate_n,223,130,6.184615384615385,6.0,6.0,6.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,130,S_given_D,CD,CLDnewNoCat,hate,11,demo_Racism_n,223,130,2.1538461538461537,2.0,1.0,3.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,130,S_given_D,CD,CLDnewNoCat,hate,11,demo_Region_n,223,130,1.3384615384615384,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,130,S_given_D,CD,CLDnewNoCat,hate,11,demo_LGBTQ_n,223,130,1.5923076923076922,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,130,S_given_D,CD,CLDnewNoCat,hate,11,demo_Sexism_n,223,130,3.276923076923077,3.0,2.0,4.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,130,S_given_D,CD,CLDnewNoCat,hate,11,demo_others_n,223,130,1.2153846153846153,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,52,S_given_D,CD,CLDnewNoCat,group,00,lq_count,223,52,1.3269230769230769,1.0,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,52,S_given_D,CD,CLDnewNoCat,group,00,ld_only_count,223,52,5.9423076923076925,5.0,4.0,8.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,52,S_given_D,CD,CLDnewNoCat,group,00,union_count,223,52,7.269230769230769,6.0,5.0,9.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,52,S_given_D,CD,CLDnewNoCat,group,00,prompt_tokens_before,223,52,762.5576923076923,694.5,588.75,892.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,52,S_given_D,CD,CLDnewNoCat,group,00,prompt_tokens_after,223,52,1033.0961538461538,989.5,827.75,1178.75,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,52,S_given_D,CD,CLDnewNoCat,group,00,prompt_tokens_before_minus_after,223,52,-270.53846153846155,-246.0,-308.0,-206.0,0.0,1.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,52,S_given_D,CD,CLDnewNoCat,group,00,dictionary_tokens_before,223,52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,52,S_given_D,CD,CLDnewNoCat,group,00,dictionary_tokens_after,223,52,270.53846153846155,246.0,206.0,308.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,52,S_given_D,CD,CLDnewNoCat,group,00,demo_hate_n,223,52,6.134615384615385,6.0,6.0,6.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,52,S_given_D,CD,CLDnewNoCat,group,00,demo_Racism_n,223,52,2.4615384615384617,2.0,1.0,3.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,52,S_given_D,CD,CLDnewNoCat,group,00,demo_Region_n,223,52,1.2115384615384615,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,52,S_given_D,CD,CLDnewNoCat,group,00,demo_LGBTQ_n,223,52,1.6538461538461537,1.0,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,52,S_given_D,CD,CLDnewNoCat,group,00,demo_Sexism_n,223,52,3.4615384615384617,3.0,2.0,4.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,52,S_given_D,CD,CLDnewNoCat,group,00,demo_others_n,223,52,1.4230769230769231,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,21,S_given_D,CD,CLDnewNoCat,group,01,lq_count,223,21,1.8571428571428572,1.0,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,21,S_given_D,CD,CLDnewNoCat,group,01,ld_only_count,223,21,5.904761904761905,6.0,4.0,7.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,21,S_given_D,CD,CLDnewNoCat,group,01,union_count,223,21,7.761904761904762,7.0,5.0,9.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,21,S_given_D,CD,CLDnewNoCat,group,01,prompt_tokens_before,223,21,708.6190476190476,641.0,517.0,779.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,21,S_given_D,CD,CLDnewNoCat,group,01,prompt_tokens_after,223,21,1012.6190476190476,948.0,844.0,1245.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,21,S_given_D,CD,CLDnewNoCat,group,01,prompt_tokens_before_minus_after,223,21,-304.0,-285.0,-338.0,-192.0,0.0,1.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,21,S_given_D,CD,CLDnewNoCat,group,01,dictionary_tokens_before,223,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,21,S_given_D,CD,CLDnewNoCat,group,01,dictionary_tokens_after,223,21,304.0,285.0,192.0,338.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,21,S_given_D,CD,CLDnewNoCat,group,01,demo_hate_n,223,21,6.333333333333333,6.0,6.0,7.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,21,S_given_D,CD,CLDnewNoCat,group,01,demo_Racism_n,223,21,2.4761904761904763,2.0,1.0,3.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,21,S_given_D,CD,CLDnewNoCat,group,01,demo_Region_n,223,21,1.4285714285714286,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,21,S_given_D,CD,CLDnewNoCat,group,01,demo_LGBTQ_n,223,21,1.2857142857142858,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,21,S_given_D,CD,CLDnewNoCat,group,01,demo_Sexism_n,223,21,3.1904761904761907,3.0,2.0,4.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,21,S_given_D,CD,CLDnewNoCat,group,01,demo_others_n,223,21,1.2380952380952381,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,12,S_given_D,CD,CLDnewNoCat,group,10,lq_count,223,12,1.1666666666666667,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,12,S_given_D,CD,CLDnewNoCat,group,10,ld_only_count,223,12,5.416666666666667,5.0,4.0,7.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,12,S_given_D,CD,CLDnewNoCat,group,10,union_count,223,12,6.583333333333333,6.0,5.75,8.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,12,S_given_D,CD,CLDnewNoCat,group,10,prompt_tokens_before,223,12,779.9166666666666,696.0,547.5,897.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,12,S_given_D,CD,CLDnewNoCat,group,10,prompt_tokens_after,223,12,1030.4166666666667,921.0,818.75,1179.25,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,12,S_given_D,CD,CLDnewNoCat,group,10,prompt_tokens_before_minus_after,223,12,-250.5,-261.0,-281.75,-206.75,0.0,1.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,12,S_given_D,CD,CLDnewNoCat,group,10,dictionary_tokens_before,223,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,12,S_given_D,CD,CLDnewNoCat,group,10,dictionary_tokens_after,223,12,250.5,261.0,206.75,281.75,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,12,S_given_D,CD,CLDnewNoCat,group,10,demo_hate_n,223,12,6.333333333333333,6.0,6.0,7.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,12,S_given_D,CD,CLDnewNoCat,group,10,demo_Racism_n,223,12,2.5,2.0,1.0,2.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,12,S_given_D,CD,CLDnewNoCat,group,10,demo_Region_n,223,12,1.5,1.0,1.0,1.25,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,12,S_given_D,CD,CLDnewNoCat,group,10,demo_LGBTQ_n,223,12,1.5833333333333333,1.0,1.0,1.25,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,12,S_given_D,CD,CLDnewNoCat,group,10,demo_Sexism_n,223,12,3.0833333333333335,3.0,2.75,3.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,12,S_given_D,CD,CLDnewNoCat,group,10,demo_others_n,223,12,1.4166666666666667,1.0,1.0,1.25,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,138,S_given_D,CD,CLDnewNoCat,group,11,lq_count,223,138,1.355072463768116,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,138,S_given_D,CD,CLDnewNoCat,group,11,ld_only_count,223,138,5.695652173913044,6.0,4.0,7.75,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,138,S_given_D,CD,CLDnewNoCat,group,11,union_count,223,138,7.050724637681159,7.0,5.0,9.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,138,S_given_D,CD,CLDnewNoCat,group,11,prompt_tokens_before,223,138,698.1449275362319,631.5,544.25,783.75,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,138,S_given_D,CD,CLDnewNoCat,group,11,prompt_tokens_after,223,138,961.3768115942029,899.5,777.25,1071.75,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,138,S_given_D,CD,CLDnewNoCat,group,11,prompt_tokens_before_minus_after,223,138,-263.231884057971,-255.5,-325.75,-180.0,0.0,1.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,138,S_given_D,CD,CLDnewNoCat,group,11,dictionary_tokens_before,223,138,0.0,0.0,0.0,0.0,0.0,0.0,1.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,138,S_given_D,CD,CLDnewNoCat,group,11,dictionary_tokens_after,223,138,263.21014492753625,255.0,180.0,325.75,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,138,S_given_D,CD,CLDnewNoCat,group,11,demo_hate_n,223,138,6.253623188405797,6.0,6.0,6.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,138,S_given_D,CD,CLDnewNoCat,group,11,demo_Racism_n,223,138,2.181159420289855,2.0,1.0,3.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,138,S_given_D,CD,CLDnewNoCat,group,11,demo_Region_n,223,138,1.4927536231884058,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,138,S_given_D,CD,CLDnewNoCat,group,11,demo_LGBTQ_n,223,138,1.5,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,138,S_given_D,CD,CLDnewNoCat,group,11,demo_Sexism_n,223,138,3.3115942028985508,3.0,2.0,4.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,138,S_given_D,CD,CLDnewNoCat,group,11,demo_others_n,223,138,1.1594202898550725,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,139,S_vs_0,C0,CLnewNoCat,hate,00,lq_count,223,139,1.4172661870503598,1.0,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,139,S_vs_0,C0,CLnewNoCat,hate,00,ld_only_count,223,139,5.640287769784172,5.0,4.0,7.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,139,S_vs_0,C0,CLnewNoCat,hate,00,union_count,223,139,7.057553956834532,7.0,5.0,9.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,139,S_vs_0,C0,CLnewNoCat,hate,00,prompt_tokens_before,223,139,138.58992805755395,125.0,116.5,145.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,139,S_vs_0,C0,CLnewNoCat,hate,00,prompt_tokens_after,223,139,405.2661870503597,399.0,317.5,465.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,139,S_vs_0,C0,CLnewNoCat,hate,00,prompt_tokens_before_minus_after,223,139,-266.67625899280574,-269.0,-323.5,-185.5,0.0,1.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,139,S_vs_0,C0,CLnewNoCat,hate,00,dictionary_tokens_before,223,139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,139,S_vs_0,C0,CLnewNoCat,hate,00,dictionary_tokens_after,223,139,266.66906474820144,269.0,185.5,323.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,139,S_vs_0,C0,CLnewNoCat,hate,00,demo_hate_n,223,139,6.258992805755396,6.0,6.0,6.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,139,S_vs_0,C0,CLnewNoCat,hate,00,demo_Racism_n,223,139,2.20863309352518,2.0,1.0,3.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,139,S_vs_0,C0,CLnewNoCat,hate,00,demo_Region_n,223,139,1.5971223021582734,1.0,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,139,S_vs_0,C0,CLnewNoCat,hate,00,demo_LGBTQ_n,223,139,1.410071942446043,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,139,S_vs_0,C0,CLnewNoCat,hate,00,demo_Sexism_n,223,139,3.366906474820144,3.0,2.0,4.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,139,S_vs_0,C0,CLnewNoCat,hate,00,demo_others_n,223,139,1.20863309352518,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,41,S_vs_0,C0,CLnewNoCat,hate,01,lq_count,223,41,1.4390243902439024,1.0,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,41,S_vs_0,C0,CLnewNoCat,hate,01,ld_only_count,223,41,6.390243902439025,6.0,4.0,8.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,41,S_vs_0,C0,CLnewNoCat,hate,01,union_count,223,41,7.829268292682927,7.0,5.0,10.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,41,S_vs_0,C0,CLnewNoCat,hate,01,prompt_tokens_before,223,41,129.8780487804878,123.0,114.0,139.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,41,S_vs_0,C0,CLnewNoCat,hate,01,prompt_tokens_after,223,41,420.9756097560976,392.0,322.0,490.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,41,S_vs_0,C0,CLnewNoCat,hate,01,prompt_tokens_before_minus_after,223,41,-291.0975609756098,-270.0,-347.0,-201.0,0.0,1.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,41,S_vs_0,C0,CLnewNoCat,hate,01,dictionary_tokens_before,223,41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,41,S_vs_0,C0,CLnewNoCat,hate,01,dictionary_tokens_after,223,41,291.0975609756098,270.0,201.0,347.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,41,S_vs_0,C0,CLnewNoCat,hate,01,demo_hate_n,223,41,6.219512195121951,6.0,6.0,6.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,41,S_vs_0,C0,CLnewNoCat,hate,01,demo_Racism_n,223,41,2.658536585365854,2.0,1.0,4.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,41,S_vs_0,C0,CLnewNoCat,hate,01,demo_Region_n,223,41,1.0975609756097562,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,41,S_vs_0,C0,CLnewNoCat,hate,01,demo_LGBTQ_n,223,41,1.8780487804878048,1.0,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,41,S_vs_0,C0,CLnewNoCat,hate,01,demo_Sexism_n,223,41,3.2195121951219514,3.0,2.0,4.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,41,S_vs_0,C0,CLnewNoCat,hate,01,demo_others_n,223,41,1.2195121951219512,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,8,S_vs_0,C0,CLnewNoCat,hate,10,lq_count,223,8,1.375,1.0,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,8,S_vs_0,C0,CLnewNoCat,hate,10,ld_only_count,223,8,5.125,4.5,3.5,6.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,8,S_vs_0,C0,CLnewNoCat,hate,10,union_count,223,8,6.5,6.0,4.75,7.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,8,S_vs_0,C0,CLnewNoCat,hate,10,prompt_tokens_before,223,8,147.125,134.0,126.0,162.75,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,8,S_vs_0,C0,CLnewNoCat,hate,10,prompt_tokens_after,223,8,385.875,371.5,348.0,395.25,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,8,S_vs_0,C0,CLnewNoCat,hate,10,prompt_tokens_before_minus_after,223,8,-238.75,-228.5,-260.5,-184.0,0.0,1.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,8,S_vs_0,C0,CLnewNoCat,hate,10,dictionary_tokens_before,223,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,8,S_vs_0,C0,CLnewNoCat,hate,10,dictionary_tokens_after,223,8,238.75,228.5,184.0,260.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,8,S_vs_0,C0,CLnewNoCat,hate,10,demo_hate_n,223,8,6.5,6.5,6.0,7.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,8,S_vs_0,C0,CLnewNoCat,hate,10,demo_Racism_n,223,8,3.375,3.0,2.5,4.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,8,S_vs_0,C0,CLnewNoCat,hate,10,demo_Region_n,223,8,1.625,1.5,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,8,S_vs_0,C0,CLnewNoCat,hate,10,demo_LGBTQ_n,223,8,1.375,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,8,S_vs_0,C0,CLnewNoCat,hate,10,demo_Sexism_n,223,8,3.875,4.0,2.75,4.25,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,8,S_vs_0,C0,CLnewNoCat,hate,10,demo_others_n,223,8,1.875,1.0,1.0,2.25,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,35,S_vs_0,C0,CLnewNoCat,hate,11,lq_count,223,35,1.2,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,35,S_vs_0,C0,CLnewNoCat,hate,11,ld_only_count,223,35,5.628571428571429,6.0,4.0,7.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,35,S_vs_0,C0,CLnewNoCat,hate,11,union_count,223,35,6.828571428571428,7.0,5.0,8.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,35,S_vs_0,C0,CLnewNoCat,hate,11,prompt_tokens_before,223,35,134.54285714285714,123.0,114.5,146.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,35,S_vs_0,C0,CLnewNoCat,hate,11,prompt_tokens_after,223,35,388.0,377.0,330.0,417.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,35,S_vs_0,C0,CLnewNoCat,hate,11,prompt_tokens_before_minus_after,223,35,-253.45714285714286,-247.0,-288.0,-209.0,0.0,1.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,35,S_vs_0,C0,CLnewNoCat,hate,11,dictionary_tokens_before,223,35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,35,S_vs_0,C0,CLnewNoCat,hate,11,dictionary_tokens_after,223,35,253.4,247.0,209.0,288.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,35,S_vs_0,C0,CLnewNoCat,hate,11,demo_hate_n,223,35,6.114285714285714,6.0,6.0,6.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,35,S_vs_0,C0,CLnewNoCat,hate,11,demo_Racism_n,223,35,1.9428571428571428,2.0,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,35,S_vs_0,C0,CLnewNoCat,hate,11,demo_Region_n,223,35,1.0571428571428572,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,35,S_vs_0,C0,CLnewNoCat,hate,11,demo_LGBTQ_n,223,35,1.5714285714285714,1.0,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,35,S_vs_0,C0,CLnewNoCat,hate,11,demo_Sexism_n,223,35,3.142857142857143,3.0,2.0,4.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,35,S_vs_0,C0,CLnewNoCat,hate,11,demo_others_n,223,35,1.2571428571428571,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,73,S_vs_0,C0,CLnewNoCat,group,00,lq_count,223,73,1.4383561643835616,1.0,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,73,S_vs_0,C0,CLnewNoCat,group,00,ld_only_count,223,73,5.602739726027397,5.0,4.0,7.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,73,S_vs_0,C0,CLnewNoCat,group,00,union_count,223,73,7.041095890410959,7.0,5.0,9.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,73,S_vs_0,C0,CLnewNoCat,group,00,prompt_tokens_before,223,73,209.34246575342465,199.0,193.0,217.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,73,S_vs_0,C0,CLnewNoCat,group,00,prompt_tokens_after,223,73,474.8493150684931,464.0,399.0,536.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,73,S_vs_0,C0,CLnewNoCat,group,00,prompt_tokens_before_minus_after,223,73,-265.5068493150685,-246.0,-323.0,-186.0,0.0,1.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,73,S_vs_0,C0,CLnewNoCat,group,00,dictionary_tokens_before,223,73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,73,S_vs_0,C0,CLnewNoCat,group,00,dictionary_tokens_after,223,73,265.4931506849315,246.0,186.0,323.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,73,S_vs_0,C0,CLnewNoCat,group,00,demo_hate_n,223,73,6.287671232876712,6.0,6.0,7.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,73,S_vs_0,C0,CLnewNoCat,group,00,demo_Racism_n,223,73,2.808219178082192,2.0,1.0,4.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,73,S_vs_0,C0,CLnewNoCat,group,00,demo_Region_n,223,73,1.2602739726027397,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,73,S_vs_0,C0,CLnewNoCat,group,00,demo_LGBTQ_n,223,73,1.6027397260273972,1.0,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,73,S_vs_0,C0,CLnewNoCat,group,00,demo_Sexism_n,223,73,3.767123287671233,4.0,3.0,5.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,73,S_vs_0,C0,CLnewNoCat,group,00,demo_others_n,223,73,1.3835616438356164,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,42,S_vs_0,C0,CLnewNoCat,group,01,lq_count,223,42,1.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,42,S_vs_0,C0,CLnewNoCat,group,01,ld_only_count,223,42,5.976190476190476,6.0,4.0,8.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,42,S_vs_0,C0,CLnewNoCat,group,01,union_count,223,42,7.309523809523809,7.5,5.0,9.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,42,S_vs_0,C0,CLnewNoCat,group,01,prompt_tokens_before,223,42,203.45238095238096,190.0,187.25,198.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,42,S_vs_0,C0,CLnewNoCat,group,01,prompt_tokens_after,223,42,479.85714285714283,474.5,401.75,554.25,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,42,S_vs_0,C0,CLnewNoCat,group,01,prompt_tokens_before_minus_after,223,42,-276.4047619047619,-281.5,-334.0,-206.75,0.0,1.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,42,S_vs_0,C0,CLnewNoCat,group,01,dictionary_tokens_before,223,42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,42,S_vs_0,C0,CLnewNoCat,group,01,dictionary_tokens_after,223,42,276.3809523809524,281.0,206.75,334.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,42,S_vs_0,C0,CLnewNoCat,group,01,demo_hate_n,223,42,6.119047619047619,6.0,6.0,6.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,42,S_vs_0,C0,CLnewNoCat,group,01,demo_Racism_n,223,42,1.9285714285714286,1.0,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,42,S_vs_0,C0,CLnewNoCat,group,01,demo_Region_n,223,42,1.2142857142857142,1.0,1.0,1.0,1.0,0.0,0.0,null
