schema_version,stratum,n,task,core_order,core_mask,count
general-model-nolabel-paired-cases/v1,gold_group_1,328,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0111,32
general-model-nolabel-paired-cases/v1,gold_group_1,328,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1000,1
general-model-nolabel-paired-cases/v1,gold_group_1,328,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1001,0
general-model-nolabel-paired-cases/v1,gold_group_1,328,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1010,1
general-model-nolabel-paired-cases/v1,gold_group_1,328,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1011,10
general-model-nolabel-paired-cases/v1,gold_group_1,328,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1100,0
general-model-nolabel-paired-cases/v1,gold_group_1,328,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1101,0
general-model-nolabel-paired-cases/v1,gold_group_1,328,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1110,0
general-model-nolabel-paired-cases/v1,gold_group_1,328,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1111,10
general-model-nolabel-paired-cases/v1,gold_group_1,328,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0000,37
general-model-nolabel-paired-cases/v1,gold_group_1,328,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0001,12
general-model-nolabel-paired-cases/v1,gold_group_1,328,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0010,8
general-model-nolabel-paired-cases/v1,gold_group_1,328,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0011,38
general-model-nolabel-paired-cases/v1,gold_group_1,328,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0100,0
general-model-nolabel-paired-cases/v1,gold_group_1,328,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0101,6
general-model-nolabel-paired-cases/v1,gold_group_1,328,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0110,1
general-model-nolabel-paired-cases/v1,gold_group_1,328,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0111,39
general-model-nolabel-paired-cases/v1,gold_group_1,328,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1000,6
general-model-nolabel-paired-cases/v1,gold_group_1,328,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1001,5
general-model-nolabel-paired-cases/v1,gold_group_1,328,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1010,7
general-model-nolabel-paired-cases/v1,gold_group_1,328,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1011,39
general-model-nolabel-paired-cases/v1,gold_group_1,328,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1100,7
general-model-nolabel-paired-cases/v1,gold_group_1,328,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1101,4
general-model-nolabel-paired-cases/v1,gold_group_1,328,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1110,1
general-model-nolabel-paired-cases/v1,gold_group_1,328,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1111,118
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0000,7
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0001,2
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0010,14
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0011,23
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0100,1
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0101,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0110,2
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0111,5
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1000,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1001,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1010,3
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1011,4
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1100,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1101,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1110,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1111,2
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0000,33
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0001,5
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0010,2
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0011,20
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0100,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0101,1
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0110,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0111,1
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1000,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1001,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1010,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1011,1
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1100,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1101,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1110,0
general-model-nolabel-paired-cases/v1,gold_group_2plus,63,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1111,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0000,19
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0001,3
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0010,42
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0011,75
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0100,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0101,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0110,5
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0111,35
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1000,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1001,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1010,3
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1011,3
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1100,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1101,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1110,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1111,7
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0000,27
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0001,9
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0010,3
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0011,27
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0100,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0101,6
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0110,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0111,33
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1000,2
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1001,4
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1010,3
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1011,11
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1100,4
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1101,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1110,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_hate,194,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1111,62
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0000,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0001,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0010,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0011,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0100,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0101,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0110,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0111,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1000,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1001,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1010,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1011,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1100,11
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1101,4
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1110,3
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1111,10
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0000,7
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0001,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0010,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0011,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0100,2
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0101,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0110,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0111,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1000,8
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1001,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1010,4
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1011,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1100,2
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1101,1
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1110,0
general-model-nolabel-paired-cases/v1,Lq_hit__gold_non_hate,29,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1111,4
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0000,30
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0001,6
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0010,48
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0011,94
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0100,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0101,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0110,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0111,2
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1000,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1001,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1010,1
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1011,11
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1100,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1101,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1110,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1111,4
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0000,43
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0001,8
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0010,7
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0011,31
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0100,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0101,1
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0110,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0111,7
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1000,4
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1001,1
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1010,4
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1011,28
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1100,3
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1101,3
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1110,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1111,56
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0000,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0001,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0010,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0011,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0100,1
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0101,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0110,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0111,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1000,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1001,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1010,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1011,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1100,45
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1101,47
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1110,1
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,hate,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1111,130
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0000,12
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0001,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0010,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0011,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0100,30
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0101,3
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0110,2
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",0111,4
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1000,5
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1001,1
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1010,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1011,1
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1100,36
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,group,"[""C0"",""CLnewNoCat"",""CD"",""CLDnewNoCat""]",1101,14
