object_id,query_id,source_kind,source_id,surface,start,end,original_definition,source_text,query_text,source_fit,query_fit,source_fit_provenance,query_fit_provenance,assessment_status
hit:61:demo:3517:lex-0327:sense:01:56:58,61,demo,3517,它们,56,58,通常用于指称非人的多个事物。在明确指人且伴随动物化等贬损的语境中，可能有贬低或去人格化作用；不能仅凭代词形式认定目标或贬损性质。,弱势与强势都是相对而言的，在美国社会由于白人站了主体，它们属于少数民族，所以只能说相对来说它们属于弱势群体。不过它们只是相对于白人来说属于弱势而已。在美国对比其他族裔它们还是强势的，因为人口。亚裔中东裔对于它们来说它们就是强势而亚裔与中东裔就是弱势群体。,因为种族优势，中国人普遍都很小,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:61:demo:3517:lex-0327:sense:01:83:85,61,demo,3517,它们,83,85,通常用于指称非人的多个事物。在明确指人且伴随动物化等贬损的语境中，可能有贬低或去人格化作用；不能仅凭代词形式认定目标或贬损性质。,弱势与强势都是相对而言的，在美国社会由于白人站了主体，它们属于少数民族，所以只能说相对来说它们属于弱势群体。不过它们只是相对于白人来说属于弱势而已。在美国对比其他族裔它们还是强势的，因为人口。亚裔中东裔对于它们来说它们就是强势而亚裔与中东裔就是弱势群体。,因为种族优势，中国人普遍都很小,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:61:demo:3517:lex-0327:sense:01:103:105,61,demo,3517,它们,103,105,通常用于指称非人的多个事物。在明确指人且伴随动物化等贬损的语境中，可能有贬低或去人格化作用；不能仅凭代词形式认定目标或贬损性质。,弱势与强势都是相对而言的，在美国社会由于白人站了主体，它们属于少数民族，所以只能说相对来说它们属于弱势群体。不过它们只是相对于白人来说属于弱势而已。在美国对比其他族裔它们还是强势的，因为人口。亚裔中东裔对于它们来说它们就是强势而亚裔与中东裔就是弱势群体。,因为种族优势，中国人普遍都很小,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:61:demo:3517:lex-0327:sense:01:107:109,61,demo,3517,它们,107,109,通常用于指称非人的多个事物。在明确指人且伴随动物化等贬损的语境中，可能有贬低或去人格化作用；不能仅凭代词形式认定目标或贬损性质。,弱势与强势都是相对而言的，在美国社会由于白人站了主体，它们属于少数民族，所以只能说相对来说它们属于弱势群体。不过它们只是相对于白人来说属于弱势而已。在美国对比其他族裔它们还是强势的，因为人口。亚裔中东裔对于它们来说它们就是强势而亚裔与中东裔就是弱势群体。,因为种族优势，中国人普遍都很小,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:61:demo:3463:lex-0437:sense:01:248:250,61,demo,3463,圣母,248,250,意思是那些无原则底线的包容、原谅他人，对任何人事物都抱有博爱之心，不讲求客观事实，一切行动准则都只围绕“爱”“善”两字为中心，会因此伤害到他人的人。,所谓“混血狗杂更好看”的论调，就是典型文化极度自卑的奴才心理。混杂后代智商低下，面貌丑陋所占比例更大。（黄白乱杂交后代依然是白人，黑皮能够同化全世界所有人类！）而鼓吹混血优越论调的，不是汉奸，就是文化自卑到骨子里的奴才，总觉得外国月亮比较圆。相同人种混血的问题不大，历史上入侵中国的外族几乎全都是黄种人，这就是华夏文明能够延续几千年的最根本，最直接原因！而四大文明古国其它三个，早就换了无数人种。南非、马达加斯加、南北美洲的广大地区，原本都是黄种人的地盘。现在百分之九十都被白黑两种生物占领。欧洲圣母鼓吹所谓“开放包容，接受移民难民”，结果现在变得又黑又绿，动荡不安，早已无回天之力！中国人再不警惕起来，下一个就是中国！,因为种族优势，中国人普遍都很小,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:5423:query:5423:lex-0008:sense:01:3:4,5423,query,5423,默,3,4,'默'是'黑犬'的拼字，指黑色的狗，对黑人群体的侮辱性称呼。,专业护默开小号急的不行,专业护默开小号急的不行,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:5423:demo:771:lex-0008:sense:01:24:25,5423,demo,771,默,24,25,'默'是'黑犬'的拼字，指黑色的狗，对黑人群体的侮辱性称呼。,兄弟们我上条冲错了，牛头怪是自己人，其他三个是真默🐶，冲另外三个默孝子,专业护默开小号急的不行,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:5423:demo:771:lex-0008:sense:01:32:33,5423,demo,771,默,32,33,'默'是'黑犬'的拼字，指黑色的狗，对黑人群体的侮辱性称呼。,兄弟们我上条冲错了，牛头怪是自己人，其他三个是真默🐶，冲另外三个默孝子,专业护默开小号急的不行,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:5423:demo:5819:lex-0016:sense:01:8:10,5423,demo,5819,杀默,8,10,'默'是'黑犬'的拼字，指黑色的狗，对黑人群体的迫害行为。,要不要一起组队猎杀默和easygirl,专业护默开小号急的不行,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:5423:demo:5690:lex-0112:sense:01:0:2,5423,demo,5690,基佬,0,2,'基'同粤语中'gay'的发音，对男同性恋群体的侮辱性表达。,基佬破防了，急得大号和小号说话,专业护默开小号急的不行,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:5423:demo:771:lex-0325:sense:01:33:35,5423,demo,771,孝子,33,35,本意为孝顺父母的儿子或儿女，后网络中用于形容那些盲目崇拜某种群体、制度或价值观等的人，含贬义。,兄弟们我上条冲错了，牛头怪是自己人，其他三个是真默🐶，冲另外三个默孝子,专业护默开小号急的不行,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:5423:demo:5998:lex-0449:sense:01:2:4,5423,demo,5998,阿娜,2,4,'阿娜'是游戏《魔兽世界：军团再临》中的游戏角色'鬼母阿娜'的简称，因其性别为女且形象丑陋，常用于对女性群体的侮辱性称呼，尤其是体型较大的女性群体。,是被阿娜夺舍了吗我寻思着就阿娜这个水平应该也学不会盗号啊,专业护默开小号急的不行,valid_sense,inapplicable,user_discussion,ai_note,user_participated
hit:5423:demo:5998:lex-0449:sense:01:13:15,5423,demo,5998,阿娜,13,15,'阿娜'是游戏《魔兽世界：军团再临》中的游戏角色'鬼母阿娜'的简称，因其性别为女且形象丑陋，常用于对女性群体的侮辱性称呼，尤其是体型较大的女性群体。,是被阿娜夺舍了吗我寻思着就阿娜这个水平应该也学不会盗号啊,专业护默开小号急的不行,valid_sense,inapplicable,user_discussion,ai_note,user_participated
hit:5423:demo:4690:lex-0562:sense:01:4:6,5423,demo,4690,魔怔,4,6,网络用语，指那些行为举止异常、情绪不稳定的现象，通常表现为对某些事物极度热爱，甚至产生戒断反应，失去这些事物后无法自拔。这种现象在网络上尤为常见，常常出现在社交网络骂战中。‌,这吧的都魔怔了喊不醒,专业护默开小号急的不行,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7646:demo:5466:lex-0037:sense:01:10:12,7646,demo,5466,幕刃,10,12,'幕刃'是'母人'的中文谐音，是对女性群体的侮辱性用词。,上个帖子被贴吧破防的幕刃举报没了，后面我看重新申请回来,我的好几个贴，都被删除了，会不会是这玩意举报的？,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7646:demo:5666:lex-0112:sense:01:3:5,7646,demo,5666,基佬,3,5,'基'同粤语中'gay'的发音，对男同性恋群体的侮辱性表达。,现在被基佬删了,我的好几个贴，都被删除了，会不会是这玩意举报的？,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7646:demo:5615:lex-0463:sense:01:7:9,7646,demo,5615,**,7,9,一般**是通配符号，可以替代所有的字符，常用于替换一些敏感或毒性用词。,嘿人删我贴就是**子！,我的好几个贴，都被删除了，会不会是这玩意举报的？,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7646:demo:7133:lex-new-4db860d45ffeff75:sense:01:12:14,7646,demo,7133,腐女,12,14,通常指对描写男性之间恋爱关系的作品或相关文化感兴趣的女性群体。该称呼可用于自我认同或一般指称，也可能在具体争论中被贬损使用；不能自动等同于极端或不理性。,原贴没了看来是被正义的小腐女们举报了,我的好几个贴，都被删除了，会不会是这玩意举报的？,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:1292:demo:2759:lex-0455:sense:01:33:36,1292,demo,2759,接盘侠,33,36,形容男人愿意接受女人复杂的情史、堕胎等行为，并愿意娶她为妻。,九几年的故事会就有一个故事——黑人富商，女大学生，怀孕，黑人离开，接盘侠很开心😆,凯勒奇计划，犹太人推动,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:1292:demo:2554:lex-0525:sense:01:3:8,1292,demo,2554,凯乐奇计划,3,8,一个未经验证的种族计划，目的是瓦解各个国家的主体民族、创造混血儿、抹杀主体民族的记忆和历史，最终创造出一个没有国界，没有种族，没有道德感，没有历史，没有文化的新人种。,犹太人凯乐奇计划就是要中国引入其他种族，制造新的种族，灭绝中华民族、中华文化。,凯勒奇计划，犹太人推动,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:1292:query:1292:lex-0527:sense:01:0:5,1292,query,1292,凯勒奇计划,0,5,一个未经验证的种族计划，目的是瓦解各个国家的主体民族、创造混血儿、抹杀主体民族的记忆和历史，最终创造出一个没有国界，没有种族，没有道德感，没有历史，没有文化的新人种。,凯勒奇计划，犹太人推动,凯勒奇计划，犹太人推动,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:7960:demo:72:lex-0037:sense:01:58:60,7960,demo,72,幕刃,58,60,'幕刃'是'母人'的中文谐音，是对女性群体的侮辱性用词。,在所谓“自立自强”中走向极端，然后彻底反智。管中窥豹，略见一斑，权拳二象性实乃真知灼见PS：素材来自吧中某帖一个破防幕刃的主页，欢迎仗义之辈同去屠?,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7960:demo:51:lex-0067:sense:01:26:28,7960,demo,51,母人,26,28,是对女性群体的侮辱性用词。,人类中智商极端高的通常是红丸觉醒者，他们深刻认识到了母人吸血的本能和生命的雌本位底层代码，所以才把母人当成繁殖和泄欲的工具，或者干脆就是男同。,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7960:demo:51:lex-0067:sense:01:49:51,7960,demo,51,母人,49,51,是对女性群体的侮辱性用词。,人类中智商极端高的通常是红丸觉醒者，他们深刻认识到了母人吸血的本能和生命的雌本位底层代码，所以才把母人当成繁殖和泄欲的工具，或者干脆就是男同。,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7960:demo:5365:lex-0104:sense:01:25:26,7960,demo,5365,鸡,25,26,在部分粗俗语境中可借与“妓”的近音贬损女性或指称性工作者；应描述说话者的用法，不能把对女性的道德指控当作事实。“嫁鸡随鸡”等普通表达不套用该义项。,又是应了那句老话，认真你就输了。人类真是复读机，租鸡青一了解一下？（开玩笑的）,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7960:demo:51:lex-0215:sense:01:68:70,7960,demo,51,男同,68,70,对男同性恋群体的简称，常含贬义。,人类中智商极端高的通常是红丸觉醒者，他们深刻认识到了母人吸血的本能和生命的雌本位底层代码，所以才把母人当成繁殖和泄欲的工具，或者干脆就是男同。,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7960:query:7960:lex-0256:sense:01:53:54,7960,query,7960,爬,53,54,在部分川渝方言及网络口语中表示语气强烈的“走开”或“滚”；普通爬行动作不属于这一驱赶义。,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:7960:demo:2750:lex-0590:sense:01:112:114,7960,demo,2750,垃圾,112,114,形容一个人或事物毫无价值、无用或者令人反感。,当你已经沦落到与乐色为伍，还把乐色举高过自己的头顶的时候，你已经连乐色都不如了。那天我去买塑料袋。有黄色的白色的透明的还有黑色的，我问老板，哪一种颜色的最便宜？老板说黑色的最便宜。我问为什么黑色的最便宜？老板答，因为黑色的是垃圾材料。,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7960:demo:6224:lex-0590:sense:01:79:81,7960,demo,6224,垃圾,79,81,形容一个人或事物毫无价值、无用或者令人反感。,以偏概全了，什么叫底层人的思维，地位低就必须鼠目寸光吗。就是剥削者，小老板 一样有地域偏见的。嘲讽别人的刻板印象自己却也在偏见，我还见过读过大学的老人一样在捡垃圾呢。什么样的思维看人的想思不是看地位。,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,wrong_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7960:demo:2750:lex-new-6b02c58315cc4cdf:sense:01:8:10,7960,demo,2750,乐色,8,10,“垃圾”的方言读音相关写法，可用于表示无价值、令人反感的事物或贬低对象；具体是物品、观点还是对人的贬损须结合上下文，不自动指定群体目标。,当你已经沦落到与乐色为伍，还把乐色举高过自己的头顶的时候，你已经连乐色都不如了。那天我去买塑料袋。有黄色的白色的透明的还有黑色的，我问老板，哪一种颜色的最便宜？老板说黑色的最便宜。我问为什么黑色的最便宜？老板答，因为黑色的是垃圾材料。,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7960:demo:2750:lex-new-6b02c58315cc4cdf:sense:01:15:17,7960,demo,2750,乐色,15,17,“垃圾”的方言读音相关写法，可用于表示无价值、令人反感的事物或贬低对象；具体是物品、观点还是对人的贬损须结合上下文，不自动指定群体目标。,当你已经沦落到与乐色为伍，还把乐色举高过自己的头顶的时候，你已经连乐色都不如了。那天我去买塑料袋。有黄色的白色的透明的还有黑色的，我问老板，哪一种颜色的最便宜？老板说黑色的最便宜。我问为什么黑色的最便宜？老板答，因为黑色的是垃圾材料。,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7960:demo:2750:lex-new-6b02c58315cc4cdf:sense:01:33:35,7960,demo,2750,乐色,33,35,“垃圾”的方言读音相关写法，可用于表示无价值、令人反感的事物或贬低对象；具体是物品、观点还是对人的贬损须结合上下文，不自动指定群体目标。,当你已经沦落到与乐色为伍，还把乐色举高过自己的头顶的时候，你已经连乐色都不如了。那天我去买塑料袋。有黄色的白色的透明的还有黑色的，我问老板，哪一种颜色的最便宜？老板说黑色的最便宜。我问为什么黑色的最便宜？老板答，因为黑色的是垃圾材料。,你以为自己很聪明吗？这就好比你要让农民觉醒，不去走进群众，反而当起地主来。你的这套玩意漏洞百出下作至极，快爬吧,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7244:query:7244:lex-0021:sense:01:28:30,7244,query,7244,白完,28,30,'白完'是'皖'的拼字，指安徽省，含贬义。,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:7244:query:7244:lex-0029:sense:01:9:11,7244,query,7244,井盖,9,11,常与'河南人一起使用'，暗示河南人素质低、道德水平差。,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:7244:demo:179:lex-0104:sense:01:7:8,7244,demo,179,鸡,7,8,在部分粗俗语境中可借与“妓”的近音贬损女性或指称性工作者；应描述说话者的用法，不能把对女性的道德指控当作事实。“嫁鸡随鸡”等普通表达不套用该义项。,圆圈吧出了名的鸡窝都不知道？里面都是卖的还有陪玩的，好多在里明卖。,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7244:demo:5282:lex-0117:sense:01:5:8,7244,demo,5282,地域黑,5,8,即地域歧视，是由于认知群体对某一地区的认知性偏差所造成的刻板印象导致的社会行为。,他们对上海地域黑怎么黑的他们把我们做过的事都说了一遍别的不说，就爱丁堡一事，哪怕你是上海人都不该维护自己，否则就别怪别人黑,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7244:demo:4392:lex-0235:sense:01:22:25,7244,demo,4392,普信男,22,25,普通却自信的男人简称，常含贬义。,debuff叠满了，本人西安上学维吾尔族极左普信男粉红爱国蛆😄,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7244:query:7244:lex-0473:sense:01:4:7,7244,query,7244,爱丁堡,4,7,网络用语主要指的是中国城市上海。这一隐喻起源于2022年上海第六人民医院发布的一篇关于救治外籍患者特殊病例的文章，引发了公众对于医疗资源分配问题的讨论。,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:7244:demo:5282:lex-0473:sense:01:32:35,7244,demo,5282,爱丁堡,32,35,网络用语主要指的是中国城市上海。这一隐喻起源于2022年上海第六人民医院发布的一篇关于救治外籍患者特殊病例的文章，引发了公众对于医疗资源分配问题的讨论。,他们对上海地域黑怎么黑的他们把我们做过的事都说了一遍别的不说，就爱丁堡一事，哪怕你是上海人都不该维护自己，否则就别怪别人黑,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:7244:demo:2101:lex-0545:sense:01:39:41,7244,demo,2101,撑同,39,41,来源于2013年举办的反歧视活动'撑同志反歧视'，是'反同'的反义词。,你说的很对物已类聚，人已群分。相差很多的两个群体没必要产生多少联系，我觉得那些撑同的人尤其是女性，就是站着说话不腰疼。既然她们喜欢那就不可能真正的公正看待。。,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7244:query:7244:lex-0597:sense:01:16:18,7244,query,7244,京巴,16,18,小型犬类的一种，对北京人的侮辱性称呼。,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:7244:query:7244:lex-0621:sense:01:34:37,7244,query,7244,陕蛋蛋,34,37,对陕西人的侮辱性称呼。,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:7244:query:7244:lex-0622:sense:01:31:33,7244,query,7244,胡建,31,33,'胡建'是'福建'的中文谐音，常用于指代福建，含贬义。,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:7244:query:7244:lex-0623:sense:01:23:25,7244,query,7244,东百,23,25,'东百'是'东北'的中文谐音，常用于指代东北地区，含贬义。,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:7244:query:7244:lex-0624:sense:01:19:22,7244,query,7244,九头鸟,19,22,来源于“天上九头鸟，地上湖北佬”的谚语，影射湖北人好战、不团结、精明等。,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:7244:query:7244:lex-0625:sense:01:12:15,7244,query,7244,山越猴,12,15,对浙江人的侮辱性称呼。,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:7244:demo:4392:lex-0673:sense:01:29:30,7244,demo,4392,蛆,29,30,常用的脏话俗语。,debuff叠满了，本人西安上学维吾尔族极左普信男粉红爱国蛆😄,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7244:demo:7232:lex-0790:sense:01:3:5,7244,demo,7232,帝都,3,5,由于北京作为中国多个朝代的首都，对北京的调侃性称呼。,魔都+帝都从人人清北复交，到著名的排外说，再到男人没男子气概，女人跪舔老外，再到小市民精打细算小家子气斤斤计较，我真的不想列举了,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7244:demo:7232:lex-0791:sense:01:0:2,7244,demo,7232,魔都,0,2,出自曾旅居上海的日本作家村松梢风出版小说《魔都》，对上海的调侃性称呼。,魔都+帝都从人人清北复交，到著名的排外说，再到男人没男子气概，女人跪舔老外，再到小市民精打细算小家子气斤斤计较，我真的不想列举了,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7244:demo:7232:lex-new-85a9a8e7d39af4a3:sense:01:34:35,7244,demo,7232,舔,34,35,在部分网络口语中，比喻刻意迎合、讨好他人，往往带讽刺或贬义；普通舌头舔舐动作不属于这一比喻义，也不能仅凭此词断定被指称者的动机。,魔都+帝都从人人清北复交，到著名的排外说，再到男人没男子气概，女人跪舔老外，再到小市民精打细算小家子气斤斤计较，我真的不想列举了,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:554:demo:1242:lex-0073:sense:01:97:100,554,demo,1242,txl,97,100,中文'同性恋'拼音的首字母简写，用于代指同性恋群团。,我认为的偏见是指在还不了解真实情况或者了解不全的的时候就对某一件事情带有明显的情绪化和极端的观点，例如山西都是挖煤的，上海男人说话都是娘娘腔这种就是很明显的地域偏见，我认为你的好恶只是说你不喜欢txl，可我没说你是偏见。你的好恶是自由的，但偏见不是。,我觉得你这扯淡了，我东北人从小班里满族回族朝鲜族锡伯族，见怪不怪，没人专门因为这个欺负你,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:554:demo:5535:lex-0117:sense:01:7:10,554,demo,5535,地域黑,7,10,即地域歧视，是由于认知群体对某一地区的认知性偏差所造成的刻板印象导致的社会行为。,大兄弟，小心被地域黑当成靶子，毕竟回族在中文网络上名声不太好,我觉得你这扯淡了，我东北人从小班里满族回族朝鲜族锡伯族，见怪不怪，没人专门因为这个欺负你,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:554:demo:1242:lex-0279:sense:01:67:70,554,demo,1242,娘娘腔,67,70,用于形容某些男性在语音、语调或行为上表现出的女性化特征，常含贬义。,我认为的偏见是指在还不了解真实情况或者了解不全的的时候就对某一件事情带有明显的情绪化和极端的观点，例如山西都是挖煤的，上海男人说话都是娘娘腔这种就是很明显的地域偏见，我认为你的好恶只是说你不喜欢txl，可我没说你是偏见。你的好恶是自由的，但偏见不是。,我觉得你这扯淡了，我东北人从小班里满族回族朝鲜族锡伯族，见怪不怪，没人专门因为这个欺负你,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:1746:demo:6644:lex-0069:sense:01:10:12,1746,demo,6644,国女,10,12,“中国女性”的网络简称，在部分性别争论中带有概括、嘲讽或贬损意味；具体语气取决于上下文，不预设使用者一定是男性。,为啥？就是因为现在中国女人地位高到离谱，男人任劳任怨还被女性瞧不起。破坏人类的根本原则,关键是那么丑那么穷的h人，某些人还跪舔倒贴，这就是人的问题了，我们男的又不是sb！,substring_mismatch,inapplicable,ai_note,ai_note,ai_reviewed
hit:1746:demo:2445:lex-0119:sense:01:23:25,1746,demo,2445,过男,23,25,'过男'是'国男'的中文谐音，指中国女权主义者攻击男性的一种称谓。,不好意思，你们的言论我看不懂，因为我从来没有靠过男人（除了我爸爸），也没有诋毁过任何一个正常男性 你们说的那些人跟我也不是一个圈子的，我也无法理解，所以，我也只是从我的角度说出我的想法，意见不一样很正常，我也接受任何的批评,关键是那么丑那么穷的h人，某些人还跪舔倒贴，这就是人的问题了，我们男的又不是sb！,substring_mismatch,inapplicable,ai_note,ai_note,ai_reviewed
hit:1746:demo:1859:lex-0129:sense:01:26:28,1746,demo,1859,舔狗,26,28,指毫无尊严去跪舔他人的人，多指男性。,那要知道这些女人男人塑造的，不过是男人怕其他男人变成舔狗罢了,关键是那么丑那么穷的h人，某些人还跪舔倒贴，这就是人的问题了，我们男的又不是sb！,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:1746:query:1746:lex-0453:sense:01:10:12,1746,query,1746,h人,10,12,'h人'指'黑人'首字母缩写加汉字，常用于对黑人群体的称呼，含贬义。,关键是那么丑那么穷的h人，某些人还跪舔倒贴，这就是人的问题了，我们男的又不是sb！,关键是那么丑那么穷的h人，某些人还跪舔倒贴，这就是人的问题了，我们男的又不是sb！,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:1746:demo:7880:lex-0532:sense:01:6:7,1746,demo,7880,吊,6,7,'吊'与'屌'发音相近，男性生殖器的俗称。,没有女人缘的吊丝羡慕嫉妒恨了，乱喷有什么用,关键是那么丑那么穷的h人，某些人还跪舔倒贴，这就是人的问题了，我们男的又不是sb！,substring_mismatch,inapplicable,ai_note,ai_note,ai_reviewed
