contrast_id,query_id,task,kind,terms,score_mode,non_hate_margin_effect,original_margin_effect,reviewed_margin_effect,human_mechanism_judgment
EPL-3169:position-A,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-A""},{""coefficient"":-1,""condition"":""P0-A""}]",mean_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.11708450317382812}",0.11708450317382812,0.11708450317382812,False
EPL-3169:background-A,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",answer_sum,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.12282180786132812}",0.12282180786132812,0.12282180786132812,False
EPL-3169:background-A,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",answer_mean,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.02192764282226567}",0.02192764282226567,0.02192764282226567,False
EPL-3169:background-A,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",total_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.12282180786132812}",0.12282180786132812,0.12282180786132812,False
EPL-3169:background-A,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",mean_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.018822352091471317}",0.018822352091471317,0.018822352091471317,False
EPL-3169:position-C1,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",answer_sum,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.8212203979492188}",0.8212203979492188,0.8212203979492188,False
EPL-3169:position-C1,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",answer_mean,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.21874440511067705}",0.21874440511067705,0.21874440511067705,False
EPL-3169:position-C1,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",total_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.8212203979492188}",0.8212203979492188,0.8212203979492188,False
EPL-3169:position-C1,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",mean_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.17093276977539062}",0.17093276977539062,0.17093276977539062,False
EPL-3169:background-C1,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",answer_sum,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.5106391906738281}",-0.5106391906738281,-0.5106391906738281,False
EPL-3169:background-C1,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",answer_mean,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.1333635965983073}",-0.1333635965983073,-0.1333635965983073,False
EPL-3169:background-C1,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",total_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.5106391906738281}",-0.5106391906738281,-0.5106391906738281,False
EPL-3169:background-C1,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",mean_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.10462888081868489}",-0.10462888081868489,-0.10462888081868489,False
EPL-3169:position-C2,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",answer_sum,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.3703193664550781}",0.3703193664550781,0.3703193664550781,False
EPL-3169:position-C2,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",answer_mean,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.09951807657877604}",0.09951807657877604,0.09951807657877604,False
EPL-3169:position-C2,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",total_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.3703193664550781}",0.3703193664550781,0.3703193664550781,False
EPL-3169:position-C2,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",mean_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.07762877146402995}",0.07762877146402995,0.07762877146402995,False
EPL-3169:background-C2,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",answer_sum,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.7747535705566406}",-0.7747535705566406,-0.7747535705566406,False
EPL-3169:background-C2,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",answer_mean,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.21251449584960944}",-0.21251449584960944,-0.21251449584960944,False
EPL-3169:background-C2,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",total_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.7747535705566406}",-0.7747535705566406,-0.7747535705566406,False
EPL-3169:background-C2,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",mean_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.16510295867919922}",-0.16510295867919922,-0.16510295867919922,False
EPL-3169:position-D1,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",answer_sum,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.4608039855957031}",0.4608039855957031,0.4608039855957031,False
EPL-3169:position-D1,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",answer_mean,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.090552012125651}",0.090552012125651,0.090552012125651,False
EPL-3169:position-D1,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",total_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.4608039855957031}",0.4608039855957031,0.4608039855957031,False
EPL-3169:position-D1,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",mean_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.07579517364501959}",0.07579517364501959,0.07579517364501959,False
EPL-3169:background-D1,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",answer_sum,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.14336395263671875}",0.14336395263671875,0.14336395263671875,False
EPL-3169:background-D1,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",answer_mean,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.02706654866536462}",0.02706654866536462,0.02706654866536462,False
EPL-3169:background-D1,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",total_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.14336395263671875}",0.14336395263671875,0.14336395263671875,False
EPL-3169:background-D1,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",mean_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.022890090942382812}",0.022890090942382812,0.022890090942382812,False
EPL-3169:position-D2,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P0-D2""}]",answer_sum,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.6140632629394531}",0.6140632629394531,0.6140632629394531,False
EPL-3169:position-D2,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P0-D2""}]",answer_mean,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.12321955362955739}",0.12321955362955739,0.12321955362955739,False
EPL-3169:position-D2,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P0-D2""}]",total_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.6140632629394531}",0.6140632629394531,0.6140632629394531,False
EPL-3169:position-D2,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P0-D2""}]",mean_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.10259819030761724}",0.10259819030761724,0.10259819030761724,False
EPL-3169:background-D2,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D2""},{""coefficient"":-1,""condition"":""R-D2""}]",answer_sum,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.10873031616210938}",0.10873031616210938,0.10873031616210938,False
EPL-3169:background-D2,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D2""},{""coefficient"":-1,""condition"":""R-D2""}]",answer_mean,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.019534556070963438}",0.019534556070963438,0.019534556070963438,False
EPL-3169:background-D2,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D2""},{""coefficient"":-1,""condition"":""R-D2""}]",total_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.10873031616210938}",0.10873031616210938,0.10873031616210938,False
EPL-3169:background-D2,3169,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D2""},{""coefficient"":-1,""condition"":""R-D2""}]",mean_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.016739527384440067}",0.016739527384440067,0.016739527384440067,False
EPL-3169:semantic-P0-1,3169,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""P0-C1""}]",answer_sum,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-2.8057098388671875}",-2.8057098388671875,-2.8057098388671875,False
EPL-3169:semantic-P0-1,3169,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""P0-C1""}]",answer_mean,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.6215835571289062}",-0.6215835571289062,-0.6215835571289062,False
EPL-3169:semantic-P0-1,3169,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""P0-C1""}]",total_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-2.8057098388671875}",-2.8057098388671875,-2.8057098388671875,False
EPL-3169:semantic-P0-1,3169,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""P0-C1""}]",mean_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.5053942998250326}",-0.5053942998250326,-0.5053942998250326,False
EPL-3169:semantic-P1-1,3169,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P1-C1""}]",answer_sum,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-3.166126251220703}",-3.166126251220703,-3.166126251220703,False
EPL-3169:semantic-P1-1,3169,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P1-C1""}]",answer_mean,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.7497759501139323}",-0.7497759501139323,-0.7497759501139323,False
EPL-3169:semantic-P1-1,3169,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P1-C1""}]",total_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-3.166126251220703}",-3.166126251220703,-3.166126251220703,False
EPL-3169:semantic-P1-1,3169,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P1-C1""}]",mean_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.6005318959554036}",-0.6005318959554036,-0.6005318959554036,False
EPL-3169:position-semantic-1,3169,hate,position_by_semantic_interaction,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-D1""},{""coefficient"":1,""condition"":""P0-C1""}]",answer_sum,"{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.3604164123535156}",-0.3604164123535156,-0.3604164123535156,False
EPL-3169:position-semantic-1,3169,hate,position_by_semantic_interaction,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-D1""},{""coefficient"":1,""condition"":""P0-C1""}]",answer_mean,"{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.12819239298502605}",-0.12819239298502605,-0.12819239298502605,False
EPL-3169:position-semantic-1,3169,hate,position_by_semantic_interaction,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-D1""},{""coefficient"":1,""condition"":""P0-C1""}]",total_with_eos,"{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.3604164123535156}",-0.3604164123535156,-0.3604164123535156,False
EPL-3169:position-semantic-1,3169,hate,position_by_semantic_interaction,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-D1""},{""coefficient"":1,""condition"":""P0-C1""}]",mean_with_eos,"{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.09513759613037104}",-0.09513759613037104,-0.09513759613037104,False
EPL-3169:semantic-P0-2,3169,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P0-D2""},{""coefficient"":-1,""condition"":""P0-C2""}]",answer_sum,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-3.233478546142578}",-3.233478546142578,-3.233478546142578,False
EPL-3169:semantic-P0-2,3169,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P0-D2""},{""coefficient"":-1,""condition"":""P0-C2""}]",answer_mean,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.7248863220214844}",-0.7248863220214844,-0.7248863220214844,False
EPL-3169:semantic-P0-2,3169,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P0-D2""},{""coefficient"":-1,""condition"":""P0-C2""}]",total_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-3.233478546142578}",-3.233478546142578,-3.233478546142578,False
EPL-3169:semantic-P0-2,3169,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P0-D2""},{""coefficient"":-1,""condition"":""P0-C2""}]",mean_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.5877822240193685}",-0.5877822240193685,-0.5877822240193685,False
EPL-3169:semantic-P1-2,3169,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P1-C2""}]",answer_sum,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-2.989734649658203}",-2.989734649658203,-2.989734649658203,False
EPL-3169:semantic-P1-2,3169,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P1-C2""}]",answer_mean,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.7011848449707031}",-0.7011848449707031,-0.7011848449707031,False
EPL-3169:semantic-P1-2,3169,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P1-C2""}]",total_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-2.989734649658203}",-2.989734649658203,-2.989734649658203,False
EPL-3169:semantic-P1-2,3169,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P1-C2""}]",mean_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.5628128051757812}",-0.5628128051757812,-0.5628128051757812,False
EPL-3169:position-semantic-2,3169,hate,position_by_semantic_interaction,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-D2""},{""coefficient"":1,""condition"":""P0-C2""}]",answer_sum,"{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":0.243743896484375}",0.243743896484375,0.243743896484375,False
EPL-3169:position-semantic-2,3169,hate,position_by_semantic_interaction,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-D2""},{""coefficient"":1,""condition"":""P0-C2""}]",answer_mean,"{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":0.02370147705078135}",0.02370147705078135,0.02370147705078135,False
EPL-3169:position-semantic-2,3169,hate,position_by_semantic_interaction,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-D2""},{""coefficient"":1,""condition"":""P0-C2""}]",total_with_eos,"{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":0.243743896484375}",0.243743896484375,0.243743896484375,False
EPL-3169:position-semantic-2,3169,hate,position_by_semantic_interaction,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-D2""},{""coefficient"":1,""condition"":""P0-C2""}]",mean_with_eos,"{""direction"":""positive"",""numeric_bound"":0.00537109375,""raw_sign"":1,""statistical_interval"":false,""value"":0.02496941884358729}",0.02496941884358729,0.02496941884358729,False
EPL-3169:length-S,3169,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""S""},{""coefficient"":-1,""condition"":""R-A""}]",answer_sum,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.9088134765625}",-0.9088134765625,-0.9088134765625,False
EPL-3169:length-S,3169,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""S""},{""coefficient"":-1,""condition"":""R-A""}]",answer_mean,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.18016255696614591}",-0.18016255696614591,-0.18016255696614591,False
EPL-3169:length-S,3169,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""S""},{""coefficient"":-1,""condition"":""R-A""}]",total_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.9088134765625}",-0.9088134765625,-0.9088134765625,False
EPL-3169:length-S,3169,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""S""},{""coefficient"":-1,""condition"":""R-A""}]",mean_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.1504688262939453}",-0.1504688262939453,-0.1504688262939453,False
EPL-3169:length-L,3169,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""L""},{""coefficient"":-1,""condition"":""R-A""}]",answer_sum,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.8678779602050781}",0.8678779602050781,0.8678779602050781,False
EPL-3169:length-L,3169,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""L""},{""coefficient"":-1,""condition"":""R-A""}]",answer_mean,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.171393076578776}",0.171393076578776,0.171393076578776,False
EPL-3169:length-L,3169,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""L""},{""coefficient"":-1,""condition"":""R-A""}]",total_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.8678779602050781}",0.8678779602050781,0.8678779602050781,False
EPL-3169:length-L,3169,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""L""},{""coefficient"":-1,""condition"":""R-A""}]",mean_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.1432822545369466}",0.1432822545369466,0.1432822545369466,False
EPL-3169:length-L-S,3169,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""L""},{""coefficient"":-1,""condition"":""S""}]",answer_sum,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":1.7766914367675781}",1.7766914367675781,1.7766914367675781,False
EPL-3169:length-L-S,3169,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""L""},{""coefficient"":-1,""condition"":""S""}]",answer_mean,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.3515556335449219}",0.3515556335449219,0.3515556335449219,False
EPL-3169:length-L-S,3169,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""L""},{""coefficient"":-1,""condition"":""S""}]",total_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":1.7766914367675781}",1.7766914367675781,1.7766914367675781,False
EPL-3169:length-L-S,3169,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""L""},{""coefficient"":-1,""condition"":""S""}]",mean_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.2937510808308919}",0.2937510808308919,0.2937510808308919,False
EMF-541:natural-deletion,541,hate,historical_natural_deletion_total_effect,"[{""coefficient"":1,""condition"":""R-B""},{""coefficient"":-1,""condition"":""R-A""}]",answer_sum,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.982574462890625}",-0.982574462890625,-0.982574462890625,False
EMF-541:natural-deletion,541,hate,historical_natural_deletion_total_effect,"[{""coefficient"":1,""condition"":""R-B""},{""coefficient"":-1,""condition"":""R-A""}]",answer_mean,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.36037343343098954}",-0.36037343343098954,-0.36037343343098954,False
EMF-541:natural-deletion,541,hate,historical_natural_deletion_total_effect,"[{""coefficient"":1,""condition"":""R-B""},{""coefficient"":-1,""condition"":""R-A""}]",total_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.982574462890625}",-0.982574462890625,-0.982574462890625,False
EMF-541:natural-deletion,541,hate,historical_natural_deletion_total_effect,"[{""coefficient"":1,""condition"":""R-B""},{""coefficient"":-1,""condition"":""R-A""}]",mean_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.26617399851481116}",-0.26617399851481116,-0.26617399851481116,False
EMF-541:C1-vs-A,541,hate,fixed_slot_content_change,"[{""coefficient"":1,""condition"":""R-C1""},{""coefficient"":-1,""condition"":""R-A""}]",answer_sum,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.34264373779296875}",-0.34264373779296875,-0.34264373779296875,False
EMF-541:C1-vs-A,541,hate,fixed_slot_content_change,"[{""coefficient"":1,""condition"":""R-C1""},{""coefficient"":-1,""condition"":""R-A""}]",answer_mean,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.02707265218098953}",-0.02707265218098953,-0.02707265218098953,False
