record_id,protocol_id,query_id,task,condition,score_mode,prediction,prediction_ordinal,original_reference,reviewed_reference,original_correct,reviewed_correct,original_margin,reviewed_margin,fixed_foil,fixed_foil_margin,hate_direction,label_margins,top_gap,tied_top_count,prompt_tokens,prompt_sha256,baseline_replay,non_hate_margin
EPL-541-hate-v1:P1-D1,EMF-541-hate-v1,541,hate,P1-D1,total_with_eos,hate,0,non-hate,non-hate,False,False,-0.5589447021484375,-0.5589447021484375,null,null,0.5589447021484375,"{""hate"":0.5589447021484375}",0.5589447021484375,1,930,72233fbbd76e580370e6d46ddda76e167cbfa067ca28dbfb2f3db5972735f8bb,False,-0.5589447021484375
EPL-541-hate-v1:P1-D1,EMF-541-hate-v1,541,hate,P1-D1,mean_with_eos,hate,0,non-hate,non-hate,False,False,-0.051860809326171875,-0.051860809326171875,null,null,0.051860809326171875,"{""hate"":0.051860809326171875}",0.051860809326171875,1,930,72233fbbd76e580370e6d46ddda76e167cbfa067ca28dbfb2f3db5972735f8bb,False,-0.051860809326171875
EPL-3169-hate-v1:P1-D1,EMF-3169-hate-v1,3169,hate,P1-D1,answer_sum,hate,0,non-hate,non-hate,False,False,-2.75042724609375,-2.75042724609375,null,null,2.75042724609375,"{""hate"":2.75042724609375}",2.75042724609375,1,743,83efd0299e5d5402bead85dc472e98443f6d2380ae1631e18662850be62acc90,False,-2.75042724609375
EPL-3169-hate-v1:P1-D1,EMF-3169-hate-v1,3169,hate,P1-D1,answer_mean,hate,0,non-hate,non-hate,False,False,-0.5375874837239584,-0.5375874837239584,null,null,0.5375874837239584,"{""hate"":0.5375874837239584}",0.5375874837239584,1,743,83efd0299e5d5402bead85dc472e98443f6d2380ae1631e18662850be62acc90,False,-0.5375874837239584
EPL-3169-hate-v1:P1-D1,EMF-3169-hate-v1,3169,hate,P1-D1,total_with_eos,hate,0,non-hate,non-hate,False,False,-2.75042724609375,-2.75042724609375,null,null,2.75042724609375,"{""hate"":2.75042724609375}",2.75042724609375,1,743,83efd0299e5d5402bead85dc472e98443f6d2380ae1631e18662850be62acc90,False,-2.75042724609375
EPL-3169-hate-v1:P1-D1,EMF-3169-hate-v1,3169,hate,P1-D1,mean_with_eos,hate,0,non-hate,non-hate,False,False,-0.4505933125813802,-0.4505933125813802,null,null,0.4505933125813802,"{""hate"":0.4505933125813802}",0.4505933125813802,1,743,83efd0299e5d5402bead85dc472e98443f6d2380ae1631e18662850be62acc90,False,-0.4505933125813802
EPL-541-hate-v1:P1-D2,EMF-541-hate-v1,541,hate,P1-D2,answer_sum,hate,0,non-hate,non-hate,False,False,-0.6957321166992188,-0.6957321166992188,null,null,0.6957321166992188,"{""hate"":0.6957321166992188}",0.6957321166992188,1,930,7821009db65b54831f163af3ee8eca5f7464f64ce283082c09dc54d6dcf723b8,False,-0.6957321166992188
EPL-541-hate-v1:P1-D2,EMF-541-hate-v1,541,hate,P1-D2,answer_mean,hate,0,non-hate,non-hate,False,False,-0.07697041829427084,-0.07697041829427084,null,null,0.07697041829427084,"{""hate"":0.07697041829427084}",0.07697041829427084,1,930,7821009db65b54831f163af3ee8eca5f7464f64ce283082c09dc54d6dcf723b8,False,-0.07697041829427084
EPL-541-hate-v1:P1-D2,EMF-541-hate-v1,541,hate,P1-D2,total_with_eos,hate,0,non-hate,non-hate,False,False,-0.6957321166992188,-0.6957321166992188,null,null,0.6957321166992188,"{""hate"":0.6957321166992188}",0.6957321166992188,1,930,7821009db65b54831f163af3ee8eca5f7464f64ce283082c09dc54d6dcf723b8,False,-0.6957321166992188
EPL-541-hate-v1:P1-D2,EMF-541-hate-v1,541,hate,P1-D2,mean_with_eos,hate,0,non-hate,non-hate,False,False,-0.07709534962972006,-0.07709534962972006,null,null,0.07709534962972006,"{""hate"":0.07709534962972006}",0.07709534962972006,1,930,7821009db65b54831f163af3ee8eca5f7464f64ce283082c09dc54d6dcf723b8,False,-0.07709534962972006
EPL-3169-hate-v1:P1-D2,EMF-3169-hate-v1,3169,hate,P1-D2,answer_sum,hate,0,non-hate,non-hate,False,False,-2.7460708618164062,-2.7460708618164062,null,null,2.7460708618164062,"{""hate"":2.7460708618164062}",2.7460708618164062,1,743,592cf0f488419f8f648137649feae136fd46d2be1e6adb8eda1224cc42558a14,False,-2.7460708618164062
EPL-3169-hate-v1:P1-D2,EMF-3169-hate-v1,3169,hate,P1-D2,answer_mean,hate,0,non-hate,non-hate,False,False,-0.5367914835611979,-0.5367914835611979,null,null,0.5367914835611979,"{""hate"":0.5367914835611979}",0.5367914835611979,1,743,592cf0f488419f8f648137649feae136fd46d2be1e6adb8eda1224cc42558a14,False,-0.5367914835611979
EPL-3169-hate-v1:P1-D2,EMF-3169-hate-v1,3169,hate,P1-D2,total_with_eos,hate,0,non-hate,non-hate,False,False,-2.7460708618164062,-2.7460708618164062,null,null,2.7460708618164062,"{""hate"":2.7460708618164062}",2.7460708618164062,1,743,592cf0f488419f8f648137649feae136fd46d2be1e6adb8eda1224cc42558a14,False,-2.7460708618164062
EPL-3169-hate-v1:P1-D2,EMF-3169-hate-v1,3169,hate,P1-D2,mean_with_eos,hate,0,non-hate,non-hate,False,False,-0.44991429646809894,-0.44991429646809894,null,null,0.44991429646809894,"{""hate"":0.44991429646809894}",0.44991429646809894,1,743,592cf0f488419f8f648137649feae136fd46d2be1e6adb8eda1224cc42558a14,False,-0.44991429646809894
EPL-541-hate-v1:R-A,EMF-541-hate-v1,541,hate,R-A,answer_sum,non-hate,1,non-hate,non-hate,True,True,0.579376220703125,0.579376220703125,null,null,-0.579376220703125,"{""hate"":-0.579376220703125}",0.579376220703125,1,918,224f8ea4181e16f0e8745fd8c77000c582289c3d7483f0bd92e056f972ad9997,True,0.579376220703125
EPL-541-hate-v1:R-A,EMF-541-hate-v1,541,hate,R-A,answer_mean,non-hate,1,non-hate,non-hate,True,True,0.3515803019205729,0.3515803019205729,null,null,-0.3515803019205729,"{""hate"":-0.3515803019205729}",0.3515803019205729,1,918,224f8ea4181e16f0e8745fd8c77000c582289c3d7483f0bd92e056f972ad9997,True,0.3515803019205729
EPL-541-hate-v1:R-A,EMF-541-hate-v1,541,hate,R-A,total_with_eos,non-hate,1,non-hate,non-hate,True,True,0.579376220703125,0.579376220703125,null,null,-0.579376220703125,"{""hate"":-0.579376220703125}",0.579376220703125,1,918,224f8ea4181e16f0e8745fd8c77000c582289c3d7483f0bd92e056f972ad9997,True,0.579376220703125
EPL-541-hate-v1:R-A,EMF-541-hate-v1,541,hate,R-A,mean_with_eos,non-hate,1,non-hate,non-hate,True,True,0.24387836456298828,0.24387836456298828,null,null,-0.24387836456298828,"{""hate"":-0.24387836456298828}",0.24387836456298828,1,918,224f8ea4181e16f0e8745fd8c77000c582289c3d7483f0bd92e056f972ad9997,True,0.24387836456298828
EPL-3169-hate-v1:R-A,EMF-3169-hate-v1,3169,hate,R-A,answer_sum,hate,0,non-hate,non-hate,False,False,-3.7691802978515625,-3.7691802978515625,null,null,3.7691802978515625,"{""hate"":3.7691802978515625}",3.7691802978515625,1,742,0737aa7b9bba71aa4b1bdb28e016169e2e1374a5249f728303da743fe1a9e7d5,True,-3.7691802978515625
EPL-3169-hate-v1:R-A,EMF-3169-hate-v1,3169,hate,R-A,answer_mean,hate,0,non-hate,non-hate,False,False,-0.7410074869791666,-0.7410074869791666,null,null,0.7410074869791666,"{""hate"":0.7410074869791666}",0.7410074869791666,1,742,0737aa7b9bba71aa4b1bdb28e016169e2e1374a5249f728303da743fe1a9e7d5,True,-0.7410074869791666
EPL-3169-hate-v1:R-A,EMF-3169-hate-v1,3169,hate,R-A,total_with_eos,hate,0,non-hate,non-hate,False,False,-3.7691802978515625,-3.7691802978515625,null,null,3.7691802978515625,"{""hate"":3.7691802978515625}",3.7691802978515625,1,742,0737aa7b9bba71aa4b1bdb28e016169e2e1374a5249f728303da743fe1a9e7d5,True,-3.7691802978515625
EPL-3169-hate-v1:R-A,EMF-3169-hate-v1,3169,hate,R-A,mean_with_eos,hate,0,non-hate,non-hate,False,False,-0.6201788584391276,-0.6201788584391276,null,null,0.6201788584391276,"{""hate"":0.6201788584391276}",0.6201788584391276,1,742,0737aa7b9bba71aa4b1bdb28e016169e2e1374a5249f728303da743fe1a9e7d5,True,-0.6201788584391276
EPL-541-hate-v1:R-B,EMF-541-hate-v1,541,hate,R-B,answer_sum,hate,0,non-hate,non-hate,False,False,-0.4031982421875,-0.4031982421875,null,null,0.4031982421875,"{""hate"":0.4031982421875}",0.4031982421875,1,855,b75fcb7f4e2acca7dd8447a8de3357c0851cdd2ff002c8e8ef70bb33d6a81d7d,True,-0.4031982421875
EPL-541-hate-v1:R-B,EMF-541-hate-v1,541,hate,R-B,answer_mean,hate,0,non-hate,non-hate,False,False,-0.008793131510416663,-0.008793131510416663,null,null,0.008793131510416663,"{""hate"":0.008793131510416663}",0.008793131510416663,1,855,b75fcb7f4e2acca7dd8447a8de3357c0851cdd2ff002c8e8ef70bb33d6a81d7d,True,-0.008793131510416663
EPL-541-hate-v1:R-B,EMF-541-hate-v1,541,hate,R-B,total_with_eos,hate,0,non-hate,non-hate,False,False,-0.4031982421875,-0.4031982421875,null,null,0.4031982421875,"{""hate"":0.4031982421875}",0.4031982421875,1,855,b75fcb7f4e2acca7dd8447a8de3357c0851cdd2ff002c8e8ef70bb33d6a81d7d,True,-0.4031982421875
EPL-541-hate-v1:R-B,EMF-541-hate-v1,541,hate,R-B,mean_with_eos,hate,0,non-hate,non-hate,False,False,-0.022295633951822907,-0.022295633951822907,null,null,0.022295633951822907,"{""hate"":0.022295633951822907}",0.022295633951822907,1,855,b75fcb7f4e2acca7dd8447a8de3357c0851cdd2ff002c8e8ef70bb33d6a81d7d,True,-0.022295633951822907
EPL-3169-hate-v1:R-B,EMF-3169-hate-v1,3169,hate,R-B,answer_sum,hate,0,non-hate,non-hate,False,False,-0.6408653259277344,-0.6408653259277344,null,null,0.6408653259277344,"{""hate"":0.6408653259277344}",0.6408653259277344,1,712,e6f27a3f713a6f01165e957ae253ea830bb1e2bbddd9019b7b925cac4465c7ef,True,-0.6408653259277344
EPL-3169-hate-v1:R-B,EMF-3169-hate-v1,3169,hate,R-B,answer_mean,hate,0,non-hate,non-hate,False,False,-0.06376012166341147,-0.06376012166341147,null,null,0.06376012166341147,"{""hate"":0.06376012166341147}",0.06376012166341147,1,712,e6f27a3f713a6f01165e957ae253ea830bb1e2bbddd9019b7b925cac4465c7ef,True,-0.06376012166341147
EPL-3169-hate-v1:R-B,EMF-3169-hate-v1,3169,hate,R-B,total_with_eos,hate,0,non-hate,non-hate,False,False,-0.6408653259277344,-0.6408653259277344,null,null,0.6408653259277344,"{""hate"":0.6408653259277344}",0.6408653259277344,1,712,e6f27a3f713a6f01165e957ae253ea830bb1e2bbddd9019b7b925cac4465c7ef,True,-0.6408653259277344
EPL-3169-hate-v1:R-B,EMF-3169-hate-v1,3169,hate,R-B,mean_with_eos,hate,0,non-hate,non-hate,False,False,-0.06655279795328775,-0.06655279795328775,null,null,0.06655279795328775,"{""hate"":0.06655279795328775}",0.06655279795328775,1,712,e6f27a3f713a6f01165e957ae253ea830bb1e2bbddd9019b7b925cac4465c7ef,True,-0.06655279795328775
EPL-541-hate-v1:R-C1,EMF-541-hate-v1,541,hate,R-C1,answer_sum,non-hate,1,non-hate,non-hate,True,True,0.23673248291015625,0.23673248291015625,null,null,-0.23673248291015625,"{""hate"":-0.23673248291015625}",0.23673248291015625,1,918,714d5e1bee79e9945f74638cb8fcd8997f091121a7a777ff3c08aa6c44bd7448,False,0.23673248291015625
EPL-541-hate-v1:R-C1,EMF-541-hate-v1,541,hate,R-C1,answer_mean,non-hate,1,non-hate,non-hate,True,True,0.32450764973958335,0.32450764973958335,null,null,-0.32450764973958335,"{""hate"":-0.32450764973958335}",0.32450764973958335,1,918,714d5e1bee79e9945f74638cb8fcd8997f091121a7a777ff3c08aa6c44bd7448,False,0.32450764973958335
EPL-541-hate-v1:R-C1,EMF-541-hate-v1,541,hate,R-C1,total_with_eos,non-hate,1,non-hate,non-hate,True,True,0.23673248291015625,0.23673248291015625,null,null,-0.23673248291015625,"{""hate"":-0.23673248291015625}",0.23673248291015625,1,918,714d5e1bee79e9945f74638cb8fcd8997f091121a7a777ff3c08aa6c44bd7448,False,0.23673248291015625
EPL-541-hate-v1:R-C1,EMF-541-hate-v1,541,hate,R-C1,mean_with_eos,non-hate,1,non-hate,non-hate,True,True,0.2126811345418294,0.2126811345418294,null,null,-0.2126811345418294,"{""hate"":-0.2126811345418294}",0.2126811345418294,1,918,714d5e1bee79e9945f74638cb8fcd8997f091121a7a777ff3c08aa6c44bd7448,False,0.2126811345418294
EPL-3169-hate-v1:R-C1,EMF-3169-hate-v1,3169,hate,R-C1,answer_sum,non-hate,1,non-hate,non-hate,True,True,0.1051177978515625,0.1051177978515625,null,null,-0.1051177978515625,"{""hate"":-0.1051177978515625}",0.1051177978515625,1,742,af252b3316ad70893755f5692147cf526f9f9ee107b12f6d44e3698d120b1898,False,0.1051177978515625
EPL-3169-hate-v1:R-C1,EMF-3169-hate-v1,3169,hate,R-C1,answer_mean,non-hate,1,non-hate,non-hate,True,True,0.12680765787760417,0.12680765787760417,null,null,-0.12680765787760417,"{""hate"":-0.12680765787760417}",0.12680765787760417,1,742,af252b3316ad70893755f5692147cf526f9f9ee107b12f6d44e3698d120b1898,False,0.12680765787760417
EPL-3169-hate-v1:R-C1,EMF-3169-hate-v1,3169,hate,R-C1,total_with_eos,non-hate,1,non-hate,non-hate,True,True,0.1051177978515625,0.1051177978515625,null,null,-0.1051177978515625,"{""hate"":-0.1051177978515625}",0.1051177978515625,1,742,af252b3316ad70893755f5692147cf526f9f9ee107b12f6d44e3698d120b1898,False,0.1051177978515625
EPL-3169-hate-v1:R-C1,EMF-3169-hate-v1,3169,hate,R-C1,mean_with_eos,non-hate,1,non-hate,non-hate,True,True,0.0836346944173177,0.0836346944173177,null,null,-0.0836346944173177,"{""hate"":-0.0836346944173177}",0.0836346944173177,1,742,af252b3316ad70893755f5692147cf526f9f9ee107b12f6d44e3698d120b1898,False,0.0836346944173177
EPL-541-hate-v1:R-C2,EMF-541-hate-v1,541,hate,R-C2,answer_sum,non-hate,1,non-hate,non-hate,True,True,0.29131317138671875,0.29131317138671875,null,null,-0.29131317138671875,"{""hate"":-0.29131317138671875}",0.29131317138671875,1,918,567357e88785bd4f3e2b55a5d8edbd8254d95dded40e220a36311097fc8b876b,False,0.29131317138671875
EPL-541-hate-v1:R-C2,EMF-541-hate-v1,541,hate,R-C2,answer_mean,non-hate,1,non-hate,non-hate,True,True,0.32294209798177087,0.32294209798177087,null,null,-0.32294209798177087,"{""hate"":-0.32294209798177087}",0.32294209798177087,1,918,567357e88785bd4f3e2b55a5d8edbd8254d95dded40e220a36311097fc8b876b,False,0.32294209798177087
EPL-541-hate-v1:R-C2,EMF-541-hate-v1,541,hate,R-C2,total_with_eos,non-hate,1,non-hate,non-hate,True,True,0.29131317138671875,0.29131317138671875,null,null,-0.29131317138671875,"{""hate"":-0.29131317138671875}",0.29131317138671875,1,918,567357e88785bd4f3e2b55a5d8edbd8254d95dded40e220a36311097fc8b876b,False,0.29131317138671875
EPL-541-hate-v1:R-C2,EMF-541-hate-v1,541,hate,R-C2,mean_with_eos,non-hate,1,non-hate,non-hate,True,True,0.21397686004638672,0.21397686004638672,null,null,-0.21397686004638672,"{""hate"":-0.21397686004638672}",0.21397686004638672,1,918,567357e88785bd4f3e2b55a5d8edbd8254d95dded40e220a36311097fc8b876b,False,0.21397686004638672
EPL-3169-hate-v1:R-C2,EMF-3169-hate-v1,3169,hate,R-C2,answer_sum,non-hate,1,non-hate,non-hate,True,True,0.6480979919433594,0.6480979919433594,null,null,-0.6480979919433594,"{""hate"":-0.6480979919433594}",0.6480979919433594,1,742,774b9548e5f46bcb4bf9c4b4ac211c898c3b14ccb9693a3c0d4619520f908403,False,0.6480979919433594
EPL-3169-hate-v1:R-C2,EMF-3169-hate-v1,3169,hate,R-C2,answer_mean,non-hate,1,non-hate,non-hate,True,True,0.2773897806803386,0.2773897806803386,null,null,-0.2773897806803386,"{""hate"":-0.2773897806803386}",0.2773897806803386,1,742,774b9548e5f46bcb4bf9c4b4ac211c898c3b14ccb9693a3c0d4619520f908403,False,0.2773897806803386
EPL-3169-hate-v1:R-C2,EMF-3169-hate-v1,3169,hate,R-C2,total_with_eos,non-hate,1,non-hate,non-hate,True,True,0.6480979919433594,0.6480979919433594,null,null,-0.6480979919433594,"{""hate"":-0.6480979919433594}",0.6480979919433594,1,742,774b9548e5f46bcb4bf9c4b4ac211c898c3b14ccb9693a3c0d4619520f908403,False,0.6480979919433594
EPL-3169-hate-v1:R-C2,EMF-3169-hate-v1,3169,hate,R-C2,mean_with_eos,non-hate,1,non-hate,non-hate,True,True,0.20037269592285156,0.20037269592285156,null,null,-0.20037269592285156,"{""hate"":-0.20037269592285156}",0.20037269592285156,1,742,774b9548e5f46bcb4bf9c4b4ac211c898c3b14ccb9693a3c0d4619520f908403,False,0.20037269592285156
EPL-541-hate-v1:R-D1,EMF-541-hate-v1,541,hate,R-D1,answer_sum,non-hate,1,non-hate,non-hate,True,True,0.46942901611328125,0.46942901611328125,null,null,-0.46942901611328125,"{""hate"":-0.46942901611328125}",0.46942901611328125,1,918,70015ddc5e89f2642ed74a8017de0b39b73810b72b36e43e6fad5d5b23c2a1e1,False,0.46942901611328125
EPL-541-hate-v1:R-D1,EMF-541-hate-v1,541,hate,R-D1,answer_mean,non-hate,1,non-hate,non-hate,True,True,0.32381998697916664,0.32381998697916664,null,null,-0.32381998697916664,"{""hate"":-0.32381998697916664}",0.32381998697916664,1,918,70015ddc5e89f2642ed74a8017de0b39b73810b72b36e43e6fad5d5b23c2a1e1,False,0.32381998697916664
EPL-541-hate-v1:R-D1,EMF-541-hate-v1,541,hate,R-D1,total_with_eos,non-hate,1,non-hate,non-hate,True,True,0.46942901611328125,0.46942901611328125,null,null,-0.46942901611328125,"{""hate"":-0.46942901611328125}",0.46942901611328125,1,918,70015ddc5e89f2642ed74a8017de0b39b73810b72b36e43e6fad5d5b23c2a1e1,False,0.46942901611328125
EPL-541-hate-v1:R-D1,EMF-541-hate-v1,541,hate,R-D1,mean_with_eos,non-hate,1,non-hate,non-hate,True,True,0.22194703420003256,0.22194703420003256,null,null,-0.22194703420003256,"{""hate"":-0.22194703420003256}",0.22194703420003256,1,918,70015ddc5e89f2642ed74a8017de0b39b73810b72b36e43e6fad5d5b23c2a1e1,False,0.22194703420003256
EPL-3169-hate-v1:R-D1,EMF-3169-hate-v1,3169,hate,R-D1,answer_sum,hate,0,non-hate,non-hate,False,False,-3.354595184326172,-3.354595184326172,null,null,3.354595184326172,"{""hate"":3.354595184326172}",3.354595184326172,1,742,61a2ebbede31fbb761d4ec60ca7aa033534da28cfe894a966c48f76cda9cb437,False,-3.354595184326172
EPL-3169-hate-v1:R-D1,EMF-3169-hate-v1,3169,hate,R-D1,answer_mean,hate,0,non-hate,non-hate,False,False,-0.655206044514974,-0.655206044514974,null,null,0.655206044514974,"{""hate"":0.655206044514974}",0.655206044514974,1,742,61a2ebbede31fbb761d4ec60ca7aa033534da28cfe894a966c48f76cda9cb437,False,-0.655206044514974
EPL-3169-hate-v1:R-D1,EMF-3169-hate-v1,3169,hate,R-D1,total_with_eos,hate,0,non-hate,non-hate,False,False,-3.354595184326172,-3.354595184326172,null,null,3.354595184326172,"{""hate"":3.354595184326172}",3.354595184326172,1,742,61a2ebbede31fbb761d4ec60ca7aa033534da28cfe894a966c48f76cda9cb437,False,-3.354595184326172
EPL-3169-hate-v1:R-D1,EMF-3169-hate-v1,3169,hate,R-D1,mean_with_eos,hate,0,non-hate,non-hate,False,False,-0.5492785771687826,-0.5492785771687826,null,null,0.5492785771687826,"{""hate"":0.5492785771687826}",0.5492785771687826,1,742,61a2ebbede31fbb761d4ec60ca7aa033534da28cfe894a966c48f76cda9cb437,False,-0.5492785771687826
EPL-541-hate-v1:R-D2,EMF-541-hate-v1,541,hate,R-D2,answer_sum,non-hate,1,non-hate,non-hate,True,True,0.29471588134765625,0.29471588134765625,null,null,-0.29471588134765625,"{""hate"":-0.29471588134765625}",0.29471588134765625,1,918,38c11160d4dfdf44125108ec2f055f968f63da3fb5209e0082d899df0c197ded,False,0.29471588134765625
EPL-541-hate-v1:R-D2,EMF-541-hate-v1,541,hate,R-D2,answer_mean,non-hate,1,non-hate,non-hate,True,True,0.2842315673828125,0.2842315673828125,null,null,-0.2842315673828125,"{""hate"":-0.2842315673828125}",0.2842315673828125,1,918,38c11160d4dfdf44125108ec2f055f968f63da3fb5209e0082d899df0c197ded,False,0.2842315673828125
EPL-541-hate-v1:R-D2,EMF-541-hate-v1,541,hate,R-D2,total_with_eos,non-hate,1,non-hate,non-hate,True,True,0.29471588134765625,0.29471588134765625,null,null,-0.29471588134765625,"{""hate"":-0.29471588134765625}",0.29471588134765625,1,918,38c11160d4dfdf44125108ec2f055f968f63da3fb5209e0082d899df0c197ded,False,0.29471588134765625
EPL-541-hate-v1:R-D2,EMF-541-hate-v1,541,hate,R-D2,mean_with_eos,non-hate,1,non-hate,non-hate,True,True,0.1899245580037435,0.1899245580037435,null,null,-0.1899245580037435,"{""hate"":-0.1899245580037435}",0.1899245580037435,1,918,38c11160d4dfdf44125108ec2f055f968f63da3fb5209e0082d899df0c197ded,False,0.1899245580037435
EPL-3169-hate-v1:R-D2,EMF-3169-hate-v1,3169,hate,R-D2,answer_sum,hate,0,non-hate,non-hate,False,False,-3.4688644409179688,-3.4688644409179688,null,null,3.4688644409179688,"{""hate"":3.4688644409179688}",3.4688644409179688,1,742,40903cd280d525de263fe3fcb6c6258607c8b888994a6a4d351ca243d9ae137c,False,-3.4688644409179688
EPL-3169-hate-v1:R-D2,EMF-3169-hate-v1,3169,hate,R-D2,answer_mean,hate,0,non-hate,non-hate,False,False,-0.6795455932617187,-0.6795455932617187,null,null,0.6795455932617187,"{""hate"":0.6795455932617187}",0.6795455932617187,1,742,40903cd280d525de263fe3fcb6c6258607c8b888994a6a4d351ca243d9ae137c,False,-0.6795455932617187
EPL-3169-hate-v1:R-D2,EMF-3169-hate-v1,3169,hate,R-D2,total_with_eos,hate,0,non-hate,non-hate,False,False,-3.4688644409179688,-3.4688644409179688,null,null,3.4688644409179688,"{""hate"":3.4688644409179688}",3.4688644409179688,1,742,40903cd280d525de263fe3fcb6c6258607c8b888994a6a4d351ca243d9ae137c,False,-3.4688644409179688
EPL-3169-hate-v1:R-D2,EMF-3169-hate-v1,3169,hate,R-D2,mean_with_eos,hate,0,non-hate,non-hate,False,False,-0.5692520141601562,-0.5692520141601562,null,null,0.5692520141601562,"{""hate"":0.5692520141601562}",0.5692520141601562,1,742,40903cd280d525de263fe3fcb6c6258607c8b888994a6a4d351ca243d9ae137c,False,-0.5692520141601562
EPL-541-hate-v1:S,EMF-541-hate-v1,541,hate,S,answer_sum,hate,0,non-hate,non-hate,False,False,-0.5345535278320312,-0.5345535278320312,null,null,0.5345535278320312,"{""hate"":0.5345535278320312}",0.5345535278320312,1,907,82177bfad6c566e376cb28c30f6f01241d380502535691ebd45acdd82a1d0986,False,-0.5345535278320312
EPL-541-hate-v1:S,EMF-541-hate-v1,541,hate,S,answer_mean,hate,0,non-hate,non-hate,False,False,-0.03573201497395834,-0.03573201497395834,null,null,0.03573201497395834,"{""hate"":0.03573201497395834}",0.03573201497395834,1,907,82177bfad6c566e376cb28c30f6f01241d380502535691ebd45acdd82a1d0986,False,-0.03573201497395834
EPL-541-hate-v1:S,EMF-541-hate-v1,541,hate,S,total_with_eos,hate,0,non-hate,non-hate,False,False,-0.5345535278320312,-0.5345535278320312,null,null,0.5345535278320312,"{""hate"":0.5345535278320312}",0.5345535278320312,1,907,82177bfad6c566e376cb28c30f6f01241d380502535691ebd45acdd82a1d0986,False,-0.5345535278320312
EPL-541-hate-v1:S,EMF-541-hate-v1,541,hate,S,mean_with_eos,hate,0,non-hate,non-hate,False,False,-0.044605573018391936,-0.044605573018391936,null,null,0.044605573018391936,"{""hate"":0.044605573018391936}",0.044605573018391936,1,907,82177bfad6c566e376cb28c30f6f01241d380502535691ebd45acdd82a1d0986,False,-0.044605573018391936
EPL-3169-hate-v1:S,EMF-3169-hate-v1,3169,hate,S,answer_sum,hate,0,non-hate,non-hate,False,False,-4.6779937744140625,-4.6779937744140625,null,null,4.6779937744140625,"{""hate"":4.6779937744140625}",4.6779937744140625,1,736,fc9b6abdb24e56aaa113f877045dfb46c977a37676ee2be36294ee1ce4437842,False,-4.6779937744140625
EPL-3169-hate-v1:S,EMF-3169-hate-v1,3169,hate,S,answer_mean,hate,0,non-hate,non-hate,False,False,-0.9211700439453125,-0.9211700439453125,null,null,0.9211700439453125,"{""hate"":0.9211700439453125}",0.9211700439453125,1,736,fc9b6abdb24e56aaa113f877045dfb46c977a37676ee2be36294ee1ce4437842,False,-0.9211700439453125
EPL-3169-hate-v1:S,EMF-3169-hate-v1,3169,hate,S,total_with_eos,hate,0,non-hate,non-hate,False,False,-4.6779937744140625,-4.6779937744140625,null,null,4.6779937744140625,"{""hate"":4.6779937744140625}",4.6779937744140625,1,736,fc9b6abdb24e56aaa113f877045dfb46c977a37676ee2be36294ee1ce4437842,False,-4.6779937744140625
EPL-3169-hate-v1:S,EMF-3169-hate-v1,3169,hate,S,mean_with_eos,hate,0,non-hate,non-hate,False,False,-0.7706476847330729,-0.7706476847330729,null,null,0.7706476847330729,"{""hate"":0.7706476847330729}",0.7706476847330729,1,736,fc9b6abdb24e56aaa113f877045dfb46c977a37676ee2be36294ee1ce4437842,False,-0.7706476847330729
