query_id,task,original_bucket,original_label,reviewed_label,original_mask,reviewed_mask,observed_behavior,proposed_roles,preparation_rank_proposed,proposal_note,strict_u_candidate_demo_ids,demo_answer_difference_ids,reference_analysis_eligible,proposal_human_adopted,input_control_eligible,pending_work
4189,hate,Stable_correct,hate,non-hate,0111,1000,仅 C0 正确,"[""单资源差异诊断候选"",""参考切换敏感案例""]",null,先按审核材料确定具体操作，再决定是否列入运行队列。,[],"[""7235"",""3212"",""2075""]",True,False,False,"[""specific_material_operation_not_selected"",""hypothesis_and_alternative_not_frozen"",""retained_inputs_and_shared_sources_not_checked_for_operation"",""new_prompt_replay_and_position_controls_not_prepared"",""no_demo_passes_strict_U_screen; define_another_intervention_if_needed"",""keep_demo_answer_differences_separate_from_applicability_contrast""]"
4189,group,Stable_correct,"[""Sexism""]","[""Sexism""]",1111,1111,四个核心条件均正确,"[""稳定正确对照候选""]",null,先按审核材料确定具体操作，再决定是否列入运行队列。,[],"[""7235"",""3372"",""6291"",""3212"",""2025"",""4810"",""2075""]",True,False,False,"[""specific_material_operation_not_selected"",""hypothesis_and_alternative_not_frozen"",""retained_inputs_and_shared_sources_not_checked_for_operation"",""new_prompt_replay_and_position_controls_not_prepared"",""no_demo_passes_strict_U_screen; define_another_intervention_if_needed"",""keep_demo_answer_differences_separate_from_applicability_contrast"",""fixed_group_foil_not_selected""]"
3919,hate,Stable_correct,non-hate,non-hate,1111,1111,四个核心条件均正确,"[""稳定正确对照候选""]",null,先按审核材料确定具体操作，再决定是否列入运行队列。,"[""255""]","[""7782"",""3882"",""2117""]",True,False,False,"[""specific_material_operation_not_selected"",""hypothesis_and_alternative_not_frozen"",""retained_inputs_and_shared_sources_not_checked_for_operation"",""new_prompt_replay_and_position_controls_not_prepared"",""keep_demo_answer_differences_separate_from_applicability_contrast""]"
3919,group,Stable_correct,[],[],1010,1010,仅 C0、D 正确,"[""词典增量对照候选""]",null,先按审核材料确定具体操作，再决定是否列入运行队列。,"[""255""]","[""2593"",""7782"",""4839"",""2117"",""2800"",""3252""]",True,False,False,"[""specific_material_operation_not_selected"",""hypothesis_and_alternative_not_frozen"",""retained_inputs_and_shared_sources_not_checked_for_operation"",""new_prompt_replay_and_position_controls_not_prepared"",""keep_demo_answer_differences_separate_from_applicability_contrast"",""fixed_group_foil_not_selected""]"
3950,hate,Stable_correct,hate,hate,0010,0010,仅 D 正确,"[""词典增量对照候选""]",null,先按审核材料确定具体操作，再决定是否列入运行队列。,"[""7212""]","[""7235"",""2349""]",True,False,False,"[""specific_material_operation_not_selected"",""hypothesis_and_alternative_not_frozen"",""retained_inputs_and_shared_sources_not_checked_for_operation"",""new_prompt_replay_and_position_controls_not_prepared"",""keep_demo_answer_differences_separate_from_applicability_contrast""]"
3950,group,Stable_correct,"[""Sexism""]","[""Sexism""]",1111,1111,四个核心条件均正确,"[""稳定正确对照候选""]",null,先按审核材料确定具体操作，再决定是否列入运行队列。,[],"[""7235"",""6835"",""2349"",""6291"",""2101""]",True,False,False,"[""specific_material_operation_not_selected"",""hypothesis_and_alternative_not_frozen"",""retained_inputs_and_shared_sources_not_checked_for_operation"",""new_prompt_replay_and_position_controls_not_prepared"",""no_demo_passes_strict_U_screen; define_another_intervention_if_needed"",""keep_demo_answer_differences_separate_from_applicability_contrast"",""fixed_group_foil_not_selected""]"
4026,hate,Stable_wrong,hate,non-hate,0000,1111,四个核心条件均正确,"[""稳定正确对照候选"",""参考切换敏感案例""]",6,审核参考下转为四条件正确，列为参考敏感与稳定正确对照候选；保持原案例历史。,"[""6334""]","[""5135"",""5855"",""1242""]",True,False,False,"[""specific_material_operation_not_selected"",""hypothesis_and_alternative_not_frozen"",""retained_inputs_and_shared_sources_not_checked_for_operation"",""new_prompt_replay_and_position_controls_not_prepared"",""keep_demo_answer_differences_separate_from_applicability_contrast""]"
4026,group,Stable_wrong,"[""Region""]","[""Region""]",1111,1111,四个核心条件均正确,"[""稳定正确对照候选""]",6,稳定正确对照候选；与重点案例匹配操作后再确定用途。,"[""5855"",""6334""]","[""5135"",""6307"",""2792"",""4448"",""5297""]",True,False,False,"[""specific_material_operation_not_selected"",""hypothesis_and_alternative_not_frozen"",""retained_inputs_and_shared_sources_not_checked_for_operation"",""new_prompt_replay_and_position_controls_not_prepared"",""keep_demo_answer_differences_separate_from_applicability_contrast"",""fixed_group_foil_not_selected""]"
4137,hate,Stable_wrong,non-hate,non-hate,1111,1111,四个核心条件均正确,"[""稳定正确对照候选""]",null,先按审核材料确定具体操作，再决定是否列入运行队列。,[],"[""3680"",""4299""]",True,False,False,"[""specific_material_operation_not_selected"",""hypothesis_and_alternative_not_frozen"",""retained_inputs_and_shared_sources_not_checked_for_operation"",""new_prompt_replay_and_position_controls_not_prepared"",""no_demo_passes_strict_U_screen; define_another_intervention_if_needed"",""keep_demo_answer_differences_separate_from_applicability_contrast""]"
4137,group,Stable_wrong,[],"[""LGBTQ"",""Sexism""]",0000,0000,四个核心条件均错误,"[""持续错误诊断候选""]",null,先按审核材料确定具体操作，再决定是否列入运行队列。,[],"[""7394"",""2787"",""7189"",""6291"",""4299"",""467"",""6764"",""7661"",""5330""]",True,False,False,"[""specific_material_operation_not_selected"",""hypothesis_and_alternative_not_frozen"",""retained_inputs_and_shared_sources_not_checked_for_operation"",""new_prompt_replay_and_position_controls_not_prepared"",""no_demo_passes_strict_U_screen; define_another_intervention_if_needed"",""keep_demo_answer_differences_separate_from_applicability_contrast"",""fixed_group_foil_not_selected""]"
4450,hate,Stable_wrong,hate,hate,0000,0000,四个核心条件均错误,"[""持续错误诊断候选""]",null,先按审核材料确定具体操作，再决定是否列入运行队列。,"[""6334"",""3701""]","[""1336"",""3619"",""1242""]",True,False,False,"[""specific_material_operation_not_selected"",""hypothesis_and_alternative_not_frozen"",""retained_inputs_and_shared_sources_not_checked_for_operation"",""new_prompt_replay_and_position_controls_not_prepared"",""keep_demo_answer_differences_separate_from_applicability_contrast""]"
4450,group,Stable_wrong,"[""Region""]","[""Region""]",1111,1111,四个核心条件均正确,"[""稳定正确对照候选""]",null,先按审核材料确定具体操作，再决定是否列入运行队列。,"[""6334"",""3701""]","[""1336"",""2416"",""5868"",""986"",""2004""]",True,False,False,"[""specific_material_operation_not_selected"",""hypothesis_and_alternative_not_frozen"",""retained_inputs_and_shared_sources_not_checked_for_operation"",""new_prompt_replay_and_position_controls_not_prepared"",""keep_demo_answer_differences_separate_from_applicability_contrast"",""fixed_group_foil_not_selected""]"
2011,hate,Stable_wrong,hate,hate,0001,0001,仅 SD 正确,"[""组合才正确的对照候选"",""词典增量对照候选"",""示例增量对照候选""]",null,先按审核材料确定具体操作，再决定是否列入运行队列。,"[""2101""]","[""5473""]",True,False,False,"[""specific_material_operation_not_selected"",""hypothesis_and_alternative_not_frozen"",""retained_inputs_and_shared_sources_not_checked_for_operation"",""new_prompt_replay_and_position_controls_not_prepared"",""keep_demo_answer_differences_separate_from_applicability_contrast""]"
2011,group,Stable_wrong,"[""Racism"",""Region""]","[""Racism""]",0000,1111,四个核心条件均正确,"[""稳定正确对照候选"",""参考切换敏感案例""]",null,先按审核材料确定具体操作，再决定是否列入运行队列。,[],"[""7545"",""3784"",""4653"",""5784"",""5734"",""2132"",""2101""]",True,False,False,"[""specific_material_operation_not_selected"",""hypothesis_and_alternative_not_frozen"",""retained_inputs_and_shared_sources_not_checked_for_operation"",""new_prompt_replay_and_position_controls_not_prepared"",""no_demo_passes_strict_U_screen; define_another_intervention_if_needed"",""keep_demo_answer_differences_separate_from_applicability_contrast"",""fixed_group_foil_not_selected""]"
