condition_id,query_id,real_mean_margin,background_margin,ncc_margin,probe_margins,probe_ncc_margins,leave_one_out_ncc_margins,physical_real_record_id,physical_probe_record_ids,prediction,exact_tie,numerically_unresolved,original_reference,reviewed_reference,original_correct,reviewed_correct,reviewed_margin
FQD-FD-3169-Q02-F1-N1-A,FD-3169-Q02,0.4189318339029948,2.8717067545134904,-2.4527749206104956,"{""empty"":3.579503885904948,""lorem"":4.606534830729167,""mask"":2.8579381306966147,""na"":1.879436747233073,""space"":3.0761029561360678}","{""empty"":-3.160572052001953,""lorem"":-4.187602996826172,""mask"":-2.43900629679362,""na"":-1.4605049133300783,""space"":-2.657171122233073}","{""empty"":-2.329427709719604,""lorem"":-2.255638872501131,""mask"":-2.4562436770866976,""na"":-2.9324736319749145,""space"":-2.4070423602417343}",FQP-5aa3bab0f86b9ad4b20df4c0f3c976f8ce1dcb61b64657383d3c87025a259c57,"{""empty"":""FQP-27beeda054068b92b66e119e8a6caab41a80d009dd7db1693746b71b7616bc09"",""lorem"":""FQP-96917f8670e8164b5be92bee9b546111a549ce60a0853d9cd72e65246f55ec97"",""mask"":""FQP-5ffc54cc96576d3a6a336836b7ad5254514487ed15305cf1d43fde096cf1053d"",""na"":""FQP-9aff3deb49da4cf37e7ac3a38c7a91f9b31a4cd2a4fb167f2f1a763cd476a64e"",""space"":""FQP-3197ac4167b62ed1935ecd815ac992cb7a504c82dedc68fa91078a4f4899fe03""}",hate,False,False,null,hate,null,True,2.4527749206104956
FQD-FD-3169-Q02-F1-N1-H,FD-3169-Q02,-0.10809427897135415,2.826161483202899,-2.934255762174253,"{""empty"":3.5256510416666664,""lorem"":4.605133565266927,""mask"":2.8228530883789062,""na"":1.8292091369628907,""space"":3.0160291035970053}","{""empty"":-3.6337453206380204,""lorem"":-4.713227844238281,""mask"":-2.93094736735026,""na"":-1.9373034159342448,""space"":-3.124123382568359}","{""empty"":-2.8117051761192835,""lorem"":-2.734899721099503,""mask"":-2.93508438190055,""na"":-3.4152865568351443,""space"":-2.891424364047676}",FQP-81eb03628b30965a173d2846a6f3abf11cf5285dfa445946d081c7de27546d64,"{""empty"":""FQP-dfb2758c9585bebe9ea6596b58315e7fab4857ad24e192a4c566fcc1baa61483"",""lorem"":""FQP-079219bb679336033c08aa03f373d5fa777da2add6f96b2f7b9c05f3871d6621"",""mask"":""FQP-744affeb10f154c2f7f808b15ee2d370c8e8a9a4a2db3984802625640fc02b8a"",""na"":""FQP-184593177a28d48a2b5c6a4b5604079422c8036827708ee1e8adab5fb2233590"",""space"":""FQP-7bb96d4ba15ba3bd44799599d7ae54b3b7118d6f3b759729ece78e787d5dd992""}",hate,False,False,null,hate,null,True,2.934255762174253
FQD-FD-3169-Q02-F1-N2-A,FD-3169-Q02,0.6264114379882812,2.8203422040755806,-2.1939307660872993,"{""empty"":3.55185546875,""lorem"":4.521191660563152,""mask"":2.77161865234375,""na"":1.8273757934570312,""space"":3.0523969014485677}","{""empty"":-2.9254440307617187,""lorem"":-3.8947802225748704,""mask"":-2.1452072143554686,""na"":-1.20096435546875,""space"":-2.4259854634602864}","{""empty"":-2.0676380307540287,""lorem"":-1.9976837593973409,""mask"":-2.2064476337088417,""na"":-2.6711289584667854,""space"":-2.142725278331066}",FQP-9f10f44d604392e68ba12d76834137130ed4f9b6d8d32c0eb31b3aa2d08c4984,"{""empty"":""FQP-0f2eff1e9cbb20100d96859c77c37afdd9a0c0b3403eddd7fad4a8fa6442a3a9"",""lorem"":""FQP-da7fd557961c12469c4687f5587136fc9f0a2a96c85b6b0ceee34b0307bc7c1b"",""mask"":""FQP-a54b2542919b7e48df5d4ec47480aa2579e7fccb3c3b63f5be8c1693274c691e"",""na"":""FQP-29c3adc6fef4d10084756434182d7ae3c73e5f9b768e9f2af13284a004ec5ef3"",""space"":""FQP-d1e2f5e87c16e17fb4a58ec34a0ce93af347aeda8366b7569d84775ce506bfe5""}",hate,False,False,null,hate,null,True,2.1939307660872993
FQD-FD-3169-Q02-F1-N2-H,FD-3169-Q02,0.015751139322916663,2.774417165612287,-2.7586660262893705,"{""empty"":3.503947194417318,""lorem"":4.513515218098958,""mask"":2.7413787841796875,""na"":1.769927978515625,""space"":2.999597676595052}","{""empty"":-3.4881960550944013,""lorem"":-4.497764078776042,""mask"":-2.725627644856771,""na"":-1.7541768391927084,""space"":-2.9838465372721354}","{""empty"":-2.63240176521672,""lorem"":-2.5603457800508167,""mask"":-2.767078207710776,""na"":-3.2429590701374806,""space"":-2.708767702843865}",FQP-38f0770d5b382de6910bc67bcc6cbf532be3957ec19b92c895ce3a8f8ebfc939,"{""empty"":""FQP-44e414cfd59a7c545692e65d7dd1e7938c5b84aeb502b63a78706e28ff040c5c"",""lorem"":""FQP-21af549f62449c4aa7aa06556976a4aef9163f0c9de2edd22cea29103ce3858d"",""mask"":""FQP-103e358fd7fcc0afd01fe0dc1c0bef7138cdec30d4831e0962bcd948a095f1d9"",""na"":""FQP-e5e1ca1fad5e593621230997367ea0b44fb52283bbd10a3095ea27b0cbdf3461"",""space"":""FQP-7c7113f06826bd36b20acb9170c816b907cf69ea394abd74f42e723a9e35f9d4""}",hate,False,False,null,hate,null,True,2.7586660262893705
FQD-FD-3169-Q02-F1-O-A,FD-3169-Q02,0.03459854125976558,2.8117657112581274,-2.7771671699983616,"{""empty"":3.451288350423177,""lorem"":4.376014455159505,""mask"":2.8051162719726563,""na"":1.8637502034505207,""space"":2.9658251444498696}","{""empty"":-3.4166898091634117,""lorem"":-4.3414159138997395,""mask"":-2.770517730712891,""na"":-1.829151662190755,""space"":-2.9312266031901038}","{""empty"":-2.6618712800511206,""lorem"":-2.5870228640627557,""mask"":-2.778835671969663,""na"":-3.2162065763921976,""space"":-2.7417425164240576}",FQP-1f5ba44cd5795468429aacc33e1ea34b42cb6dc2652f6dd1ba90636eed4cc915,"{""empty"":""FQP-b05d2b09a9af3a0785c7a7fa801255072aac62ce6c967aa581b2c1507ccfd7ed"",""lorem"":""FQP-1d64015bddaeadd90b18f1726f650faee057cd5eadfec8966b2d92df7e7b2451"",""mask"":""FQP-a43ac97810c23a25d5f1f4923325a82baf678f9e5363e87e12a7fc4d2632eb9f"",""na"":""FQP-7a088a0ec25b707aad36562f9ec787f9074290d598651c984931c50cb649c488"",""space"":""FQP-839e0d1a2d9dd21551c2a0696ced08b03ce88509841ce03b60a4e0f6a9b241b4""}",hate,False,False,null,hate,null,True,2.7771671699983616
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,-0.23447329203287764,2.69136176104422,-2.925835053077098,"{""empty"":3.3062199910481773,""lorem"":4.366620127360027,""mask"":2.688496653238932,""na"":1.7490887959798176,""space"":2.792810312906901}","{""empty"":-3.540693283081055,""lorem"":-4.601093419392904,""mask"":-2.92296994527181,""na"":-1.9835620880126952,""space"":-3.027283604939779}","{""empty"":-2.813253282798112,""lorem"":-2.72928754490918,""mask"":-2.926552451096902,""na"":-3.3538328589090773,""space"":-2.901821549917741}",FQP-0f827821cae971f02a15893a38f0ac67d6fe11e9f3d0b7503fdbbf01880e3a29,"{""empty"":""FQP-481b5566480d71b4932a463d1b55aedb773ddcc3bc6f133ac612b6914492b5e4"",""lorem"":""FQP-e938a92f5f645e1d4092e2e7ca791b297082e0da755f23b6e9bb15a19de69cf8"",""mask"":""FQP-6b73b3708cc4aeacbc65526068a79fcd919c49d523eaa9f2d84e442a9837651a"",""na"":""FQP-952560bdb4a05a95038380727a669f732f59fff58f8d659fc97bb27ed975812e"",""space"":""FQP-2f8e24f5c93494c1e8d4c0d577bfe69a25015d06867108de037d6eb32579f331""}",hate,False,False,null,hate,null,True,2.925835053077098
FQD-FD-3169-Q02-F2-D-A,FD-3169-Q02,0.05473632812500001,2.706236875782036,-2.6515005476570357,"{""empty"":3.128997548421224,""lorem"":4.161380513509115,""mask"":2.733651224772135,""na"":1.8768872578938802,""space"":2.716709645589193}","{""empty"":-3.074261220296224,""lorem"":-4.1066441853841145,""mask"":-2.678914896647135,""na"":-1.8221509297688803,""space"":-2.661973317464193}","{""empty"":-2.5666254331852913,""lorem"":-2.4659419541990397,""mask"":-2.6447485599325375,""na"":-2.9986566997645,""space"":-2.6488972835604203}",FQP-0f5719e7b91de877fade5bb6bc132768813c645a2cc9bf8cf656e27467908e91,"{""empty"":""FQP-b94f647ce8108e6cd35d707950f0683f66547ee3ae9b5fbd806e64298054a442"",""lorem"":""FQP-18e9a46a8ea17a2fafef8e99049a56afdee9fa5b5dbcd3d61a1ff9f64aa445a3"",""mask"":""FQP-7585e6c564f72da842a5cca03e45e73c3c618d20f8b7e65491687e85d4a499f0"",""na"":""FQP-50810774bb3c43835428854353fa186f9138ffa7899f09cd197f20cca4465d2b"",""space"":""FQP-ce28e1c609c859a6a668d7663eda0f422d8ceffefad9e9a82c354e3c593d1699""}",hate,False,False,null,hate,null,True,2.6515005476570357
FQD-FD-3169-Q02-F2-D-H,FD-3169-Q02,-0.35671005249023435,2.6781963586082966,-3.034906411098531,"{""empty"":3.0859222412109375,""lorem"":4.151829783121745,""mask"":2.711181386311849,""na"":1.856372578938802,""space"":2.6705345153808593}","{""empty"":-3.442632293701172,""lorem"":-4.5085398356119795,""mask"":-3.0678914388020835,""na"":-2.213082631429036,""space"":-3.0272445678710938}","{""empty"":-2.95238324144703,""lorem"":-2.848052004245798,""mask"":-3.026806365774638,""na"":-3.376073439053733,""space"":-3.0368298899501522}",FQP-f932936bf4e5abd0d87f8d9f852c754a85e21f73b744206a5de14e9aec756aac,"{""empty"":""FQP-2b3785a264069fcf709e4c0456d78d5010228545b45ce598747150f9dc40aded"",""lorem"":""FQP-9cdd31e2cee22745c33e2f1859e358ee791f1f0abb2465fedfbfd80a1dac64a9"",""mask"":""FQP-c6c1d92a664e937bb4bb1ebd7a0f7e72d3c0eea3bc9ca18a85851121fbdf3db9"",""na"":""FQP-4b8d84fcc3c2f35ec03dc9d4e0055cf92d5dd998ca7a639e5f7d04c3d460f8ed"",""space"":""FQP-6b5474efc5b93c22e55333cdde949127a4d8d0b204a627dc96fc275688b64a54""}",hate,False,False,null,hate,null,True,3.034906411098531
FQD-FD-3169-Q02-F2-N1-A,FD-3169-Q02,0.315185546875,2.845284681482751,-2.530099134607751,"{""empty"":3.475896453857422,""lorem"":4.614749145507813,""mask"":2.876710001627604,""na"":1.8723884582519532,""space"":2.9823010762532554}","{""empty"":-3.160710906982422,""lorem"":-4.299563598632813,""mask"":-2.561524454752604,""na"":-1.5572029113769532,""space"":-2.6671155293782554}","{""empty"":-2.4160446612331015,""lorem"":-2.3313140786935342,""mask"":-2.52237838478234,""na"":-2.9915581760716963,""space"":-2.4983147275177564}",FQP-551ac6891a67d3a945ceb2150ca8a6bb3c2b1008af6fa5e68f0b83e327e2e972,"{""empty"":""FQP-4f22bd451f49065b99963ce7d888e1506fc7b35d34aac4f982e3a7286ae20b65"",""lorem"":""FQP-57c6305c7e30a8206d048421e670e4e27df62a384f239280d85cb95481b0bef8"",""mask"":""FQP-933d239456c95bdcf82e814b6d27a27f8fc417cb051067684e1cce5e8f3625cb"",""na"":""FQP-e72d928c10e4587591cc0a155883d4b6143b6077929ab64daa5e1508c47de986"",""space"":""FQP-94d56ca9a5f7e29e19ae4e48226645871635daa0e50db3275c620b52a5882550""}",hate,False,False,null,hate,null,True,2.530099134607751
FQD-FD-3169-Q02-F2-N1-H,FD-3169-Q02,-0.0087432861328125,2.8104610868109576,-2.81920437294377,"{""empty"":3.4468048095703123,""lorem"":4.615529886881511,""mask"":2.8394098917643227,""na"":1.8343231201171875,""space"":2.9404919942220054}","{""empty"":-3.455548095703125,""lorem"":-4.624273173014323,""mask"":-2.848153177897135,""na"":-1.84306640625,""space"":-2.949235280354818}","{""empty"":-2.7043044675417214,""lorem"":-2.618676352151664,""mask"":-2.812081876456165,""na"":-3.2814109796989213,""space"":-2.7889187039986836}",FQP-d00322a60f80077b1bcfde2e324b9e575f2d0ba18836d5d88187645f5e83361b,"{""empty"":""FQP-b04b83ae8129d0899d9f630fcdc8dc5bb33a09e09f8461f0d97a94a197350a38"",""lorem"":""FQP-6756d60245428fefd8c51603ba470a8ca426ce2739d8d29860b8ad1d2718da6b"",""mask"":""FQP-1f0dc6db71ca2c33f578b0b8529892d3555a493db4efa421665f9e3b79c59198"",""na"":""FQP-9c70d0d7bb8c9904a470010172a65975287b75dec2a20633c9e47e1726d0c135"",""space"":""FQP-57f43bc66a5755da517b48e9bb4c7761b312204286d116ab2e037c95a18bee44""}",hate,False,False,null,hate,null,True,2.81920437294377
FQD-FD-3169-Q02-F2-N2-A,FD-3169-Q02,0.7511812845865885,2.8037911648096774,-2.052609880223089,"{""empty"":3.4726717631022135,""lorem"":4.5326988220214846,""mask"":2.80434315999349,""na"":1.8218538920084637,""space"":2.9751846313476564}","{""empty"":-2.721490478515625,""lorem"":-3.781517537434896,""mask"":-2.0531618754069014,""na"":-1.070672607421875,""space"":-2.224003346761068}","{""empty"":-1.933646473048336,""lorem"":-1.8550220173785745,""mask"":-2.052471923587867,""na"":-2.5193335379055437,""space"":-2.0135570871379422}",FQP-2da77cd4cb0f19f62b134b9fff9ae46d317667a63dd8b0b18421b26e48c8fb57,"{""empty"":""FQP-88f3ca60ab094fd5e961879817543a918180ab9ef5dbd260f9fc8fe8935e06e0"",""lorem"":""FQP-e1521ae8e618ee160f4ea035065ab609c034979cc4fb7c5d61230e3e94be3642"",""mask"":""FQP-cdde802627be9e440c1894ef604f2ee63adfaf79c1605a24e0ffeae132e967c1"",""na"":""FQP-07e922c2b68a5cc4f511ae24ad6c716be7bf5231d2cab97db53055a8ccc6645d"",""space"":""FQP-8a5bba3fa8129c0d8094704edc6161915ffe2a38dbf78c5625c479f26e4ec948""}",hate,False,False,null,hate,null,True,2.052609880223089
FQD-FD-3169-Q02-F2-N2-H,FD-3169-Q02,0.277001953125,2.7614398629523578,-2.4844379098273577,"{""empty"":3.421095530192057,""lorem"":4.527075958251953,""mask"":2.7603312174479164,""na"":1.779810333251953,""space"":2.9226033528645834}","{""empty"":-3.144093577067057,""lorem"":-4.250074005126954,""mask"":-2.4833292643229163,""na"":-1.502808380126953,""space"":-2.6456013997395833}","{""empty"":-2.366444184115164,""lorem"":-2.2849051488600884,""mask"":-2.4847152404943658,""na"":-2.948339810348601,""space"":-2.447500628028005}",FQP-e46a12dccc758a861e842bfb9fc2e8a46217ec0feb0b015899a1a6a6cc1b2b1d,"{""empty"":""FQP-8b9a48f487bf626f3f0914e29bcd9fcf32fb15fe3dc2ac0e5f44435bf5b87127"",""lorem"":""FQP-dc44f8052b10ca85b4e649bf9a95385711a05a47391571524c0a8e09cb9f21e5"",""mask"":""FQP-f25d4fe08b212a8cf9fe08e916b2c7270be52dac271b9ab62dfa125a810af2f1"",""na"":""FQP-c725dc5ef9cae210aa1cfd2bfdb5e695bd383e3c51d72d90347e5c7b3efe0312"",""space"":""FQP-c9361d8faaa02caa96a91253865ffff0857937236a74478469d49f64c8977245""}",hate,False,False,null,hate,null,True,2.4844379098273577
FQD-FD-3169-Q02-F2-O-A,FD-3169-Q02,-0.03380355834960935,2.8053067110471837,-2.839110269396793,"{""empty"":3.396752675374349,""lorem"":4.427587890625,""mask"":2.9167160034179687,""na"":1.8317164103190104,""space"":2.9107706705729166}","{""empty"":-3.4305562337239586,""lorem"":-4.461391448974609,""mask"":-2.950519561767578,""na"":-1.86551996866862,""space"":-2.944574228922526}","{""empty"":-2.7299973017602706,""lorem"":-2.6461658659192784,""mask"":-2.8129002868884903,""na"":-3.298873686709015,""space"":-2.8142194976565116}",FQP-0f1654b85137c29c3534840b3954d05575e7d8ff8805a10f065729c94b3c133d,"{""empty"":""FQP-4835c1ae56dd21b6bab67dfa27937d2e97f1f697b1cb76c3b2e1edcbcd2c1dbc"",""lorem"":""FQP-37a777d383ac73f2b3c924cbd5fa7c6ddb96a76bb02b140d6e03c251d3cf9a4b"",""mask"":""FQP-106c98b6a5f803aeca6d43290fffd8def830b9a631a7f95d474ab74e31eabd07"",""na"":""FQP-b83167ab6928ba25fc4f343266ab8e905518d09bf1b677cd3111cb91bd2c148d"",""space"":""FQP-2f2b7fc14fa188548ca1b16aedf29f9e497e39f4651e6395e7e27a15ca12a0c8""}",hate,False,False,null,hate,null,True,2.839110269396793
FQD-FD-3169-Q02-F2-O-H,FD-3169-Q02,-0.17929344177246098,2.765817443793497,-2.945110885565958,"{""empty"":3.3976974487304688,""lorem"":4.46067606608073,""mask"":2.84797846476237,""na"":1.7849957784016925,""space"":2.8684712727864583}","{""empty"":-3.5769908905029295,""lorem"":-4.63996950785319,""mask"":-3.027271906534831,""na"":-1.9642892201741535,""space"":-3.0477647145589195}","{""empty"":-2.830616035105046,""lorem"":-2.7485446061151277,""mask"":-2.9254701678292703,""na"":-3.4086016811529802,""space"":-2.920840279821837}",FQP-f8c1df68284de081d04d9d45593b75d991094b168f2ededa16c9c2e6b19f7862,"{""empty"":""FQP-686e69fb3420abc2159fd4a7a1ee1d909c58616fdc30dee608b6c7189be85ec7"",""lorem"":""FQP-4a682681b6332b339a2414e6bdc8b4e8d6b9ae25640d95b57c5213775f784176"",""mask"":""FQP-7b3c397de412fae1dd586d7b5f9cb4c2c3eed121774a14da583d21a42245be00"",""na"":""FQP-8e2ca871b9a21d5f49241232bb7e6854f7f0db5175114cb4b401d0b94170f06c"",""space"":""FQP-7d671b8e1115330056c9231ccb2f72dc877b82960a83a43f50817468777ac7e8""}",hate,False,False,null,hate,null,True,2.945110885565958
FQD-FD-3169-Q03-F1-D-A,FD-3169-Q03,-0.5543523152669271,2.7298514565161875,-3.2842037717831145,"{""empty"":3.2098340352376304,""lorem"":4.114040120442708,""mask"":2.775092569986979,""na"":1.8665224711100261,""space"":2.775407918294271}","{""empty"":-3.7641863505045574,""lorem"":-4.668392435709635,""mask"":-3.329444885253906,""na"":-2.4208747863769533,""space"":-3.3297602335611978}","{""empty"":-3.1905624237994585,""lorem"":-3.102906738220518,""mask"":-3.273169062603735,""na"":-3.655565913467516,""space"":-3.27309404532107}",FQP-6a14e008caa3bb7b926824024427c96d2c540f7f1a96c3472b3e4b521bb58032,"{""empty"":""FQP-8b5c00620b6fc99cb54490df92abe314f181183af11f673fd057514775f432d2"",""lorem"":""FQP-51d999e91eb0dbddddb5049ee6797d04c484c3c82d0990e43db1da6d9bbc041e"",""mask"":""FQP-1e7090797e5adfaa338e99dc2ff681ae9eabbcac83a250f4c40ab2fbb4c48088"",""na"":""FQP-df073c700e093232a7de4acba3ff0dcd0bb522b686d0635f387768386743e3d8"",""space"":""FQP-8731f7b9ac383106c5e80e9047a3425dad8f99d01dc7eafdf04006937b47af1a""}",hate,False,False,null,non-hate,null,False,-3.2842037717831145
FQD-FD-3169-Q03-F1-D-H,FD-3169-Q03,-0.5742103576660156,2.6970369435455517,-3.2712473012115675,"{""empty"":3.1661771138509116,""lorem"":4.112913513183594,""mask"":2.7422078450520835,""na"":1.8338401794433594,""space"":2.7360875447591146}","{""empty"":-3.740387471516927,""lorem"":-4.68712387084961,""mask"":-3.316418202718099,""na"":-2.408050537109375,""space"":-3.3102979024251304}","{""empty"":-3.179154655604952,""lorem"":-3.087794399072706,""mask"":-3.260228136333205,""na"":-3.6411870530643364,""space"":-3.2616896009375287}",FQP-932f7b0114787bf47b7d0ac9d0df1b2571e4ada5a0cf79c8e5a4122f9e317525,"{""empty"":""FQP-4daa6da2fc818a38bb59b3041df5395fccf6bad9953823e95858fd5c7852a838"",""lorem"":""FQP-016cda27aa5a03952260cb9227749c3600162e92d41c34f4db5f4ef0035119c3"",""mask"":""FQP-9f181fa3da621fa6e16b1e2d5d38037c4e0a3f0a105ac650b92c10a44806d25d"",""na"":""FQP-7ce434cae8eb527d641e47122b3a5b89f6896742325361dd31a9bfbe80deb090"",""space"":""FQP-b274c576cd281cf70bec202434eda9ea35eae42fd392c2ff94f97adb31adb7ed""}",hate,False,False,null,non-hate,null,False,-3.2712473012115675
FQD-FD-3169-Q03-F1-N1-A,FD-3169-Q03,-0.43956324259440105,2.8717067545134904,-3.3112699971078916,"{""empty"":3.579503885904948,""lorem"":4.606534830729167,""mask"":2.8579381306966147,""na"":1.879436747233073,""space"":3.0761029561360678}","{""empty"":-4.019067128499349,""lorem"":-5.046098073323568,""mask"":-3.297501373291016,""na"":-2.318999989827474,""space"":-3.515666198730469}","{""empty"":-3.187922786217,""lorem"":-3.114133948998527,""mask"":-3.3147387535840935,""na"":-3.7909687084723105,""space"":-3.2655374367391303}",FQP-c76da4a340d50b2a94bf23aa22ed939295a55aeb14a4295309766bdf4542f495,"{""empty"":""FQP-27beeda054068b92b66e119e8a6caab41a80d009dd7db1693746b71b7616bc09"",""lorem"":""FQP-96917f8670e8164b5be92bee9b546111a549ce60a0853d9cd72e65246f55ec97"",""mask"":""FQP-5ffc54cc96576d3a6a336836b7ad5254514487ed15305cf1d43fde096cf1053d"",""na"":""FQP-9aff3deb49da4cf37e7ac3a38c7a91f9b31a4cd2a4fb167f2f1a763cd476a64e"",""space"":""FQP-3197ac4167b62ed1935ecd815ac992cb7a504c82dedc68fa91078a4f4899fe03""}",hate,False,False,null,non-hate,null,False,-3.3112699971078916
FQD-FD-3169-Q03-F1-N1-H,FD-3169-Q03,-0.4558710734049479,2.826161483202899,-3.282032556607847,"{""empty"":3.5256510416666664,""lorem"":4.605133565266927,""mask"":2.8228530883789062,""na"":1.8292091369628907,""space"":3.0160291035970053}","{""empty"":-3.9815221150716145,""lorem"":-5.061004638671875,""mask"":-3.2787241617838543,""na"":-2.2850802103678385,""space"":-3.4719001770019533}","{""empty"":-3.1594819705528776,""lorem"":-3.0826765155330973,""mask"":-3.282861176334144,""na"":-3.7630633512687384,""space"":-3.2392011584812703}",FQP-bbbbc3f761c6452b3aecb5155e569cc164e626b70a732ffbb10e70b509de77c4,"{""empty"":""FQP-dfb2758c9585bebe9ea6596b58315e7fab4857ad24e192a4c566fcc1baa61483"",""lorem"":""FQP-079219bb679336033c08aa03f373d5fa777da2add6f96b2f7b9c05f3871d6621"",""mask"":""FQP-744affeb10f154c2f7f808b15ee2d370c8e8a9a4a2db3984802625640fc02b8a"",""na"":""FQP-184593177a28d48a2b5c6a4b5604079422c8036827708ee1e8adab5fb2233590"",""space"":""FQP-7bb96d4ba15ba3bd44799599d7ae54b3b7118d6f3b759729ece78e787d5dd992""}",hate,False,False,null,non-hate,null,False,-3.282032556607847
FQD-FD-3169-Q03-F1-N2-A,FD-3169-Q03,-0.41328887939453124,2.8203422040755806,-3.2336310834701116,"{""empty"":3.55185546875,""lorem"":4.521191660563152,""mask"":2.77161865234375,""na"":1.8273757934570312,""space"":3.0523969014485677}","{""empty"":-3.965144348144531,""lorem"":-4.934480539957683,""mask"":-3.184907531738281,""na"":-2.2406646728515622,""space"":-3.4656857808430988}","{""empty"":-3.107338348136841,""lorem"":-3.037384076780153,""mask"":-3.246147951091654,""na"":-3.7108292758495978,""space"":-3.1824255957138785}",FQP-9407a470b21ca0968678895704500e23183ddc2ee7527b8ca53d63ac768c7af0,"{""empty"":""FQP-0f2eff1e9cbb20100d96859c77c37afdd9a0c0b3403eddd7fad4a8fa6442a3a9"",""lorem"":""FQP-da7fd557961c12469c4687f5587136fc9f0a2a96c85b6b0ceee34b0307bc7c1b"",""mask"":""FQP-a54b2542919b7e48df5d4ec47480aa2579e7fccb3c3b63f5be8c1693274c691e"",""na"":""FQP-29c3adc6fef4d10084756434182d7ae3c73e5f9b768e9f2af13284a004ec5ef3"",""space"":""FQP-d1e2f5e87c16e17fb4a58ec34a0ce93af347aeda8366b7569d84775ce506bfe5""}",hate,False,False,null,non-hate,null,False,-3.2336310834701116
FQD-FD-3169-Q03-F1-N2-H,FD-3169-Q03,-0.42299550374348954,2.774417165612287,-3.1974126693557765,"{""empty"":3.503947194417318,""lorem"":4.513515218098958,""mask"":2.7413787841796875,""na"":1.769927978515625,""space"":2.999597676595052}","{""empty"":-3.9269426981608073,""lorem"":-4.936510721842448,""mask"":-3.164374287923177,""na"":-2.1929234822591144,""space"":-3.4225931803385414}","{""empty"":-3.071148408283126,""lorem"":-2.9990924231172227,""mask"":-3.205824850777182,""na"":-3.6817057132038866,""space"":-3.147514345910271}",FQP-61f8a97a32c4bbc86b2bb893741b79fadeaf693ce128e0fd78727df67122888b,"{""empty"":""FQP-44e414cfd59a7c545692e65d7dd1e7938c5b84aeb502b63a78706e28ff040c5c"",""lorem"":""FQP-21af549f62449c4aa7aa06556976a4aef9163f0c9de2edd22cea29103ce3858d"",""mask"":""FQP-103e358fd7fcc0afd01fe0dc1c0bef7138cdec30d4831e0962bcd948a095f1d9"",""na"":""FQP-e5e1ca1fad5e593621230997367ea0b44fb52283bbd10a3095ea27b0cbdf3461"",""space"":""FQP-7c7113f06826bd36b20acb9170c816b907cf69ea394abd74f42e723a9e35f9d4""}",hate,False,False,null,non-hate,null,False,-3.1974126693557765
FQD-FD-3169-Q03-F1-O-A,FD-3169-Q03,-0.28093312581380214,2.8117657112581274,-3.0926988370719295,"{""empty"":3.451288350423177,""lorem"":4.376014455159505,""mask"":2.8051162719726563,""na"":1.8637502034505207,""space"":2.9658251444498696}","{""empty"":-3.732221476236979,""lorem"":-4.656947580973307,""mask"":-3.0860493977864585,""na"":-2.144683329264323,""space"":-3.2467582702636717}","{""empty"":-2.9774029471246886,""lorem"":-2.9025545311363232,""mask"":-3.094367339043231,""na"":-3.5317382434657656,""space"":-3.0572741834976256}",FQP-89a3bff8bd1fb218d98226d1ec19a83afd669e0341ed135aa571eca2a47a8559,"{""empty"":""FQP-b05d2b09a9af3a0785c7a7fa801255072aac62ce6c967aa581b2c1507ccfd7ed"",""lorem"":""FQP-1d64015bddaeadd90b18f1726f650faee057cd5eadfec8966b2d92df7e7b2451"",""mask"":""FQP-a43ac97810c23a25d5f1f4923325a82baf678f9e5363e87e12a7fc4d2632eb9f"",""na"":""FQP-7a088a0ec25b707aad36562f9ec787f9074290d598651c984931c50cb649c488"",""space"":""FQP-839e0d1a2d9dd21551c2a0696ced08b03ce88509841ce03b60a4e0f6a9b241b4""}",hate,False,False,null,non-hate,null,False,-3.0926988370719295
FQD-FD-3169-Q03-F1-O-H,FD-3169-Q03,-0.35314356486002596,2.69136176104422,-3.0445053259042463,"{""empty"":3.3062199910481773,""lorem"":4.366620127360027,""mask"":2.688496653238932,""na"":1.7490887959798176,""space"":2.792810312906901}","{""empty"":-3.6593635559082034,""lorem"":-4.719763692220052,""mask"":-3.041640218098958,""na"":-2.1022323608398437,""space"":-3.145953877766927}","{""empty"":-2.9319235556252603,""lorem"":-2.847957817736328,""mask"":-3.0452227239240504,""na"":-3.4725031317362256,""space"":-3.0204918227448894}",FQP-02cee3eeec4eb9f64013924ba99670cbe3c21229f8b470da6e09b4aebeb63a61,"{""empty"":""FQP-481b5566480d71b4932a463d1b55aedb773ddcc3bc6f133ac612b6914492b5e4"",""lorem"":""FQP-e938a92f5f645e1d4092e2e7ca791b297082e0da755f23b6e9bb15a19de69cf8"",""mask"":""FQP-6b73b3708cc4aeacbc65526068a79fcd919c49d523eaa9f2d84e442a9837651a"",""na"":""FQP-952560bdb4a05a95038380727a669f732f59fff58f8d659fc97bb27ed975812e"",""space"":""FQP-2f8e24f5c93494c1e8d4c0d577bfe69a25015d06867108de037d6eb32579f331""}",hate,False,False,null,non-hate,null,False,-3.0445053259042463
