condition_id,query_id,demo_family,lexicon_arm,demo_surface,view,non_hate_margin,numeric_bound,prediction,exact_tie,numerically_unresolved,original_reference,reviewed_reference,original_correct,reviewed_correct,reviewed_margin
FQD-FD-3169-Q01-F2-N2-A,FD-3169-Q01,2,N2,A,ab_reverse/answer_mean,11.72944450378418,0.0013427734375,non-hate,False,False,null,non-hate,null,True,11.72944450378418
FQD-FD-3169-Q01-F2-N2-A,FD-3169-Q01,2,N2,A,ab_reverse/total_with_eos,23.45888900756836,0.0013427734375,non-hate,False,False,null,non-hate,null,True,23.45888900756836
FQD-FD-3169-Q01-F2-N2-A,FD-3169-Q01,2,N2,A,ab_reverse/mean_with_eos,7.819629669189453,0.0013427734375,non-hate,False,False,null,non-hate,null,True,7.819629669189453
FQD-FD-3169-Q01-F2-N2-A,FD-3169-Q01,2,N2,A,background,2.8037911648096774,0.0013427734375,null,False,False,null,non-hate,null,null,null
FQD-FD-3169-Q01-F2-N2-A,FD-3169-Q01,2,N2,A,ncc,1.5449026828465726,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.5449026828465726
FQD-FD-3169-Q01-F2-N2-A,FD-3169-Q01,2,N2,A,single_probe/empty,0.8760220845540365,0.002685546875,non-hate,False,False,null,non-hate,null,True,0.8760220845540365
FQD-FD-3169-Q01-F2-N2-A,FD-3169-Q01,2,N2,A,single_probe/space,1.3735092163085936,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.3735092163085936
FQD-FD-3169-Q01-F2-N2-A,FD-3169-Q01,2,N2,A,single_probe/na,2.5268399556477865,0.002685546875,non-hate,False,False,null,non-hate,null,True,2.5268399556477865
FQD-FD-3169-Q01-F2-N2-A,FD-3169-Q01,2,N2,A,single_probe/mask,1.5443506876627602,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.5443506876627602
FQD-FD-3169-Q01-F2-N2-A,FD-3169-Q01,2,N2,A,single_probe/lorem,-0.18400497436523455,0.002685546875,hate,False,False,null,non-hate,null,False,-0.18400497436523455
FQD-FD-3169-Q01-F2-N2-A,FD-3169-Q01,2,N2,A,leave_one_out/empty,1.6638660900213256,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.6638660900213256
FQD-FD-3169-Q01-F2-N2-A,FD-3169-Q01,2,N2,A,leave_one_out/space,1.5839554759317194,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.5839554759317194
FQD-FD-3169-Q01-F2-N2-A,FD-3169-Q01,2,N2,A,leave_one_out/na,1.078179025164118,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.078179025164118
FQD-FD-3169-Q01-F2-N2-A,FD-3169-Q01,2,N2,A,leave_one_out/mask,1.5450406394817948,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.5450406394817948
FQD-FD-3169-Q01-F2-N2-A,FD-3169-Q01,2,N2,A,leave_one_out/lorem,1.742490545691087,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.742490545691087
FQD-FD-3169-Q01-F2-N2-A,FD-3169-Q01,2,N2,A,ab_symmetric_sum,19.289958953857422,0.0013427734375,non-hate,False,False,null,non-hate,null,True,19.289958953857422
FQD-FD-3169-Q01-F2-N2-A,FD-3169-Q01,2,N2,A,ab_mapping_gap_sum,-8.337860107421875,0.002685546875,null,False,False,null,non-hate,null,null,null
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,original/answer_sum,13.350181579589844,0.0013427734375,non-hate,False,False,null,non-hate,null,True,13.350181579589844
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,original/answer_mean,4.450063578287761,0.0013427734375,non-hate,False,False,null,non-hate,null,True,4.450063578287761
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,original/total_with_eos,13.350181579589844,0.0013427734375,non-hate,False,False,null,non-hate,null,True,13.350181579589844
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,original/mean_with_eos,3.3375473022460938,0.0013427734375,non-hate,False,False,null,non-hate,null,True,3.3375473022460938
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,ab_forward/answer_sum,14.379875183105469,0.0013427734375,non-hate,False,False,null,non-hate,null,True,14.379875183105469
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,ab_forward/answer_mean,7.189937591552734,0.0013427734375,non-hate,False,False,null,non-hate,null,True,7.189937591552734
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,ab_forward/total_with_eos,14.379875183105469,0.0013427734375,non-hate,False,False,null,non-hate,null,True,14.379875183105469
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,ab_forward/mean_with_eos,4.793291727701822,0.0013427734375,non-hate,False,False,null,non-hate,null,True,4.793291727701822
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,ab_reverse/answer_sum,22.504762649536133,0.0013427734375,non-hate,False,False,null,non-hate,null,True,22.504762649536133
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,ab_reverse/answer_mean,11.252381324768066,0.0013427734375,non-hate,False,False,null,non-hate,null,True,11.252381324768066
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,ab_reverse/total_with_eos,22.504762649536133,0.0013427734375,non-hate,False,False,null,non-hate,null,True,22.504762649536133
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,ab_reverse/mean_with_eos,7.501587549845378,0.0013427734375,non-hate,False,False,null,non-hate,null,True,7.501587549845378
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,background,2.7614398629523578,0.0013427734375,null,False,False,null,non-hate,null,null,null
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,ncc,1.6886237153354031,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.6886237153354031
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,single_probe/empty,1.0289680480957037,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.0289680480957037
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,single_probe/space,1.5274602254231775,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.5274602254231775
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,single_probe/na,2.670253245035808,0.002685546875,non-hate,False,False,null,non-hate,null,True,2.670253245035808
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,single_probe/mask,1.6897323608398445,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.6897323608398445
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,single_probe/lorem,-0.07701237996419241,0.002685546875,hate,False,False,null,non-hate,null,False,-0.07701237996419241
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,leave_one_out/empty,1.8066174410475968,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.8066174410475968
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,leave_one_out/space,1.7255609971347559,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.7255609971347559
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,leave_one_out/na,1.2247218148141599,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.2247218148141599
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,leave_one_out/mask,1.688346384668395,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.688346384668395
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,leave_one_out/lorem,1.8881564763026724,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.8881564763026724
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,ab_symmetric_sum,18.4423189163208,0.0013427734375,non-hate,False,False,null,non-hate,null,True,18.4423189163208
FQD-FD-3169-Q01-F2-N2-H,FD-3169-Q01,2,N2,H,ab_mapping_gap_sum,-8.124887466430664,0.002685546875,null,False,False,null,non-hate,null,null,null
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,original/answer_sum,-0.38652801513671875,0.0013427734375,hate,False,False,null,non-hate,null,False,-0.38652801513671875
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,original/answer_mean,-0.0022064208984375056,0.0013427734375,hate,False,False,null,non-hate,null,False,-0.0022064208984375056
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,original/total_with_eos,-0.38652801513671875,0.0013427734375,hate,False,False,null,non-hate,null,False,-0.38652801513671875
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,original/mean_with_eos,-0.017484347025553376,0.0013427734375,hate,False,False,null,non-hate,null,False,-0.017484347025553376
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,ab_forward/answer_sum,-8.10983657836914,0.0013427734375,hate,False,False,null,non-hate,null,False,-8.10983657836914
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,ab_forward/answer_mean,-4.05491828918457,0.0013427734375,hate,False,False,null,non-hate,null,False,-4.05491828918457
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,ab_forward/total_with_eos,-8.10983657836914,0.0013427734375,hate,False,False,null,non-hate,null,False,-8.10983657836914
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,ab_forward/mean_with_eos,-2.7032788594563804,0.0013427734375,hate,False,False,null,non-hate,null,False,-2.7032788594563804
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,ab_reverse/answer_sum,9.452468872070312,0.0013427734375,non-hate,False,False,null,non-hate,null,True,9.452468872070312
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,ab_reverse/answer_mean,4.726234436035156,0.0013427734375,non-hate,False,False,null,non-hate,null,True,4.726234436035156
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,ab_reverse/total_with_eos,9.452468872070312,0.0013427734375,non-hate,False,False,null,non-hate,null,True,9.452468872070312
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,ab_reverse/mean_with_eos,3.150822957356771,0.0013427734375,non-hate,False,False,null,non-hate,null,True,3.150822957356771
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,background,2.8053067110471837,0.0013427734375,null,False,False,null,non-hate,null,null,null
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,ncc,-2.8075131319456212,0.002685546875,hate,False,False,null,non-hate,null,False,-2.8075131319456212
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,single_probe/empty,-3.3989590962727867,0.002685546875,hate,False,False,null,non-hate,null,False,-3.3989590962727867
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,single_probe/space,-2.912977091471354,0.002685546875,hate,False,False,null,non-hate,null,False,-2.912977091471354
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,single_probe/na,-1.833922831217448,0.002685546875,hate,False,False,null,non-hate,null,False,-1.833922831217448
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,single_probe/mask,-2.9189224243164062,0.002685546875,hate,False,False,null,non-hate,null,False,-2.9189224243164062
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,single_probe/lorem,-4.4297943115234375,0.002685546875,hate,False,False,null,non-hate,null,False,-4.4297943115234375
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,leave_one_out/empty,-2.6984001643090987,0.002685546875,hate,False,False,null,non-hate,null,False,-2.6984001643090987
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,leave_one_out/space,-2.7826223602053397,0.002685546875,hate,False,False,null,non-hate,null,False,-2.7826223602053397
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,leave_one_out/na,-3.267276549257843,0.002685546875,hate,False,False,null,non-hate,null,False,-3.267276549257843
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,leave_one_out/mask,-2.7813031494373184,0.002685546875,hate,False,False,null,non-hate,null,False,-2.7813031494373184
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,leave_one_out/lorem,-2.6145687284681065,0.002685546875,hate,False,False,null,non-hate,null,False,-2.6145687284681065
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,ab_symmetric_sum,0.6713161468505859,0.0013427734375,non-hate,False,False,null,non-hate,null,True,0.6713161468505859
FQD-FD-3169-Q01-F2-O-A,FD-3169-Q01,2,O,A,ab_mapping_gap_sum,-17.562305450439453,0.002685546875,null,False,False,null,non-hate,null,null,null
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,original/answer_sum,0.363250732421875,0.0013427734375,non-hate,False,False,null,non-hate,null,True,0.363250732421875
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,original/answer_mean,0.19842580159505208,0.0013427734375,non-hate,False,False,null,non-hate,null,True,0.19842580159505208
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,original/total_with_eos,0.363250732421875,0.0013427734375,non-hate,False,False,null,non-hate,null,True,0.363250732421875
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,original/mean_with_eos,0.13915157318115234,0.0013427734375,non-hate,False,False,null,non-hate,null,True,0.13915157318115234
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,ab_forward/answer_sum,-8.052642822265625,0.0013427734375,hate,False,False,null,non-hate,null,False,-8.052642822265625
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,ab_forward/answer_mean,-4.0263214111328125,0.0013427734375,hate,False,False,null,non-hate,null,False,-4.0263214111328125
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,ab_forward/total_with_eos,-8.052642822265625,0.0013427734375,hate,False,False,null,non-hate,null,False,-8.052642822265625
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,ab_forward/mean_with_eos,-2.6842142740885415,0.0013427734375,hate,False,False,null,non-hate,null,False,-2.6842142740885415
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,ab_reverse/answer_sum,10.892784118652344,0.0013427734375,non-hate,False,False,null,non-hate,null,True,10.892784118652344
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,ab_reverse/answer_mean,5.446392059326172,0.0013427734375,non-hate,False,False,null,non-hate,null,True,5.446392059326172
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,ab_reverse/total_with_eos,10.892784118652344,0.0013427734375,non-hate,False,False,null,non-hate,null,True,10.892784118652344
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,ab_reverse/mean_with_eos,3.6309280395507812,0.0013427734375,non-hate,False,False,null,non-hate,null,True,3.6309280395507812
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,background,2.765817443793497,0.0013427734375,null,False,False,null,non-hate,null,null,null
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,ncc,-2.567391642198445,0.002685546875,hate,False,False,null,non-hate,null,False,-2.567391642198445
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,single_probe/empty,-3.199271647135417,0.002685546875,hate,False,False,null,non-hate,null,False,-3.199271647135417
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,single_probe/space,-2.6700454711914063,0.002685546875,hate,False,False,null,non-hate,null,False,-2.6700454711914063
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,single_probe/na,-1.5865699768066404,0.002685546875,hate,False,False,null,non-hate,null,False,-1.5865699768066404
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,single_probe/mask,-2.649552663167318,0.002685546875,hate,False,False,null,non-hate,null,False,-2.649552663167318
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,single_probe/lorem,-4.262250264485678,0.002685546875,hate,False,False,null,non-hate,null,False,-4.262250264485678
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,leave_one_out/empty,-2.4528967917375333,0.002685546875,hate,False,False,null,non-hate,null,False,-2.4528967917375333
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,leave_one_out/space,-2.543121036454324,0.002685546875,hate,False,False,null,non-hate,null,False,-2.543121036454324
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,leave_one_out/na,-3.0308824377854675,0.002685546875,hate,False,False,null,non-hate,null,False,-3.0308824377854675
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,leave_one_out/mask,-2.5477509244617575,0.002685546875,hate,False,False,null,non-hate,null,False,-2.5477509244617575
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,leave_one_out/lorem,-2.370825362747615,0.002685546875,hate,False,False,null,non-hate,null,False,-2.370825362747615
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,ab_symmetric_sum,1.4200706481933594,0.0013427734375,non-hate,False,False,null,non-hate,null,True,1.4200706481933594
FQD-FD-3169-Q01-F2-O-H,FD-3169-Q01,2,O,H,ab_mapping_gap_sum,-18.94542694091797,0.002685546875,null,False,False,null,non-hate,null,null,null
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,original/answer_sum,-1.1030693054199219,0.0013427734375,hate,False,False,null,hate,null,True,1.1030693054199219
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,original/answer_mean,-0.18214136759440108,0.0013427734375,hate,False,False,null,hate,null,True,0.18214136759440108
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,original/total_with_eos,-1.1030693054199219,0.0013427734375,hate,False,False,null,hate,null,True,1.1030693054199219
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,original/mean_with_eos,-0.15979957580566406,0.0013427734375,hate,False,False,null,hate,null,True,0.15979957580566406
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,ab_forward/answer_sum,-1.4201583862304688,0.0013427734375,hate,False,False,null,hate,null,True,1.4201583862304688
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,ab_forward/answer_mean,-0.7100791931152344,0.0013427734375,hate,False,False,null,hate,null,True,0.7100791931152344
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,ab_forward/total_with_eos,-1.4201583862304688,0.0013427734375,hate,False,False,null,hate,null,True,1.4201583862304688
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,ab_forward/mean_with_eos,-0.47338612874348956,0.0013427734375,hate,False,False,null,hate,null,True,0.47338612874348956
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,ab_reverse/answer_sum,10.544116973876953,0.0013427734375,non-hate,False,False,null,hate,null,False,-10.544116973876953
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,ab_reverse/answer_mean,5.272058486938477,0.0013427734375,non-hate,False,False,null,hate,null,False,-5.272058486938477
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,ab_reverse/total_with_eos,10.544116973876953,0.0013427734375,non-hate,False,False,null,hate,null,False,-10.544116973876953
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,ab_reverse/mean_with_eos,3.5147056579589844,0.0013427734375,non-hate,False,False,null,hate,null,False,-3.5147056579589844
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,background,2.7298514565161875,0.0013427734375,null,False,False,null,hate,null,null,null
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,ncc,-2.911992824110589,0.002685546875,hate,False,False,null,hate,null,True,2.911992824110589
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,single_probe/empty,-3.3919754028320317,0.002685546875,hate,False,False,null,hate,null,True,3.3919754028320317
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,single_probe/space,-2.957549285888672,0.002685546875,hate,False,False,null,hate,null,True,2.957549285888672
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,single_probe/na,-2.048663838704427,0.002685546875,hate,False,False,null,hate,null,True,2.048663838704427
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,single_probe/mask,-2.95723393758138,0.002685546875,hate,False,False,null,hate,null,True,2.95723393758138
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,single_probe/lorem,-4.296181488037109,0.002685546875,hate,False,False,null,hate,null,True,4.296181488037109
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,leave_one_out/empty,-2.818351476126933,0.002685546875,hate,False,False,null,hate,null,True,2.818351476126933
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,leave_one_out/space,-2.9008830976485442,0.002685546875,hate,False,False,null,hate,null,True,2.9008830976485442
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,leave_one_out/na,-3.2833549657949903,0.002685546875,hate,False,False,null,hate,null,True,3.2833549657949903
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,leave_one_out/mask,-2.900958114931209,0.002685546875,hate,False,False,null,hate,null,True,2.900958114931209
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,leave_one_out/lorem,-2.7306957905479923,0.002685546875,hate,False,False,null,hate,null,True,2.7306957905479923
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,ab_symmetric_sum,4.561979293823242,0.0013427734375,non-hate,False,False,null,hate,null,False,-4.561979293823242
FQD-FD-3169-Q02-F1-D-A,FD-3169-Q02,1,D,A,ab_mapping_gap_sum,-11.964275360107422,0.002685546875,null,False,False,null,hate,null,null,null
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,original/answer_sum,-2.7622528076171875,0.0013427734375,hate,False,False,null,hate,null,True,2.7622528076171875
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,original/answer_mean,-0.5440470377604166,0.0013427734375,hate,False,False,null,hate,null,True,0.5440470377604166
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,original/total_with_eos,-2.7622528076171875,0.0013427734375,hate,False,False,null,hate,null,True,2.7622528076171875
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,original/mean_with_eos,-0.4551232655843099,0.0013427734375,hate,False,False,null,hate,null,True,0.4551232655843099
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,ab_forward/answer_sum,-5.5882720947265625,0.0013427734375,hate,False,False,null,hate,null,True,5.5882720947265625
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,ab_forward/answer_mean,-2.7941360473632812,0.0013427734375,hate,False,False,null,hate,null,True,2.7941360473632812
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,ab_forward/total_with_eos,-5.5882720947265625,0.0013427734375,hate,False,False,null,hate,null,True,5.5882720947265625
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,ab_forward/mean_with_eos,-1.862757364908854,0.0013427734375,hate,False,False,null,hate,null,True,1.862757364908854
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,ab_reverse/answer_sum,8.498832702636719,0.0013427734375,non-hate,False,False,null,hate,null,False,-8.498832702636719
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,ab_reverse/answer_mean,4.249416351318359,0.0013427734375,non-hate,False,False,null,hate,null,False,-4.249416351318359
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,ab_reverse/total_with_eos,8.498832702636719,0.0013427734375,non-hate,False,False,null,hate,null,False,-8.498832702636719
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,ab_reverse/mean_with_eos,2.8329442342122397,0.0013427734375,non-hate,False,False,null,hate,null,False,-2.8329442342122397
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,background,2.6970369435455517,0.0013427734375,null,False,False,null,hate,null,null,null
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,ncc,-3.241083981305968,0.002685546875,hate,False,False,null,hate,null,True,3.241083981305968
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,single_probe/empty,-3.710224151611328,0.002685546875,hate,False,False,null,hate,null,True,3.710224151611328
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,single_probe/space,-3.280134582519531,0.002685546875,hate,False,False,null,hate,null,True,3.280134582519531
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,single_probe/na,-2.377887217203776,0.002685546875,hate,False,False,null,hate,null,True,2.377887217203776
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,single_probe/mask,-3.2862548828125,0.002685546875,hate,False,False,null,hate,null,True,3.2862548828125
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,single_probe/lorem,-4.656960550944011,0.002685546875,hate,False,False,null,hate,null,True,4.656960550944011
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,leave_one_out/empty,-3.148991335699353,0.002685546875,hate,False,False,null,hate,null,True,3.148991335699353
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,leave_one_out/space,-3.2315262810319294,0.002685546875,hate,False,False,null,hate,null,True,3.2315262810319294
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,leave_one_out/na,-3.611023733158737,0.002685546875,hate,False,False,null,hate,null,True,3.611023733158737
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,leave_one_out/mask,-3.2300648164276056,0.002685546875,hate,False,False,null,hate,null,True,3.2300648164276056
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,leave_one_out/lorem,-3.057631079167107,0.002685546875,hate,False,False,null,hate,null,True,3.057631079167107
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,ab_symmetric_sum,1.4552803039550781,0.0013427734375,non-hate,False,False,null,hate,null,False,-1.4552803039550781
FQD-FD-3169-Q02-F1-D-H,FD-3169-Q02,1,D,H,ab_mapping_gap_sum,-14.087104797363281,0.002685546875,null,False,False,null,hate,null,null,null
FQD-FD-3169-Q02-F1-N1-A,FD-3169-Q02,1,N1,A,original/answer_sum,1.1432533264160156,0.0013427734375,non-hate,False,False,null,hate,null,False,-1.1432533264160156
FQD-FD-3169-Q02-F1-N1-A,FD-3169-Q02,1,N1,A,original/answer_mean,0.4189318339029948,0.0013427734375,non-hate,False,False,null,hate,null,False,-0.4189318339029948
FQD-FD-3169-Q02-F1-N1-A,FD-3169-Q02,1,N1,A,original/total_with_eos,1.1432533264160156,0.0013427734375,non-hate,False,False,null,hate,null,False,-1.1432533264160156
FQD-FD-3169-Q02-F1-N1-A,FD-3169-Q02,1,N1,A,original/mean_with_eos,0.30946795145670575,0.0013427734375,non-hate,False,False,null,hate,null,False,-0.30946795145670575
FQD-FD-3169-Q02-F1-N1-A,FD-3169-Q02,1,N1,A,ab_forward/answer_sum,2.721111297607422,0.0013427734375,non-hate,False,False,null,hate,null,False,-2.721111297607422
FQD-FD-3169-Q02-F1-N1-A,FD-3169-Q02,1,N1,A,ab_forward/answer_mean,1.360555648803711,0.0013427734375,non-hate,False,False,null,hate,null,False,-1.360555648803711
