condition_id,query_id,demo_family,lexicon_arm,demo_surface,view,non_hate_margin,numeric_bound,prediction,exact_tie,numerically_unresolved,original_reference,reviewed_reference,original_correct,reviewed_correct,reviewed_margin
FQD-FD-3169-Q02-F1-O-A,FD-3169-Q02,1,O,A,leave_one_out/space,-2.7417425164240576,0.002685546875,hate,False,False,null,hate,null,True,2.7417425164240576
FQD-FD-3169-Q02-F1-O-A,FD-3169-Q02,1,O,A,leave_one_out/na,-3.2162065763921976,0.002685546875,hate,False,False,null,hate,null,True,3.2162065763921976
FQD-FD-3169-Q02-F1-O-A,FD-3169-Q02,1,O,A,leave_one_out/mask,-2.778835671969663,0.002685546875,hate,False,False,null,hate,null,True,2.778835671969663
FQD-FD-3169-Q02-F1-O-A,FD-3169-Q02,1,O,A,leave_one_out/lorem,-2.5870228640627557,0.002685546875,hate,False,False,null,hate,null,True,2.5870228640627557
FQD-FD-3169-Q02-F1-O-A,FD-3169-Q02,1,O,A,ab_symmetric_sum,-7.474708557128906,0.0013427734375,hate,False,False,null,hate,null,True,7.474708557128906
FQD-FD-3169-Q02-F1-O-A,FD-3169-Q02,1,O,A,ab_mapping_gap_sum,-16.913597106933594,0.002685546875,null,False,False,null,hate,null,null,null
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,original/answer_sum,-2.140653610229492,0.0013427734375,hate,False,False,null,hate,null,True,2.140653610229492
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,original/answer_mean,-0.23447329203287764,0.0013427734375,hate,False,False,null,hate,null,True,0.23447329203287764
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,original/total_with_eos,-2.140653610229492,0.0013427734375,hate,False,False,null,hate,null,True,2.140653610229492
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,original/mean_with_eos,-0.23573970794677734,0.0013427734375,hate,False,False,null,hate,null,True,0.23573970794677734
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,ab_forward/answer_sum,-17.476037979125977,0.0013427734375,hate,False,False,null,hate,null,True,17.476037979125977
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,ab_forward/answer_mean,-8.738018989562988,0.0013427734375,hate,False,False,null,hate,null,True,8.738018989562988
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,ab_forward/total_with_eos,-17.476037979125977,0.0013427734375,hate,False,False,null,hate,null,True,17.476037979125977
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,ab_forward/mean_with_eos,-5.825345993041992,0.0013427734375,hate,False,False,null,hate,null,True,5.825345993041992
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,ab_reverse/answer_sum,-1.0036773681640625,0.0013427734375,hate,False,False,null,hate,null,True,1.0036773681640625
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,ab_reverse/answer_mean,-0.5018386840820312,0.0013427734375,hate,False,False,null,hate,null,True,0.5018386840820312
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,ab_reverse/total_with_eos,-1.0036773681640625,0.0013427734375,hate,False,False,null,hate,null,True,1.0036773681640625
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,ab_reverse/mean_with_eos,-0.3345591227213542,0.0013427734375,hate,False,False,null,hate,null,True,0.3345591227213542
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,background,2.69136176104422,0.0013427734375,null,False,False,null,hate,null,null,null
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,ncc,-2.925835053077098,0.002685546875,hate,False,False,null,hate,null,True,2.925835053077098
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,single_probe/empty,-3.540693283081055,0.002685546875,hate,False,False,null,hate,null,True,3.540693283081055
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,single_probe/space,-3.027283604939779,0.002685546875,hate,False,False,null,hate,null,True,3.027283604939779
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,single_probe/na,-1.9835620880126952,0.002685546875,hate,False,False,null,hate,null,True,1.9835620880126952
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,single_probe/mask,-2.92296994527181,0.002685546875,hate,False,False,null,hate,null,True,2.92296994527181
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,single_probe/lorem,-4.601093419392904,0.002685546875,hate,False,False,null,hate,null,True,4.601093419392904
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,leave_one_out/empty,-2.813253282798112,0.002685546875,hate,False,False,null,hate,null,True,2.813253282798112
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,leave_one_out/space,-2.901821549917741,0.002685546875,hate,False,False,null,hate,null,True,2.901821549917741
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,leave_one_out/na,-3.3538328589090773,0.002685546875,hate,False,False,null,hate,null,True,3.3538328589090773
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,leave_one_out/mask,-2.926552451096902,0.002685546875,hate,False,False,null,hate,null,True,2.926552451096902
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,leave_one_out/lorem,-2.72928754490918,0.002685546875,hate,False,False,null,hate,null,True,2.72928754490918
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,ab_symmetric_sum,-9.23985767364502,0.0013427734375,hate,False,False,null,hate,null,True,9.23985767364502
FQD-FD-3169-Q02-F1-O-H,FD-3169-Q02,1,O,H,ab_mapping_gap_sum,-16.472360610961914,0.002685546875,null,False,False,null,hate,null,null,null
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,original/answer_sum,-2.0899581909179688,0.0013427734375,hate,False,False,null,hate,null,True,2.0899581909179688
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,original/answer_mean,-0.12704213460286462,0.0013427734375,hate,False,False,null,hate,null,True,0.12704213460286462
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,original/total_with_eos,-2.0899581909179688,0.0013427734375,hate,False,False,null,hate,null,True,2.0899581909179688
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,original/mean_with_eos,-0.16648292541503906,0.0013427734375,hate,False,False,null,hate,null,True,0.16648292541503906
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,ab_forward/answer_sum,-15.560874938964844,0.0013427734375,hate,False,False,null,hate,null,True,15.560874938964844
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,ab_forward/answer_mean,-7.780437469482422,0.0013427734375,hate,False,False,null,hate,null,True,7.780437469482422
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,ab_forward/total_with_eos,-15.560874938964844,0.0013427734375,hate,False,False,null,hate,null,True,15.560874938964844
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,ab_forward/mean_with_eos,-5.186958312988281,0.0013427734375,hate,False,False,null,hate,null,True,5.186958312988281
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,ab_reverse/answer_sum,2.210041046142578,0.0013427734375,non-hate,False,False,null,hate,null,False,-2.210041046142578
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,ab_reverse/answer_mean,1.105020523071289,0.0013427734375,non-hate,False,False,null,hate,null,False,-1.105020523071289
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,ab_reverse/total_with_eos,2.210041046142578,0.0013427734375,non-hate,False,False,null,hate,null,False,-2.210041046142578
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,ab_reverse/mean_with_eos,0.7366803487141927,0.0013427734375,non-hate,False,False,null,hate,null,False,-0.7366803487141927
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,background,2.7650347447594155,0.0013427734375,null,False,False,null,hate,null,null,null
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,ncc,-2.89207687936228,0.002685546875,hate,False,False,null,hate,null,True,2.89207687936228
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,single_probe/empty,-3.5753804524739583,0.002685546875,hate,False,False,null,hate,null,True,3.5753804524739583
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,single_probe/space,-3.101292928059896,0.002685546875,hate,False,False,null,hate,null,True,3.101292928059896
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,single_probe/na,-1.888264719645182,0.002685546875,hate,False,False,null,hate,null,True,1.888264719645182
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,single_probe/mask,-2.924651590983073,0.002685546875,hate,False,False,null,hate,null,True,2.924651590983073
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,single_probe/lorem,-4.480120849609375,0.002685546875,hate,False,False,null,hate,null,True,4.480120849609375
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,leave_one_out/empty,-2.7712111373981227,0.002685546875,hate,False,False,null,hate,null,True,2.7712111373981227
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,leave_one_out/space,-2.8453229318973157,0.002685546875,hate,False,False,null,hate,null,True,2.8453229318973157
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,leave_one_out/na,-3.375159324414799,0.002685546875,hate,False,False,null,hate,null,True,3.375159324414799
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,leave_one_out/mask,-2.8840774307573374,0.002685546875,hate,False,False,null,hate,null,True,2.8840774307573374
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,leave_one_out/lorem,-2.700322030442001,0.002685546875,hate,False,False,null,hate,null,True,2.700322030442001
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,ab_symmetric_sum,-6.675416946411133,0.0013427734375,hate,False,False,null,hate,null,True,6.675416946411133
FQD-FD-3169-Q02-F1-P1-A,FD-3169-Q02,1,P1,A,ab_mapping_gap_sum,-17.770915985107422,0.002685546875,null,False,False,null,hate,null,null,null
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,original/answer_sum,-2.8690834045410156,0.0013427734375,hate,False,False,null,hate,null,True,2.8690834045410156
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,original/answer_mean,-0.37139358520507815,0.0013427734375,hate,False,False,null,hate,null,True,0.37139358520507815
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,original/total_with_eos,-2.8690834045410156,0.0013427734375,hate,False,False,null,hate,null,True,2.8690834045410156
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,original/mean_with_eos,-0.35166613260904944,0.0013427734375,hate,False,False,null,hate,null,True,0.35166613260904944
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,ab_forward/answer_sum,-17.213075637817383,0.0013427734375,hate,False,False,null,hate,null,True,17.213075637817383
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,ab_forward/answer_mean,-8.606537818908691,0.0013427734375,hate,False,False,null,hate,null,True,8.606537818908691
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,ab_forward/total_with_eos,-17.213075637817383,0.0013427734375,hate,False,False,null,hate,null,True,17.213075637817383
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,ab_forward/mean_with_eos,-5.737691879272461,0.0013427734375,hate,False,False,null,hate,null,True,5.737691879272461
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,ab_reverse/answer_sum,-0.6985397338867188,0.0013427734375,hate,False,False,null,hate,null,True,0.6985397338867188
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,ab_reverse/answer_mean,-0.3492698669433594,0.0013427734375,hate,False,False,null,hate,null,True,0.3492698669433594
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,ab_reverse/total_with_eos,-0.6985397338867188,0.0013427734375,hate,False,False,null,hate,null,True,0.6985397338867188
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,ab_reverse/mean_with_eos,-0.2328465779622396,0.0013427734375,hate,False,False,null,hate,null,True,0.2328465779622396
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,background,2.6491457769941347,0.0013427734375,null,False,False,null,hate,null,null,null
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,ncc,-3.0205393621992127,0.002685546875,hate,False,False,null,hate,null,True,3.0205393621992127
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,single_probe/empty,-3.6786651611328125,0.002685546875,hate,False,False,null,hate,null,True,3.6786651611328125
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,single_probe/space,-3.186099497477213,0.002685546875,hate,False,False,null,hate,null,True,3.186099497477213
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,single_probe/na,-2.017175801595052,0.002685546875,hate,False,False,null,hate,null,True,2.017175801595052
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,single_probe/mask,-3.0605934143066404,0.002685546875,hate,False,False,null,hate,null,True,3.0605934143066404
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,single_probe/lorem,-4.696627553304037,0.002685546875,hate,False,False,null,hate,null,True,4.696627553304037
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,leave_one_out/empty,-2.9022747068806676,0.002685546875,hate,False,False,null,hate,null,True,2.9022747068806676
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,leave_one_out/space,-2.9826350175837057,0.002685546875,hate,False,False,null,hate,null,True,2.9826350175837057
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,leave_one_out/na,-3.4952924097367664,0.002685546875,hate,False,False,null,hate,null,True,3.4952924097367664
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,leave_one_out/mask,-3.010739992348998,0.002685546875,hate,False,False,null,hate,null,True,3.010739992348998
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,leave_one_out/lorem,-2.823458534874859,0.002685546875,hate,False,False,null,hate,null,True,2.823458534874859
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,ab_symmetric_sum,-8.95580768585205,0.0013427734375,hate,False,False,null,hate,null,True,8.95580768585205
FQD-FD-3169-Q02-F1-P1-H,FD-3169-Q02,1,P1,H,ab_mapping_gap_sum,-16.514535903930664,0.002685546875,null,False,False,null,hate,null,null,null
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,original/answer_sum,-2.021717071533203,0.0013427734375,hate,False,False,null,hate,null,True,2.021717071533203
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,original/answer_mean,-0.17387364705403652,0.0013427734375,hate,False,False,null,hate,null,True,0.17387364705403652
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,original/total_with_eos,-2.021717071533203,0.0013427734375,hate,False,False,null,hate,null,True,2.021717071533203
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,original/mean_with_eos,-0.19290924072265625,0.0013427734375,hate,False,False,null,hate,null,True,0.19290924072265625
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,ab_forward/answer_sum,-15.395339965820312,0.0013427734375,hate,False,False,null,hate,null,True,15.395339965820312
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,ab_forward/answer_mean,-7.697669982910156,0.0013427734375,hate,False,False,null,hate,null,True,7.697669982910156
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,ab_forward/total_with_eos,-15.395339965820312,0.0013427734375,hate,False,False,null,hate,null,True,15.395339965820312
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,ab_forward/mean_with_eos,-5.1317799886067705,0.0013427734375,hate,False,False,null,hate,null,True,5.1317799886067705
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,ab_reverse/answer_sum,2.16162109375,0.0013427734375,non-hate,False,False,null,hate,null,False,-2.16162109375
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,ab_reverse/answer_mean,1.080810546875,0.0013427734375,non-hate,False,False,null,hate,null,False,-1.080810546875
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,ab_reverse/total_with_eos,2.16162109375,0.0013427734375,non-hate,False,False,null,hate,null,False,-2.16162109375
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,ab_reverse/mean_with_eos,0.7205403645833334,0.0013427734375,non-hate,False,False,null,hate,null,False,-0.7205403645833334
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,background,2.719816567608741,0.0013427734375,null,False,False,null,hate,null,null,null
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,ncc,-2.8936902146627776,0.002685546875,hate,False,False,null,hate,null,True,2.8936902146627776
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,single_probe/empty,-3.513335673014323,0.002685546875,hate,False,False,null,hate,null,True,3.513335673014323
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,single_probe/space,-3.095072682698568,0.002685546875,hate,False,False,null,hate,null,True,3.095072682698568
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,single_probe/na,-1.9080668131510417,0.002685546875,hate,False,False,null,hate,null,True,1.9080668131510417
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,single_probe/mask,-2.901083628336589,0.002685546875,hate,False,False,null,hate,null,True,2.901083628336589
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,single_probe/lorem,-4.561769104003907,0.002685546875,hate,False,False,null,hate,null,True,4.561769104003907
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,leave_one_out/empty,-2.7805942674652506,0.002685546875,hate,False,False,null,hate,null,True,2.7805942674652506
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,leave_one_out/space,-2.8484760159033637,0.002685546875,hate,False,False,null,hate,null,True,2.8484760159033637
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,leave_one_out/na,-3.3583362928340326,0.002685546875,hate,False,False,null,hate,null,True,3.3583362928340326
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,leave_one_out/mask,-2.891849324000898,0.002685546875,hate,False,False,null,hate,null,True,2.891849324000898
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,leave_one_out/lorem,-2.6977815811839125,0.002685546875,hate,False,False,null,hate,null,True,2.6977815811839125
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,ab_symmetric_sum,-6.616859436035156,0.0013427734375,hate,False,False,null,hate,null,True,6.616859436035156
FQD-FD-3169-Q02-F1-P2-A,FD-3169-Q02,1,P2,A,ab_mapping_gap_sum,-17.556961059570312,0.002685546875,null,False,False,null,hate,null,null,null
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,original/answer_sum,-2.8500728607177734,0.0013427734375,hate,False,False,null,hate,null,True,2.8500728607177734
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,original/answer_mean,-0.43084932963053385,0.0013427734375,hate,False,False,null,hate,null,True,0.43084932963053385
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,original/total_with_eos,-2.8500728607177734,0.0013427734375,hate,False,False,null,hate,null,True,2.8500728607177734
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,original/mean_with_eos,-0.3880338668823242,0.0013427734375,hate,False,False,null,hate,null,True,0.3880338668823242
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,ab_forward/answer_sum,-17.05604362487793,0.0013427734375,hate,False,False,null,hate,null,True,17.05604362487793
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,ab_forward/answer_mean,-8.528021812438965,0.0013427734375,hate,False,False,null,hate,null,True,8.528021812438965
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,ab_forward/total_with_eos,-17.05604362487793,0.0013427734375,hate,False,False,null,hate,null,True,17.05604362487793
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,ab_forward/mean_with_eos,-5.68534787495931,0.0013427734375,hate,False,False,null,hate,null,True,5.68534787495931
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,ab_reverse/answer_sum,-0.6362190246582031,0.0013427734375,hate,False,False,null,hate,null,True,0.6362190246582031
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,ab_reverse/answer_mean,-0.31810951232910156,0.0013427734375,hate,False,False,null,hate,null,True,0.31810951232910156
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,ab_reverse/total_with_eos,-0.6362190246582031,0.0013427734375,hate,False,False,null,hate,null,True,0.6362190246582031
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,ab_reverse/mean_with_eos,-0.21207300821940106,0.0013427734375,hate,False,False,null,hate,null,True,0.21207300821940106
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,background,2.6016837647920905,0.0013427734375,null,False,False,null,hate,null,null,null
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,ncc,-3.0325330944226243,0.002685546875,hate,False,False,null,hate,null,True,3.0325330944226243
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,single_probe/empty,-3.620108159383138,0.002685546875,hate,False,False,null,hate,null,True,3.620108159383138
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,single_probe/space,-3.186177444458008,0.002685546875,hate,False,False,null,hate,null,True,3.186177444458008
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,single_probe/na,-2.051411819458008,0.002685546875,hate,False,False,null,hate,null,True,2.051411819458008
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,single_probe/mask,-3.0472291310628252,0.002685546875,hate,False,False,null,hate,null,True,3.0472291310628252
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,single_probe/lorem,-4.794373957316081,0.002685546875,hate,False,False,null,hate,null,True,4.794373957316081
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,leave_one_out/empty,-2.9232210552419984,0.002685546875,hate,False,False,null,hate,null,True,2.9232210552419984
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,leave_one_out/space,-2.9971188715048656,0.002685546875,hate,False,False,null,hate,null,True,2.9971188715048656
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,leave_one_out/na,-3.485762279110882,0.002685546875,hate,False,False,null,hate,null,True,3.485762279110882
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,leave_one_out/mask,-3.0288880047402813,0.002685546875,hate,False,False,null,hate,null,True,3.0288880047402813
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,leave_one_out/lorem,-2.8312212935996053,0.002685546875,hate,False,False,null,hate,null,True,2.8312212935996053
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,ab_symmetric_sum,-8.846131324768066,0.0013427734375,hate,False,False,null,hate,null,True,8.846131324768066
FQD-FD-3169-Q02-F1-P2-H,FD-3169-Q02,1,P2,H,ab_mapping_gap_sum,-16.419824600219727,0.002685546875,null,False,False,null,hate,null,null,null
FQD-FD-3169-Q02-F1-X1-A,FD-3169-Q02,1,X1,A,original/answer_sum,-1.62957763671875,0.0013427734375,hate,False,False,null,hate,null,True,1.62957763671875
FQD-FD-3169-Q02-F1-X1-A,FD-3169-Q02,1,X1,A,original/answer_mean,0.10933787027994801,0.0013427734375,non-hate,False,False,null,hate,null,False,-0.10933787027994801
FQD-FD-3169-Q02-F1-X1-A,FD-3169-Q02,1,X1,A,original/total_with_eos,-1.62957763671875,0.0013427734375,hate,False,False,null,hate,null,True,1.62957763671875
FQD-FD-3169-Q02-F1-X1-A,FD-3169-Q02,1,X1,A,original/mean_with_eos,0.0004371007283529016,0.0013427734375,non-hate,False,True,null,hate,null,False,-0.0004371007283529016
FQD-FD-3169-Q02-F1-X1-A,FD-3169-Q02,1,X1,A,ab_forward/answer_sum,-15.244571685791016,0.0013427734375,hate,False,False,null,hate,null,True,15.244571685791016
FQD-FD-3169-Q02-F1-X1-A,FD-3169-Q02,1,X1,A,ab_forward/answer_mean,-7.622285842895508,0.0013427734375,hate,False,False,null,hate,null,True,7.622285842895508
FQD-FD-3169-Q02-F1-X1-A,FD-3169-Q02,1,X1,A,ab_forward/total_with_eos,-15.244571685791016,0.0013427734375,hate,False,False,null,hate,null,True,15.244571685791016
FQD-FD-3169-Q02-F1-X1-A,FD-3169-Q02,1,X1,A,ab_forward/mean_with_eos,-5.081523895263672,0.0013427734375,hate,False,False,null,hate,null,True,5.081523895263672
FQD-FD-3169-Q02-F1-X1-A,FD-3169-Q02,1,X1,A,ab_reverse/answer_sum,2.6686630249023438,0.0013427734375,non-hate,False,False,null,hate,null,False,-2.6686630249023438
FQD-FD-3169-Q02-F1-X1-A,FD-3169-Q02,1,X1,A,ab_reverse/answer_mean,1.3343315124511719,0.0013427734375,non-hate,False,False,null,hate,null,False,-1.3343315124511719
FQD-FD-3169-Q02-F1-X1-A,FD-3169-Q02,1,X1,A,ab_reverse/total_with_eos,2.6686630249023438,0.0013427734375,non-hate,False,False,null,hate,null,False,-2.6686630249023438
FQD-FD-3169-Q02-F1-X1-A,FD-3169-Q02,1,X1,A,ab_reverse/mean_with_eos,0.8895543416341145,0.0013427734375,non-hate,False,False,null,hate,null,False,-0.8895543416341145
FQD-FD-3169-Q02-F1-X1-A,FD-3169-Q02,1,X1,A,background,2.779006849720204,0.0013427734375,null,False,False,null,hate,null,null,null
FQD-FD-3169-Q02-F1-X1-A,FD-3169-Q02,1,X1,A,ncc,-2.6696689794402557,0.002685546875,hate,False,False,null,hate,null,True,2.6696689794402557
FQD-FD-3169-Q02-F1-X1-A,FD-3169-Q02,1,X1,A,single_probe/empty,-3.3766815185546872,0.002685546875,hate,False,False,null,hate,null,True,3.3766815185546872
FQD-FD-3169-Q02-F1-X1-A,FD-3169-Q02,1,X1,A,single_probe/space,-2.890350850423177,0.002685546875,hate,False,False,null,hate,null,True,2.890350850423177
FQD-FD-3169-Q02-F1-X1-A,FD-3169-Q02,1,X1,A,single_probe/na,-1.6584803263346353,0.002685546875,hate,False,False,null,hate,null,True,1.6584803263346353
FQD-FD-3169-Q02-F1-X1-A,FD-3169-Q02,1,X1,A,single_probe/mask,-2.69514643351237,0.002685546875,hate,False,False,null,hate,null,True,2.69514643351237
FQD-FD-3169-Q02-F1-X1-A,FD-3169-Q02,1,X1,A,single_probe/lorem,-4.276669311523438,0.002685546875,hate,False,False,null,hate,null,True,4.276669311523438
