condition_id,query_id,real_mean_margin,background_margin,ncc_margin,probe_margins,probe_ncc_margins,leave_one_out_ncc_margins,physical_real_record_id,physical_probe_record_ids,prediction,exact_tie,numerically_unresolved,original_reference,reviewed_reference,original_correct,reviewed_correct,reviewed_margin
FQD-FD-3169-Q02-F1-X2-A,FD-3169-Q02,-0.012550608317057232,2.769140303255958,-2.781690911573015,"{""empty"":3.439700571695963,""lorem"":4.426951599121094,""mask"":2.8134318033854164,""na"":1.7396316528320312,""space"":3.026927947998047}","{""empty"":-3.4522511800130204,""lorem"":-4.439502207438151,""mask"":-2.8259824117024737,""na"":-1.7521822611490885,""space"":-3.039478556315104}","{""empty"":-2.662387792557257,""lorem"":-2.5867726104248443,""mask"":-2.7708835557013947,""na"":-3.2878462034322107,""space"":-2.7255197427115805}",FQP-5ebebf726afd54ea1173fe0bd210223a215ba6f9d5a5440ca6e078c218731efc,"{""empty"":""FQP-a675fdcb1e93bb63dea4dd2b289c856a62497223348b49f7366032cdfb12a962"",""lorem"":""FQP-7ecbd3ade4f295c98d7e9daa9009dfaa5da61df02687c9ea13c97726b7351ac6"",""mask"":""FQP-84995616594729304bd2e364d528e3467a78139ab39f1243ca98e7b579720b59"",""na"":""FQP-ebb7e6f6087eacf2c315574ce2060e0266f0ebcdfc5827d29973c6eb9dac0e64"",""space"":""FQP-eb061657cb4d3678a70fe217079677a3d1dc39d85ec9e98bf6bbb6c251a90fea""}",hate,False,False,null,hate,null,True,2.781690911573015
FQD-FD-3169-Q02-F1-X2-H,FD-3169-Q02,-0.3246150970458984,2.6567762480533994,-2.981391345099298,"{""empty"":3.30025380452474,""lorem"":4.405506642659505,""mask"":2.702919769287109,""na"":1.628380076090495,""space"":2.875379943847656}","{""empty"":-3.6248689015706383,""lorem"":-4.730121739705403,""mask"":-3.0275348663330077,""na"":-1.9529951731363933,""space"":-3.1999950408935547}","{""empty"":-2.8649998049101755,""lorem"":-2.7813136762939084,""mask"":-2.9701392880893507,""na"":-3.4781394598410835,""space"":-2.9327031087165465}",FQP-b557321656e0852382625b97a79ee621101739888366cb2461c7f2d97e93427d,"{""empty"":""FQP-a04bdadc68bbcc85fa63d250961f3a422d2b7527c8d07c078816cff8372fe989"",""lorem"":""FQP-91c0f773339aa057ba2527bc8ab05846134f1d98dfc52a464c690bfe23abe3cc"",""mask"":""FQP-0bda0f0909a09d553e28dd1d1a4d8cdbb1f9e48788138ab8eff590c553d69017"",""na"":""FQP-47db6af3b3d571a9cc9f4d881e52f341a8206818156c0e0d9e75d69e33211092"",""space"":""FQP-800011551db45cca2f78188b817419b6405798f2ad3562c6d7677193bd5200d3""}",hate,False,False,null,hate,null,True,2.981391345099298
FQD-FD-3169-Q03-F1-O-A,FD-3169-Q03,-0.28093312581380214,2.8117657112581274,-3.0926988370719295,"{""empty"":3.451288350423177,""lorem"":4.376014455159505,""mask"":2.8051162719726563,""na"":1.8637502034505207,""space"":2.9658251444498696}","{""empty"":-3.732221476236979,""lorem"":-4.656947580973307,""mask"":-3.0860493977864585,""na"":-2.144683329264323,""space"":-3.2467582702636717}","{""empty"":-2.9774029471246886,""lorem"":-2.9025545311363232,""mask"":-3.094367339043231,""na"":-3.5317382434657656,""space"":-3.0572741834976256}",FQP-89a3bff8bd1fb218d98226d1ec19a83afd669e0341ed135aa571eca2a47a8559,"{""empty"":""FQP-b05d2b09a9af3a0785c7a7fa801255072aac62ce6c967aa581b2c1507ccfd7ed"",""lorem"":""FQP-1d64015bddaeadd90b18f1726f650faee057cd5eadfec8966b2d92df7e7b2451"",""mask"":""FQP-a43ac97810c23a25d5f1f4923325a82baf678f9e5363e87e12a7fc4d2632eb9f"",""na"":""FQP-7a088a0ec25b707aad36562f9ec787f9074290d598651c984931c50cb649c488"",""space"":""FQP-839e0d1a2d9dd21551c2a0696ced08b03ce88509841ce03b60a4e0f6a9b241b4""}",hate,False,False,null,non-hate,null,False,-3.0926988370719295
FQD-FD-3169-Q03-F1-O-H,FD-3169-Q03,-0.35314356486002596,2.69136176104422,-3.0445053259042463,"{""empty"":3.3062199910481773,""lorem"":4.366620127360027,""mask"":2.688496653238932,""na"":1.7490887959798176,""space"":2.792810312906901}","{""empty"":-3.6593635559082034,""lorem"":-4.719763692220052,""mask"":-3.041640218098958,""na"":-2.1022323608398437,""space"":-3.145953877766927}","{""empty"":-2.9319235556252603,""lorem"":-2.847957817736328,""mask"":-3.0452227239240504,""na"":-3.4725031317362256,""space"":-3.0204918227448894}",FQP-02cee3eeec4eb9f64013924ba99670cbe3c21229f8b470da6e09b4aebeb63a61,"{""empty"":""FQP-481b5566480d71b4932a463d1b55aedb773ddcc3bc6f133ac612b6914492b5e4"",""lorem"":""FQP-e938a92f5f645e1d4092e2e7ca791b297082e0da755f23b6e9bb15a19de69cf8"",""mask"":""FQP-6b73b3708cc4aeacbc65526068a79fcd919c49d523eaa9f2d84e442a9837651a"",""na"":""FQP-952560bdb4a05a95038380727a669f732f59fff58f8d659fc97bb27ed975812e"",""space"":""FQP-2f8e24f5c93494c1e8d4c0d577bfe69a25015d06867108de037d6eb32579f331""}",hate,False,False,null,non-hate,null,False,-3.0445053259042463
FQD-FD-3169-Q03-F1-P1-A,FD-3169-Q03,-0.40243047078450517,2.7650347447594155,-3.1674652155439205,"{""empty"":3.4483383178710936,""lorem"":4.353078715006511,""mask"":2.7976094563802083,""na"":1.7612225850423175,""space"":2.9742507934570312}","{""empty"":-3.8507687886555986,""lorem"":-4.755509185791016,""mask"":-3.2000399271647133,""na"":-2.1636530558268228,""space"":-3.3766812642415363}","{""empty"":-3.046599473579763,""lorem"":-2.975710366623641,""mask"":-3.1594657669389776,""na"":-3.6505476605964393,""space"":-3.120711268078956}",FQP-0dd693bae74ce8fedca1e8394271aa7c815aeaa17bfa5f76fc07a8708364ecf9,"{""empty"":""FQP-517c80ed48d4928b618847d194ae9f73e460c9271f204100adc04809eca346a8"",""lorem"":""FQP-12284d07d03dc8f8e0923aeffbd8e08fd462d72f4db489b807c108c15cf63a83"",""mask"":""FQP-e3df4ef3f487bda73858423fe1a7af630e1e2905cc075aaa5c8cbc219985b36e"",""na"":""FQP-0e6c521e3e10fbfad8183508f68847e47479db34ae4e52f7d4a6c25a7b4d1b6a"",""space"":""FQP-19c0381f60ff134bb4ed549a79154287003ec5620db745906ff81410d8d27944""}",hate,False,False,null,non-hate,null,False,-3.1674652155439205
FQD-FD-3169-Q03-F1-P1-H,FD-3169-Q03,-0.47345225016276044,2.6491457769941347,-3.122598027156895,"{""empty"":3.3072715759277345,""lorem"":4.325233968098958,""mask"":2.6891998291015624,""na"":1.6457822163899738,""space"":2.814705912272135}","{""empty"":-3.7807238260904947,""lorem"":-4.798686218261719,""mask"":-3.1626520792643227,""na"":-2.1192344665527343,""space"":-3.2881581624348954}","{""empty"":-3.00433337183835,""lorem"":-2.9255171998325413,""mask"":-3.1127986573066804,""na"":-3.5973510746944486,""space"":-3.084693682541388}",FQP-b6c59f87f724a10a4b7a18f97e075967b41b3eb910d606b5d2087bd696fa0bb1,"{""empty"":""FQP-8c1da66090133d62e38740049a818d6ac1f1169add8bb871994bdde466615a5c"",""lorem"":""FQP-334d2d8c505dce61105d67e6a9ae0debc1b1a1ffabd929ee67b9f2a50940d558"",""mask"":""FQP-8cca266cad625682e3aa6b441dd3d798223fc2bdefa68398a6b121051b7c2086"",""na"":""FQP-c4370d723bf7bef6dff00dd93d4b16defaeec9dc13f29f842241616f6f841822"",""space"":""FQP-5bc8a74ec4d273f4f2dbaaefa0972839b8d073bb6ded61848a96315815d947d0""}",hate,False,False,null,non-hate,null,False,-3.122598027156895
FQD-FD-3169-Q03-F1-P2-A,FD-3169-Q03,-0.38771133422851567,2.719816567608741,-3.1075279018372566,"{""empty"":3.3394620259602865,""lorem"":4.38789545694987,""mask"":2.7272099812825523,""na"":1.7341931660970051,""space"":2.9211990356445314}","{""empty"":-3.727173360188802,""lorem"":-4.775606791178386,""mask"":-3.1149213155110678,""na"":-2.121904500325521,""space"":-3.308910369873047}","{""empty"":-2.9944319546397296,""lorem"":-2.9116192683583915,""mask"":-3.1056870111753767,""na"":-3.572173980008512,""space"":-3.0623137030778427}",FQP-7e7df66324c31c6040086a8946220957eb93a1f7cf914a77cb4a7fea6aa075e0,"{""empty"":""FQP-bdae183860ef13eafe54bc4de500204eed77e1575b1ebd1ac4f3a440c18e7427"",""lorem"":""FQP-d15738d861bebfab51e4455bb39928ec5469f54fe2faf99899fac6f7fa24fa12"",""mask"":""FQP-39b6cf18cec9069bc428a130571bb6ae0d2f0e8db475e4d2b26365f771e67ace"",""na"":""FQP-ba5e818f8f953d3c3a837ac36d6724e9d944d1cd2880cec46b45c9ecb8a3f45a"",""space"":""FQP-d859667ab09d7d6bc9fc0dfef6c72da344d0a316f7fec7b2fa421945a9905c5b""}",hate,False,False,null,non-hate,null,False,-3.1075279018372566
FQD-FD-3169-Q03-F1-P2-H,FD-3169-Q03,-0.4594225565592448,2.6016837647920905,-3.0611063213513354,"{""empty"":3.189258829752604,""lorem"":4.363524627685547,""mask"":2.6163798014322914,""na"":1.620562489827474,""space"":2.755328114827474}","{""empty"":-3.648681386311849,""lorem"":-4.822947184244792,""mask"":-3.0758023579915363,""na"":-2.0799850463867187,""space"":-3.214750671386719}","{""empty"":-2.9517942821707095,""lorem"":-2.8597945205283164,""mask"":-3.0574612316689924,""na"":-3.5143355060395933,""space"":-3.0256920984335767}",FQP-a31bd11343e2d7fa01f5dc526f71222c1ee1e44c0b6d4f36f0def925972d31e4,"{""empty"":""FQP-56c6c9899f8d77490e04e14d2d70ad80783aff4156d6bab0d9f353ec7d228080"",""lorem"":""FQP-4a60923d65fcf314e1b4e37ab7ac3bc4831adcbce38928e62e37d1655e52aebb"",""mask"":""FQP-753cd268354cd657d386440a2bd65b22880aaf6092ae25276d709bfea539599b"",""na"":""FQP-f51b14777c707371a844a56cd1e6366fe56bdad93654859e627dfd5547df875a"",""space"":""FQP-b7385f9e3fecd4f1e1cf8c1ec2ae05968bb1290c930de916b3713f14191cd2e3""}",hate,False,False,null,non-hate,null,False,-3.0611063213513354
FQD-FD-3169-Q03-F1-X1-A,FD-3169-Q03,-0.3536796569824219,2.779006849720204,-3.1326865067026257,"{""empty"":3.4860193888346354,""lorem"":4.386007181803386,""mask"":2.804484303792318,""na"":1.7678181966145832,""space"":2.999688720703125}","{""empty"":-3.8396990458170572,""lorem"":-4.739686838785808,""mask"":-3.15816396077474,""na"":-2.1214978535970053,""space"":-3.353368377685547}","{""empty"":-3.0090571385704736,""lorem"":-2.9401816582600304,""mask"":-3.1264057775140985,""na"":-3.62316350497244,""space"":-3.0836734099816683}",FQP-d0024d7ea010f49760af654c42c7e3b918b4dd76266d0a131781f7fee57c76c6,"{""empty"":""FQP-74c15fe5dcdcd3462fabcedead4c364926a9696513ee4254738d730dcbb6a481"",""lorem"":""FQP-3c3482178d80674f04e42ba910f427055b04fb754d4220f892dd705f52673d43"",""mask"":""FQP-a3564829939b0fb8bd413215698628bee421665266761f32b738780814a5ea7c"",""na"":""FQP-fa6c1192f182d2b68a50b3c4cc2873db2bd4f7719d2ed0ee4bffb83599483c06"",""space"":""FQP-92ecf23d8b8c3d2de1924a27d6e371119138b24d35eb2bac494310be88700f47""}",hate,False,False,null,non-hate,null,False,-3.1326865067026257
FQD-FD-3169-Q03-F1-X1-H,FD-3169-Q03,-0.4233856201171875,2.675290478171651,-3.0986760982888386,"{""empty"":3.3669464111328127,""lorem"":4.366543324788411,""mask"":2.702179718017578,""na"":1.6632896423339845,""space"":2.8595453898111978}","{""empty"":-3.79033203125,""lorem"":-4.789928944905599,""mask"":-3.1255653381347654,""na"":-2.086675262451172,""space"":-3.2829310099283853}","{""empty"":-2.976419759533392,""lorem"":-2.901243362432848,""mask"":-3.092051149525696,""na"":-3.5826230165786694,""space"":-3.0569132415592115}",FQP-b7b3f3c71e74a3d83d29029bbab4d7716134f0a546300db9a035c9a84576845e,"{""empty"":""FQP-143d3809903c73a102c8db7c222c36a65feff42404b1846e367c759020c60b13"",""lorem"":""FQP-99ded06ca1fcb752e8d802358d4ab65af5f2e65c553d9b1beba3eebb59fce2e1"",""mask"":""FQP-7f116d120155b660bc0e6afdb0575f0ff4aed5f40bf727e4f5435927f982050f"",""na"":""FQP-5dec29608691c33740be0d39b47052f2004f4a3c47b230bac3a10970d986bd4f"",""space"":""FQP-6fec6081498d20d068f79b04f28d31c935c29b226120f77612cd56158cff07ba""}",hate,False,False,null,non-hate,null,False,-3.0986760982888386
FQD-FD-3169-Q03-F1-X2-A,FD-3169-Q03,-0.39825973510742185,2.769140303255958,-3.16740003836338,"{""empty"":3.439700571695963,""lorem"":4.426951599121094,""mask"":2.8134318033854164,""na"":1.7396316528320312,""space"":3.026927947998047}","{""empty"":-3.837960306803385,""lorem"":-4.8252113342285154,""mask"":-3.2116915384928384,""na"":-2.137891387939453,""space"":-3.425187683105469}","{""empty"":-3.0480969193476217,""lorem"":-2.972481737215209,""mask"":-3.1565926824917594,""na"":-3.6735553302225754,""space"":-3.111228869501945}",FQP-8856787fdc6c911b38060c52f167cdf4e3e3fa7313ce392dbedf4e0d3e253297,"{""empty"":""FQP-a675fdcb1e93bb63dea4dd2b289c856a62497223348b49f7366032cdfb12a962"",""lorem"":""FQP-7ecbd3ade4f295c98d7e9daa9009dfaa5da61df02687c9ea13c97726b7351ac6"",""mask"":""FQP-84995616594729304bd2e364d528e3467a78139ab39f1243ca98e7b579720b59"",""na"":""FQP-ebb7e6f6087eacf2c315574ce2060e0266f0ebcdfc5827d29973c6eb9dac0e64"",""space"":""FQP-eb061657cb4d3678a70fe217079677a3d1dc39d85ec9e98bf6bbb6c251a90fea""}",hate,False,False,null,non-hate,null,False,-3.16740003836338
FQD-FD-3169-Q03-F1-X2-H,FD-3169-Q03,-0.47594680786132815,2.6567762480533994,-3.1327230559147274,"{""empty"":3.30025380452474,""lorem"":4.405506642659505,""mask"":2.702919769287109,""na"":1.628380076090495,""space"":2.875379943847656}","{""empty"":-3.776200612386068,""lorem"":-4.881453450520834,""mask"":-3.1788665771484372,""na"":-2.104326883951823,""space"":-3.351326751708984}","{""empty"":-3.016331515725605,""lorem"":-2.932645387109338,""mask"":-3.12147099890478,""na"":-3.629471170656513,""space"":-3.084034819531976}",FQP-c81eff07c36e849201d16bbb980094578c31a0dc0d932faf9166f31dd07e935b,"{""empty"":""FQP-a04bdadc68bbcc85fa63d250961f3a422d2b7527c8d07c078816cff8372fe989"",""lorem"":""FQP-91c0f773339aa057ba2527bc8ab05846134f1d98dfc52a464c690bfe23abe3cc"",""mask"":""FQP-0bda0f0909a09d553e28dd1d1a4d8cdbb1f9e48788138ab8eff590c553d69017"",""na"":""FQP-47db6af3b3d571a9cc9f4d881e52f341a8206818156c0e0d9e75d69e33211092"",""space"":""FQP-800011551db45cca2f78188b817419b6405798f2ad3562c6d7677193bd5200d3""}",hate,False,False,null,non-hate,null,False,-3.1327230559147274
FQD-FD-3169-Q04-F1-O-A,FD-3169-Q04,-0.9086250305175781,2.8117657112581274,-3.7203907417757054,"{""empty"":3.451288350423177,""lorem"":4.376014455159505,""mask"":2.8051162719726563,""na"":1.8637502034505207,""space"":2.9658251444498696}","{""empty"":-4.359913380940755,""lorem"":-5.284639485677084,""mask"":-3.7137413024902344,""na"":-2.772375233968099,""space"":-3.8744501749674476}","{""empty"":-3.6050948518284645,""lorem"":-3.530246435840099,""mask"":-3.722059243747007,""na"":-4.159430148169542,""space"":-3.6849660882014015}",FQP-506f81c603b19318b20fa8149626c1b7b38dc80188c4c69e1e9c46702602565e,"{""empty"":""FQP-b05d2b09a9af3a0785c7a7fa801255072aac62ce6c967aa581b2c1507ccfd7ed"",""lorem"":""FQP-1d64015bddaeadd90b18f1726f650faee057cd5eadfec8966b2d92df7e7b2451"",""mask"":""FQP-a43ac97810c23a25d5f1f4923325a82baf678f9e5363e87e12a7fc4d2632eb9f"",""na"":""FQP-7a088a0ec25b707aad36562f9ec787f9074290d598651c984931c50cb649c488"",""space"":""FQP-839e0d1a2d9dd21551c2a0696ced08b03ce88509841ce03b60a4e0f6a9b241b4""}",hate,False,False,null,hate,null,True,3.7203907417757054
FQD-FD-3169-Q04-F1-O-H,FD-3169-Q04,-0.9463754018147786,2.69136176104422,-3.6377371628589987,"{""empty"":3.3062199910481773,""lorem"":4.366620127360027,""mask"":2.688496653238932,""na"":1.7490887959798176,""space"":2.792810312906901}","{""empty"":-4.252595392862956,""lorem"":-5.312995529174805,""mask"":-3.6348720550537106,""na"":-2.695464197794596,""space"":-3.7391857147216796}","{""empty"":-3.5251553925800128,""lorem"":-3.4411896546910805,""mask"":-3.638454560878803,""na"":-4.065734968690978,""space"":-3.613723659699642}",FQP-afd1bffa4234f99e9b8b3ac7b2e46f07e869ca59523b323ee15c3deb8250ff2d,"{""empty"":""FQP-481b5566480d71b4932a463d1b55aedb773ddcc3bc6f133ac612b6914492b5e4"",""lorem"":""FQP-e938a92f5f645e1d4092e2e7ca791b297082e0da755f23b6e9bb15a19de69cf8"",""mask"":""FQP-6b73b3708cc4aeacbc65526068a79fcd919c49d523eaa9f2d84e442a9837651a"",""na"":""FQP-952560bdb4a05a95038380727a669f732f59fff58f8d659fc97bb27ed975812e"",""space"":""FQP-2f8e24f5c93494c1e8d4c0d577bfe69a25015d06867108de037d6eb32579f331""}",hate,False,False,null,hate,null,True,3.6377371628589987
FQD-FD-3169-Q04-F1-P1-A,FD-3169-Q04,-0.9023300170898437,2.7650347447594155,-3.6673647618492593,"{""empty"":3.4483383178710936,""lorem"":4.353078715006511,""mask"":2.7976094563802083,""na"":1.7612225850423175,""space"":2.9742507934570312}","{""empty"":-4.350668334960937,""lorem"":-5.255408732096354,""mask"":-3.699939473470052,""na"":-2.663552602132161,""space"":-3.876580810546875}","{""empty"":-3.546499019885102,""lorem"":-3.47560991292898,""mask"":-3.6593653132443165,""na"":-4.150447206901778,""space"":-3.6206108143842948}",FQP-077479aeb60354ad37e6427d312a0f0c6c99c3c6a652ee582066d4ce282a63ac,"{""empty"":""FQP-517c80ed48d4928b618847d194ae9f73e460c9271f204100adc04809eca346a8"",""lorem"":""FQP-12284d07d03dc8f8e0923aeffbd8e08fd462d72f4db489b807c108c15cf63a83"",""mask"":""FQP-e3df4ef3f487bda73858423fe1a7af630e1e2905cc075aaa5c8cbc219985b36e"",""na"":""FQP-0e6c521e3e10fbfad8183508f68847e47479db34ae4e52f7d4a6c25a7b4d1b6a"",""space"":""FQP-19c0381f60ff134bb4ed549a79154287003ec5620db745906ff81410d8d27944""}",hate,False,False,null,hate,null,True,3.6673647618492593
FQD-FD-3169-Q04-F1-P1-H,FD-3169-Q04,-0.9403603871663412,2.6491457769941347,-3.589506164160476,"{""empty"":3.3072715759277345,""lorem"":4.325233968098958,""mask"":2.6891998291015624,""na"":1.6457822163899738,""space"":2.814705912272135}","{""empty"":-4.247631963094076,""lorem"":-5.265594355265299,""mask"":-3.6295602162679037,""na"":-2.586142603556315,""space"":-3.7550662994384765}","{""empty"":-3.471241508841931,""lorem"":-3.3924253368361224,""mask"":-3.5797067943102614,""na"":-4.06425921169803,""space"":-3.551601819544969}",FQP-6918b582ee992a00b5bea9ce179944c4cbd5bdbbc93ea0b9b681f5e883dc0c3f,"{""empty"":""FQP-8c1da66090133d62e38740049a818d6ac1f1169add8bb871994bdde466615a5c"",""lorem"":""FQP-334d2d8c505dce61105d67e6a9ae0debc1b1a1ffabd929ee67b9f2a50940d558"",""mask"":""FQP-8cca266cad625682e3aa6b441dd3d798223fc2bdefa68398a6b121051b7c2086"",""na"":""FQP-c4370d723bf7bef6dff00dd93d4b16defaeec9dc13f29f842241616f6f841822"",""space"":""FQP-5bc8a74ec4d273f4f2dbaaefa0972839b8d073bb6ded61848a96315815d947d0""}",hate,False,False,null,hate,null,True,3.589506164160476
FQD-FD-3169-Q04-F1-P2-A,FD-3169-Q04,-0.9195119222005209,2.719816567608741,-3.639328489809262,"{""empty"":3.3394620259602865,""lorem"":4.38789545694987,""mask"":2.7272099812825523,""na"":1.7341931660970051,""space"":2.9211990356445314}","{""empty"":-4.258973948160808,""lorem"":-5.3074073791503915,""mask"":-3.646721903483073,""na"":-2.653705088297526,""space"":-3.8407109578450522}","{""empty"":-3.526232542611735,""lorem"":-3.443419856330397,""mask"":-3.637487599147382,""na"":-4.103974567980517,""space"":-3.594114291049848}",FQP-037c8461969454922b59ca6f02fc7812e52f93e7e3f4c230ba4db791591a98d1,"{""empty"":""FQP-bdae183860ef13eafe54bc4de500204eed77e1575b1ebd1ac4f3a440c18e7427"",""lorem"":""FQP-d15738d861bebfab51e4455bb39928ec5469f54fe2faf99899fac6f7fa24fa12"",""mask"":""FQP-39b6cf18cec9069bc428a130571bb6ae0d2f0e8db475e4d2b26365f771e67ace"",""na"":""FQP-ba5e818f8f953d3c3a837ac36d6724e9d944d1cd2880cec46b45c9ecb8a3f45a"",""space"":""FQP-d859667ab09d7d6bc9fc0dfef6c72da344d0a316f7fec7b2fa421945a9905c5b""}",hate,False,False,null,hate,null,True,3.639328489809262
FQD-FD-3169-Q04-F1-P2-H,FD-3169-Q04,-0.9602174123128255,2.6016837647920905,-3.5619011771049163,"{""empty"":3.189258829752604,""lorem"":4.363524627685547,""mask"":2.6163798014322914,""na"":1.620562489827474,""space"":2.755328114827474}","{""empty"":-4.14947624206543,""lorem"":-5.323742039998373,""mask"":-3.576597213745117,""na"":-2.5807799021402995,""space"":-3.7155455271403}","{""empty"":-3.4525891379242903,""lorem"":-3.3605893762818972,""mask"":-3.5582560874225733,""na"":-4.015130361793174,""space"":-3.526486954187157}",FQP-512d0bf023538bb004b5022ad58ced59db9c0ffc029e9b41c4bd8d9ab6626a1e,"{""empty"":""FQP-56c6c9899f8d77490e04e14d2d70ad80783aff4156d6bab0d9f353ec7d228080"",""lorem"":""FQP-4a60923d65fcf314e1b4e37ab7ac3bc4831adcbce38928e62e37d1655e52aebb"",""mask"":""FQP-753cd268354cd657d386440a2bd65b22880aaf6092ae25276d709bfea539599b"",""na"":""FQP-f51b14777c707371a844a56cd1e6366fe56bdad93654859e627dfd5547df875a"",""space"":""FQP-b7385f9e3fecd4f1e1cf8c1ec2ae05968bb1290c930de916b3713f14191cd2e3""}",hate,False,False,null,hate,null,True,3.5619011771049163
FQD-FD-3169-Q04-F1-X1-A,FD-3169-Q04,-0.8701365152994791,2.779006849720204,-3.649143365019683,"{""empty"":3.4860193888346354,""lorem"":4.386007181803386,""mask"":2.804484303792318,""na"":1.7678181966145832,""space"":2.999688720703125}","{""empty"":-4.3561559041341145,""lorem"":-5.256143697102865,""mask"":-3.674620819091797,""na"":-2.6379547119140625,""space"":-3.869825236002604}","{""empty"":-3.525513996887531,""lorem"":-3.4566385165770876,""mask"":-3.6428626358311558,""na"":-4.139620363289497,""space"":-3.6001302682987255}",FQP-d4b73d2ffe7e4aac25b6148ecb4e6ea15f0c202d1e124740bccffd8216170e48,"{""empty"":""FQP-74c15fe5dcdcd3462fabcedead4c364926a9696513ee4254738d730dcbb6a481"",""lorem"":""FQP-3c3482178d80674f04e42ba910f427055b04fb754d4220f892dd705f52673d43"",""mask"":""FQP-a3564829939b0fb8bd413215698628bee421665266761f32b738780814a5ea7c"",""na"":""FQP-fa6c1192f182d2b68a50b3c4cc2873db2bd4f7719d2ed0ee4bffb83599483c06"",""space"":""FQP-92ecf23d8b8c3d2de1924a27d6e371119138b24d35eb2bac494310be88700f47""}",hate,False,False,null,hate,null,True,3.649143365019683
FQD-FD-3169-Q04-F1-X1-H,FD-3169-Q04,-0.9062365214029947,2.675290478171651,-3.581526999574646,"{""empty"":3.3669464111328127,""lorem"":4.366543324788411,""mask"":2.702179718017578,""na"":1.6632896423339845,""space"":2.8595453898111978}","{""empty"":-4.273182932535807,""lorem"":-5.272779846191406,""mask"":-3.6084162394205728,""na"":-2.5695261637369793,""space"":-3.7657819112141926}","{""empty"":-3.4592706608191994,""lorem"":-3.3840942637186555,""mask"":-3.5749020508115033,""na"":-4.065473917864477,""space"":-3.539764142845019}",FQP-44f599328d9a3678643fa830b6c3a9180be657d089b2e25c1b16f7f6a40fe881,"{""empty"":""FQP-143d3809903c73a102c8db7c222c36a65feff42404b1846e367c759020c60b13"",""lorem"":""FQP-99ded06ca1fcb752e8d802358d4ab65af5f2e65c553d9b1beba3eebb59fce2e1"",""mask"":""FQP-7f116d120155b660bc0e6afdb0575f0ff4aed5f40bf727e4f5435927f982050f"",""na"":""FQP-5dec29608691c33740be0d39b47052f2004f4a3c47b230bac3a10970d986bd4f"",""space"":""FQP-6fec6081498d20d068f79b04f28d31c935c29b226120f77612cd56158cff07ba""}",hate,False,False,null,hate,null,True,3.581526999574646
FQD-FD-3169-Q04-F1-X2-A,FD-3169-Q04,-0.9153175354003906,2.769140303255958,-3.6844578386563485,"{""empty"":3.439700571695963,""lorem"":4.426951599121094,""mask"":2.8134318033854164,""na"":1.7396316528320312,""space"":3.026927947998047}","{""empty"":-4.355018107096354,""lorem"":-5.3422691345214846,""mask"":-3.728749338785807,""na"":-2.654949188232422,""space"":-3.9422454833984375}","{""empty"":-3.5651547196405904,""lorem"":-3.4895395375081777,""mask"":-3.673650482784728,""na"":-4.190613130515544,""space"":-3.628286669794914}",FQP-79de3c6a35f808e8ee032a63e0a0080d375c3ebf4623c6dfff1fc8fdba044af9,"{""empty"":""FQP-a675fdcb1e93bb63dea4dd2b289c856a62497223348b49f7366032cdfb12a962"",""lorem"":""FQP-7ecbd3ade4f295c98d7e9daa9009dfaa5da61df02687c9ea13c97726b7351ac6"",""mask"":""FQP-84995616594729304bd2e364d528e3467a78139ab39f1243ca98e7b579720b59"",""na"":""FQP-ebb7e6f6087eacf2c315574ce2060e0266f0ebcdfc5827d29973c6eb9dac0e64"",""space"":""FQP-eb061657cb4d3678a70fe217079677a3d1dc39d85ec9e98bf6bbb6c251a90fea""}",hate,False,False,null,hate,null,True,3.6844578386563485
FQD-FD-3169-Q04-F1-X2-H,FD-3169-Q04,-0.9579828898111978,2.6567762480533994,-3.6147591378645973,"{""empty"":3.30025380452474,""lorem"":4.405506642659505,""mask"":2.702919769287109,""na"":1.628380076090495,""space"":2.875379943847656}","{""empty"":-4.258236694335937,""lorem"":-5.363489532470703,""mask"":-3.660902659098307,""na"":-2.5863629659016927,""space"":-3.833362833658854}","{""empty"":-3.498367597675475,""lorem"":-3.4146814690592078,""mask"":-3.60350708085465,""na"":-4.1115072526063825,""space"":-3.566070901481846}",FQP-742b59301e0a46e5a397bf4f779e2cbc0755c500e021e762efdf4e1e889281ec,"{""empty"":""FQP-a04bdadc68bbcc85fa63d250961f3a422d2b7527c8d07c078816cff8372fe989"",""lorem"":""FQP-91c0f773339aa057ba2527bc8ab05846134f1d98dfc52a464c690bfe23abe3cc"",""mask"":""FQP-0bda0f0909a09d553e28dd1d1a4d8cdbb1f9e48788138ab8eff590c553d69017"",""na"":""FQP-47db6af3b3d571a9cc9f4d881e52f341a8206818156c0e0d9e75d69e33211092"",""space"":""FQP-800011551db45cca2f78188b817419b6405798f2ad3562c6d7677193bd5200d3""}",hate,False,False,null,hate,null,True,3.6147591378645973
