contrast_id,cross_query,human_stratum_validation_required,ncc_background_cancels,role,terms,main_effects,main_directions,all_five_directions_agree_resolved,all_single_probes_agree_with_ncc,all_leave_one_out_agree_with_ncc
FD-3169-Q03-F1-P2-X2-C,False,False,False,scope_matched,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q03-F1-P2-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q03-F1-P2-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q03-F1-X2-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q03-F1-X2-H""}]","{""ab_forward/answer_sum"":-0.21023941040039062,""ab_reverse/answer_sum"":0.25787925720214844,""ncc"":-0.06574443554475762,""original/answer_mean"":-0.013536326090494766,""original/answer_sum"":-0.005023956298828125}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""positive"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,True,True
FD-3169-Q03-F1-O-P1-sH,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q03-F1-O-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q03-F1-P1-H""}]","{""ab_forward/answer_sum"":-0.13231277465820312,""ab_reverse/answer_sum"":-1.2339019775390625,""ncc"":-0.07809270125264867,""original/answer_mean"":-0.12030868530273447,""original/answer_sum"":-0.4820442199707031}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q03-F1-O-P1-sA,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q03-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q03-F1-P1-A""}]","{""ab_forward/answer_sum"":-0.0641021728515625,""ab_reverse/answer_sum"":0.09775543212890625,""ncc"":-0.07476637847199097,""original/answer_mean"":-0.12149734497070303,""original/answer_sum"":-0.5110588073730469}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""positive"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,True,True
FD-3169-Q03-F1-O-P1-I,False,False,False,scope_total_bridge,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q03-F1-O-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q03-F1-O-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q03-F1-P1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q03-F1-P1-H""}]","{""ab_forward/answer_sum"":-0.06821060180664062,""ab_reverse/answer_sum"":-1.3316574096679688,""ncc"":-0.003326322780657698,""original/answer_mean"":0.0011886596679685502,""original/answer_sum"":0.02901458740234375}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""unresolved"",""original/answer_mean"":""unresolved"",""original/answer_sum"":""positive""}",False,False,False
FD-3169-Q03-F1-O-P1-C,False,False,False,scope_total_bridge,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q03-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q03-F1-O-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q03-F1-P1-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q03-F1-P1-H""}]","{""ab_forward/answer_sum"":-0.09820747375488281,""ab_reverse/answer_sum"":-0.5680732727050781,""ncc"":-0.07642953986231982,""original/answer_mean"":-0.12090301513671875,""original/answer_sum"":-0.496551513671875}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q03-F1-O-X1-sH,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q03-F1-O-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q03-F1-X1-H""}]","{""ab_forward/answer_sum"":0.16900253295898438,""ab_reverse/answer_sum"":-0.7650184631347656,""ncc"":-0.054170772384592336,""original/answer_mean"":-0.07024205525716154,""original/answer_sum"":-0.3263587951660156}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,True
FD-3169-Q03-F1-O-X1-sA,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q03-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q03-F1-X1-A""}]","{""ab_forward/answer_sum"":0.38896942138671875,""ab_reverse/answer_sum"":0.27742767333984375,""ncc"":-0.03998766963069622,""original/answer_mean"":-0.07274653116861973,""original/answer_sum"":-0.3700141906738281}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,True
FD-3169-Q03-F1-O-X1-I,False,False,False,scope_total_bridge,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q03-F1-O-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q03-F1-O-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q03-F1-X1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q03-F1-X1-H""}]","{""ab_forward/answer_sum"":-0.21996688842773438,""ab_reverse/answer_sum"":-1.0424461364746094,""ncc"":-0.014183102753896115,""original/answer_mean"":0.0025044759114581927,""original/answer_sum"":0.0436553955078125}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""unresolved"",""original/answer_sum"":""positive""}",False,False,False
FD-3169-Q03-F1-O-X1-C,False,False,False,scope_total_bridge,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q03-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q03-F1-O-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q03-F1-X1-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q03-F1-X1-H""}]","{""ab_forward/answer_sum"":0.27898597717285156,""ab_reverse/answer_sum"":-0.24379539489746094,""ncc"":-0.04707922100764428,""original/answer_mean"":-0.07149429321289064,""original/answer_sum"":-0.3481864929199219}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,True
FD-3169-Q03-F1-O-P2-sH,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q03-F1-O-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q03-F1-P2-H""}]","{""ab_forward/answer_sum"":0.2939643859863281,""ab_reverse/answer_sum"":-0.6302986145019531,""ncc"":-0.01660099544708915,""original/answer_mean"":-0.10627899169921884,""original/answer_sum"":-0.46475982666015625}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,False
FD-3169-Q03-F1-O-P2-sA,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q03-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q03-F1-P2-A""}]","{""ab_forward/answer_sum"":0.6110801696777344,""ab_reverse/answer_sum"":0.5935859680175781,""ncc"":-0.014829064765327082,""original/answer_mean"":-0.10677820841471353,""original/answer_sum"":-0.4917106628417969}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,False
FD-3169-Q03-F1-O-P2-I,False,False,False,scope_total_bridge,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q03-F1-O-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q03-F1-O-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q03-F1-P2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q03-F1-P2-H""}]","{""ab_forward/answer_sum"":-0.31711578369140625,""ab_reverse/answer_sum"":-1.2238845825195312,""ncc"":-0.0017719306817620684,""original/answer_mean"":0.000499216715494688,""original/answer_sum"":0.026950836181640625}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""unresolved"",""original/answer_mean"":""unresolved"",""original/answer_sum"":""positive""}",False,False,False
FD-3169-Q03-F1-O-P2-C,False,False,False,scope_total_bridge,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q03-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q03-F1-O-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q03-F1-P2-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q03-F1-P2-H""}]","{""ab_forward/answer_sum"":0.45252227783203125,""ab_reverse/answer_sum"":-0.0183563232421875,""ncc"":-0.015715030106208117,""original/answer_mean"":-0.10652860005696618,""original/answer_sum"":-0.47823524475097656}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,False
FD-3169-Q03-F1-O-X2-sH,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q03-F1-O-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q03-F1-X2-H""}]","{""ab_forward/answer_sum"":0.0750732421875,""ab_reverse/answer_sum"":-0.15979766845703125,""ncc"":-0.08821773001048117,""original/answer_mean"":-0.12280324300130219,""original/answer_sum"":-0.4834747314453125}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,True
FD-3169-Q03-F1-O-X2-sA,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q03-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q03-F1-X2-A""}]","{""ab_forward/answer_sum"":0.40949249267578125,""ab_reverse/answer_sum"":0.6388435363769531,""ncc"":-0.0747012012914503,""original/answer_mean"":-0.11732660929361971,""original/answer_sum"":-0.4830436706542969}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,True
FD-3169-Q03-F1-O-X2-I,False,False,False,scope_total_bridge,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q03-F1-O-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q03-F1-O-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q03-F1-X2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q03-F1-X2-H""}]","{""ab_forward/answer_sum"":-0.33441925048828125,""ab_reverse/answer_sum"":-0.7986412048339844,""ncc"":-0.013516528719030863,""original/answer_mean"":-0.005476633707682477,""original/answer_sum"":-0.000431060791015625}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""unresolved""}",False,False,False
FD-3169-Q03-F1-O-X2-C,False,False,False,scope_total_bridge,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q03-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q03-F1-O-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q03-F1-X2-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q03-F1-X2-H""}]","{""ab_forward/answer_sum"":0.24228286743164062,""ab_reverse/answer_sum"":0.23952293395996094,""ncc"":-0.08145946565096573,""original/answer_mean"":-0.12006492614746095,""original/answer_sum"":-0.4832592010498047}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,True
FD-3169-Q04-F1-O-delta,False,False,False,within_query_word_pair,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-O-H""}]","{""ab_forward/answer_sum"":-1.5027484893798828,""ab_reverse/answer_sum"":-1.908843994140625,""ncc"":0.08265357891670666,""original/answer_mean"":-0.03775037129720049,""original/answer_sum"":-0.1897411346435547}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,True
FD-3169-Q04-F1-P1-delta,False,False,False,within_query_word_pair,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-P1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-P1-H""}]","{""ab_forward/answer_sum"":-1.6046276092529297,""ab_reverse/answer_sum"":-1.6211929321289062,""ncc"":0.07785859768878334,""original/answer_mean"":-0.038030370076497455,""original/answer_sum"":-0.1896228790283203}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,True
FD-3169-Q04-F1-X1-delta,False,False,False,within_query_word_pair,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-X1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-X1-H""}]","{""ab_forward/answer_sum"":-1.6053276062011719,""ab_reverse/answer_sum"":-1.3411636352539062,""ncc"":0.06761636544503702,""original/answer_mean"":-0.0361000061035156,""original/answer_sum"":-0.17986679077148438}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,True
FD-3169-Q04-F1-P2-delta,False,False,False,within_query_word_pair,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-P2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-P2-H""}]","{""ab_forward/answer_sum"":-1.6595954895019531,""ab_reverse/answer_sum"":-1.605377197265625,""ncc"":0.07742731270434566,""original/answer_mean"":-0.04070549011230462,""original/answer_sum"":-0.20300865173339844}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,True
FD-3169-Q04-F1-X2-delta,False,False,False,within_query_word_pair,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-X2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-X2-H""}]","{""ab_forward/answer_sum"":-1.6748237609863281,""ab_reverse/answer_sum"":-1.4749412536621094,""ncc"":0.06969870079175111,""original/answer_mean"":-0.04266535441080721,""original/answer_sum"":-0.21265029907226562}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,True
FD-3169-Q04-F1-P1-X1-sH,False,False,False,scope_matched,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-P1-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-X1-H""}]","{""ab_forward/answer_sum"":0.6371135711669922,""ab_reverse/answer_sum"":-0.21954345703125,""ncc"":0.007979164585830034,""original/answer_mean"":0.03412386576334647,""original/answer_sum"":0.1684551239013672}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",False,False,False
FD-3169-Q04-F1-P1-X1-sA,False,False,False,scope_matched,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-P1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-X1-A""}]","{""ab_forward/answer_sum"":0.6378135681152344,""ab_reverse/answer_sum"":-0.49957275390625,""ncc"":0.018221396829576353,""original/answer_mean"":0.03219350179036462,""original/answer_sum"":0.15869903564453125}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",False,False,True
FD-3169-Q04-F1-P1-X1-I,False,False,False,scope_matched,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-P1-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-P1-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-X1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-X1-H""}]","{""ab_forward/answer_sum"":-0.0006999969482421875,""ab_reverse/answer_sum"":0.280029296875,""ncc"":-0.010242232243746319,""original/answer_mean"":0.0019303639729818522,""original/answer_sum"":0.009756088256835938}","{""ab_forward/answer_sum"":""unresolved"",""ab_reverse/answer_sum"":""positive"",""ncc"":""unresolved"",""original/answer_mean"":""unresolved"",""original/answer_sum"":""positive""}",False,False,False
FD-3169-Q04-F1-P1-X1-C,False,False,False,scope_matched,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q04-F1-P1-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q04-F1-P1-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q04-F1-X1-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q04-F1-X1-H""}]","{""ab_forward/answer_sum"":0.6374635696411133,""ab_reverse/answer_sum"":-0.35955810546875,""ncc"":0.013100280707703194,""original/answer_mean"":0.033158683776855546,""original/answer_sum"":0.16357707977294922}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",False,False,False
FD-3169-Q04-F1-P2-X2-sH,False,False,False,scope_matched,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-P2-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-X2-H""}]","{""ab_forward/answer_sum"":0.4053840637207031,""ab_reverse/answer_sum"":-0.17485809326171875,""ncc"":-0.05285796075968108,""original/answer_mean"":0.0022345225016277004,""original/answer_sum"":0.012083053588867188}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""unresolved"",""original/answer_sum"":""positive""}",False,True,True
FD-3169-Q04-F1-P2-X2-sA,False,False,False,scope_matched,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-P2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-X2-A""}]","{""ab_forward/answer_sum"":0.4206123352050781,""ab_reverse/answer_sum"":-0.3052940368652344,""ncc"":-0.045129348847086526,""original/answer_mean"":0.00419438680013029,""original/answer_sum"":0.021724700927734375}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",False,False,True
FD-3169-Q04-F1-P2-X2-I,False,False,False,scope_matched,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-P2-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-P2-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-X2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-X2-H""}]","{""ab_forward/answer_sum"":-0.015228271484375,""ab_reverse/answer_sum"":0.13043594360351562,""ncc"":-0.007728611912594552,""original/answer_mean"":-0.0019598642985025894,""original/answer_sum"":-0.009641647338867188}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""positive"",""ncc"":""unresolved"",""original/answer_mean"":""unresolved"",""original/answer_sum"":""negative""}",False,False,False
FD-3169-Q04-F1-P2-X2-C,False,False,False,scope_matched,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q04-F1-P2-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q04-F1-P2-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q04-F1-X2-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q04-F1-X2-H""}]","{""ab_forward/answer_sum"":0.4129981994628906,""ab_reverse/answer_sum"":-0.24007606506347656,""ncc"":-0.0489936548033838,""original/answer_mean"":0.003214454650878995,""original/answer_sum"":0.01690387725830078}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",False,False,True
FD-3169-Q04-F1-O-P1-sH,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-O-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-P1-H""}]","{""ab_forward/answer_sum"":0.7457084655761719,""ab_reverse/answer_sum"":2.3355560302734375,""ncc"":0.048230998698522765,""original/answer_mean"":0.006015014648437456,""original/answer_sum"":0.03174591064453125}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,False,False
FD-3169-Q04-F1-O-P1-sA,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-P1-A""}]","{""ab_forward/answer_sum"":0.8475875854492188,""ab_reverse/answer_sum"":2.0479049682617188,""ncc"":0.05302597992644609,""original/answer_mean"":0.006295013427734419,""original/answer_sum"":0.031627655029296875}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,False,True
FD-3169-Q04-F1-O-P1-I,False,False,False,scope_total_bridge,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-O-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-O-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-P1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-P1-H""}]","{""ab_forward/answer_sum"":-0.10187911987304688,""ab_reverse/answer_sum"":0.28765106201171875,""ncc"":-0.004794981227923323,""original/answer_mean"":-0.0002799987792969638,""original/answer_sum"":0.000118255615234375}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""positive"",""ncc"":""unresolved"",""original/answer_mean"":""unresolved"",""original/answer_sum"":""unresolved""}",False,False,False
FD-3169-Q04-F1-O-P1-C,False,False,False,scope_total_bridge,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q04-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q04-F1-O-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q04-F1-P1-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q04-F1-P1-H""}]","{""ab_forward/answer_sum"":0.7966480255126953,""ab_reverse/answer_sum"":2.191730499267578,""ncc"":0.050628489312484426,""original/answer_mean"":0.0061550140380859375,""original/answer_sum"":0.03168678283691406}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,False,False
FD-3169-Q04-F1-O-X1-sH,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-O-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-X1-H""}]","{""ab_forward/answer_sum"":1.382822036743164,""ab_reverse/answer_sum"":2.1160125732421875,""ncc"":0.0562101632843528,""original/answer_mean"":0.04013888041178393,""original/answer_sum"":0.20020103454589844}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,False,False
FD-3169-Q04-F1-O-X1-sA,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-X1-A""}]","{""ab_forward/answer_sum"":1.4854011535644531,""ab_reverse/answer_sum"":1.5483322143554688,""ncc"":0.07124737675602244,""original/answer_mean"":0.03848851521809904,""original/answer_sum"":0.19032669067382812}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,False,True
FD-3169-Q04-F1-O-X1-I,False,False,False,scope_total_bridge,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-O-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-O-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-X1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-X1-H""}]","{""ab_forward/answer_sum"":-0.10257911682128906,""ab_reverse/answer_sum"":0.5676803588867188,""ncc"":-0.015037213471669642,""original/answer_mean"":0.0016503651936848884,""original/answer_sum"":0.009874343872070312}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""positive"",""ncc"":""negative"",""original/answer_mean"":""unresolved"",""original/answer_sum"":""positive""}",False,False,True
FD-3169-Q04-F1-O-X1-C,False,False,False,scope_total_bridge,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q04-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q04-F1-O-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q04-F1-X1-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q04-F1-X1-H""}]","{""ab_forward/answer_sum"":1.4341115951538086,""ab_reverse/answer_sum"":1.8321723937988281,""ncc"":0.06372877002018762,""original/answer_mean"":0.039313697814941484,""original/answer_sum"":0.19526386260986328}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,False,True
FD-3169-Q04-F1-O-P2-sH,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-O-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-P2-H""}]","{""ab_forward/answer_sum"":0.7675685882568359,""ab_reverse/answer_sum"":2.647418975830078,""ncc"":0.07583598575408246,""original/answer_mean"":-0.013842010498046897,""original/answer_sum"":-0.06679916381835938}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,True
