label,TEXT
5,我想问那位广西小哥的普通话不标准到什么程度？以至于认为是外国人，像哪个国家的人？
4,开始打男拳了，理中客就出来了
4,艾呀。梅事的
3,拳师攻占大学，目的是把男性排挤出高等教育，从而坐稳高位
5,陕西人都这样的吗😅
5,匿名随你怎么说
0,其实种族歧视是要连接到利益的，美国是个移民国家，黑人也美国国家内部的人民，而种族歧视的核心是对于同工同酬的双标问题，是否有工作，同样的工作量是否拿同样的钱，而不是光怎么看待怎么看待这种虚空之中而不连接到现实生活中的东西，别人只是怎么看他真对他有什么影响吗，别人还不能有自己的看法了，一个外国人在中国打工能同工同酬付同样的钱能买到同样的商品怎么能算是种族歧视呢，更何况中国是个原住民国家本来就没有黑人这个种族，本来就不是中国国家内部的自己人算什么种族歧视啊？他们只是来中国赚钱淘金的？中国内部的所有社会福利待遇都是中国人民支持政府反哺出来的凭什么要求在中国得到与中国人民一样的待遇享受？
3,要是真喜欢大的，哪怕找个驴呢
0,楼主说的那种东西真是不言而喻当然指的就是虫族
5,他喜欢上你了🤣
4,十几年前有地沟头、脏辫、嘻哈什么的，这帮孩子的审美就是被扭曲了
0,那既然有这么多优秀人才，黑人为主的国家为什么没有一个强国？😆
0,搞得中国人没有似的，说不喜欢黑人啥的都理解，你说这话你觉得你好意思吗？中国有多少啊！
5,可惜了这么帅的演员，他的电影也很好看
2,趁早纠正取向是最好的出路，直佬们
5,对，其实她和谁都没关系，关键是一知道，就不会再想有任何交集。
5,阿斗怎么也整这一套了
5,不高，一点不高，就是结婚率血崩了
3,为什么楼主全部引用男性说的话？是歧视女性话语权吗？
5,我河北人从小到大没听过什么黑河南的言论，第一次听到井盖梗还是个新疆人说的。
5,哈哈哈哈哈哈，对不起，你有主角光环
2,你们同性恋说爱是不分性别，性取向是可以变化的，所以同性恋不正常可以变成正常的异性恋。你们说同性恋存在即合理所以反同存在即合理，你们要反同包容同性恋，你们同性恋也要包容反同。
1,但是有一说一，我从事旅游行业，在青岛，我们这对东北人的看法非常统一大家都挺反感他们的，发生矛盾也几乎都是跟东北人有些人是非常不讲理还感觉自己很有理，这不是少数现象，10次吵架8次东北的。所以我打心底里反感东北人，但是也有好的10个里面可能有两个
1,上海这种客观存在的东西也算黑吗？我倒是觉得是全国人民被上海各种瞧不起以后总结出来的结论罢了。
1,确实，这点得学着人家小棒子
5,自己不控制自己，还怕别人传病你？
5,您破防破的未免也太快了吧🤭🤭，骂完就拉黑你可真够能耐，跟你讲啊，污蔑这块儿你可真还得跟你妈妈学学
1,这种÷剩都懒得说它们省的龌蹉事
0,太可怕了，永远反黑👍️
3,小红书什么东西懂的都懂
1,都是些矮矬穷们发泄情绪而已。本身地图炮就是很丢自己的脸的，如今各大平台ip地址开放，他们也会丢了自己省份的脸！
0,之前在哪听过一嘴，说杂交的不如纯种的好，还会弄出很多奇怪的病，智商还会迭代变低，这是真的吗？？
0,被默光顾过就让默带走啊，留下来祸害同胞？
5,辽宁口音很重，尤其是沈阳辽阳那一片
1,又是个体推及全体，以及双标。所以应证了上海被排外多么严重啊
5,其实应该说，几乎所有中国人的祖先都在河南居住过，这样就没人误会了
0,祸害天下苍生，罪孽深重，黑人多了闹事，到时候谁也跑不了
3,现在没证据只要女的说有就有
0,这些黑人崇拜者为黑人做了大量正面宣传。应该占据了国内所有渠道对黑人的正面宣传的99%以上吧。而且是完全自愿，义务，积极，和免费的。宣传多了，那么自然就会有越来越多的女孩倒贴黑人。
0,这才是真正的反黑英雄
3,找黑哥哥可以，别留在中国就行，别让中国成为移民国家，乱得跟美国似的
4,因为对于丑的，是不被当成人的。你见过男的碰200多斤的黑白坦克吗？女的还真挺多的。好看的，别说外国人了，外星人都行，机器人更兴奋。
2,异性恋敢组织love don’t is love活动吗
3,男人穿什么裙子，很变态
2,异性恋比同性恋多好几万倍，肯定异性恋高。很多恶心的既同性又异性恋的，把病菌感染给自己的异性恋伴侣关键这病毒根源就是同性恋
5,他又欠收拾了
3,问题是如果一个男的老光棍，别人又会认为是身心不正常的，反正怎么做都是错
1,更不要说很多时候所谓的“东北人”就是东北唐山，东北福建，东北江苏的东北人。难蔓分不清除自己村以外的其他地区，一律归为东北人，反正东北这种舆论失势地区泼他什么脏水都是有人信的。
5,乡后宁，到上海，上海含窝港佛来，咪西咪西七含菜，咪西咪西七含菜
0,就像动物园里你放走了一群猴，它们在笼子里能产生GDp和门票，释放了以后能干啥
5,倒不是因为他不是反同，而是挖坟实在破坏生态，看见坟贴都不想进来
1,讲个笑话，这边有人讨外地媳妇，四川的都没人说什么，安徽的背地里要被冷嘲热讽死
5,我是岭南山区的，其他的不说，我觉得自己长得还可以🤭 湖南人 与广西交界处
1,这评论里面就有天天念叨一枪不放丢东北的
5,山西人刚从煤窑里出来，愣住了…………
1,深圳最歧视湖南湖北&成都女性。
0,我对你说的串串表示强烈谴责，哈哈哈哈哈哈
0,我可以接受非处，但是绝对不能接受跟黑人搞过对象的，更不能接受黑人女孩，哪怕是处都不行
5,😓我怎么没听说这个梗
3,作为从来没想过找外国人的女生来说，我觉得吧还是提升洋垃圾来中国的门槛吧… 对于那些找优秀老外因为爱的女生我觉得可以理解吧 不能一杆子打死，那些上赶着的eg当然批判我觉得没问题
1,好家伙，直接开地图炮，你自己不在地域黑？
1,佳木斯贼城全国有名
1,有没有这么一种可能 台湾跳反是真的🤔
5,这女的快手号多少
3,为什么图里的有智慧的人全是男性？
0,看最后一张图，她们只是单纯呗犹太宣传，洗脑了而已。
5,汉一点的电影或者影视作品，就会被打压，吴京拍战狼二的时候没有资本敢给他融资，当他取得票房第一之后，也没有人敢祝贺，这里面没有鬼，谁信啊，其实解决这个问题很简单，只要把所有东西都给下架就行，但国家什么都敢整治，就是不整治这个，有时候想整治一下，又被骂回来了，不得不承认，文化渗入这方面，美国做的很成功，中国的青少年基本上都对那些所谓的明星很崇拜，天天把自己打扮的阴柔的要死，不知道怎么办？再这么下去，我们的下一代怎么办？
1,有三个豪爽的地方很特别，与众不同。可以黑别人，别人不能说它们。😆
2,问为什么反？凭什么支持？反男同不反女同？太可笑了，原来撑同也带性别节奏，你这种“高尚”的人还要搞性别歧视哦？同恋婚姻不合法是因为涉及其他相关婚恋的法条都要修改甚至变成危害社会的bug，法律是需要兼顾多个情况而不是像你这种**自私自利
0,好神奇啊。我们学校也有黑人，但大家都表示很害怕😅我周围都没见过和他们玩的好的，更别提谈婚论嫁了。
5,你发这种跟那些幕刃有什么区别？不穿靴子只是不适合男人而已，而且我想大多数男人也并不想穿靴子，你要是喜欢穿那也是你的自由，你穿就完事了
3,爱因斯坦是个玩女的渣男所以有几次婚姻
0,黑人犯罪率远远大于其他肤色人种虽然有很多普通人，但是这个危险的概率太高了
3,lz你没看完原贴，原贴还说这女的有精神类疾病。判四个月，这会儿已经放出来继续祸害了
2,退役后，泼峰一直以廉价的体力劳作换取微博的反同资金。
5,为啥是山东呢，几十年前山东人闯东北，现在也有东北人来山东的。
5,这种科学的说法才应该是支持的，我们吧里整体还是有点偏的
5,作者你有父母吗？来把匿名打开，你在那装你妈
0,默就是默，非我中华民族必为异类，畏威不畏德。
5,我不能呼吸了😭😭😭😭😭
3,会员服务，难道是可以帮她找到不介意离异带孩子的优质男？
0,黑人的舔狗其实比黑人更可恨
3,真名媛会打扮的像🐔
5,没什么事实证明，里面都是某些人的利益冲突罢了。河南人攻击东北人？简直滑天下之大稽，无非是派别利益冲突，现在是金钱社会，以为河南人和东北人都很闲？
2,看看能不能等选举时重新投一位反同性恋的吧主吧，鸠占鹊巢又开始了
4,对对对，绿绿不也就是骂骂别人吃猪肉而已嘛，打不了也就是砍几刀，稍显粗鲁而已
2,MB关键是有的gay他还骚扰你，他妈的刚刚差点让一个gay亲了，再有下次老子打掉他满嘴牙，我这不是恶心，是唾弃
2,3.同性恋人士常要求社会必须保护他们作为“性少数的权益”，却很少谈自己的义务。比如艾滋病感染率高出异性恋几十倍等，是否应该谈一谈自己在这方面的防治义务？---染病首先受害者是自己，而你在这里说自己不尽义务？男同感染率虽然高，但总感染数异性任然超过7成，这可以的出异性恋也不尽义务的结论不？而且全国所有的LGBT组织都把这事放在第一位！公平化和正面教育正是减少感染的有效手段。欧美已证明。
3,虽然我没有看不惯黑人，但要给我个黑种女人，维秘上的我都不敢要🤣
0,你还是带着你媳妇一家回你的国家吧，华夏大地是我们先人用智慧和无数先烈的生命换来的，说白了你们其实就是想要污染华夏血脉，鸠占鹊巢，真是用心险恶
5,果然汉奸永远不少
3,他觉得很奇怪，去他同学家她同学女朋友在那玩手机，每天都是她男朋友做饭。我说这在中国很正常，他说西班牙他爸爸只有周末才会做饭。然后又说有个女生希望她男朋友180帅气多金体贴，西班牙留学生直接说这是在你的梦里吗，中国女拳扬名世界被看笑话。
3,说真的，没害怕，只有痛心，我伤心自己的同胞走上了这样一条路，我替她惋惜，我觉得自己对每一个同胞都是有责任的，她们自甘堕落带给我的只有怒其不争的悲伤
0,很美的非洲，非洲人回自己的祖国去吧！
1,希望以后发生卢旺达华强买瓜事件的时候这些人还能笑得出来。
3,国内的女拳忽悠别人终身不婚，忽悠别人单亲养子🤭
1,这个问题下有人有人在带节奏，那个叫务实帅男的，兄弟注意一下，他在挑拨离间，先装成东北人在河南为什么被地域黑的问题下骂河南人，然后私信回复他的河南人开始骂人，然后把两个人对骂的记录截取河南人骂东北人的片段放在东北人为什么被黑的问题下吸引东北人来骂河南人，挑拨两个地区的关系
0,黑人问题其实我觉得根本不需要让他们融入我们的社会也不需要让他在我们的大学里学习搞一个类似于监狱的地方设备齐全美名其曰地狱化培训不是更好对于黑老鼠我是真烦以前我在杭州的时候见到三个黑人一边撸串一边打飞机还问我需要一个强壮的男人嘛？我踢翻他的桌子跑了
3,主要是跟个黑人的女生都会选择隐瞒这是一种潜在的危机呀
0,美国亏欠黑人，他们在美国要补偿理所应当，可中国不欠他们，中国又没有搞过黑奴贸易🍉又没有压迫过黑人，凭什么来中国耍横
3,b站男用户多，自然没有拳师的生存空间，以前也有拳师大v在b站投视频想恰b站的钱，但是评论骂翻了也就离开了
3,高跟鞋就是法国皇帝路易十四发明的给自己穿的，靴子最初也是皇家御林军的标配，跟女人半毛钱关系都没有。再说丝袜长筒袜最初也是给军队士兵用来保暖的，倒是现在这社会为了讨好姆人把什么都向母人靠拢实乃恶臭不堪
2,本可唯一的过错就素泄露了个人信息，才让不法分子有了可乘之机。大叔随后表示知道了地址随时会来找本可，氮素他要怎么找呢，在校门口挨个问你是不是txl吗
5,不可能普及，繁殖的性需求是推动人类社会发展的重要动力，国家绝不会允许这种东西大行其道，就像是不论资源经济多么发达，都不会允许高失业率是一个道理。
3,姆是这样的，它们拒绝接受男方父母，也不想生孩子让自己成为父母，你说这种姆娶回家干嘛
5,央视2010年还专门出个新闻反对歧视同性恋
1,常州有资格说我南通吗🤭
4,没事，为了艾，这能忍😆
0,对于默就是有一种无差别的讨厌。。。
3,嫁鸡随鸡，嫁狗随狗，嫁给黑人就离开中国，不要待娘家
5,我二姑好像就是大石桥的
5,她不违法和我讨不讨厌有关？
0,你笑郑思死的早，郑思笑你活不了
5,😅难得的是中国男人有统一的无理由底线！
5,森伽罗人，差的大了。
5,她们怎么不要妇联的位置呢
1,其实看到河南被黑，我也很想骂人的。我想问候他全家，但是一想不能给河南丢人。被人家黑被人家骂只能忍了。你说人家一句，马上有100句来骂你。这种事情忍忍就好了。
3,微博什么时候死，最好再抓一批50W。
3,吴施蒙了解一下，山东大学三陪一的异性学伴了解一下🐶
1,那南方人都烦东北人也是有原因的吗？
2,最后，我以为为txl发声的诉求，一是立法保障txl的合法权益（比如tx婚姻合法化），二是推进全社会的认同度而我认为人的偏见是不会轻易改变的，他的改变一定是建立在已有认知的基础上。仅仅就我所知，txl在社会上的正面形象很少，不用说腐癌这样四处ky令人观感不适的，就是同性骗婚，传染艾滋，已经快成了对txl的刻板印象了和他人沟通并建立共识，需要很多努力。而一个负面新闻就足够让人产生更多的厌恶了这还不包括那些也许偏见最深的，网络之外那些沉默的大多数至于推进立法。在提出新的权益必然要伴随有新的义务出现。但在我国当下的时局，txl婚姻合法恐怕只是奢望总之，我认为对txl这一少数群体，是郭嘉需要发展到一定层次，并且新的一两代人成为社会中流砥柱之后，才是有进一步发展的可能的
1,【屈機TV】 是香港愛國建制派的得意傑作，用很多訪問，剪輯帶出愛國訊息，十分高手。其中最出色的一篇就是訪問七歲女童吳若彤，十分可愛，十分吸睛，又勝一仗。台灣和香港成為“地域黑”標的，在各論壇，微博，黑的大概有80～90%，比其他各種“黑地”都黑太多了。黑的目不暇給，精彩紛陳，各擅勝場，好不熱鬧。
5,不要看这些建议楼主打码发表
4,获得了先天性免疫...?艾滋病毒，也是个收获哈
5,等等？ 豆瓣是男性平台？
1,河南朋友是真的不错，能处！但是低温……这……我见过一次，那就是楞抢那种，他连套路都懒得套路你那种了，明白吗！就是你哪怕上来好言好语骗你上套呢，他都懒得说这好听话了。你哪怕说两句好听话，哪怕骗，这好听话听的舒服了，甘愿给你两文也就给了。关键他都懒得去说了，楞抢那人😂
2,关键是这个和大便本来就不是一回事，你把同性恋用大便来形容，那不就代表你深深的其实和偏见吗。。。不过你的想法也无法改变。
5,那个吧真恶心?
2,不排除这两种身份是重合的可能性好吧，毕竟大部分人都不会在职场中公开自己同性的取向，谁会自找麻烦让企业文化和同事关系来排挤呢😓
5,你还得画下面
0,跪虫族不要去当键盘侠都快快去学学虫爹与虫娘勇敢冲上大街上打砸抢啊证明你们一直是再追随爹和娘脚步从未变过还有那个居心叵测之人我是鑫泽真是为撒泼打滚同仁今行诡辩时候为何不去劝劝你们跪虫族同仁们快去追随你们亲爹与亲娘的所谓正义行动
0,典型的幸存者偏差，混血儿丑八怪的多了去了，人们都只漂亮的几个看
5,既然都是身为局内人那就不予评价。看看别的贴吧的人如何评价他
2,通讯录们不要再打着爱与正义的旗号四处行骗了。装作可怜兮兮的样子博取同情心，实际上内心比谁都阴暗便态。生活不顺得不到他人关注无法找到认同感，就靠来当通讯录来博取他人的眼球，靠在网上乱骂来发泄生活中积攒的怨气。简单来说就是一群懦弱的老鼠，一群阴暗的出生。只能靠抱团取暖来苟延残喘了。
0,引进黑人首先感染性病的几率会大幅度上升，还有出轨家暴x虐待的概率上升，其他没有任何的好处
0,是暂时管不了，但是这是普通民众朴素的愿望，不想眼看着搞出一堆混血引发社会问题才开始亡羊补牢。我们自己的问题已经够多了，不需要再制造新的种族入侵问题
2,因此想让txl不去滥交和大量传播艾滋病的话，就需要打破这个“环”，但是，虽然txl比例小，可是总人数还是很大的，社会教育的再完美，也无法阻止在这个群体中有给同性恋抹黑的“坏人”存在，每个群体都有“人渣”这点无论是在异性恋还是同性恋中都无可避免。而只要有人渣，就会被别人捕捉到导致整个群体的风评变差，这个环也就不会打破，想打破这个环的办法就是需要绝对力量的介入。
5,希望这样的校领导能得到现世报😠
5,扯，河北人最喜欢山东不假，但河北可不喜欢东北
5,狗肉。。。？这东西平时太罕见了吧
5,哈哈我不厚道地笑了，这形象也太逗了。当然如果这是歧视上海人，那确实不对
1,：首先打拳这方面是韩国先兴起的，间接就导致了韩国社会问题频发，像是的争端。到这两年中国也开始严重了，总不是近几年才通网吧？大面积的互相打拳，已经不是单纯的男女平等，个人权利保障问题，再这样下去只会破坏社会和谐。以下是假设：会不会是网特通过棒子事件的成功，而一样手法破坏我们的网络环境，导致有许多判断力低的人士盲目认同。最后导致自我内耗。
0,对头，主要是黑人，男女不重要
4,全国1/3商品粮产地，航母、舰载机、战斗机、核潜艇、航空发动机生产基地，必须黑掉他，让他人口和人才不断外流，逐渐萎缩。看看最近毒教材，洗地安倍等等现象就明白了，某些势力亡我之心不死。
5,为什么我碰到的河南人都挺好的，就是不怎么会开玩笑，人比较古板，没啥意思😅
2,为什么？为什么支持同性恋平权才是理性？自由的表达对LGBT的厌恶就是愚昧？说实话，从小到大周边不乏伪娘，公众面前以受迫害者形象博同情，私下里没有一点难为情，甚至往往更骚😅。在这个问题上，我们太讲求正直正确了，有点太左了。别误会，不是在攻击LGBT群体，只是拜托收敛一点，低调一些。
2,也没人不让你们搞基啊，这不就是你们的权利？你搞你们的，我们反感我们的，你们有搞基的自由，我们有反感的自由。我们反感妨碍你了？那是不是全天下的人都得喜欢你？
5,河南确实都是啊，我见过的河南人都这样
5,它就是个精神有问题的费五
5,没搜到啊，果然你是信口开河
3,有些畒急了，但我不说是谁
5,咋那么多剑奴只会视奸本贴点赞啊
0,我考，我才知道黑人不受计划生育限制？？那我们省出来的地方是给谁省得？？？??????
2,那你到底是在不接受什么啊，不接受txl存在？不接受平权？第一个的话不管你接不接受他都存在，第二个为什么txl相爱的权利要被异性恋决定？
5,南方系媒体不等于南方媒体，南方系媒体是以《南方周末》为主的一个媒体集团。“南方系媒体”不是“南方的媒体”，南方系有很多北方的媒体，比如新京报。
3,这就是慕勾正常人谁和蝈蝻结婚啊
0,就算是三婚带二孩的也大概率没病，但跟黑人在一起过的……🤔
2,原来是昔日的反同小将战淋。
1,那你应该谢谢骂你的那个东北人 因为人家骂你你能听得懂 如果是南方人 比如说福建人浙江人四川人 用他们的方言骂你 你听不懂还以为人家在夸你 你还得谢谢人家🤣
0,这叫：师🐵长技以制🐵
5,别的不说，河南这个谁还当真了？电信诈骗又不是河南最多，现在谁看见被偷的井盖还会在心里默念是河南人偷的
5,我之前的贴咋被删了
5,说“回族”被黑的。假如你和汉族结婚有孩子，请问户口报什么民族？现实中我还真没看到谁报汉的。那真的被黑被歧视吗？
0,我的评价是不如USABlackrace
1,凡是这种黑的地狱黑，通通都是想分裂祖国的，而且是领美金的
4,hai 你不也是？至于吗 人家就说不支持 扯出这么多话 而且你的话道德绑架也太厉害了逻辑也不对 在网上这样评论有什么问题吗 为什么一定牵扯到现实生活 这么说那先评论反对的都是现实中被压迫？？
5,性别平等观念更加深入人心，年轻女性平等意识更强95.4%的被访者认同“有一份有收入的工作对女人很重要”。不赞同“男人应该以社会为主，女人应该以家庭为主”的男女比例分别为50.9%、58.3%，比2010年分别提高14和14.7个百分点；其中35岁以下女性中有八成表示不赞同。认同“男人应该兼顾家庭和工作”的比例为93.3%。八成以上被访者不赞同“照料孩子只是母亲的责任”，其中35岁以下女性这一比例为94.6%。近七成被访者不赞同“在家里妻子应该顺从丈夫”，其中35岁以下女性比例达87.3%。不赞同“女生不适合学理工科”的女性比例为77.9%，男性为77.3%。
0,黑人的运动能力鸡肋的很
4,我觉得同虽然取向和普通人不一样，但是不代表他们不能有正常的恋情，只要是自己把自己当成个普通人，像普通人那样去恋爱，组建家庭，会得到幸福的。可能是同找炮友太容易又或者找合适的伴侣太难了，总是给人感觉很多同都有点乱。。？？其实不管男女，或者同还是异，那种渣的通常都得不到普通人的幸福，或许他们有渣的资本，也不屑于简单的幸福
5,实际就是她有抑郁症想不开跳的，完事有人造谣
3,兄弟们，遇到打拳的一定要反击，打得一拳开，免得百拳来，今日朱军，明日诸君，坚守某乎的阵地，保卫B站，贴吧，逐渐向微博推进。否则当你哪天被诬陷的时候，无处发声。最可恶的就是理中派，就像蝙蝠的故事里的主角蝙蝠，想两头讨好。正所谓石砸狗叫，大家加油。
5,中国人对中国人很严苛，但是有些人对外国人点头哈腰献殷勤，送女人给外国人用，这是为什么？
5,现在都标签化了，最逗的是之前在一个视频下面一堆人说东北人就XXX，其实视频里的人口音是离很远的某地的😅
1,飞周落后的原因是其整体智伤太低。懒笨。
5,当然没有，我不仅嘲笑他们，还嘲笑那些不嘲笑他们的人
3,微博女拳什么成分大家都知道的吧，“对啊对啊女的脑子里也就那点东西了”
5,公司外派在唐山上了三年班，人们都很亲切👍👍
5,东北人流出以年轻白领为主😅，可能去干这种活的少
0,黑、黑砸，做也做不对，他们
3,举个例子吧，你家里开了个小公司，你招了个女的进来，结果人家刚入职两个月，就怀孕了。生孩子去了~这一年她都不干活，你还不能降低她工资那些待遇。那么，你还敢不敢招女的呢？
3,拿个例出来说有意思？我在现实中看到的媚黑女就一个，黑人我见了有几十个，确实大部分女生根本看不上黑人啊，楼主说的哪里有毛病？还有那三陪一是政策问题吧
3,彩礼就是在赌，赌女方会不会用在新家庭。至于嫁妆，也是女方的，所以没必要说嫁妆，反正就是全是赌，赌对了女方用于新家庭，赌输了就如视屏。年纪轻轻就敢赌，小伙子们赌瘾那么大的么。
1,一个匿名的南宋人来这分裂东北了。
2,这个up是同性恋的头子不接受同性恋不正常的事实。想要同性恋向正常人挑起矛盾。严重影响社会安定。
4,反黑时不要一上来就开骂，反而会引起吃瓜群众的反感，起到负作用。到学校里发传单是个好办法，不用举大堆例子，字太多有的人反而懒得看，只宣传“中国取消入境艾滋病强制检疫，黑人艾滋病携带率高”足矣，我相信对艾滋的恐惧足够警醒大多数人了
3,自由平等是个伪命题，女性以此为驱动力，为了掩盖无意识的慕强，懒惰，自负等目的，实际上是以利益驱动而不是自由平等。
5,配偶团里的戴斯真是格外引人注目
5,非洲不是天堂，但是消费水平低，就算收入更少花销也更少
1,好像东北是被黑的最惨的 但是在南方统计最想找哪里的男朋友的 发现东北人更受南方妹子欢迎 这就尴尬了 南方人这么有钱为哈还不受妹子待见呢
5,我们不是神经病
5,快6万公里了，前列腺还好吗？
3,这多麻烦……把处女改成必需
5,你为什么非觉得同性恋一定是因为受到家庭创伤或者生活打击？很多也是因为基因带来的啊？
1,🤭您有井盖被黑的厉害吗？
0,关键她们不会选择自己扛着啊，你看看广州儿童福利院那么多的小黑娃就知道了😅她们早就洗白了找个老实有点钱的国男嫁了😅真正跟非洲人回去的女人那才是真爱可惜太少了！大部分都是玩够被蹬了然后找国男接盘，虽然咋大中国棍子多，舔狗备胎千斤顶也多，但能接盘混血品种的国男真的没有黑混就更别提了，毕竟这年头没啥爱情都是合作式的婚姻关系谁会给黑娃喜当爹呢🤣
1,说南方有钱，东北爱花钱实际穷，有五块花十块。人均存款出来之后辽宁第一，又说东北人爱存钱不爱花钱，不消费，没南方消费意识，穷人才存钱，真是🐮比极了
0,扫黑除默，势在必行。
5,我雀氏自卑，我山东人自然比不上gdp第二，不过我能分清自卑和谦卑，看来你还分不清❤️那说明一点，谦虚点人还是进步的
5,真的吗，这才是法律的公正
2,知乎同性恋标签第一的帖子，一群恶心人的在那里讲如何掰弯别人
0,说的对！应该远离不负责的，传播病毒的，动不动犯罪进监狱的人。只是正好以上几种人在黑人里面比例在7成以上。
0,油太人，祸害世界
3,有钱哪里的妹子都喜欢你
5,因为你在东北😄
1,地域黑的目的又不是表达真相，能污名化就行了
2,同别当我面恶心我就没问题，我也不会伤害他们
2,同性恋是真爱，异性恋为了繁衍这种话是招黑的话。我年少的时候也整天说这些话，只能当小孩子说屁话不能当真。一个成熟的成年人都不会这么说。所有爱情都是值得被尊重的。
5,那么日韩港台女权谁支持的！？
0,可以让大家看看国际鬼子虫类及其它们后代虫混居然敢使用人类词汇的帅究竟是什么心态其它百分之99的野生动物会怎么想
5,谁让她爱慕虚荣的？她没被宰杀，没被打残，就是不幸中的万幸
0,看有谁接盘?别怕，公开与黑交往的黑历史
5,负1赞，看来楼主又刺激到某些人咯！
5,所以你是个贵物
1,像成都这边就比较开放啊，成都mc事件了解一下，好多都是结婚了的聚众淫秽
1,提得这个问题我就觉得很搞笑。十个九个都是骗子，要么就是有夫之妇。都说自己是酋长得货，竟然还有一群人信。疟疾，霍乱和黄热！都多少死在非洲的冤魂回不去家，你居然想去拯救🤣。知乎不能骂人，不然真想骂醒你。而且，非洲属于多妻，嫁过去当老大，还是当老二。有些地方甚至电都没有！真是无语
5,出车祸死人的事件也很多，怎么办，不出门了?
3,为什么现在女的什么离谱的要求都敢提，因为总有添构去尽力满足她
1,摸摸头，我们湖北也被称呼九头鸟，只会算计人，有偏见的毕竟只是少数
5,要么我发地址你马上来找我不要拖泥带水
1,胡说八道，我魔都不服，有些人理直气壮的歧视上海竟然自己都没发现😆
5,确实，互联网事件反转太多了!
5,啊这因为我国注册球员远远少于其他国家啊
5,你知道你爹是谁吗
3,女性就是爱比男性双标，我觉得这句话确实没问题
1,同样经济发展很好的地方，我就没看到多少广东福建人地域黑，地域黑最多的就是江浙，往往黑子不是四五十岁的没接受过教育的，就是自己生活不如意，只能靠自己的户籍进行地域黑来凸现优越感。殊不知自己在江浙一带也时常因为素质低下而被歧视😄
2,2月这个吧还没有gay和他吵起来吧这飞株可真渐啊是不是个M到处找骂
0,能把这小倪格掐死吗
2,看头像还是个ltp基佬，真不嫌磕碜，恶心。
5,你认为纯洁美好，我们就不能觉得恶心反感了？道德绑架玩得66哒！~~~
5,感谢春晚，感谢沈腾
3,什么优质剩女
3,看到没，这就是龟男舔狗养出来的
1,。。。。。🤔🤔🤔上海人的地域歧视严重吗，据说外地人去上海，被骂要饭的，不知道真假
0,😅太自信了，有几个敢明说自己找过黑人男朋友的，这话一出口，多少人转头就走！还有男女比例差别没那么大。
5,single的译意有很多 单一是其中一个 我想表明我希望自己有独当一面的能力
5,不不不，它们会有政策加分的，甚至和留学生同等待遇进985，进清华北大都有可能！
3,谁能接受一个大空洞呢?
5,是嘛！那如果真有这本书决定是预言之书
5,的确是，同性恋真的不应该吹捧
3,当光棍足以成为一支军队的时候女性就再没有恋爱自由的权利了
3,如果一个女的错了不懂认错，她就没以后了。对就是对，错就是错。
3,楼上真是一个无耻透顶的女人
3,男人找对象一般要温柔善良的，女人一般要经济条件更好的
0,黑人本来犯罪率就较高
5,南满是什么。。。我也没说我是东北人啊？你看不懂字？“东北人在我们这里是直爽的”
3,这鸟人这么不遗余力的抹黑男性，50w没跑了
3,你可能还是知道的太少 你身边才能接触几个人？ 你的圈子限制你的见识，给你推荐个办法，下几个社交软件，定位那几个经济最发达、也是最媚外城市搜一下，看看那些名媛空姐高级女白领，就是男人眼中女神的那帮子人，看看她们的粉丝和关注，顺藤摸瓜你会发现一些端倪，绝对打破你的三观。
3,我不信，除非让你家女性打个样找个黑人😆，我就相信你不是钓鱼🐶
0,黑人犯罪率极高
5,最后受伤的还是老实人
0,格局小了，国女都是喜欢找黑人约p，找国男接盘🤣
0,黑人就是丑，黑砸小孩也很丑
5,我只看到了“买烟都不够”
3,各个国家法律的利女倾向都很严重啊
3,不婚不育挺好淘汰极端nc女人
3,夫妻吵架，妻子拿砍刀挥向老公小仙女放话:不过是砍一刀，谁家夫妻不吵架？
5,你在劳教所里就别祸害别人了
3,女性的权益已经得到保障了，各种伐律保护各种社会倾斜难道还不够吗？我现在就想知道男性的权益何时能得到保护同是生活在一片蓝天之下凭什么男性就该当牛做马还得不到保护，凭什么就认为男性就不需要平权就不需要保护
2,可是出于生活所迫，有时泼峰会不得以提供一些有色服务，换区生活费。
0,看着小黑们就头大，都是将来零元购的料
1,东北确实，你要是辩的太有理，对面就不用理由嗯骂东北，偏见是刻在骨子里的
5,环球时报虽然没有任何评论，但从评论来看，明显是讽刺的
5,你怕不是对号入座？🤭🤭
0,明明是胳膊肘往外拐，吃里扒外。现在有个高端名词叫反对种族歧视
0,只有黑人才能给女性一种特殊的享受。你懂吗？
5,反思一下，答主为什么不回你
5,这波是否是虚空立靶了？
5,100年以后，所有的中国人来自中原地区（或官话地区）
3,啥也别说了，人造子宫解决一切问题，包括女性，人造子宫万岁
5,这波怎么说
3,但现在说的基本全是国男了用来嘲讽女性 不管是谁说 反正这么说的都是不尊重人的
3,妻子当时受了多大的委屈才会拿起刀来。这男的在家表现，一直很差吧
3,她老公知道了，之后她的备注就是女表子了，极大可能离婚，然后亲戚朋友都来劝她老公大度🐶
2,？？？？？？今天又是恐直男的一天
5,错，河南人多，反而犯罪率不是最高。数据可查，某些只有河南人口一半的省份，犯罪率高于河南😄
1,安徽人被黑的原因应该跟河南差不多的😅
0,你买狗看不看血统？
5,不要冤枉老实人
