condition_id	query_id	query_short_id	family_id	lexicon_arm	demo_arm	condition_group	lexicon_ids	demo_ids	demo_answers	focal_relation_dimension	foreground_relation_proposal	foreground_focal_word	qwen8b_prompt_sha256	human_adoption	eligible_for_GPU
CMAD-HP-Q4-L1-D11	CMAD-HP-Q4	HP-Q4	CMAD-HP	L1	D11	core	"[""CMAD-HP-L1""]"	"[""CMAD-HP-D-F-P"", ""CMAD-HP-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	present	086363a7891015910aa2ca53019fd8f860d2d17b19e9a2b43d68d9c696f49d89		False
CMAD-HP-Q4-L1-D10	CMAD-HP-Q4	HP-Q4	CMAD-HP	L1	D10	core	"[""CMAD-HP-L1""]"	"[""CMAD-HP-D-F-A"", ""CMAD-HP-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	7c40307baa2f8c3b9868cbc91ea3d9251922dda44a35a01e6995a1d1ec741d57		False
CMAD-HP-Q4-L1-D01	CMAD-HP-Q4	HP-Q4	CMAD-HP	L1	D01	core	"[""CMAD-HP-L1""]"	"[""CMAD-HP-D-L-P"", ""CMAD-HP-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	b4aa80a716a474c49188be624fac3a780518ea2586716f195072a0951b148fd2		False
CMAD-HP-Q4-L1-D00	CMAD-HP-Q4	HP-Q4	CMAD-HP	L1	D00	core	"[""CMAD-HP-L1""]"	"[""CMAD-HP-D-L-A"", ""CMAD-HP-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	absent	f2d6309de31d6a0f50933bdea552e01106d53fdbd8fb8d51ef1ad01b856eecab		False
CMAD-HP-Q4-L2-D0	CMAD-HP-Q4	HP-Q4	CMAD-HP	L2	D0	core	"[""CMAD-HP-L2""]"	[]	[]	semantic_reference_fit			6e5670567b93cc87e7b36acafc0acd4076f75225b106e089e65b6a3d4a9f0d72		False
CMAD-HP-Q4-L2-D11	CMAD-HP-Q4	HP-Q4	CMAD-HP	L2	D11	core	"[""CMAD-HP-L2""]"	"[""CMAD-HP-D-F-P"", ""CMAD-HP-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	present	5af4eb2a3f0122d0efaf37be5b003137e6e301a9cdaec5f24f18cfca7607efe2		False
CMAD-HP-Q4-L2-D10	CMAD-HP-Q4	HP-Q4	CMAD-HP	L2	D10	core	"[""CMAD-HP-L2""]"	"[""CMAD-HP-D-F-A"", ""CMAD-HP-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	82a383110e2d9594d03ba67fb58f81a275baf75ceaaffe2bfcd9d6f426ab7409		False
CMAD-HP-Q4-L2-D01	CMAD-HP-Q4	HP-Q4	CMAD-HP	L2	D01	core	"[""CMAD-HP-L2""]"	"[""CMAD-HP-D-L-P"", ""CMAD-HP-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	bd4e40438df82bb5000e3c315bcd05f0abf77cdc064c363ab33e91607681d220		False
CMAD-HP-Q4-L2-D00	CMAD-HP-Q4	HP-Q4	CMAD-HP	L2	D00	core	"[""CMAD-HP-L2""]"	"[""CMAD-HP-D-L-A"", ""CMAD-HP-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	absent	ec12104762fb09f5f8caf990f1601145b4b16776f7681894f29c8a876cb39124		False
CMAD-HP-Q4-N-D0	CMAD-HP-Q4	HP-Q4	CMAD-HP	N	D0	neutral_diagnostic	"[""CMAD-HP-N""]"	[]	[]	semantic_reference_fit			ae843f95f70643db75468031496ebac9cc96e30203145ac01ff76e147dd76373		False
CMAD-HP-Q4-N-D10	CMAD-HP-Q4	HP-Q4	CMAD-HP	N	D10	neutral_diagnostic	"[""CMAD-HP-N""]"	"[""CMAD-HP-D-F-A"", ""CMAD-HP-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	fc852d5952dacbd5ca32cb0067ac63fb528e96bf9dfd1bc5319fbdee28d01e46		False
CMAD-HP-Q4-N-D01	CMAD-HP-Q4	HP-Q4	CMAD-HP	N	D01	neutral_diagnostic	"[""CMAD-HP-N""]"	"[""CMAD-HP-D-L-P"", ""CMAD-HP-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	67bbac2f8c59b3e38ccc350f57df6e00b6b5c0db8c1b4f72991f8e7bccfe533b		False
CMAD-HP-Q4-L0-D10S	CMAD-HP-Q4	HP-Q4	CMAD-HP	L0	D10S	label_mapping_diagnostic	[]	"[""CMAD-HP-D-F-A-SWAP"", ""CMAD-HP-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	direct	absent	2d9962acc58b27d97b71911b9e8b07811ed5f8451b4724e3c2f87d5c5cbfb863		False
CMAD-HP-Q4-L0-D01S	CMAD-HP-Q4	HP-Q4	CMAD-HP	L0	D01S	label_mapping_diagnostic	[]	"[""CMAD-HP-D-L-P-SWAP"", ""CMAD-HP-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	none	present	e7e40921bb30dcf0dc4ced1a63508d3bf8033979ae7ea5cd5604736490761f45		False
CMAD-HP-Q4-L1-D10S	CMAD-HP-Q4	HP-Q4	CMAD-HP	L1	D10S	label_mapping_diagnostic	"[""CMAD-HP-L1""]"	"[""CMAD-HP-D-F-A-SWAP"", ""CMAD-HP-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	direct	absent	124b7eedbd66d198b7446806962078e448e17f332387728fbb2cb10968a0d1c9		False
CMAD-HP-Q4-L1-D01S	CMAD-HP-Q4	HP-Q4	CMAD-HP	L1	D01S	label_mapping_diagnostic	"[""CMAD-HP-L1""]"	"[""CMAD-HP-D-L-P-SWAP"", ""CMAD-HP-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	none	present	87ba5aed2d59328583cf1996a4396ec7e418be61881caef03560e76573b3df36		False
CMAD-HP-Q4-L2-D10S	CMAD-HP-Q4	HP-Q4	CMAD-HP	L2	D10S	label_mapping_diagnostic	"[""CMAD-HP-L2""]"	"[""CMAD-HP-D-F-A-SWAP"", ""CMAD-HP-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	direct	absent	fee0e880fd8f9c613321f3e1185cc561d25c762deac8c8bab3fcd1027c4570fe		False
CMAD-HP-Q4-L2-D01S	CMAD-HP-Q4	HP-Q4	CMAD-HP	L2	D01S	label_mapping_diagnostic	"[""CMAD-HP-L2""]"	"[""CMAD-HP-D-L-P-SWAP"", ""CMAD-HP-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	none	present	24556cf572813ed31a314c16876216444c285e981efabfdcd7af1f7fc2cef0e8		False
CMAD-XC-Q1-L0-D0	CMAD-XC-Q1	XC-Q1	CMAD-XC	L0	D0	core	[]	[]	[]	semantic_reference_fit			1fcce6592a7ee0cc42ac743ed76637bb0df3c958bf0552ccd3b3e39ab915378b		False
CMAD-XC-Q1-L0-D11	CMAD-XC-Q1	XC-Q1	CMAD-XC	L0	D11	core	[]	"[""CMAD-XC-D-L-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	present	c1b672614b08f19f8bf72ee01d9faeb4a4ab5e6a7adcb895d95016f7b9b0442c		False
CMAD-XC-Q1-L0-D10	CMAD-XC-Q1	XC-Q1	CMAD-XC	L0	D10	core	[]	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	5bd6ff6bf6c439c5fbbb6f0164902cbe0b8242016a034475c83e141c803b5ec8		False
CMAD-XC-Q1-L0-D01	CMAD-XC-Q1	XC-Q1	CMAD-XC	L0	D01	core	[]	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	bc0dd56fac065979a9292f8e4e2fed9876227833a1f0fd345b15e23bbfa9f9ed		False
CMAD-XC-Q1-L0-D00	CMAD-XC-Q1	XC-Q1	CMAD-XC	L0	D00	core	[]	"[""CMAD-XC-D-F-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	absent	f648ad463f3f4ce9416b9f2d431e6f6676bd8f93498de5a5fcfee96972716521		False
CMAD-XC-Q1-L1-D0	CMAD-XC-Q1	XC-Q1	CMAD-XC	L1	D0	core	"[""CMAD-XC-L1""]"	[]	[]	semantic_reference_fit			552e78e408937248a334e3671bf433bc4ba7ad9dae78ac9e4a246c324cc36cad		False
CMAD-XC-Q1-L1-D11	CMAD-XC-Q1	XC-Q1	CMAD-XC	L1	D11	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-L-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	present	37eb7963b6f44a10951f6cd0a7f8f23a189b74b08628035bab245935bd97ee10		False
CMAD-XC-Q1-L1-D10	CMAD-XC-Q1	XC-Q1	CMAD-XC	L1	D10	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	ca1e92167fd13539e43293fd26afa8b5bce341bdc74e9c85707b3c16fd667ff2		False
CMAD-XC-Q1-L1-D01	CMAD-XC-Q1	XC-Q1	CMAD-XC	L1	D01	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	2e84ca6b17e8643da1ae5130f5c67d60106da0805222dc42ec2427e0f6a6875e		False
CMAD-XC-Q1-L1-D00	CMAD-XC-Q1	XC-Q1	CMAD-XC	L1	D00	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-F-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	absent	2e7e1c61796a51b89ed92947ab66b5e82fe300eebfc3a2e3b0146ce33a05063f		False
CMAD-XC-Q1-L2-D0	CMAD-XC-Q1	XC-Q1	CMAD-XC	L2	D0	core	"[""CMAD-XC-L2""]"	[]	[]	semantic_reference_fit			6fd334b0a885704ed2799c9518257857a12a9ef60e4352ff1d724a5874ec2d99		False
CMAD-XC-Q1-L2-D11	CMAD-XC-Q1	XC-Q1	CMAD-XC	L2	D11	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-L-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	present	6ee13a30ae8b5ba4d40134b13305b320d55398d8533ac028ed1a3d575357d856		False
CMAD-XC-Q1-L2-D10	CMAD-XC-Q1	XC-Q1	CMAD-XC	L2	D10	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	470ea26e423482eec60c9f0a222532758c228bc4e7355b4f11c9f1b0c2d83317		False
CMAD-XC-Q1-L2-D01	CMAD-XC-Q1	XC-Q1	CMAD-XC	L2	D01	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	47b2de7fa591266da17021fd3b0a7c2548a3c803f72a0733413045febbe8bf7b		False
CMAD-XC-Q1-L2-D00	CMAD-XC-Q1	XC-Q1	CMAD-XC	L2	D00	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-F-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	absent	c243b091f45cbf05f12d1155c6f8c94811110fd9e3334f3876c58b4ad49d5ff8		False
CMAD-XC-Q1-N-D0	CMAD-XC-Q1	XC-Q1	CMAD-XC	N	D0	neutral_diagnostic	"[""CMAD-XC-N""]"	[]	[]	semantic_reference_fit			07f76d6d3627a7829f58f358c5c335808ec505f39eb03267e0e7ffabdf8db58f		False
CMAD-XC-Q1-N-D10	CMAD-XC-Q1	XC-Q1	CMAD-XC	N	D10	neutral_diagnostic	"[""CMAD-XC-N""]"	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	b49138d053e2f0940ed98da4c3c458e202c7c9fd62aa8971f20d04a0d3996351		False
CMAD-XC-Q1-N-D01	CMAD-XC-Q1	XC-Q1	CMAD-XC	N	D01	neutral_diagnostic	"[""CMAD-XC-N""]"	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	e9c5a454a6f9ea0ca90388adb402f96ef06bc4d1e3865925fd878d8c9760b1fd		False
CMAD-XC-Q1-L0-D10S	CMAD-XC-Q1	XC-Q1	CMAD-XC	L0	D10S	label_mapping_diagnostic	[]	"[""CMAD-XC-D-L-A-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	direct	absent	fc5f693c0676205cf1985e15d91dec09ce6ac4dc99398123de9ab795b35e9709		False
CMAD-XC-Q1-L0-D01S	CMAD-XC-Q1	XC-Q1	CMAD-XC	L0	D01S	label_mapping_diagnostic	[]	"[""CMAD-XC-D-F-P-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	none	present	63150443ea241dbba8defc2d46c41185ce3d9db3b22cf19cdd88c6318a2e66c8		False
CMAD-XC-Q1-L1-D10S	CMAD-XC-Q1	XC-Q1	CMAD-XC	L1	D10S	label_mapping_diagnostic	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-L-A-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	direct	absent	9648837baba502561291951742907390fad206731628bd4875aecaf9c040d696		False
CMAD-XC-Q1-L1-D01S	CMAD-XC-Q1	XC-Q1	CMAD-XC	L1	D01S	label_mapping_diagnostic	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-F-P-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	none	present	e0ced0dff64f7f22f543aa42860a79a5e5f87a17d61d6af088a2917e5648ce60		False
CMAD-XC-Q1-L2-D10S	CMAD-XC-Q1	XC-Q1	CMAD-XC	L2	D10S	label_mapping_diagnostic	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-L-A-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	direct	absent	8e1f0333a5a626cd1e729f0b120cd824b552a87a7ab2ec596bdd64badd88bb79		False
CMAD-XC-Q1-L2-D01S	CMAD-XC-Q1	XC-Q1	CMAD-XC	L2	D01S	label_mapping_diagnostic	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-F-P-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	none	present	f42ac8d578ddde4dbbd09321021b807ee49a46258458297cdba947236352f400		False
CMAD-XC-Q2-L0-D0	CMAD-XC-Q2	XC-Q2	CMAD-XC	L0	D0	core	[]	[]	[]	semantic_reference_fit			6dc2d1f05672a21da7255cf356a71a399c5ec5bce94d8ba6c58308f4802f3a89		False
CMAD-XC-Q2-L0-D11	CMAD-XC-Q2	XC-Q2	CMAD-XC	L0	D11	core	[]	"[""CMAD-XC-D-L-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	present	5292da3ec99d25a94309268867b34907f5c20b8d2a7c22ab358855f90c62356d		False
CMAD-XC-Q2-L0-D10	CMAD-XC-Q2	XC-Q2	CMAD-XC	L0	D10	core	[]	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	51d0a8f61f8fb9340856c746e421159ba8ca0f5e14aafbd8833c5bb42c7adbe4		False
CMAD-XC-Q2-L0-D01	CMAD-XC-Q2	XC-Q2	CMAD-XC	L0	D01	core	[]	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	b9b019b1c493fcfaad3cae91b998dff2297c3ab159499e5b0c545bce627fc909		False
CMAD-XC-Q2-L0-D00	CMAD-XC-Q2	XC-Q2	CMAD-XC	L0	D00	core	[]	"[""CMAD-XC-D-F-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	absent	22233705692f7e6e0acdaf9be0e1b45cb9228043910a50f8f2d02f91e4d15b60		False
CMAD-XC-Q2-L1-D0	CMAD-XC-Q2	XC-Q2	CMAD-XC	L1	D0	core	"[""CMAD-XC-L1""]"	[]	[]	semantic_reference_fit			ed0b589dd189b1fc9564fa32eaf4e527f4eedd6a111ce8b93b6a0796f3571b58		False
CMAD-XC-Q2-L1-D11	CMAD-XC-Q2	XC-Q2	CMAD-XC	L1	D11	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-L-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	present	bc2e69772520e45600a82d787f3f9df3bdde9cbd7e763985c87c620169af3ddd		False
CMAD-XC-Q2-L1-D10	CMAD-XC-Q2	XC-Q2	CMAD-XC	L1	D10	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	44c6cdf8202a92b4471cbf5ae48488c12eddc12da17f1ff0da07f580043d3659		False
CMAD-XC-Q2-L1-D01	CMAD-XC-Q2	XC-Q2	CMAD-XC	L1	D01	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	d98c4573fa4d09d02d0741b4b6fe35337d36b4663014c332011d54f5348ff6f4		False
CMAD-XC-Q2-L1-D00	CMAD-XC-Q2	XC-Q2	CMAD-XC	L1	D00	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-F-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	absent	3847c8906ab5d093c0a93927a2c92e199e132428b300a88355204b74033aa0e4		False
CMAD-XC-Q2-L2-D0	CMAD-XC-Q2	XC-Q2	CMAD-XC	L2	D0	core	"[""CMAD-XC-L2""]"	[]	[]	semantic_reference_fit			29f33be5ce128fb29fcc877db432d55261d8e1c5f1ebcbdc14ab9f5927844d79		False
CMAD-XC-Q2-L2-D11	CMAD-XC-Q2	XC-Q2	CMAD-XC	L2	D11	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-L-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	present	958e78315112d7a7afea2ca7345e8e5c9af983a275a16ffbb655f2c306edf66c		False
CMAD-XC-Q2-L2-D10	CMAD-XC-Q2	XC-Q2	CMAD-XC	L2	D10	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	51d86667fda141b4eaba555b930153e71e833fd206e7a983a33ec6d5cd761818		False
CMAD-XC-Q2-L2-D01	CMAD-XC-Q2	XC-Q2	CMAD-XC	L2	D01	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	a16532a3eea335892bc654abfac2ff00d0a0e0571b728b38015eb17f8736f49d		False
CMAD-XC-Q2-L2-D00	CMAD-XC-Q2	XC-Q2	CMAD-XC	L2	D00	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-F-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	absent	99accd0a07e576f89d66a072cc54f7c5508f6296376f2da9bba097bd9bfc9049		False
CMAD-XC-Q2-N-D0	CMAD-XC-Q2	XC-Q2	CMAD-XC	N	D0	neutral_diagnostic	"[""CMAD-XC-N""]"	[]	[]	semantic_reference_fit			69c8662702f824193d7c8cacb3bc6e2027512ec0d23cc33f7e6537fba61f6c8d		False
CMAD-XC-Q2-N-D10	CMAD-XC-Q2	XC-Q2	CMAD-XC	N	D10	neutral_diagnostic	"[""CMAD-XC-N""]"	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	0007161cf7dd814fd96f436da2f30f68c56beb9ab4a91929419a90518371c2cf		False
CMAD-XC-Q2-N-D01	CMAD-XC-Q2	XC-Q2	CMAD-XC	N	D01	neutral_diagnostic	"[""CMAD-XC-N""]"	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	566a766fb3a5a0420a3ceefaf79090d8796254a58aae4e335ed68f0872f60358		False
CMAD-XC-Q2-L0-D10S	CMAD-XC-Q2	XC-Q2	CMAD-XC	L0	D10S	label_mapping_diagnostic	[]	"[""CMAD-XC-D-L-A-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	direct	absent	2cb4697edddfcf7923f9ca53340e266dfd2d2989710317756e0ed66d42f15f21		False
CMAD-XC-Q2-L0-D01S	CMAD-XC-Q2	XC-Q2	CMAD-XC	L0	D01S	label_mapping_diagnostic	[]	"[""CMAD-XC-D-F-P-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	none	present	2b23eac365f514f1a916e1680bd0508e88909e24dcf8d0120e3d0f44870153f0		False
CMAD-XC-Q2-L1-D10S	CMAD-XC-Q2	XC-Q2	CMAD-XC	L1	D10S	label_mapping_diagnostic	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-L-A-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	direct	absent	acb4bc2d46a78d92538b72c09b218b57223087a1964f6fdec4ddc1ed40a5acc3		False
CMAD-XC-Q2-L1-D01S	CMAD-XC-Q2	XC-Q2	CMAD-XC	L1	D01S	label_mapping_diagnostic	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-F-P-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	none	present	d254982bfb8e9044eef4683739de8c0e2ce9336359394635a49edf279cdb9e09		False
CMAD-XC-Q2-L2-D10S	CMAD-XC-Q2	XC-Q2	CMAD-XC	L2	D10S	label_mapping_diagnostic	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-L-A-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	direct	absent	abd6df666048dc54bc81b16c6c97139d18db8f829a1cb86109329c1ca4b54d08		False
CMAD-XC-Q2-L2-D01S	CMAD-XC-Q2	XC-Q2	CMAD-XC	L2	D01S	label_mapping_diagnostic	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-F-P-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	none	present	7595851ebba6a5839a8d5d726cd49c6a614a17cd88c5177ef5b3f6b2e61cda2d		False
CMAD-XC-Q3-L0-D0	CMAD-XC-Q3	XC-Q3	CMAD-XC	L0	D0	core	[]	[]	[]	semantic_reference_fit			eb263bc1f0230f7fa95773f3a26f7658bd62a0c6da1eb73b2c48e84532dde581		False
CMAD-XC-Q3-L0-D11	CMAD-XC-Q3	XC-Q3	CMAD-XC	L0	D11	core	[]	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	present	5843f9c1192742f56f9504eaf08984dae7dda3d07a99e946b515602e16ed2b54		False
CMAD-XC-Q3-L0-D10	CMAD-XC-Q3	XC-Q3	CMAD-XC	L0	D10	core	[]	"[""CMAD-XC-D-F-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	3fa3e7c35d5a4ddf9923fd4116d90795625f4a4bd798f58fa40ac4d548b79b85		False
CMAD-XC-Q3-L0-D01	CMAD-XC-Q3	XC-Q3	CMAD-XC	L0	D01	core	[]	"[""CMAD-XC-D-L-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	293a7b192ae878c0b2f9226a1b3593110c8db00dee2ba9c062752056b4cfb97e		False
CMAD-XC-Q3-L0-D00	CMAD-XC-Q3	XC-Q3	CMAD-XC	L0	D00	core	[]	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	absent	cedd1fc139a9b2afd087b9814b61eb2b564bb910dac8f283d3bab49ed4e96b9d		False
CMAD-XC-Q3-L1-D0	CMAD-XC-Q3	XC-Q3	CMAD-XC	L1	D0	core	"[""CMAD-XC-L1""]"	[]	[]	semantic_reference_fit			4bca94ab838d240ec37fb9aec1d6f4fc892aed39720e057c34647aa56dd734ec		False
CMAD-XC-Q3-L1-D11	CMAD-XC-Q3	XC-Q3	CMAD-XC	L1	D11	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	present	dcfc1c13a9a6e5e4b7d5b3c22b22dd841723fd9ea3ad5fcd23e425b2530cab04		False
CMAD-XC-Q3-L1-D10	CMAD-XC-Q3	XC-Q3	CMAD-XC	L1	D10	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-F-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	34e5eee6ce14210d10ad34604ea83b3f8513acdc940293b1b6ac5c0a6b9d2964		False
CMAD-XC-Q3-L1-D01	CMAD-XC-Q3	XC-Q3	CMAD-XC	L1	D01	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-L-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	31eef4cdd80c25725b1b40567b7f822aeb0f0f37c6efb9059438f265e15f244a		False
CMAD-XC-Q3-L1-D00	CMAD-XC-Q3	XC-Q3	CMAD-XC	L1	D00	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	absent	afcad6a64aaab635241ab2a92361620ea05a8a1cdf762d793f834669fe544a43		False
CMAD-XC-Q3-L2-D0	CMAD-XC-Q3	XC-Q3	CMAD-XC	L2	D0	core	"[""CMAD-XC-L2""]"	[]	[]	semantic_reference_fit			0537264f2db1c43d82de8fd6dbc479eb105faaed022f4e73a0ee2838ea281e6e		False
CMAD-XC-Q3-L2-D11	CMAD-XC-Q3	XC-Q3	CMAD-XC	L2	D11	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	present	32334c2cfddcc2a131c7fcfaa4c98078c48f96d4ca4a5d65c21cc276e1a1238f		False
