task,condition,score_mode,cardinality,candidate_count,queries,logsumexp_evidence_mean,logsumexp_evidence_median,logsumexp_evidence_p05,logsumexp_evidence_p95,logmeanexp_evidence_mean,logmeanexp_evidence_median,logmeanexp_evidence_p05,logmeanexp_evidence_p95,mean_candidate_score_mean,mean_candidate_score_median,mean_candidate_score_p05,mean_candidate_score_p95
group,PLnew,answer_mean,5,1,643,-2.6087129219879817,-2.5483922958374023,-3.7831392884254456,-1.764438819885254,-2.6087129219879817,-2.5483922958374023,-3.7831392884254456,-1.764438819885254,-2.6087129219879817,-2.5483922958374023,-3.7831392884254456,-1.764438819885254
group,PLnew,total_with_eos,0,1,643,-0.8085098296264839,-3.0517578125e-05,-6.283345031738281,0.0,-0.8085098296264839,-3.0517578125e-05,-6.283345031738281,0.0,-0.8085098296264839,-3.0517578125e-05,-6.283345031738281,0.0
group,PLnew,total_with_eos,1,5,643,-12.33754594398673,-13.222032546718133,-23.758972995300567,-0.030038173945364455,-13.94698385642083,-14.831470459152232,-25.368410907734667,-1.6394760863794646,-23.574207327265757,-24.327880096435546,-33.45525608062744,-12.200202980041505
group,PLnew,total_with_eos,2,10,643,-33.06491108584379,-34.45653650830974,-45.29291284567685,-16.164735062063542,-35.36749617883783,-36.75912160130378,-47.595497938670896,-18.46732015505759,-43.028912364194404,-44.49454669952392,-53.42822849273682,-28.15161636352539
group,PLnew,total_with_eos,3,10,643,-41.7589376022661,-42.98851561333195,-52.72067550246512,-26.727502591221963,-44.06152269526014,-45.29110070632599,-55.02326059545916,-29.03008768421601,-51.99628551328905,-53.01931190490723,-62.67875127792358,-37.50163255691528
group,PLnew,total_with_eos,4,5,643,-45.44529185783281,-45.72954831813603,-57.2121879059305,-31.875091240429253,-47.0547297702669,-47.338986230570136,-58.8216258183646,-33.48452915286335,-54.50250050736067,-53.97637939453125,-68.31512210845948,-42.42621864318848
group,PLnew,total_with_eos,5,1,643,-41.73940675774036,-40.77427673339844,-60.53022861480713,-28.231021118164065,-41.73940675774036,-40.77427673339844,-60.53022861480713,-28.231021118164065,-41.73940675774036,-40.77427673339844,-60.53022861480713,-28.231021118164065
group,PLnew,mean_with_eos,0,1,643,-0.40425491481324194,-1.52587890625e-05,-3.1416725158691405,0.0,-0.40425491481324194,-1.52587890625e-05,-3.1416725158691405,0.0,-0.40425491481324194,-1.52587890625e-05,-3.1416725158691405,0.0
group,PLnew,mean_with_eos,1,5,643,-2.0760808618617426,-2.131075280555321,-4.510906128661754,0.20471709473246666,-3.6855187742958435,-3.740513192989421,-6.120344041095855,-1.4047208177016337,-4.8267281535253925,-4.988058115641276,-6.750357992172241,-2.506481554667155
group,PLnew,mean_with_eos,2,10,643,-2.6551055886289334,-2.790321454869444,-3.984639732729817,-0.769416642920908,-4.957690681622979,-5.09290654786349,-6.287224825723863,-3.0720017359149536,-5.478857135346708,-5.68938054221017,-6.764648899154058,-3.617084887307788
group,PLnew,mean_with_eos,3,10,643,-2.20862854342439,-2.2962336480415706,-3.147713638998944,-0.8635205303610497,-4.511213636418437,-4.5988187410356165,-5.45029873199299,-3.1661056233550955,-4.773431941888829,-4.871335998615185,-5.73858801644406,-3.4339075618742414
group,PLnew,mean_with_eos,4,5,643,-2.156939288385064,-2.136192541251803,-3.087892448890891,-1.307445597406118,-3.766377200819165,-3.7456304536859033,-4.697330361324991,-2.9168835098402184,-3.908204379566634,-3.868631429846907,-4.872437039511544,-3.054331386677948
group,PLnew,mean_with_eos,5,1,643,-2.4552592210435504,-2.3984868666704964,-3.5606016832239487,-1.6606483010684745,-2.4552592210435504,-2.3984868666704964,-3.5606016832239487,-1.6606483010684745,-2.4552592210435504,-2.3984868666704964,-3.5606016832239487,-1.6606483010684745
group,PD,answer_sum,0,1,643,-11.308961183064461,-14.006385803222656,-21.029065895080567,-1.9073486328125e-05,-11.308961183064461,-14.006385803222656,-21.029065895080567,-1.9073486328125e-05,-11.308961183064461,-14.006385803222656,-21.029065895080567,-1.9073486328125e-05
group,PD,answer_sum,1,5,643,-3.5249880807239267,-0.015327222187074335,-22.884244736639268,-1.1442358906731022e-05,-5.134425993158027,-1.6247651346211747,-24.493682649073367,-1.6094493547930069,-15.490550710698864,-14.475985336303712,-30.657085456848144,-4.1996513366699215
group,PD,answer_sum,2,10,643,-23.990736012822513,-22.995360402202405,-41.82311592220172,-11.24358526126348,-26.293321105816563,-25.29794549519645,-44.125701015195766,-13.546170354257526,-34.69024929622098,-33.985252952575685,-50.06134920120239,-21.409950866699223
group,PD,answer_sum,3,10,643,-33.523541717537945,-33.44831215515597,-47.4654329073142,-19.48013367857698,-35.82612681053199,-35.75089724815001,-49.768018000308246,-21.782718771571027,-43.72700081835638,-43.72530384063721,-57.44104082107544,-28.568234634399417
group,PD,answer_sum,4,5,643,-38.39607868643882,-39.35421856832432,-50.78931562938869,-23.58936257666107,-40.005516598872916,-40.963656480758424,-52.39875354182279,-25.19880048909517,-48.43834944824409,-48.941629028320314,-62.53066909790039,-34.42131359100342
group,PD,answer_sum,5,1,643,-37.483224029303706,-36.879783630371094,-55.87099075317383,-20.844371032714843,-37.483224029303706,-36.879783630371094,-55.87099075317383,-20.844371032714843,-37.483224029303706,-36.879783630371094,-55.87099075317383,-20.844371032714843
group,PD,answer_mean,0,1,643,-11.308961183064461,-14.006385803222656,-21.029065895080567,-1.9073486328125e-05,-11.308961183064461,-14.006385803222656,-21.029065895080567,-1.9073486328125e-05,-11.308961183064461,-14.006385803222656,-21.029065895080567,-1.9073486328125e-05
group,PD,answer_mean,1,5,643,-0.5360672709722986,0.03965087443536642,-5.054461091269255,0.8185075903949295,-2.1455051834063985,-1.5697870379987338,-6.663899003703356,-0.7909303220391708,-4.114211851538247,-3.841749699910482,-8.079744672139485,-1.1846692403157555
group,PD,answer_mean,2,10,643,-2.087275495382925,-1.9233906999545596,-4.424887680983416,-0.4179299439210082,-4.389860588376972,-4.2259757929486055,-6.727472773977462,-2.720515036915054,-5.095837122784209,-5.016260396639506,-7.346987818089743,-3.178421001903595
group,PD,answer_mean,3,10,643,-1.8074467176728124,-1.7826284490821473,-3.2026153761679588,-0.36500168714209735,-4.110031810666859,-4.085213542076193,-5.505200469162005,-2.6675867801361433,-4.433112036235514,-4.443124373368542,-5.779111171597182,-2.9202508308911566
group,PD,answer_mean,4,5,643,-1.9485446298758038,-1.996717026786909,-2.965612562395179,-0.8682340098940136,-3.557982542309904,-3.6061549392210095,-4.575050474829279,-2.477671922328114,-3.7475353073668094,-3.7875569214314333,-4.8144357417878645,-2.6623576958624873
group,PD,answer_mean,5,1,643,-2.3427015018314816,-2.3049864768981934,-3.4919369220733643,-1.3027731895446777,-2.3427015018314816,-2.3049864768981934,-3.4919369220733643,-1.3027731895446777,-2.3427015018314816,-2.3049864768981934,-3.4919369220733643,-1.3027731895446777
group,PD,total_with_eos,0,1,643,-11.308961734801391,-14.006385803222656,-21.029065895080567,-1.9073486328125e-05,-11.308961734801391,-14.006385803222656,-21.029065895080567,-1.9073486328125e-05,-11.308961734801391,-14.006385803222656,-21.029065895080567,-1.9073486328125e-05
group,PD,total_with_eos,1,5,643,-3.5249880807239267,-0.015327222187074335,-22.884244736639268,-1.1442358906731022e-05,-5.134425993158027,-1.6247651346211747,-24.493682649073367,-1.6094493547930069,-15.490550710698864,-14.475985336303712,-30.657085456848144,-4.1996513366699215
group,PD,total_with_eos,2,10,643,-23.99073601282272,-22.995360402202405,-41.82311592220172,-11.24358526126348,-26.29332110581676,-25.29794549519645,-44.125701015195766,-13.546170354257526,-34.69024931164589,-33.985252952575685,-50.06134920120239,-21.409950866699223
group,PD,total_with_eos,3,10,643,-33.52354171756138,-33.44831215515597,-47.46543290731421,-19.48013367857698,-35.82612681055542,-35.75089724815001,-49.76801800030825,-21.782718771571027,-43.727000824289036,-43.72530384063721,-57.44104082107544,-28.568234634399417
group,PD,total_with_eos,4,5,643,-38.39607868643885,-39.35421856832432,-50.78931562938869,-23.58936257666107,-40.00551659887296,-40.963656480758424,-52.39875354182279,-25.19880048909517,-48.43834944943062,-48.941629028320314,-62.53066909790039,-34.42131359100342
group,PD,total_with_eos,5,1,643,-37.483224029303706,-36.879783630371094,-55.87099075317383,-20.844371032714843,-37.483224029303706,-36.879783630371094,-55.87099075317383,-20.844371032714843,-37.483224029303706,-36.879783630371094,-55.87099075317383,-20.844371032714843
group,PD,mean_with_eos,0,1,643,-5.654480867400696,-7.003192901611328,-10.514532947540284,-9.5367431640625e-06,-5.654480867400696,-7.003192901611328,-10.514532947540284,-9.5367431640625e-06,-5.654480867400696,-7.003192901611328,-10.514532947540284,-9.5367431640625e-06
group,PD,mean_with_eos,1,5,643,-0.2695622047725312,0.0980234816367119,-3.8727590073401887,0.9368462893978324,-1.8790001172066315,-1.5114144307973885,-5.482196919774289,-0.6725916230362678,-3.2234034523041895,-3.0156474177042645,-6.317619300206502,-0.9276984100341799
group,PD,mean_with_eos,2,10,643,-1.6116524591103758,-1.4736026448297421,-3.69236178399019,-0.1487635540799778,-3.9142375521044217,-3.776187737823788,-5.994946876984235,-2.4513486470740236,-4.429597189432367,-4.3556820741532345,-6.391782624252259,-2.76356941946726
group,PD,mean_with_eos,3,10,643,-1.464383568323863,-1.4700831533355174,-2.727697681498979,-0.1424796645626495,-3.7669686613179096,-3.7726682463295633,-5.030282774493025,-2.4450647575566955,-4.0208170623832,-4.030475480999239,-5.246893117319268,-2.6474009449387483
group,PD,mean_with_eos,4,5,643,-1.708069228247328,-1.749915365288125,-2.656235114622524,-0.7087011901247642,-3.317507140681428,-3.3593532777222253,-4.265673027056625,-2.3181391025588645,-3.4773646582592477,-3.514764572115608,-4.469090151566726,-2.470448779808296
group,PD,mean_with_eos,5,1,643,-2.204895531135512,-2.1693990370806526,-3.2865288678337543,-1.2261394725126378,-2.204895531135512,-2.1693990370806526,-3.2865288678337543,-1.2261394725126378,-2.204895531135512,-2.1693990370806526,-3.2865288678337543,-1.2261394725126378
group,CLq,answer_sum,0,1,643,-7.166524498496048,-7.966457366943359,-15.79982795715332,0.0,-7.166524498496048,-7.966457366943359,-15.79982795715332,0.0,-7.166524498496048,-7.966457366943359,-15.79982795715332,0.0
group,CLq,answer_sum,1,5,643,-7.183742257994558,-0.7033951567386885,-25.559154513137564,-0.00019241632599800395,-8.793180170428657,-2.3128330691727887,-27.168592425571664,-1.6096303287600984,-25.844257971732464,-26.662402725219728,-38.82295974731446,-10.616813774108891
group,CLq,answer_sum,2,10,643,-26.294995027803857,-25.655379768127005,-43.79316143713796,-9.496972270393684,-28.5975801207979,-27.957964861121052,-46.095746530132004,-11.799557363387729,-41.04260571777913,-41.68054847717285,-54.7061936378479,-25.804883422851564
group,CLq,answer_sum,3,10,643,-36.72103852770996,-37.42898548915985,-50.105966757953645,-19.458761285153827,-39.023623620704,-39.73157058215389,-52.40855185094769,-21.761346378147874,-48.83682443164926,-49.56939888000488,-62.13375314712525,-33.41863254547119
group,CLq,answer_sum,4,5,643,-41.24081684227062,-41.9786601055539,-53.64662032168046,-26.193915571581197,-42.850254754704714,-43.588098017988,-55.25605823411456,-27.803353484015297,-51.78976635376736,-52.667303466796874,-62.98738872528076,-36.90301986694337
group,CLq,answer_sum,5,1,643,-41.43200661939559,-40.426124572753906,-59.295319366455075,-25.13330307006837,-41.43200661939559,-40.426124572753906,-59.295319366455075,-25.13330307006837,-41.43200661939559,-40.426124572753906,-59.295319366455075,-25.13330307006837
group,CLq,answer_mean,0,1,643,-7.166524498496048,-7.966457366943359,-15.79982795715332,0.0,-7.166524498496048,-7.966457366943359,-15.79982795715332,0.0,-7.166524498496048,-7.966457366943359,-15.79982795715332,0.0
group,CLq,answer_mean,1,5,643,-1.6655807460597203,-0.0869971847556944,-6.840802691385043,0.21797672299876034,-3.2750186584938206,-1.6964350971897946,-8.450240603819143,-1.39146118943534,-6.874796320518228,-7.0778965123494455,-10.327594455718994,-2.8352003885904966
group,CLq,answer_mean,2,10,643,-2.603498933039013,-2.5305607184793297,-4.878134418845538,-0.4858518280304883,-4.906084026033059,-4.833145811473376,-7.180719511839584,-2.7884369210245343,-6.0520298735599685,-6.142570204507737,-7.98231308398171,-3.809007614786663
group,CLq,answer_mean,3,10,643,-2.1838912619875215,-2.230881578049391,-3.5399383027593645,-0.6551162548880415,-4.486476354981567,-4.533466671043437,-5.84252339575341,-2.9577013478820877,-4.963637991863084,-5.033665586722018,-6.2986198055479266,-3.4084079190119354
group,CLq,answer_mean,4,5,643,-2.1639727668562734,-2.2191815352150996,-2.9994982040210862,-0.9905402125382703,-3.7734106792903734,-3.8286194476492,-4.608936116455187,-2.599978124972371,-4.011873921462525,-4.078402353643061,-4.861350815322373,-2.880447551741268
group,CLq,answer_mean,5,1,643,-2.589500413712224,-2.526632785797119,-3.705957460403442,-1.570831441879273,-2.589500413712224,-2.526632785797119,-3.705957460403442,-1.570831441879273,-2.589500413712224,-2.526632785797119,-3.705957460403442,-1.570831441879273
group,CLq,total_with_eos,0,1,643,-7.1665263257538365,-7.966457366943359,-15.79982795715332,0.0,-7.1665263257538365,-7.966457366943359,-15.79982795715332,0.0,-7.1665263257538365,-7.966457366943359,-15.79982795715332,0.0
group,CLq,total_with_eos,1,5,643,-7.183742257994558,-0.7033951567386885,-25.55915451313759,-0.00019241632599800395,-8.793180170428657,-2.3128330691727887,-27.16859242557169,-1.6096303287600984,-25.844258064281888,-26.662402725219728,-38.82295974731446,-10.616813774108891
group,CLq,total_with_eos,2,10,643,-26.294995027803875,-25.655379768127005,-43.79316143713796,-9.496972270393684,-28.597580120797915,-27.957964861121052,-46.095746530132004,-11.799557363387729,-41.042605756341395,-41.68054847717285,-54.7061936378479,-25.804883422851564
group,CLq,total_with_eos,3,10,643,-36.72103852771579,-37.42898548915985,-50.105966757953645,-19.458761285153827,-39.02362362070984,-39.73157058215389,-52.40855185094769,-21.761346378147874,-48.836824446480904,-49.56939888000488,-62.13375314712525,-33.41863254547119
group,CLq,total_with_eos,4,5,643,-41.24081684227062,-41.9786601055539,-53.64662032168046,-26.193915571581197,-42.850254754704714,-43.588098017988,-55.25605823411456,-27.803353484015297,-51.78976635495388,-52.667303466796874,-62.98738872528076,-36.90301986694337
group,CLq,total_with_eos,5,1,643,-41.43200661939559,-40.426124572753906,-59.295319366455075,-25.13330307006837,-41.43200661939559,-40.426124572753906,-59.295319366455075,-25.13330307006837,-41.43200661939559,-40.426124572753906,-59.295319366455075,-25.13330307006837
group,CLq,mean_with_eos,0,1,643,-3.5832631628769183,-3.9832286834716797,-7.89991397857666,0.0,-3.5832631628769183,-3.9832286834716797,-7.89991397857666,0.0,-3.5832631628769183,-3.9832286834716797,-7.89991397857666,0.0
group,CLq,mean_with_eos,1,5,643,-1.2235049914816014,-0.010406969048213668,-5.203370057220858,0.31483422773268516,-2.832942903915702,-1.6198448814823139,-6.812807969654958,-1.2946036847014153,-5.3832009056826955,-5.515630270640055,-8.008768115997315,-2.2338368962605792
group,CLq,mean_with_eos,2,10,643,-2.093548152592706,-2.0391635776475825,-4.094956323570107,-0.2709184811008165,-4.396133245586753,-4.341748670641628,-6.397541416564153,-2.573503574094862,-5.257921043006513,-5.340722959306505,-6.943691769925374,-3.3080734135461234
group,CLq,mean_with_eos,3,10,643,-1.8178918697416087,-1.8622526825109438,-3.0469266710243925,-0.4120745765610678,-4.120476962735654,-4.1648377755049895,-5.349511764018438,-2.7146596695551137,-4.500942059521723,-4.563664544416011,-5.717861566009314,-3.0897031737589153
group,CLq,mean_with_eos,4,5,643,-1.9117231102951864,-1.9602982321080387,-2.687920615294546,-0.8196253615929595,-3.5211610227292867,-3.569736144542139,-4.297358527728647,-2.42906327402706,-3.722309779857357,-3.7848812891362784,-4.511512367416214,-2.6710916738545065
group,CLq,mean_with_eos,5,1,643,-2.4371768599644463,-2.3780073278090534,-3.4879599627326514,-1.478429592356963,-2.4371768599644463,-2.3780073278090534,-3.4879599627326514,-1.478429592356963,-2.4371768599644463,-2.3780073278090534,-3.4879599627326514,-1.478429592356963
group,CLqD,answer_sum,0,1,643,-14.438467957183695,-18.89085578918457,-24.11633930206299,0.0,-14.438467957183695,-18.89085578918457,-24.11633930206299,0.0,-14.438467957183695,-18.89085578918457,-24.11633930206299,0.0
group,CLqD,answer_sum,1,5,643,-4.728511467791355,-0.0038804902397079947,-21.121658046269506,6.000985883936238e-16,-6.337949380225456,-1.6133184026738083,-22.731095958703605,-1.6094379124340996,-25.5405322073407,-26.866120910644533,-38.281375656127935,-9.361719436645515
group,CLqD,answer_sum,2,10,643,-21.071444495912658,-22.540313163972396,-39.67415645204322,-1.7454924493836907,-23.374029588906705,-24.842898256966443,-41.976741545037264,-4.048077542377737,-39.199471405468316,-40.18407936096192,-52.22589473724366,-22.695024147033692
group,CLqD,answer_sum,3,10,643,-34.43327079953704,-36.003696070574215,-50.115346068794075,-13.957477511599205,-36.73585589253109,-38.30628116356826,-52.41793116178812,-16.260062604593248,-47.75976795920317,-48.8157772064209,-60.993416996002196,-31.125074672698986
group,CLqD,answer_sum,4,5,643,-45.50960370172158,-46.49290246350721,-60.69107740606791,-27.885576661254838,-47.11904161415568,-48.10234037594131,-62.300515318502015,-29.495014573688938,-53.58622926323448,-54.48537750244141,-68.0086979675293,-36.50496017456055
group,CLqD,answer_sum,5,1,643,-55.794460032627704,-56.8276252746582,-72.96472682952881,-35.09635009765626,-55.794460032627704,-56.8276252746582,-72.96472682952881,-35.09635009765626,-55.794460032627704,-56.8276252746582,-72.96472682952881,-35.09635009765626
group,CLqD,answer_mean,0,1,643,-14.438467957183695,-18.89085578918457,-24.11633930206299,0.0,-14.438467957183695,-18.89085578918457,-24.11633930206299,0.0,-14.438467957183695,-18.89085578918457,-24.11633930206299,0.0
group,CLqD,answer_mean,1,5,643,-0.9884833190858034,0.0014665810029783905,-4.654193637146172,0.38941382193747026,-2.5979212315199036,-1.607971331431122,-6.263631549580272,-1.22002409049663,-6.8819810683298375,-7.075274429321288,-10.71636978149414,-2.380183499654136
group,CLqD,answer_mean,2,10,643,-2.089474457858627,-2.2729210454665894,-4.240525171467969,0.19357113583235816,-4.3920595508526725,-4.575506138460636,-6.5431102644620145,-2.1090139571616877,-5.78594647831128,-5.920836235682169,-7.824203034733969,-3.3067275471763007
group,CLqD,answer_mean,3,10,643,-2.0555137373423,-2.175519762937502,-3.368729091336674,-0.29086958192298984,-4.3580988303363455,-4.478104855931548,-5.67131418433072,-2.593454674917036,-4.8457545025034765,-4.94168274937254,-6.205810755830823,-3.157013728902798
group,CLqD,answer_mean,4,5,643,-2.3691746864263483,-2.4528907609099178,-3.4387469866022764,-1.0642059180705845,-3.978612598860449,-4.062328673344018,-5.048184899036377,-2.673643830504685,-4.144129569309683,-4.215083663018195,-5.2617160868732045,-2.815615353287358
group,CLqD,answer_mean,5,1,643,-3.4871537520392315,-3.5517265796661377,-4.560295426845551,-2.1935218811035164,-3.4871537520392315,-3.5517265796661377,-4.560295426845551,-2.1935218811035164,-3.4871537520392315,-3.5517265796661377,-4.560295426845551,-2.1935218811035164
group,CLqD,total_with_eos,0,1,643,-14.43847057348462,-18.89085578918457,-24.116339683532715,0.0,-14.43847057348462,-18.89085578918457,-24.116339683532715,0.0,-14.43847057348462,-18.89085578918457,-24.116339683532715,0.0
group,CLqD,total_with_eos,1,5,643,-4.728511467792371,-0.0038804902397079947,-21.121658046269506,6.000985883936238e-16,-6.337949380226472,-1.6133184026738083,-22.731095958703605,-1.6094379124340996,-25.54053223225785,-26.866120910644533,-38.281375656127935,-9.361719436645515
group,CLqD,total_with_eos,2,10,643,-21.071444495917238,-22.540313163972396,-39.67415645232833,-1.7454924493836907,-23.374029588911288,-24.842898256966443,-41.976741545322376,-4.048077542377737,-39.19947144106425,-40.18407936096192,-52.22589473724366,-22.695024147033692
group,CLqD,total_with_eos,3,10,643,-34.43327081469196,-36.003696070574215,-50.115346068794075,-13.957477511599205,-36.73585590768601,-38.30628116356826,-52.41793116178812,-16.260062604593248,-47.7597680155634,-48.8157772064209,-60.993416996002196,-31.125074672698986
group,CLqD,total_with_eos,4,5,643,-45.50960374378479,-46.49290246350721,-60.69107740606791,-27.885576661254838,-47.1190416562189,-48.10234037594131,-62.300515318502015,-29.495014573688938,-53.58622939137982,-54.48537750244141,-68.00869873046875,-36.50496017456055
group,CLqD,total_with_eos,5,1,643,-55.79446013348284,-56.82762908935547,-72.96472682952881,-35.09635009765626,-55.79446013348284,-56.82762908935547,-72.96472682952881,-35.09635009765626,-55.79446013348284,-56.82762908935547,-72.96472682952881,-35.09635009765626
group,CLqD,mean_with_eos,0,1,643,-7.21923528674231,-9.445427894592285,-12.058169841766357,0.0,-7.21923528674231,-9.445427894592285,-12.058169841766357,0.0,-7.21923528674231,-9.445427894592285,-12.058169841766357,0.0
group,CLqD,mean_with_eos,1,5,643,-0.7146033048995462,0.005795850190411859,-3.5982135413998884,0.5229568078310354,-2.3240412173336464,-1.6036420622436884,-5.207651453833989,-1.086481104603065,-5.374825923607224,-5.5408206431070965,-8.30122183227539,-1.8796839071909606
group,CLqD,mean_with_eos,2,10,643,-1.6474518740197743,-1.7808657024890877,-3.5098308579672035,0.31055316454286247,-3.9500369670138196,-4.083450795483134,-5.81241595096125,-1.9920319284511836,-5.025997888924014,-5.149098127607315,-6.767518840365939,-2.869451705009218
group,CLqD,mean_with_eos,3,10,643,-1.6986838806348608,-1.8020966764472974,-2.8959352979549355,-0.08854958892084767,-4.001268973628906,-4.104681769441344,-5.198520390948982,-2.3911346819148935,-4.394724690227418,-4.482225856877337,-5.624573396008424,-2.870398941372751
group,CLqD,mean_with_eos,4,5,643,-2.096832297307667,-2.1778568322600265,-3.090069104836241,-0.8780372509041459,-3.7062702097417675,-3.787294744694127,-4.699507017270341,-2.487475163338246,-3.845461466421242,-3.9111003713642725,-4.883400887905023,-2.61242530023484
group,CLqD,mean_with_eos,5,1,643,-3.2820270666754614,-3.342801711138557,-4.292042754678165,-2.0644911822150744,-3.2820270666754614,-3.342801711138557,-4.292042754678165,-2.0644911822150744,-3.2820270666754614,-3.342801711138557,-4.292042754678165,-2.0644911822150744
